	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
9x49	0.11873253	1.7521232e-10	1.753738e-10	0.035875287	0.04526956	0.15049413	0.028495243	1.7510006e-10	1.7624363e-10	1.7583232e-10	0.5942068	1.7499488e-10	1.7537748e-10	0.026926411
9x51	0.49531886	0.016653184	1.793934e-10	1.7978939e-10	0.08533176	0.04265139	1.7972013e-10	1.800708e-10	1.8001757e-10	0.11009275	0.21309172	1.7930209e-10	1.8029797e-10	0.036860317
10x44	0.40461463	1.7751545e-10	1.7808076e-10	1.7735097e-10	1.7773057e-10	0.10206885	1.771586e-10	0.07789016	1.781776e-10	1.7695023e-10	0.41293398	0.0024924707	1.7820886e-10	1.7753644e-10
10x46	0.73897433	2.0031615e-10	1.9971147e-10	1.9944159e-10	0.09186216	0.10028792	1.9892414e-10	0.020516679	0.048358887	2.0026036e-10	2.0043119e-10	1.998536e-10	1.9991193e-10	1.999085e-10
10x48	0.20099187	0.0751849	1.673799e-10	1.6713553e-10	1.668387e-10	0.077585556	1.672666e-10	1.6656905e-10	0.15110679	1.6706604e-10	0.49513093	1.6663514e-10	1.6698098e-10	1.667426e-10
10x50	0.43140018	0.018612243	1.7966151e-10	1.7976984e-10	0.062485993	0.12778315	1.7993965e-10	1.798264e-10	1.8025051e-10	0.036233895	1.7876217e-10	1.7929692e-10	0.3234845	1.7996778e-10
10x52	0.3401835	1.8565319e-10	1.8584592e-10	1.853634e-10	1.8594484e-10	0.114703365	1.8476475e-10	1.8512772e-10	1.8574385e-10	1.8538213e-10	0.41853812	1.8574775e-10	0.12657505	1.8505394e-10
11x41	0.3776009	1.6874026e-10	1.6846048e-10	0.0050557335	1.6834133e-10	0.09490676	1.6804297e-10	0.10214005	1.6923275e-10	1.6833843e-10	0.22247498	0.071117446	0.100500405	0.026203714
11x43	1.5405996e-10	0.0022350876	1.5444303e-10	0.060964055	1.5478512e-10	0.13830869	0.006963915	0.017006267	1.54573e-10	0.019654533	0.7548675	1.5494905e-10	1.547057e-10	1.5472962e-10
11x45	1.6669867e-10	0.014973368	0.0236209	1.6680587e-10	0.07190716	0.090430364	0.06600366	1.6654296e-10	0.14131817	1.667486e-10	0.5303986	0.02942881	1.6675242e-10	0.03191895
11x47	0.21367784	0.0174468	1.6675827e-10	0.016771069	1.672517e-10	0.17924923	1.671015e-10	0.0048802854	1.6739785e-10	1.675956e-10	0.39547023	1.6753872e-10	0.17250453	1.6653165e-10
