	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
2x18	0.2954044	2.4974664e-10	2.4846236e-10	2.4934824e-10	0.006196333	0.1586388	2.480012e-10	0.069004856	2.498462e-10	2.497981e-10	0.2411081	2.4966093e-10	0.22964743	2.4982813e-10
2x20	0.43366727	2.7595196e-10	2.7445704e-10	2.734955e-10	2.749679e-10	0.19422187	2.7522293e-10	2.7548183e-10	2.7536415e-10	2.7446279e-10	2.7471836e-10	2.7541877e-10	0.37211093	2.7519562e-10
2x22	0.24965923	2.9314948e-10	2.926668e-10	2.9256184e-10	2.9194644e-10	0.27635053	2.9293262e-10	2.9241404e-10	2.9361114e-10	2.9345773e-10	0.13691205	2.933889e-10	0.33707815	2.9392547e-10
2x24	0.5167306	2.7460315e-10	2.736061e-10	2.7375596e-10	2.7467645e-10	0.13524617	2.723248e-10	2.7254463e-10	0.06078308	2.7419436e-10	0.28724006	2.7435812e-10	2.742064e-10	2.7435862e-10
2x26	0.2954554	2.5312885e-10	2.5337085e-10	2.529281e-10	2.5384733e-10	0.22368218	2.5282051e-10	2.5327132e-10	2.5365662e-10	2.5356664e-10	0.21904695	2.5341823e-10	0.26181543	2.5262675e-10
2x28	0.19425936	2.7171299e-10	2.7069136e-10	2.704942e-10	0.040052492	0.17024767	2.703766e-10	0.036533296	0.057509087	2.7101427e-10	0.5013981	2.7134528e-10	2.7139496e-10	2.7009417e-10
2x30	0.34813014	0.053698443	2.628944e-10	2.631949e-10	2.632652e-10	0.15885468	2.6345912e-10	2.6283822e-10	2.6411268e-10	2.6321248e-10	0.34779352	2.626463e-10	0.09152318	2.626944e-10
2x32	0.5275167	2.8218305e-10	2.8232194e-10	2.8203023e-10	2.8202807e-10	0.17432441	2.8202268e-10	0.052768778	2.829052e-10	2.8296024e-10	0.15927514	2.8191408e-10	0.08611486	2.8225572e-10
2x34	0.35980806	2.7625846e-10	2.751405e-10	2.7533315e-10	2.757152e-10	0.16656238	2.7585564e-10	2.7504132e-10	0.074660376	2.7654948e-10	2.7615782e-10	0.02236948	0.3765997	2.754261e-10
2x36	0.43164587	2.3125726e-10	2.3132565e-10	2.3079635e-10	2.2984174e-10	0.052967455	2.3137199e-10	2.3082364e-10	2.3092009e-10	2.311523e-10	0.37388992	2.2968706e-10	0.14149678	2.3044139e-10
2x38	0.17686085	2.2711362e-10	0.00068600965	2.2714612e-10	2.2701833e-10	0.12604322	2.2658014e-10	2.2649543e-10	2.2746911e-10	2.2676303e-10	0.3256194	2.2738193e-10	0.3707905	2.2620145e-10
2x40	0.26507163	2.7349328e-10	2.7505329e-10	2.7288885e-10	2.7329827e-10	0.24709706	2.735152e-10	2.7367802e-10	0.013551057	2.747518e-10	2.7320654e-10	2.7422772e-10	0.44582954	0.028450752
2x42	0.046138994	2.3445e-10	2.347328e-10	2.3449517e-10	2.3501143e-10	0.14806099	2.3425822e-10	2.3419836e-10	0.107734054	2.347489e-10	0.61068684	2.344889e-10	0.08737914	2.3348962e-10
2x44	2.6545996e-10	2.6556732e-10	2.6559924e-10	2.64896e-10	2.6479244e-10	0.12603292	2.6450572e-10	2.6588765e-10	0.19786477	2.658912e-10	0.67610234	2.6514166e-10	2.6510222e-10	2.6652588e-10
2x46	0.28723806	2.6756974e-10	2.6782043e-10	2.6749522e-10	2.67227e-10	0.20824513	2.6785876e-10	2.6761718e-10	2.6806113e-10	2.681097e-10	2.680964e-10	2.686016e-10	0.50451684	2.6715105e-10
3x17	0.44074637	2.4637378e-10	2.449891e-10	2.4540767e-10	2.462169e-10	0.13185652	2.4592967e-10	2.4658256e-10	2.4671523e-10	2.4650543e-10	2.464937e-10	2.4656233e-10	0.42739713	2.4552144e-10
3x19	0.3594042	1.4528582e-09	2.4138408e-10	2.4272342e-10	0.013999625	0.088161185	2.4234686e-10	2.4131364e-10	0.13054684	0.059414353	2.4201474e-10	2.4248512e-10	0.2834789	0.06499494
3x21	0.028966282	2.7565064e-10	2.7540992e-10	2.7602678e-10	2.764325e-10	0.2935341	2.7538422e-10	2.7694122e-10	2.7737418e-10	2.7551764e-10	2.767654e-10	2.7688365e-10	0.6774996	2.763128e-10
3x23	0.3667183	2.5560484e-10	2.5455782e-10	2.557331e-10	2.546909e-10	0.10021029	2.5479974e-10	2.5628438e-10	0.1743767	2.548887e-10	0.35869473	2.5510172e-10	2.5556293e-10	2.5627264e-10
3x25	0.36584124	2.7350064e-10	2.737647e-10	2.7303673e-10	2.7364308e-10	0.12852716	2.75142e-10	2.7378458e-10	0.20251141	2.739465e-10	2.7521285e-10	2.740458e-10	0.30312023	2.7499036e-10
3x27	0.16714492	2.3144109e-10	2.3143226e-10	2.3122136e-10	0.1145479	0.1014856	2.3083975e-10	0.019270055	0.021481188	2.3078912e-10	0.40160578	2.3171803e-10	0.17446458	2.3141947e-10
3x29	0.078547195	2.5965424e-10	0.06907485	2.5873076e-10	2.5925487e-10	0.17373186	2.5889416e-10	2.5930433e-10	2.5897118e-10	2.5811167e-10	0.46742767	0.02854999	0.1826685	2.5905272e-10
3x31	0.3957956	2.5526808e-10	2.558789e-10	2.5537134e-10	2.557062e-10	0.12162416	2.5565303e-10	2.546233e-10	2.5639968e-10	2.5599653e-10	0.48258027	2.5544003e-10	2.5645985e-10	2.549382e-10
