	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
18x14	0.17566407	0.045620162	1.8149382e-10	0.07283649	0.036817126	0.01856036	0.14765082	0.017412612	1.8196766e-10	0.1274282	1.812012e-10	1.8194753e-10	0.32635397	0.031656142
18x16	0.21150193	1.889821e-10	0.07795326	1.8943826e-10	0.011976093	1.8898715e-10	0.083387636	0.017187877	1.8832756e-10	0.058449868	0.36634895	0.14539143	1.8906501e-10	0.027802901
19x11	0.2532162	1.6885188e-10	0.097305946	1.6955638e-10	1.6844946e-10	1.69419e-10	0.07257908	0.0633601	1.6919553e-10	0.19015816	1.6815604e-10	0.028876232	0.27095658	0.023547744
19x13	0.15294658	1.592424e-10	0.07682694	0.08157846	0.012466286	1.592002e-10	0.04317333	0.050123923	1.5874628e-10	0.15845218	1.5837912e-10	1.5935026e-10	0.41919944	0.0052328226
19x15	0.07065198	0.027977118	0.086813495	0.05423048	0.029184317	0.0071815234	1.7561333e-10	0.05957681	1.7498374e-10	0.16702569	0.17197639	0.02843062	0.26378626	0.033165324
19x17	0.19561367	0.10162871	1.8367165e-10	0.11688527	0.084092155	1.8429348e-10	0.08015574	1.8434584e-10	1.8391529e-10	0.16348337	1.8313329e-10	1.8402162e-10	0.25814107	1.8440845e-10
19x19	0.17935787	1.9190421e-10	0.03936377	0.04497122	0.11151229	1.9178345e-10	0.042102374	0.031074017	0.035840232	0.22852571	1.915042e-10	1.9186212e-10	0.28725246	1.9141509e-10
19x21	0.35486886	1.9493208e-10	0.083564036	0.017653698	0.008277787	1.9421437e-10	0.07155556	1.9456138e-10	1.9432068e-10	0.12262877	1.9451872e-10	1.9447717e-10	0.34145138	1.9499939e-10
19x23	1.7076136e-10	1.7033264e-10	0.26308927	0.005661695	0.027985178	1.6961874e-10	1.7050653e-10	0.12717578	1.7025467e-10	0.24859886	1.7042297e-10	0.08551109	0.18219772	0.05978044
19x25	0.27062932	1.827657e-10	0.0967578	0.06325585	1.8281313e-10	1.8269286e-10	0.11757524	0.033722304	1.8326174e-10	0.10826527	1.8258278e-10	0.02362139	0.2861728	1.8349748e-10
20x8	1.728298e-10	1.7260217e-10	0.05594849	0.010085925	1.7255378e-10	1.7219508e-10	1.7249784e-10	1.7304948e-10	1.7259755e-10	0.59103274	1.713511e-10	0.041117776	0.30181506	1.7304948e-10
20x10	0.06860991	1.5893399e-10	0.16311783	0.021563062	1.5927508e-10	1.5865292e-10	1.5932765e-10	1.5924045e-10	1.5850682e-10	0.26923478	1.5834425e-10	0.09095283	0.38652158	1.593009e-10
20x12	0.21112388	1.6081134e-10	0.04912829	0.012893078	1.6144105e-10	1.6134162e-10	0.12120202	1.6125733e-10	1.6068102e-10	0.090783656	1.6103602e-10	0.109532416	0.38984862	0.015488061
20x14	0.24779816	1.7560899e-10	0.095034994	0.039774437	1.7485531e-10	1.7565824e-10	0.021404816	1.7565321e-10	0.0164546	0.11281117	1.7574704e-10	1.7531816e-10	0.45582703	0.010894786
20x16	0.09442992	1.733736e-10	0.07321941	0.025707345	0.045973442	1.7292544e-10	0.026718186	0.020593422	1.7349865e-10	0.20794602	1.7318225e-10	0.05928265	0.44480062	0.0013290063
