	dist_type_parasite
7x37	496.4931822291218
8x30	342.62774260120835
8x32	449.845184480172
8x34	506.9870313923225
8x36	454.7368139924454
8x38	429.6072741469818
8x40	445.4409949701532
9x27	158.83607902488652
9x29	252.38086298291313
9x31	370.20264720825537
9x33	490.55652069868603
9x35	428.2958089918693
9x37	382.9194301677574
9x39	373.81078101092805
10x26	72.45867787918854
10x28	170.62385530751556
10x30	290.5148705316134
10x32	415.6855782920547
10x34	419.7642790900624
10x36	348.34695348172613
10x38	322.04900248254137
10x40	332.61125958091077
11x25	15.882380174268391
11x27	93.07684996818506
11x29	220.1343680573299
11x31	345.76118926218436
11x33	420.1423687275538
11x35	331.38510829546925
11x37	273.30973272095525
11x39	262.59139361372837
11x41	304.92046503965594
12x24	79.15712223167277
12x26	39.95459923463146
12x28	159.05049512654787
12x30	283.73244439083834
12x32	410.6686498869863
12x34	333.96972916718033
12x36	246.42568859597378
12x38	204.8234605703164
12x40	223.8833848234388
12x42	299.59013668677414
13x23	164.7240419610933
13x25	85.70297544426332
13x27	126.7262009215145
13x29	240.8035921658977
13x31	358.0364925534829
13x33	356.442982817729
13x35	246.92675027222126
13x37	165.1229844691525
13x39	145.74954545383667
13x41	214.77404405560762
13x43	318.19561593460094
14x24	159.75888081731173
14x26	147.29646974724153
14x28	218.73666816517093
14x30	325.61710643023673
14x32	392.35027717589287
14x34	270.47132934934154
14x36	155.34844704727476
14x38	88.8871756779345
14x40	128.94142080805545
14x42	237.17040287523238
15x23	245.04811772384616
15x25	199.3781582821951
15x27	226.09842989282345
15x29	301.14836874869525
15x31	408.20344192571446
15x33	320.6426359672087
15x35	196.90779568112566
15x37	69.93782953452273
15x39	45.398237851264696
15x41	155.2371411743984
15x43	282.2428032740605
16x22	325.68182325699416
16x24	266.10982695120464
16x26	258.3366021298571
16x28	304.5426899467464
16x30	390.3849382340462
16x32	377.82453599521546
16x34	251.0281458322948
16x36	124.71796181785517
16x38	6.044005294504603
16x40	91.91632064002599
16x42	219.44067535441098
16x44	326.0272381258965
17x21	416.8162304901286
17x23	343.41521515506554
17x25	313.1768829272047
17x27	332.9902400972138
17x29	387.1658042751193
17x31	450.589658114786
17x33	325.24730590736635
17x35	198.02232197406434
17x37	87.80461263510014
17x39	69.80157591344208
17x41	168.5982502874811
17x43	262.0001717556689
17x45	286.8012900947274
17x47	233.01373350083875
17x49	188.20010626989543
17x51	226.4300554255111
17x53	313.03066942394025
18x22	390.6809567921119
18x24	381.09413535240867
18x26	373.92973938963456
18x28	405.0414917017763
18x30	467.7404836017512
18x32	395.9432787660373
18x34	279.87768757083865
18x36	162.94219834039302
18x38	108.64271719724242
18x40	159.14483969013904
18x42	218.41238517996157
18x44	222.96300141503298
18x46	227.9078103093438
18x48	144.60888631062744
18x50	152.54566529403584
18x52	231.20916936834502
18x54	338.97696086902437
19x21	326.03970617088953
19x23	357.4412539145418
19x25	419.0805411851045
19x27	438.87239603328914
19x29	481.2074085048983
19x31	419.6758868460277
19x33	344.41261591294796
19x35	253.72364887806557
19x37	183.55339822514878
19x39	171.86218315848322
19x41	192.10374801132824
19x43	153.60833310728938
19x45	199.04524611253584
19x47	146.15450728595403
19x49	87.30005727374979
19x51	144.65631683407406
19x53	258.31159478428395
19x55	381.1477010294041
20x20	268.4892549060388
20x22	279.735196212418
20x24	344.37806259981187
20x26	432.14258063745575
20x28	509.7653675957207
20x30	423.5677513692466
20x32	331.71810321415967
20x34	269.36304497833385
20x36	250.9384386657411
20x38	225.00488883577637
20x40	200.4461274257996
20x42	109.5682435744954
20x44	115.5516334804489
20x46	177.5048450042983
20x48	56.911334547697685
20x50	57.59001649591739
20x52	179.9407958190696
20x54	308.7757762519595
21x21	201.17348234794753
21x23	260.9766273059716
21x25	347.8000143760779
21x27	452.3535011470566
21x29	448.5958648940046
21x31	336.8523118519448
21x33	245.99132098511092
21x35	196.34248139411898
21x37	214.24390306377435
21x39	242.69095574413112
21x41	123.8296006615539
21x43	39.78504744247501
21x45	129.46173179746972
21x47	109.71645273157509
21x49	3.832753579347404
21x51	113.43601720794001
21x53	243.27763974520963
21x55	370.01406730015043
22x20	159.73158735829298
22x22	172.49142007647802
22x24	254.7785116527686
22x26	366.18164891212143
22x28	434.61611797079024
22x30	364.7732994614601
22x32	249.66427457688013
22x34	163.1540682912931
22x36	144.18765550490085
22x38	201.67181260652188
22x40	169.38901971497427
22x42	42.26227632298091
22x44	61.36855872513239
22x46	90.08551492887179
22x48	72.39730657973416
22x50	89.43315939851405
22x52	190.54133409840512
22x54	317.01572516201816
22x56	449.26389794863354
23x21	99.47753515241516
23x23	169.173283942826
23x25	284.89971919958083
23x27	396.69667253457004
23x29	363.2407603780169
23x31	280.5812538285478
23x33	166.4664530768884
23x35	83.62678996589533
23x37	114.1977670534763
23x39	229.14067731417748
23x41	120.56997967985227
23x43	52.48285434310916
23x45	122.78477104266608
23x47	0.5099019513593499
23x49	100.91506329582354
23x51	171.82979951102794
23x53	272.3182880380974
23x55	391.52181293000797
24x20	56.356454821075886
24x22	86.42158295240823
24x24	206.05525957858984
24x26	329.6722159964348
24x28	318.43297567934127
24x30	306.272901184548
24x32	208.29527118972234
24x34	82.15674044167015
24x36	36.06494142515693
24x38	147.35253645594307
24x40	208.2191393700396
24x42	124.46883143984269
24x44	122.60770775118505
24x46	70.15646798407109
24x48	52.791097734371924
24x50	169.15557927541178
24x52	257.3232403029311
24x54	354.51861728264754
24x56	468.0122327461112
25x21	8.702298546935788
25x23	132.04097848774077
25x25	261.4004781939009
25x27	290.9698266143758
25x29	247.99711691872557
25x31	262.9798661494829
25x33	141.86941178421782
25x35	20.086313748420586
25x37	78.82036538864853
25x39	208.11982125689048
25x41	202.72071921735073
25x43	166.55551627010138
25x45	157.77205075677998
25x47	79.80707988643604
25x49	135.5931045444423
25x51	244.75254850562877
25x53	338.9589945701399
25x55	397.58215503213927
25x57	450.51670335293886
26x20	78.96486560490058
26x22	95.70355270312604
26x24	211.2228444084589
26x26	288.7072738952032
26x28	200.59972582234502
26x30	180.2028301664544
26x32	227.2472882126429
26x34	122.62177620634911
26x36	77.05381236512589
26x38	157.62664749337273
26x40	278.5024416410026
26x42	243.52465994227353
26x44	237.06826021211688
26x46	172.85036881649998
26x48	129.32022270317978
26x50	165.6666834339361
26x52	260.5293841392947
26x54	312.8716669818472
26x56	358.1738404741475
26x58	430.96297984861746
27x21	121.57927454957108
27x23	180.34993762128138
27x25	289.8572924733827
27x27	203.21323775777992
27x29	130.6040198462514
27x31	147.92312192487014
27x33	208.30828116039925
27x35	134.1709730157755
27x37	149.8208596958382
27x39	244.01969182834412
27x41	317.8776022307957
27x43	287.4001565761578
27x45	217.10009212342567
27x47	109.39561234345699
27x49	83.64621928096913
27x51	175.37097821475496
27x53	258.2244759893993
27x55	270.07741482767494
27x57	342.85125054460565
28x20	182.97737565065256
28x22	153.2231379394115
28x24	212.2824769028286
28x26	238.56236081997514
28x28	119.0952979760324
28x30	66.9883571973519
28x32	150.26393446199944
28x34	219.4032816527592
28x36	190.5234106350189
28x38	241.98202412576057
28x40	329.8604098705999
28x42	356.604612981941
28x44	263.19363594129686
28x46	136.53732090531142
28x48	25.818210627384406
28x50	98.44942864232368
28x52	207.98473501677955
28x54	201.35851111884975
28x56	256.40608417118347
28x58	346.2785295105666
29x19	184.73475579868534
29x21	115.26842585894887
29x23	132.49256582918144
29x25	237.91773788433682
29x27	154.63020403530453
29x29	33.15493930020081
29x31	70.17442554093351
29x33	201.3073520763711
29x35	228.27625807341406
29x37	218.80303928419278
29x39	292.30608957050475
29x41	384.74008109371715
29x43	324.6268627208783
29x45	198.2156653748635
29x47	73.54352452799606
29x49	40.26313450291731
29x51	159.64852019358037
29x53	144.02472010040503
29x55	171.02993889959745
29x57	264.7634604699072
29x59	377.0480738579631
30x20	92.64410396781851
30x22	51.41692328407042
30x24	154.73024914346922
30x26	208.04393766702236
30x28	85.8242390004131
30x30	28.770297183032692
30x32	142.2306928901073
30x34	185.99811827005126
30x36	159.26079241294764
30x38	210.58672797686003
30x40	313.15912887859446
30x42	390.82253005680184
30x44	267.18895935273946
30x46	143.8001390819911
30x48	72.03422797531762
30x50	130.32705014692866
30x52	106.47126372876362
30x54	100.75316372203895
30x56	191.8720928118523
30x58	308.0173534072392
31x19	142.2003164553439
31x21	16.001249951175687
31x23	88.20090702481471
31x25	218.90020557322472
31x27	129.99953846071895
31x29	22.674214429611414
31x31	82.38476800962677
31x33	195.34548881404945
31x35	106.88110216497572
31x37	123.3969610646877
31x39	225.8499501881727
31x41	345.60539636990643
31x43	345.8086465084409
31x45	230.12401004675738
31x47	142.89576620740038
31x49	136.84275647618352
31x51	128.54400024894164
31x53	32.0477768339708
31x55	105.02314030726787
31x57	228.25855953282456
31x59	339.44878847920467
32x20	95.72611973750958
32x22	61.58327695080887
32x24	163.98810932503633
32x26	185.14956116610165
32x28	58.69412236331676
32x30	44.5646721069504
32x32	161.85647963550926
32x34	110.19496358727072
32x36	44.37623237725325
32x38	140.43767300834907
32x40	263.99933712038
32x42	395.8242539309586
32x44	314.345621887756
32x46	225.82267379517057
32x48	184.54018532558186
32x50	188.2422375557622
32x52	61.02335618433298
32x54	43.00104649889366
32x56	143.26157893866738
32x58	266.2803409942241
33x19	182.63937144000485
33x21	110.23692666253017
33x23	139.56464452002166
33x25	240.99927385782738
33x27	140.66335699107984
33x29	63.42373372799844
33x31	129.6111877887091
33x33	161.31239877951077
33x35	32.96619480619495
33x37	67.83568382496064
33x39	196.979618234984
33x41	327.61112618468906
33x43	404.898209430469
33x45	309.4440175540644
33x47	251.98882911748314
33x49	246.83780099490468
33x51	146.81961721786345
33x53	34.224260401066054
33x55	70.10577722270862
33x57	199.67303273101288
33x59	324.41123593365313
34x20	188.7208520540324
34x22	166.18892863244534
34x24	220.01620394870935
34x26	231.9176793605871
34x28	137.54977280969993
34x30	125.5617776236068
34x32	208.79351043554996
34x34	121.02037018617978
34x36	48.507731342539614
34x38	142.50396485712275
34x40	257.1381924180073
34x42	386.8520388985951
34x44	396.1305971519998
34x46	333.52752510100305
34x48	295.37366165587633
34x50	234.0507850873395
34x52	122.27084689328038
34x54	51.457555324753066
34x56	146.5527208891055
34x58	256.6023577444295
35x21	218.35413895779507
