	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
6x44	0.10453929	2.9450664e-10	0.1275208	0.02966134	0.04748551	0.04269188	2.9355718e-10	0.12909333	2.9377842e-10	0.06858884	2.946488e-10	0.2265694	0.1974963	0.026353247
6x46	0.046573684	0.10081417	0.082500555	0.043806035	0.02563861	0.09167294	1.3422316e-10	0.11851482	1.3401544e-10	0.09328682	0.14598125	1.346709e-10	0.25121117	1.3410827e-10
6x48	0.20882244	0.06367645	0.13497013	0.053924937	0.09069171	0.033079393	1.8562281e-10	0.09625238	1.8482682e-10	0.03293161	0.25110146	0.03454938	1.8612303e-10	1.8590518e-10
6x50	0.04323727	0.15259004	0.11658822	0.06197436	0.03345568	0.058411274	1.7904045e-10	0.13710819	1.7887901e-10	0.074626856	1.7892984e-10	0.023063738	0.2989444	1.7845608e-10
7x39	2.2846879e-10	2.2926894e-10	2.2786038e-10	0.019752432	0.034216758	0.070744336	0.022304682	0.0914705	2.2897353e-10	0.12677877	0.4496633	0.18506917	2.2826929e-10	2.2857427e-10
7x41	1.5785184e-10	1.5824553e-10	0.0056944815	0.018571401	0.05293951	0.15231	1.5782535e-10	0.13273339	1.582404e-10	0.07185684	0.51291424	0.052980117	1.5767279e-10	1.5818517e-10
7x43	0.30151138	0.014878842	0.10546214	0.048186682	0.13108405	0.042364262	1.0485596e-10	0.1620973	1.0545646e-10	0.08590685	1.0529648e-10	0.09585024	1.0541584e-10	0.012658215
7x45	0.35239893	0.039975673	0.10404176	0.029821288	0.119127326	0.09930033	2.0599981e-10	0.15869883	2.0569946e-10	0.03130185	2.0565669e-10	0.06533393	2.0523191e-10	2.0575948e-10
7x47	0.12912554	1.0855468e-10	0.032379918	0.016256208	0.094686516	0.11956068	0.027520161	0.11734382	1.0839971e-10	0.08884901	1.07700036e-10	0.1274453	0.24683289	1.0868583e-10
7x49	0.3126454	1.2866316e-10	0.09443759	0.044901256	0.0028601128	0.06527626	0.043064848	1.2776981e-10	1.2812855e-10	0.1237228	1.2776055e-10	0.027046561	0.28604516	1.2822807e-10
