	dist_type_ambigious
35x37	102.02754530027671
35x39	229.28656742164404
35x41	357.9554441547161
35x43	488.50032753315537
36x12	875.9271659219161
36x14	748.4583421941397
36x20	369.13397296916463
36x22	242.968413584976
36x24	115.3130088064655
36x26	26.187401551127365
36x28	113.02433366315417
36x30	234.87341271416813
36x32	163.52556375074826
36x34	41.737872490101786
36x36	61.31133663524264
36x38	169.1566138228125
36x40	297.05773849539776
36x42	425.33724266750977
37x13	811.7186335177973
37x15	680.3117594162252
37x19	428.6604717022552
37x21	295.3609486712825
37x23	170.12421932223523
37x25	46.372082118447004
37x27	39.71599174136291
37x29	171.74821687575118
37x31	238.40522225823847
37x33	121.90176372801153
37x35	66.90807126199368
37x37	141.91141603126977
37x39	251.54323684011095
37x41	374.59889214999055
38x14	740.8051430706998
38x16	616.1955858329399
38x18	494.03459393042493
38x20	366.42921553828097
38x22	243.89762196462678
38x24	127.27187434779138
38x26	49.60010080634954
38x28	126.82401192203338
38x30	247.42069436488146
38x32	207.84669831392563
38x34	135.82356202073353
38x36	151.26232181214206
38x38	234.52317582703878
38x40	341.4255409309624
38x42	463.307381767224
38x46	703.5664858419567
39x15	692.657325089398
39x17	566.3404011722986
39x19	441.0383770149714
39x21	322.5754175382866
39x23	209.24674429964264
39x25	126.60655591240157
39x27	124.06095276113274
39x29	214.12225479851475
39x31	294.23867862672324
39x33	215.2081085832967
39x35	189.43811654469155
39x37	235.94507835511237
39x39	320.5740476083493
39x41	427.46117952394235
39x45	656.4827796675249
39x47	782.1910891847335
40x16	639.3023854171043
40x18	522.3543624781936
40x20	404.42119133398523
40x22	294.0576304060141
40x24	205.65509962070016
40x26	163.80012210007678
40x28	209.20057361298063
40x30	297.8326039908996
40x32	297.6291988364047
40x34	247.2737956193501
40x36	256.7140822004124
40x38	316.0867127862229
40x40	407.6460351824854
40x44	621.500844729917
40x46	722.4053709656372
40x48	745.5445392463149
41x15	717.7164899875157
41x17	598.981644126095
41x19	488.6393352975177
41x21	377.52244966359285
41x23	291.795836159463
41x25	231.703344818326
41x27	230.60106244334622
41x29	293.73098236311415
41x31	378.8844678790619
41x33	316.8921109778531
41x35	302.3303656598194
41x37	329.56146619409265
41x39	399.22126696858237
41x43	595.0823808515929
41x45	655.3814156657172
41x47	674.3624025700126
42x16	685.2856411745397
42x18	569.2392291471134
42x20	464.4412234072252
42x22	374.3824381564925
42x24	308.48256028501856
42x26	278.10007191656786
42x28	306.17775882647004
42x30	376.2109115908257
42x32	395.887269307817
42x34	358.59689067252117
42x36	363.91262687628785
42x38	410.5302912088221
42x42	577.2741549731812
42x44	601.523806677674
42x46	608.0231985705805
42x48	637.3456597483031
43x17	654.8052076762981
43x19	551.0131486634418
43x21	459.16590683542705
43x23	387.7682942170492
43x25	344.71219879778
43x27	342.76243959920726
43x29	386.7369778027441
43x31	462.0329425484726
43x33	428.9732975372709
43x35	412.94188453098377
43x37	437.47388493486113
43x41	573.5204355557003
43x43	545.4608051913538
43x45	544.0903601425039
43x47	564.3279277157919
43x49	609.7772134148668
44x18	635.2424733910667
44x20	545.3089491288404
44x22	469.4094694400617
44x24	416.24331826469
44x26	394.0003172587555
44x28	413.6304751828621
44x30	468.7147533415182
44x32	501.8495392047305
44x34	473.47697937703373
44x36	476.48708272103244
44x40	561.7482799261602
44x42	508.9680933025173
44x44	487.3108453543795
44x46	495.02429233321453
44x48	532.3123988787037
45x17	722.2222649572637
45x19	629.8333906677226
45x21	552.1487118521605
45x23	491.9084467662657
45x25	457.6874588624863
45x27	456.7727224780398
45x29	491.6546145415499
45x31	550.8654463659889
45x33	540.6260445076616
45x35	528.8272024016923
45x37	546.2321850641906
45x39	551.2193846373692
45x41	480.31369957560025
45x43	437.24534302837344
45x45	428.02113265585365
45x47	456.03961450733624
46x16	805.3205635025101
46x18	712.8182166583568
46x20	632.2491992877494
46x22	566.7098463940786
46x24	522.7860461029923
46x26	506.4016686386411
46x28	522.6757790447153
46x30	566.4421241397928
46x32	608.6085852171328
46x34	585.1483572565166
46x36	588.556174039488
46x38	559.8489974984321
46x40	468.36233836635466
46x42	405.0960379959299
46x44	377.41824280233175
46x46	384.9122107701962
46x48	429.1633721556396
47x17	798.6389672436477
47x19	716.1401608623834
47x21	647.1542706341355
47x23	596.3423345696666
47x25	566.315141948368
47x27	566.9587110187128
47x29	595.2063507725705
47x31	647.9268631566375
47x33	650.9134658309044
47x35	640.8663277158508
47x37	570.1397898761317
47x39	470.0198825581742
47x41	385.52801454628394
47x43	329.81293182651245
47x45	318.5359006454374
47x47	350.2070530414828
47x49	417.2494817252623
48x18	800.2488862847608
48x20	727.7570198905678
48x22	671.7011240127563
48x24	635.3251214929252
48x26	621.1002012558041
48x28	633.5532258618847
48x30	671.6709313346829
48x32	720.1617179495173
48x34	698.7894174928526
48x36	596.6723807920052
48x38	484.81759456521337
48x40	383.2859246045958
48x42	302.71281770020863
48x44	261.3588529206537
48x46	273.8561666276659
48x48	332.70865633463774
48x50	421.7841272499478
48x52	524.2393537307173
49x19	810.52228223535
49x21	748.4119721116172
49x23	706.3607647654279
49x25	683.1297680528937
49x27	682.3607037337367
49x29	706.8315923895876
49x31	749.7174534449631
49x33	754.4942677051959
49x35	634.2748930865857
49x37	513.3307900369895
49x39	400.99999999999966
49x41	297.2640913396704
49x43	220.4824256034934
49x45	203.79021075606136
49x47	249.37852754397264
49x49	336.2120907998402
49x51	439.86644564003757
49x53	546.3634321584857
50x18	895.5690481476009
50x20	833.8756981708966
50x22	782.5247983291008
50x24	751.2740378849786
50x26	738.7149517912849
50x28	749.0200664868736
50x30	780.0500304467658
50x32	804.784499105195
50x34	679.977940818671
50x36	555.6022498154592
50x38	432.27936568843967
50x40	316.41697173192193
50x42	210.46265702019411
50x46	163.68399433053904
50x48	245.77088924443436
50x50	352.74560238222665
50x52	457.8168301842998
51x19	913.155101831009
51x21	857.7639069114532
51x23	821.135043704749
51x25	799.7694980430299
51x27	797.8890461712081
51x29	818.4748010782008
51x31	858.6019159074829
51x33	734.2900312546803
51x35	604.2406970736079
51x37	481.466364349577
51x39	356.59227417317936
51x45	86.56847001073766
51x47	158.64327908865238
51x49	268.30300035594087
51x51	371.59531751624655
52x20	936.8859535717249
52x22	891.2704696106564
52x24	864.840447712756
52x26	854.4000234082395
52x28	862.2746314255105
52x30	891.3643138470376
52x32	790.5201388959042
52x34	663.0387696055186
52x36	539.1127896831977
52x38	410.95997372006894
52x40	281.7454524921387
52x42	154.58441059822295
52x44	41.5086737923532
52x46	73.1765672876232
52x48	181.6273657794992
52x50	289.6282444790218
53x21	970.5917627921638
53x23	932.8657138087989
53x25	916.3012659600553
53x27	912.9506120267408
53x29	930.6758888034009
53x31	849.8672661068904
53x33	725.0086689136895
53x35	596.4233479668612
53x37	470.4284536462477
53x39	343.2178462725968
53x41	216.1388905310656
53x43	88.5248552667551
53x45	0.36055512754632324
53x47	94.27539445687822
53x49	210.0741059721547
54x22	1006.2514844709549
54x24	981.2192874174459
54x26	973.0113514240211
54x28	979.9117154111385
54x30	908.2325748397268
54x32	779.7943639191037
54x34	653.3243757889336
54x36	526.4665991304669
54x38	400.39652845647873
54x40	273.217312775014
54x42	145.67717734772316
54x44	21.227576404290705
54x46	6.800735254367722
54x48	129.77056677074359
54x50	259.8865136939587
55x21	1078.0833455721315
55x23	1048.7871185326412
55x25	1030.9599070768952
55x27	1032.396919793933
55x29	969.3114721285411
55x31	841.2772432438665
55x33	713.0992988357232
55x35	586.8484727764057
55x37	457.3236272050679
55x39	330.42162459500116
55x41	202.25038936921692
55x43	74.40248651758871
55x45	0.5099019513592606
55x47	75.82380892569329
55x49	200.79942729002002
56x22	1117.7450961645955
56x24	1095.4937973352473
56x26	1085.8066494546808
56x28	1031.3720230838144
56x30	903.8701787314368
56x32	778.4254941868231
56x34	650.2278062340918
56x36	524.857437786681
56x38	396.08666980851524
56x40	267.2090567327386
56x42	141.68712009212413
56x44	18.06765064971077
56x46	53.49813080846861
56x48	159.03751129843587
56x50	279.1140447917306
57x25	1146.7298243265502
57x27	1100.11228972319
57x29	972.4446102478024
57x31	848.0159078696576
57x33	719.2517292297598
57x35	591.7168326150609
57x37	465.402385039011
57x39	339.5720983826558
57x41	218.45017738605745
57x43	104.4787538210523
57x45	63.88528782121925
57x47	136.3277301212046
57x49	246.23322277873083
58x24	1210.5090540760118
58x26	1164.3172462864236
58x28	1037.5778765952946
58x30	910.4500260860011
58x32	785.1014329371716
58x34	659.9553015167012
58x36	535.189274929907
58x38	411.3813437675561
58x40	293.4839177876702
58x42	184.15352290955516
58x44	122.25927367688732
58x46	139.4103654682825
58x48	228.32336717909544
58x50	334.5120924570591
59x23	1274.532227917364
59x25	1233.7324547891249
59x27	1108.628833289122
59x29	982.894999478581
59x31	858.1791945741867
59x33	732.6590612283451
59x35	611.5978090215822
59x37	491.368476807375
59x39	376.2997209672095
59x41	271.9044317402719
59x43	190.76687343456675
59x45	177.78146697561024
59x47	223.30662775654457
59x49	313.3057611982263
59x51	418.33156706134474
60x22	1340.718687868563
60x24	1309.2996028411526
60x26	1182.27006221083
60x28	1057.2884800280383
60x30	933.6554878540585
60x32	811.4038821696629
60x34	691.0006801733266
60x36	572.3853684363359
60x38	458.72442708013705
60x40	356.7924046276773
60x42	275.56418490072355
60x44	231.71832038058602
60x46	246.66189409797389
60x48	306.3529990060486
60x50	399.5270829368143
61x23	1382.6855101576787
61x25	1261.3379126942946
61x27	1134.3168164141796
61x29	1011.2803814966452
61x31	891.5340767463688
61x33	771.6090331249369
61x35	655.2255565833797
61x37	544.1057709673737
61x39	443.8971051944356
61x41	358.7837928335118
61x43	300.6467861128736
61x45	292.4050957148321
61x47	322.5059689370107
61x49	392.4489775754299
62x24	1334.4937167330536
62x26	1211.3776042176114
62x28	1089.992499974197
62x30	968.6735673073771
62x32	849.951492733556
62x34	738.7572876121087
62x36	629.8037869050961
62x38	531.157302500869
62x40	446.12648430686096
62x42	383.0127151936344
62x44	350.81124554381074
62x46	361.2292900638048
62x48	402.5996770987279
62x50	476.38053066849864
63x27	1169.4049940033603
63x29	1050.0080475882078
63x31	934.5150614088574
63x33	819.058349569797
63x35	715.1486628666797
63x37	615.6048813971508
63x39	529.4229500125589
63x41	456.6190972791217
63x43	413.5930004243307
63x45	408.9845596107515
63x47	431.335136523794
63x49	483.94905723639977
63x51	563.1319649957729
64x28	1130.1533789711907
64x30	1014.2237228540853
64x32	905.2295012868284
64x34	798.355065118272
64x36	700.6888967294968
64x38	610.3250609306486
64x40	538.616542634925
64x42	484.4186722247607
64x44	463.8488115754965
64x46	471.1476307910294
64x48	507.56163172564624
64x50	568.4322475018465
65x29	1098.7275913528342
65x31	989.6776242797449
65x33	885.1759712057254
65x35	786.9113546010119
65x37	697.5410023790719
65x39	618.6002990623264
65x41	561.4127269665339
65x43	525.9006465103461
65x45	522.5951013930384
65x47	537.434135499412
65x49	585.5461126162481
65x51	650.8640564664797
