	dist_type_central	dist_type_portal
17x31	213.22732001317263	323.00261608847677
17x33	118.05189536809648	252.97480111663296
18x28	337.4056905269974	443.45958102176553
18x30	250.81343664165973	334.10264889701165
18x32	127.35419113637367	237.11619514491198
18x34	40.06706877224717	181.4297935841849
19x27	258.2662385988534	483.8818554151417
19x29	308.22220880397293	362.225247601544
19x31	180.63014698549068	247.86054546861612
19x33	53.141509199494806	154.00655830191113
19x35	30.02165884823831	121.77561332220829
20x26	180.88255858429247	533.758840676199
20x28	241.60043460225808	407.70696584679524
20x30	251.68108788703228	283.7399689856895
20x32	131.27261709892127	163.90393527917504
20x34	50.71587522659939	71.77813037409076
20x36	109.43390699413081	82.78997523855159
20x38	230.28514932578696	162.71216918227105
20x42	387.39463083527613	402.1129194641725
21x23	162.7484254916155	528.9338805559726
21x25	114.4001748250411	532.8602068085023
21x27	158.4727105845042	464.45193508047714
21x29	223.2082659759714	336.5711366115637
21x31	216.25431787596744	209.87741660312076
21x33	128.04175100333472	84.46472636550689
21x35	109.15401962364936	14.436065946094928
21x37	194.24935006326282	79.11390522531416
21x39	311.31888795895463	203.47739432182647
21x41	329.81509971497644	329.18140895257136
21x43	342.59705194294924	455.89992322877174
22x22	176.17414679799052	480.3531305196207
22x24	76.17250159998676	468.15536950888423
22x26	73.55766445449433	485.3404269170247
22x28	137.70439353920412	399.1722685758619
22x30	232.24921958964705	271.38773001003545
22x32	212.06114684213136	146.86160151652962
22x34	167.1741905917298	35.609128043241874
22x36	192.9004147222087	22.27936264797569
22x38	285.2380935288976	141.83853496141342
22x40	282.90415338061047	268.56611848853913
22x42	271.93427514750704	394.87624643677947
22x44	311.5144458929636	521.3573150920587
23x21	223.39583702477532	447.3751222408326
23x23	99.69538605171243	412.71003137796384
23x25	0.5099019513592606	416.28531081459016
23x27	57.69991334482216	453.3767528226386
23x29	147.5811641097876	347.0518693221517
23x31	196.56718953070472	225.49824833022532
23x33	191.75278355215593	117.49948936059239
23x35	223.64266140430368	44.58968490581643
23x37	277.9925358710196	106.66044252674014
23x39	257.9358835059595	219.71736390190043
23x41	213.17903274008904	340.3023655515785
23x43	233.1392931275206	465.18311448288864
24x20	238.31158175800007	428.13106638037834
24x22	162.38365065486101	371.7405681385876
24x24	40.047596681948264	352.08863940774916
24x26	0.3605551275467016	375.6140705564687
24x28	66.92458442157094	424.4286748088542
24x30	167.77285239275125	308.4703065126365
24x32	127.6225685370733	202.4656020167374
24x34	169.70164996251535	119.29396464197154
24x36	269.4000742390397	109.07795377618724
24x38	257.6141494561194	192.93897999108464
24x40	175.93683525629308	301.8270531281118
24x42	158.21839336815432	418.6720196048457
24x44	220.3421430412257	539.4243783886673
25x19	201.42415446018384	429.6001513035115
25x21	184.2460311648529	346.2605955057547
25x23	126.90015760431505	299.25649533468754
25x25	39.69307244343801	303.4533572066716
25x27	6.997142273814314	349.76958129602974
25x29	122.06002621661213	392.28210512334084
25x31	88.30362393469454	287.2576021622404
25x33	85.61787196607973	199.10002511300684
25x35	186.71381844951915	158.72444676230583
25x37	276.3983538301194	191.89697756869455
25x39	171.87588545226433	278.3255647618454
25x41	99.9731964078372	384.7139716724623
25x43	135.3574896339321	499.24087372730236
25x45	239.19272564189748	617.3403923282519
26x18	194.08062757524237	447.1602509168272
26x20	125.06514302554486	344.3278815315424
26x22	148.08814942459082	265.5554556020265
26x24	128.18213604086952	234.92607347844566
26x26	70.04027412853281	266.42417307744415
26x28	86.8521732600862	334.4058910964338
26x30	89.71293106347598	377.64137749987094
26x32	12.517188182654843	286.7216071383529
26x34	99.79669333199391	232.3595920120366
26x36	200.79726093749372	219.69965862513322
26x38	199.65703093054316	272.3926026895742
26x40	89.21031330513274	360.42735745223365
26x42	46.414221958360976	465.5335433671781
26x44	153.43376421114132	575.9311764438528
26x46	205.3150018873436	694.0599757945996
27x17	217.32264032999402	474.09928285117644
27x19	108.66029633679446	363.509917333764
27x21	71.03379477403683	257.331303964364
27x23	144.6809593554038	185.51167079189352
27x25	145.24617034538275	189.07842288320492
27x27	120.81928653985688	249.08893993913077
27x29	140.90031937508172	313.552069041172
27x31	13.00615239031129	344.78683269521775
27x33	30.10149497948602	305.73534306651567
27x35	122.51310134022411	275.08300565465686
27x37	198.22232467610695	292.8994537379681
27x39	123.03385712884054	356.6908044791739
27x41	3.0479501308254284	446.49153407427576
