	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
12x28	0.15357561	0.076060966	0.07132	0.05623389	0.055168867	1.3578075e-10	0.09482978	0.05374599	0.0061224117	0.18889147	1.3534325e-10	0.044683874	0.19936709	1.3559699e-10
12x30	0.147496	0.013538038	0.048558857	0.041698825	0.029884757	0.054518014	0.14126419	0.09779706	1.4653653e-10	0.1393858	0.11345656	0.022370096	0.1500318	1.4643538e-10
13x27	1.4290341e-10	0.041184142	1.425487e-10	0.058238257	1.4233242e-10	0.08531308	0.11692732	0.042736266	1.4295493e-10	0.09224504	0.39677	0.05959837	0.10698746	1.4235822e-10
13x29	0.08442294	0.008923988	0.024534281	0.06897104	0.06982228	0.0017580931	0.18606834	0.027346073	0.025365423	0.14622092	0.17322366	1.3243588e-10	0.08717161	0.09617136
13x31	1.4139002e-10	0.05768736	0.059028212	0.047176965	0.03397871	0.05555799	0.078353636	0.042767152	1.4104554e-10	0.12854026	0.4615601	1.414866e-10	1.4125498e-10	0.03534961
14x26	0.09791299	1.5703663e-10	1.5651244e-10	0.0026241674	0.018276783	0.09590621	0.12608384	0.038556516	0.018567316	0.11093748	0.19341075	0.082292356	0.14691065	0.06852097
14x28	1.3367182e-10	1.3367053e-10	1.3303314e-10	0.11517707	0.06573162	0.018150717	0.12318445	0.03311483	0.035370387	0.05042374	0.42064667	0.060450934	1.3362669e-10	0.07774959
14x30	0.0068159555	1.415058e-10	0.019119864	0.07631972	0.10205646	0.06445779	0.1383479	0.04587464	1.4171622e-10	0.08145105	0.12606065	1.413267e-10	0.25531003	0.08418592
14x32	1.4143862e-10	1.4158356e-10	1.4132212e-10	0.041180063	0.033615466	0.059145223	0.122832745	0.05719043	1.417346e-10	0.16066633	0.5253697	1.41905e-10	1.4129276e-10	1.4172946e-10
14x34	0.20342803	1.6921974e-10	1.6884479e-10	0.01848825	0.05098425	0.08412946	0.14559804	1.699556e-10	1.6960652e-10	1.6955315e-10	0.40123677	1.6986552e-10	0.09613516	1.6947427e-10
15x25	0.016651563	0.046343867	1.5751395e-10	0.021759637	0.009227225	0.07444429	1.583846e-10	0.041061375	0.1293819	0.1268738	0.18525016	0.10841299	0.24059328	1.5742503e-10
