	dist_type_central	dist_type_portal
14x54	860.783852079022	621.5791502294778
15x53	779.7038219734465	548.0617209767526
16x54	759.97329558347	513.9523421485694
18x54	656.6958885207065	407.12097710631434
19x53	579.5074891664473	327.845893675672
19x55	633.3658105707949	397.2460824224703
20x52	494.0955777984658	250.21718566077723
20x54	556.2003416036349	316.12658856856706
20x56	619.2067909834324	402.7026818882637
21x51	414.56659296185467	185.98134315032794
21x53	467.54679979655515	222.24313262730982
21x55	538.6135999025647	321.8577480813535
21x57	613.5566559006595	424.9999647058812
22x48	302.966697839878	220.76054901181945
22x50	334.9197067955244	138.75233331371402
22x52	401.4543685152771	148.61766382230604
22x54	457.7694288612993	238.34103717152885
22x56	547.1599126398061	358.61005284291764
22x58	631.6337942194036	468.8121692106552
23x45	280.38482483900543	364.3891463806238
23x47	245.99174782906826	245.11209680470682
23x49	259.37636746627476	133.8390824834059
23x51	324.33476532743157	74.4529381555893
23x53	375.46397963053676	153.3551433764126
23x55	451.9139409223841	270.27987346452574
23x57	548.1546132251374	393.39328921576697
23x59	654.629521179728	519.5913875344742
24x42	228.9601712088808	353.61187762856605
24x44	276.3868665475983	343.67731958917494
24x46	204.11643735868003	296.18494222360454
24x48	189.0470047369173	167.26795867708788
24x50	239.73827395724712	47.848092960952776
24x52	294.48018609067736	70.78545048242631
24x54	366.5684247176781	193.7612190300216
24x56	460.38146139913135	318.07811933548646
24x58	563.0136943272341	444.0063287837239
25x39	214.91081871325133	399.24060414742377
25x41	170.92469101917342	327.0184245573937
25x43	198.98381843758057	283.5682633864376
25x45	190.57956343742597	297.5949764360951
25x47	132.9793969004222	229.077104923211
25x49	150.3635926679062	106.00382068586009
25x51	218.13069476806788	1.0
25x53	281.55979826672717	126.6006319099557
25x55	378.6657761139763	255.90031262192716
25x57	479.9904165709979	378.80021119318315
25x59	593.4716589694913	403.23294756257206
26x38	239.4751761665496	425.03806888324715
26x40	142.72900896454092	327.0947416269482
26x42	116.89332744002128	250.9092465414537
