	dist_type_central	dist_type_portal
2x32	963.8034291285749	369.28857279910505
2x34	971.2141370470262	241.82907186688684
2x36	989.13938855957	115.1178960891831
2x38	920.2786534523115	3.6055512754640144
2x40	824.4923771630637	68.27942589096675
2x42	740.535009300708	190.77237745543795
2x44	669.3983642047534	318.0983652897327
2x48	581.9777744897135	545.9636709525645
3x29	934.6854230167495	513.4144914199442
3x31	912.062070256186	437.2358859929044
3x33	907.4782917513784	312.27143641389915
3x35	921.7574789498591	188.44800343861402
3x37	937.1239832594188	83.8400858778184
3x39	833.0526153851267	0.509901951359283
3x41	738.360914458505	122.019834453256
3x43	655.42499952321	249.72891302370283
3x45	586.784270409492	376.71445419574786
3x47	538.9525025454468	461.8339528445263
3x49	519.346522083281	545.3809769326392
4x28	898.2640202078674	514.9666494055706
4x30	864.8930858782488	429.2922664106587
4x32	849.756653401431	367.1892836126891
4x36	877.5821443033125	160.50800603085187
4x38	852.5482977520977	39.80452235613406
4x40	748.8550527304998	58.30514557052432
4x42	654.1497152793081	184.80110930403006
4x44	571.8109215466243	313.4414299354828
4x46	506.28277671672754	378.05826270563125
4x48	468.5566134417483	460.53848916241526
5x27	869.0958290085163	529.800302000669
5x29	823.6004917434179	428.4733013852787
5x31	799.3302759185341	346.93787628334843
5x33	794.2522773023694	294.7786966522512
5x37	824.1598206658706	123.38237313327994
5x39	765.3446282557941	42.63801121065572
5x41	662.771280307166	133.872215190457
5x43	567.2306849950908	255.52817848527
5x45	487.86056409593084	295.30006772772674
5x47	428.5835857799502	374.57321046759336
5x49	404.76701940746113	474.5190617878276
5x51	415.4204737371523	584.3305314631441
6x24	915.0890065999045	535.5484011739742
6x26	846.4653625518293	546.6176085711107
6x28	790.9208051379101	445.2117698354345
6x30	751.8376420478028	342.92483141353273
6x32	734.8531553990906	263.5244960150764
6x34	740.6464473687834	227.11442050208964
6x38	773.4490157728561	117.94481760552259
6x40	681.9498588606057	118.81081600595125
6x42	577.4421702646938	198.08548659606532
6x44	482.9551739033343	215.30002322340792
6x46	404.754308192019	288.2881371128546
6x48	354.85153233429884	387.3282974428798
6x50	348.60758741025705	501.42462045655503
7x23	910.0224722499988	479.13557580292445
7x25	831.0335251961859	483.45973979226017
7x27	765.1227875315176	474.9541872644138
7x29	714.3271029437425	360.0755615145244
7x31	684.0291368063204	256.99311274818234
7x33	676.9729241262164	183.653859202577
7x37	707.391864527717	201.77177701551815
7x39	710.2977192698846	158.20003160555947
7x41	597.8587124062003	164.0458472500903
7x43	492.864139494851	141.60176552571644
7x45	396.6079424318176	202.515826542026
7x47	323.9615409273142	303.60480892107114
7x49	288.805557425753	420.7401216903377
7x51	302.08185976652106	541.1466067527361
8x22	914.7012736407443	434.01799501863957
8x24	825.1752904686373	420.5742027276519
8x26	748.5249494839832	432.1400236034611
8x28	685.5400571811977	395.19105506071355
8x30	640.239213107101	275.9772635562575
8x32	619.755435635703	170.55439015164606
8x34	626.9915868654061	113.04711407196558
8x38	661.2811353728458	216.8574185957214
8x40	628.8005884221163	145.7401111568122
8x42	513.2182771492065	85.51257217508996
8x44	407.3371699219209	117.00499989316693
8x46	312.1219313024957	221.24217500286895
8x48	245.47887892851378	340.7968309711817
8x50	234.48773955155949	465.57974612304605
9x23	829.0607336015859	365.60210612084813
9x25	741.2299575705233	369.268262920062
9x27	664.9196342416127	392.4068297061099
9x29	606.519843038956	309.8549983460004
9x31	570.1087089319018	194.42618136454755
9x33	562.2739990431712	85.06850180883636
9x35	583.8413483130498	70.53311279108556
9x39	621.8620827804184	129.55095522611916
9x41	548.6671121909894	67.79970501410736
9x43	430.62208489579325	32.3632507637908
9x45	322.0660957008666	141.2386986629376
9x47	226.57698470939172	266.58118838357683
9x49	175.25036376567095	394.312173284062
9x51	196.46521320579893	522.8263382806955
10x22	835.7126599495786	318.5339071433368
10x24	738.1047147932329	302.086030792554
10x26	651.509631548145	317.2005674648139
10x28	578.7832841401001	320.8147284648881
10x30	524.888912056637	218.1581307217313
10x32	500.9293862412146	114.60911831089183
10x34	509.4120630687892	0.22360679775018233
10x36	529.0889244730039	74.44118483742743
10x40	588.1200982792545	38.73306081372863
10x42	464.7852084565513	0.5385164807133829
10x44	344.42627658179623	80.45035736402919
10x46	231.39356084385733	205.26514560441115
10x48	137.37197676382175	333.4310423460899
10x50	117.695624387655	461.2390486504802
11x21	856.0226632513884	285.22447300328196
11x23	750.2447867196413	248.05330072385652
11x25	652.2883181538665	250.133264481156
11x27	565.8263337809578	285.3009638960233
11x29	496.229180923492	236.1325898727235
11x31	452.3244189738156	131.73526483064418
11x33	443.2301659409025	68.79956395210638
11x35	470.4756741851805	7.507329751649656
11x37	476.9660155608573	106.39257492889251
11x39	511.5868352489146	85.80495323697784
11x41	514.6234351445722	16.633700730745655
11x43	388.91882186389466	67.41698599017923
11x45	265.07864870637894	162.42872282943088
11x47	145.73235742277677	281.118338071354
11x49	56.2298852924314	405.2438771900201
11x51	106.53121608242344	531.4686256026786
12x20	883.6945173531406	269.0074348414928
12x22	772.0969498709342	209.84875505944743
12x24	665.0994286570992	187.07284677365655
12x26	567.2178153055488	206.21942197571985
12x28	482.4261705173133	278.5379866373704
12x30	416.0020312450408	154.64504518412454
12x32	386.15439917214445	47.47230771723642
12x34	395.5711061237915	18.997368238784773
12x36	417.2397991563124	34.00661700316567
12x38	435.22441337774245	114.66773739810182
12x40	489.9534365631086	76.11681811531537
12x42	445.8757001676588	92.52859017622612
12x44	318.3163992005437	150.75785220014262
12x46	190.77245608315664	246.4360566150987
12x48	64.42421904842898	360.80670725472976
12x50	23.378836583543166	481.0448731667352
12x52	150.15874932883568	603.5150785191704
13x19	856.6949573798132	281.13386491136214
13x21	801.8184333126794	185.1291441129676
13x23	688.2372991926547	135.07249905143524
13x25	579.8687437687946	134.97095983951502
13x27	481.35868123468987	192.33351242048295
13x29	397.17663576801675	212.04546682256586
13x31	341.2360033759626	85.26552644533429
13x33	328.0841965105908	0.20000000000004547
13x35	360.4377893617703	0.4472135954999579
13x37	363.9173807335946	38.12951612596241
13x39	408.9737888911707	93.39999999999986
13x41	482.6603360542486	130.8319532835921
13x43	383.29218619742284	171.644108550221
13x45	256.6752228011107	235.74513780776087
13x47	130.68588294073672	332.8654382779927
13x49	34.511737133908504	442.607568846264
13x51	101.11112698412578	560.9469315363085
14x18	806.4510152513915	318.60703068199854
14x20	800.0209247263474	200.55941762978853
14x22	724.617947611015	104.61725479097586
14x24	608.5325381604503	72.36608321582693
14x26	499.2301773731231	104.66025988884208
14x28	399.1724689905355	208.3724070024627
14x30	316.53728058476776	167.14140719761826
14x32	273.26840285697125	58.388526270150145
14x34	285.64383417115795	0.4472135954995512
14x36	300.236789884251	0.360555127546071
14x38	326.96796479165965	29.172761268004766
14x40	394.94267938524973	56.820066877820764
14x42	459.47241484119553	149.32414406250595
14x44	335.5470309807554	247.83101097320335
14x46	215.06587362945314	319.13246466005324
14x48	112.76045406080966	415.3260405994311
14x50	103.69079033356842	522.2820885307099
14x52	179.6258890026716	635.3035967157753
15x17	761.5236962826567	368.8212846352551
15x19	744.2758225281807	243.29508831869163
15x21	746.209045777388	117.44760533957255
15x23	643.117726392299	27.546506130542188
15x25	526.1364556842643	22.04926302623281
15x27	414.5229185461279	125.43703599814542
15x29	313.11841210634657	248.38908993754112
15x31	235.98824123248176	138.7157164851915
15x33	214.88976243646417	59.52150871743759
15x35	250.5258669279481	31.164242329952497
15x37	252.0841129464528	0.4472135954999579
15x39	308.9405120731176	0.20000000000027285
15x41	400.57318931750797	65.09592921220192
15x43	413.3144081688902	166.46501133871948
15x45	296.815767775231	288.2779908352356
15x47	197.76089097695714	404.2051088247157
15x49	148.15400770819545	500.69452763136934
15x51	180.01161073664133	604.7817622911593
16x16	721.6635850588555	429.96875467875554
16x18	692.8345401320577	304.2553204136288
16x20	685.5496626795173	177.11109507876688
16x22	687.3927843671331	50.66004342674808
16x24	564.3724390861054	5.024937810560373
16x26	445.69496295111975	51.15662224971465
16x28	331.0679839549574	178.53629883023788
16x30	226.27421417386472	223.40550575131326
16x32	160.31051119624055	134.38995498176203
16x34	180.21243020391236	104.92530676628976
16x36	185.85209172887988	60.67124524847002
16x38	226.30002209456367	0.31622776601698177
16x40	313.7233972785583	0.41231056256172194
16x42	422.34546286186173	87.39502274157292
16x44	382.5866307125747	215.11840925406656
16x46	283.7369204033906	342.20350670324814
16x48	215.95316621897453	471.52600140395236
16x50	213.4866037951797	585.551645886168
17x17	649.9249956725776	374.3908385631251
17x19	629.3034403211219	251.40091487502576
17x21	631.5381619506455	133.29459854022596
17x23	611.1754003557406	66.90119580396163
17x25	486.64074017698096	43.40288008876831
17x27	365.52768704983185	130.09492688033637
17x29	246.68327871990002	250.97856482177943
17x31	139.79588692089607	217.0554998151396
17x33	101.88944989546255	174.10646168364931
17x35	139.3707286341	131.7239537821425
17x37	144.9874822182935	69.2356122237683
17x39	229.9010656782609	4.701063709417085
17x41	338.9245343730666	36.911244899081936
17x43	459.2460996023811	155.7709215482789
17x45	369.3939089914722	280.4365525390726
17x47	293.4681584090514	407.3067148967716
17x49	263.5303587824371	536.1112291306721
17x51	286.5023560112554	663.4615286510593
18x18	584.7537088381739	320.7773371047275
18x20	575.978124584606	210.12805619431208
18x22	595.0169241290535	128.9741834632034
18x24	530.0606191748261	107.91598584083832
