	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
11x37	0.28190297	2.14617e-10	0.0012835406	2.146854e-10	2.1489066e-10	0.094568536	2.1551087e-10	2.1572061e-10	0.006471947	2.1578603e-10	0.31950584	2.152307e-10	0.2962672	2.1556389e-10
11x39	0.07830218	2.016477e-10	2.0096236e-10	2.016408e-10	2.0093475e-10	0.09207342	0.03988082	2.0166925e-10	2.0191751e-10	2.0058821e-10	0.378049	2.0063985e-10	0.4116946	2.0156812e-10
12x34	0.1673149	2.1656031e-10	2.1668137e-10	2.1603017e-10	2.1612663e-10	0.09283955	2.159585e-10	2.1641457e-10	0.04116319	2.1612949e-10	0.41631272	2.1674088e-10	0.2823696	2.1587408e-10
12x36	0.16318241	0.04393653	2.1646246e-10	2.1683395e-10	2.171953e-10	0.0737897	0.081004456	2.167343e-10	0.18557248	0.03526026	2.1698164e-10	2.1660866e-10	0.41725418	2.1647568e-10
12x38	2.2331569e-10	2.2215803e-10	2.2138857e-10	2.2245907e-10	2.2212326e-10	0.11746776	2.2242598e-10	2.2188826e-10	0.15290332	2.2296882e-10	0.7296289	2.2264923e-10	2.2307942e-10	2.2161079e-10
12x40	0.07164216	2.2502397e-10	2.2392276e-10	2.2397786e-10	2.254325e-10	0.15902112	2.2502997e-10	2.2495059e-10	2.2596588e-10	2.2426642e-10	0.4561508	2.2511282e-10	0.31318593	2.2530525e-10
13x33	0.0070033795	2.2875837e-10	2.2813922e-10	2.2782655e-10	2.2941686e-10	0.16941829	2.2945493e-10	0.028222702	2.2995614e-10	2.2931798e-10	0.47821748	2.287889e-10	0.31713814	2.294199e-10
13x35	0.083014846	2.3209683e-10	0.058793735	0.036042854	0.12590155	0.00821021	0.017802952	0.008858235	0.29611796	2.3079763e-10	2.3000528e-10	2.3149377e-10	0.36525762	2.3157105e-10
13x37	0.11261361	2.0969392e-10	2.0808905e-10	2.0897481e-10	0.02126841	1.6403641e-09	2.0877082e-10	2.0904976e-10	0.4279836	2.0890188e-10	2.0913671e-10	2.0823793e-10	0.43813437	2.088457e-10
13x39	2.0596928e-10	2.057145e-10	2.0535461e-10	2.0470818e-10	2.0519213e-10	0.1401883	2.0582439e-10	0.015605398	0.039164867	0.053814754	0.75122666	2.04405e-10	2.0516552e-10	2.0548509e-10
13x41	0.16522625	0.08213271	2.3026954e-10	2.3204459e-10	0.007622673	0.039755363	0.057954762	2.3136049e-10	0.14986655	2.3186277e-10	2.3052794e-10	2.3122945e-10	0.49744168	2.3187292e-10
14x20	0.07640626	2.1236365e-10	2.1188179e-10	2.1202166e-10	2.1238715e-10	0.06667146	2.1213693e-10	2.1176058e-10	0.17392065	2.1129822e-10	0.16561039	2.1242401e-10	0.51739126	2.1245239e-10
14x22	0.4701408	2.426551e-10	2.4336286e-10	2.4334057e-10	0.029701333	0.071709506	2.4287272e-10	2.4333083e-10	0.122918464	2.4329416e-10	2.4309146e-10	2.4377725e-10	0.30552983	2.4367314e-10
14x32	2.000606e-10	2.0007394e-10	1.9887852e-10	1.9870904e-10	1.9905952e-10	0.033063754	0.026879195	0.042831056	0.1214353	0.026905801	0.4060637	1.9852264e-10	0.31800288	0.024818366
14x34	0.009057874	1.9636377e-10	0.039909787	1.9521916e-10	0.020371262	1.9523294e-10	0.025996942	1.9517599e-10	0.2641845	1.9601988e-10	0.3018213	1.9523855e-10	0.33865833	1.9604156e-10
14x36	0.029465308	1.9197438e-10	1.9091252e-10	0.01522224	0.03852577	0.01739847	0.088172615	1.9092271e-10	0.2151458	0.09686865	1.9158847e-10	1.9166778e-10	0.49920115	1.9171091e-10
14x38	1.8686962e-10	1.8709609e-10	0.0093413405	1.8721638e-10	0.018444147	1.8694733e-10	1.8643849e-10	1.870729e-10	0.25167826	1.8598068e-10	0.7205363	1.8600728e-10	1.8689385e-10	1.8676985e-10
14x40	0.2481673	0.028979704	0.025953114	2.1673704e-10	2.1618708e-10	0.07005013	0.04858995	2.1668785e-10	0.13049945	2.1708456e-10	2.1678377e-10	2.1654738e-10	0.3490444	0.09871593
