	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
9x37	0.030452564	2.0631258e-10	2.0608526e-10	2.0658075e-10	0.03210574	2.0633657e-10	2.060267e-10	0.02435011	0.27321506	2.0651456e-10	0.16272517	2.0651061e-10	0.47715142	2.0672934e-10
9x39	2.55055e-10	2.5485172e-10	2.5494312e-10	2.5355185e-10	0.12336171	0.0722822	2.54756e-10	2.5481237e-10	0.29576576	2.5544547e-10	0.189379	2.5431954e-10	0.3192113	2.551275e-10
9x41	2.5084232e-10	2.4989058e-10	2.5023972e-10	0.03353398	0.06159346	2.504952e-10	0.03946425	2.5047325e-10	0.32405546	2.4929644e-10	2.4913913e-10	0.08744266	0.45018992	0.00372024
10x36	2.3855068e-10	0.13063328	2.3746521e-10	0.01972531	0.07050385	2.3857205e-10	2.392364e-10	0.08936493	0.30633485	0.00073952635	2.3901747e-10	0.018847827	0.36385044	2.387778e-10
10x38	2.3962582e-10	2.3948096e-10	2.3793523e-10	0.010986181	0.043158542	2.3930607e-10	2.397328e-10	2.383454e-10	0.3600533	2.393595e-10	2.3823085e-10	2.3920568e-10	0.585802	2.3898952e-10
10x40	0.019492077	0.14535636	1.9411783e-10	0.06318011	0.03060781	1.9492367e-10	0.05312736	0.10271033	0.14326675	1.9459939e-10	1.9336951e-10	0.07737844	0.3648808	1.9419596e-10
10x42	2.0287129e-10	0.12743187	2.0318382e-10	0.013878242	0.42900977	2.0238163e-10	0.042985853	0.0551028	2.0320899e-10	0.004060152	2.0282681e-10	0.008442033	0.28732666	0.03176265
11x33	0.20549886	2.2324094e-10	0.013614894	2.2421859e-10	0.117221184	2.2430115e-10	2.245888e-10	2.2452157e-10	0.16829184	2.2391174e-10	2.2362834e-10	0.059244543	0.43612865	2.2443422e-10
11x35	1.7224618e-10	1.7259083e-10	1.7288834e-10	0.14778003	0.12438288	1.7201505e-10	0.06886795	0.037891187	1.7262836e-10	1.7177144e-10	0.601904	1.7269719e-10	1.7229711e-10	0.019173985
11x37	1.8265255e-10	0.09130921	1.8254703e-10	0.07351064	0.0521466	1.8241893e-10	0.045691013	0.038772013	0.04935831	1.8251534e-10	1.8188495e-10	0.032817192	0.51243114	0.1039638
11x39	1.9868297e-10	1.9871177e-10	1.9791517e-10	0.03724697	0.16438271	1.985125e-10	0.03386375	1.9864015e-10	0.16518623	1.9751052e-10	1.9711086e-10	1.988767e-10	0.51497865	0.08434161
11x41	2.1099136e-10	0.058226615	2.1009063e-10	2.1119227e-10	2.1178767e-10	2.102209e-10	0.11417453	0.04137095	0.22901529	2.1088112e-10	2.1092175e-10	0.04435421	0.51285845	2.1075447e-10
11x43	2.403615e-10	2.4020932e-10	2.3993324e-10	0.06951935	0.114426725	2.4029317e-10	2.3979138e-10	0.028002938	0.2540667	2.3944086e-10	0.33719727	2.4041422e-10	0.19678701	2.3982205e-10
11x45	0.1398463	2.0611862e-10	2.0643377e-10	2.0668435e-10	2.069909e-10	0.07477087	2.06433e-10	2.0651135e-10	0.05542659	2.0568584e-10	0.6086039	2.064582e-10	0.121352375	2.0584401e-10
12x30	0.03917051	2.238749e-10	2.2344403e-10	0.004170481	0.08802302	2.2426426e-10	2.2345086e-10	2.2360988e-10	0.32112083	2.232911e-10	0.098910004	2.2403594e-10	0.3806526	0.06795254
12x32	1.8302439e-10	0.04439891	1.8231917e-10	0.21367438	0.22509225	1.8228058e-10	0.04106931	1.8242771e-10	0.044048715	0.007951627	1.8263799e-10	1.8321894e-10	0.42376482	1.8335038e-10
12x34	2.0964569e-10	0.081671886	2.0915283e-10	0.104218744	0.3717497	2.0898695e-10	2.0935799e-10	0.102739654	2.0875986e-10	2.0973129e-10	2.083895e-10	0.07071787	0.26890215	2.100179e-10
