	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
14x14	0.15580058	1.6025725e-10	0.01601615	1.5968302e-10	0.01271715	0.07149648	1.596002e-10	0.025319612	0.025660943	1.6011731e-10	0.51138914	1.6047381e-10	0.18159994	1.6033246e-10
15x13	0.26703534	1.645334e-10	1.6509391e-10	1.6500136e-10	1.6473939e-10	0.059168465	1.6410903e-10	0.10284188	1.6455161e-10	1.6416006e-10	0.5256981	0.045256224	1.652839e-10	1.6458332e-10
15x15	0.22644354	0.10649473	0.083564885	1.6278388e-10	0.005096828	0.03563065	1.6260361e-10	1.6279042e-10	0.036694024	1.6238912e-10	0.3072114	0.0136000365	0.18526396	1.6216627e-10
16x12	0.48111677	0.044486005	1.646272e-10	0.019276517	1.6464197e-10	0.02702764	1.6479935e-10	1.6442166e-10	1.6500601e-10	1.6437117e-10	0.37782875	0.044384092	1.650929e-10	0.0058802147
16x14	0.16878048	1.643708e-10	1.6390651e-10	1.6436012e-10	0.0641123	0.082618006	0.059690546	0.031897917	0.07367895	1.6382087e-10	1.6454456e-10	0.05141184	0.46781006	1.6419344e-10
17x13	0.5416271	0.11490798	0.0233785	0.032662354	1.6074062e-10	0.02076622	1.605286e-10	1.611157e-10	1.6121131e-10	1.611194e-10	1.6082924e-10	1.612193e-10	0.2666579	1.613205e-10
17x15	0.19228128	1.7419927e-10	1.7429198e-10	1.7445195e-10	1.7368071e-10	0.08804336	1.7477968e-10	0.06736138	0.039281666	1.7394892e-10	0.4211866	1.7402325e-10	0.19184572	1.7426108e-10
18x12	0.5251571	1.7529214e-10	0.061496824	1.7608769e-10	0.027660916	0.06499882	1.7451818e-10	0.0319033	1.7601952e-10	1.7484536e-10	1.7498648e-10	0.012916435	0.27586663	1.7561978e-10
18x14	0.2736655	0.13152055	1.7232814e-10	1.7286507e-10	1.7251724e-10	0.06608637	1.7224072e-10	0.040099703	0.0722151	0.0121884355	0.21497585	0.031397182	0.15785135	1.7286209e-10
18x34	0.049757283	1.61928e-10	0.027789783	1.6202593e-10	1.6164102e-10	0.07440903	0.00746117	0.039997425	1.6199225e-10	1.6135578e-10	0.73371905	1.6159324e-10	0.0668663	1.618823e-10
19x11	0.3359052	1.6013754e-10	0.114402026	0.007868635	1.6011861e-10	0.031633064	0.0270783	0.030960234	1.6074866e-10	1.6031113e-10	0.4521525	1.6061902e-10	1.6012867e-10	1.6022736e-10
19x13	0.33150896	0.053542163	1.6348996e-10	0.022196563	0.043289486	0.04573923	1.6412513e-10	0.08224337	1.6391148e-10	0.05573448	1.6366623e-10	0.041407965	0.32433778	1.6346656e-10
19x33	0.22395886	0.048152722	0.087775744	1.7040029e-10	1.7042955e-10	0.067052536	1.698017e-10	0.14571936	1.706657e-10	1.703314e-10	0.41190028	1.7024987e-10	1.7037559e-10	0.015440488
19x37	0.18783908	1.7871203e-10	1.7907574e-10	0.06916687	0.010970392	0.13357727	1.7843681e-10	1.7935126e-10	1.7916492e-10	1.7893817e-10	0.4720976	1.7871817e-10	0.06291348	0.06343529
