	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
4x12	0.4069486	0.06411942	0.1552784	0.0052548903	0.022234324	0.011754185	2.3572586e-10	0.111722305	2.358608e-10	0.013200806	2.3505242e-10	0.20948704	2.3563013e-10	2.342638e-10
5x9	0.24539758	0.02321549	0.0013241478	0.1274658	2.521497e-10	0.051724825	0.052107196	2.5213384e-10	0.195748	2.5348976e-10	0.19811499	0.10490204	2.527256e-10	2.5292185e-10
5x11	0.3950715	3.053612e-10	3.0502187e-10	0.014431435	3.0641548e-10	0.09763564	0.02722951	3.0608605e-10	0.36045587	3.0588468e-10	3.0553773e-10	3.043402e-10	0.105176084	3.0504338e-10
5x13	0.5785253	3.1699876e-10	3.1626618e-10	3.1522854e-10	3.1587555e-10	0.18492694	3.152905e-10	3.1665673e-10	0.044632673	3.1716993e-10	3.1648767e-10	3.1568945e-10	0.15900841	0.032906704
5x15	0.21187134	0.043786686	2.6129932e-10	0.0019838784	2.605071e-10	0.02279013	0.018680945	2.6129782e-10	0.18269347	0.035258863	0.4829347	2.610547e-10	2.6125546e-10	2.6126543e-10
6x8	0.36723134	0.19547592	2.8043387e-10	0.048143122	2.8091676e-10	0.14382993	2.8110433e-10	2.80612e-10	0.04186664	0.021695478	2.800084e-10	0.056773502	0.1249841	2.797463e-10
6x10	0.11036632	0.10654128	0.014223811	0.12431126	2.7616748e-10	0.06796911	0.042010814	2.7603367e-10	0.27348188	2.7602318e-10	2.762043e-10	2.7639036e-10	0.26109552	2.7621433e-10
6x12	0.44513518	0.061991803	0.115249835	0.03844749	2.840749e-10	0.15585095	2.8462974e-10	0.010957865	2.8402128e-10	2.8455485e-10	2.8299385e-10	0.051381312	0.12098563	2.8390917e-10
6x14	2.8500113e-10	2.8487612e-10	2.8476965e-10	2.8411967e-10	2.8477726e-10	0.15848705	2.8507452e-10	2.8384076e-10	0.20111014	2.8400485e-10	0.6404028	2.8365024e-10	2.8451286e-10	2.8508215e-10
6x16	2.3097303e-10	2.3216246e-10	2.3173731e-10	2.3181776e-10	2.3162372e-10	0.07915905	0.019066289	0.009229987	0.09182726	2.3174525e-10	0.8007174	2.3105146e-10	2.3184031e-10	2.3191107e-10
6x18	0.25412083	0.2030402	2.1178363e-10	0.06697588	2.1186888e-10	2.1226447e-10	2.1147846e-10	0.10540384	2.1151882e-10	0.03240127	2.1126237e-10	0.019153066	0.3189049	2.1230699e-10
6x20	0.24273188	0.04339227	2.4865954e-10	0.17598088	0.08762142	2.4872832e-10	2.489794e-10	2.4820937e-10	0.10482765	0.08168036	0.16110565	2.4868846e-10	0.10265989	2.4874208e-10
6x22	0.15597902	0.08354835	0.122588485	0.0014108169	2.1793342e-10	2.1820294e-10	2.186558e-10	0.0675698	0.05900222	0.01612526	2.1707963e-10	0.062406417	0.43136954	2.1733194e-10
6x24	0.33751097	0.14038776	0.17511001	0.13414827	2.3024768e-10	2.2929622e-10	0.044229727	2.2996546e-10	2.3060148e-10	2.308356e-10	2.2955483e-10	2.3074051e-10	0.16861324	2.2994003e-10
7x7	0.34943157	2.9488292e-10	2.9447436e-10	0.02373071	2.930305e-10	0.19149835	2.9479857e-10	2.945395e-10	0.082176365	2.95282e-10	0.35316303	2.9408817e-10	2.9500388e-10	2.9340017e-10
7x9	0.103485174	2.6197006e-10	0.0012005967	0.008334171	2.6232758e-10	0.091263026	0.026298184	0.083446674	0.13220477	0.088032424	0.34724563	0.11848931	2.6170338e-10	2.6186214e-10
7x11	0.0848667	0.072741255	0.005798083	0.061111096	0.05167234	0.16723704	2.8966926e-10	2.9017025e-10	0.22666346	2.881533e-10	0.32991004	2.9009167e-10	2.9021288e-10	2.8903183e-10
7x13	2.6632915e-10	2.6562957e-10	2.6583535e-10	0.0042442125	2.6604233e-10	0.108772084	0.08925871	0.028409572	0.15699477	0.09697397	0.51534665	2.659591e-10	2.6517805e-10	2.6621283e-10
7x15	2.5512029e-10	2.549719e-10	2.532624e-10	0.07699943	2.542105e-10	2.547342e-10	2.5507454e-10	2.5488292e-10	0.36448932	0.09013513	0.31602976	2.551889e-10	0.15234639	2.538713e-10
7x17	1.8085088e-10	1.8087674e-10	1.8064404e-10	0.03313681	1.8055757e-10	1.8074192e-10	0.006454096	0.04855806	0.020438777	1.8049696e-10	0.8028461	0.08856623	1.8053277e-10	1.806523e-10
7x19	0.14135228	0.19817926	0.026417762	0.026903788	0.041377246	2.10571e-10	0.18563467	2.1157345e-10	2.1137016e-10	2.1190785e-10	2.114597e-10	2.1247851e-10	0.3295136	0.050621357
7x21	2.1006305e-10	0.17715542	2.1071794e-10	0.06967991	0.06783772	2.0906536e-10	0.016924301	0.26464483	2.0966395e-10	0.1401896	2.0934188e-10	2.1016403e-10	0.22501285	0.038555406
7x23	2.6120658e-10	2.6154906e-10	2.6156705e-10	2.603739e-10	2.6154306e-10	2.609168e-10	0.06062983	2.6136057e-10	0.3554499	2.6147226e-10	0.23042455	2.6107358e-10	0.35349575	2.6164437e-10
7x25	0.2456774	0.14229311	0.03851709	2.1581352e-10	0.0809577	2.1459279e-10	0.067700185	2.1561891e-10	2.1481433e-10	2.1501273e-10	2.152064e-10	2.158205e-10	0.4248545	2.1503653e-10
7x27	1.8455971e-10	1.8522166e-10	1.8434863e-10	0.079407424	0.01248325	0.040104464	1.8535701e-10	0.01234531	1.8558767e-10	1.8553456e-10	0.85565954	1.8534216e-10	1.8499745e-10	1.8544045e-10
7x29	1.9928136e-10	1.9947873e-10	0.11704752	0.21076222	0.14411639	1.9896614e-10	2.0006971e-10	0.32109064	1.9918978e-10	0.1950617	1.9971742e-10	0.01192151	1.9906937e-10	1.99516e-10
8x8	2.3268791e-10	2.3305524e-10	2.3323402e-10	0.10415633	0.051428244	0.13513368	2.3266886e-10	2.329304e-10	2.3203023e-10	2.3306992e-10	0.7092818	2.3249361e-10	2.3194308e-10	2.326453e-10
8x10	2.0788303e-10	0.022788094	2.0757399e-10	0.07322464	0.015575103	0.11733597	2.0809965e-10	0.036625676	2.0775935e-10	2.0785487e-10	0.7344505	2.0820605e-10	2.0765122e-10	2.0687203e-10
8x12	2.2464178e-10	2.2505005e-10	0.032988362	0.03326159	2.239312e-10	0.13538893	2.2471934e-10	0.05341127	0.045427717	2.2451797e-10	0.69952214	2.2439339e-10	2.2425947e-10	2.247219e-10
8x14	2.1158103e-10	2.1210024e-10	2.115096e-10	0.013565519	2.1193039e-10	0.111052826	2.1129266e-10	2.1104979e-10	2.1166577e-10	2.1048496e-10	0.8753817	2.1196271e-10	2.118536e-10	2.119789e-10
8x16	2.1493916e-10	2.1527723e-10	2.1474657e-10	0.08308558	0.08896291	2.1417144e-10	0.13932319	0.08146466	0.15615308	0.043044247	0.36528286	2.1457623e-10	0.042683497	2.1460816e-10
8x18	0.12753627	0.09211905	2.1867147e-10	0.12694383	0.046614602	0.037838493	0.024994923	2.1920223e-10	0.06805744	2.1925659e-10	0.20183167	2.1854138e-10	0.27406365	2.1932058e-10
8x20	0.30613783	0.12941742	2.1596255e-10	2.1685245e-10	2.1692693e-10	2.1610759e-10	0.06712426	2.161451e-10	2.159366e-10	0.07060888	2.1626594e-10	2.1628369e-10	0.39902216	0.027689433
8x22	0.28342512	0.14345497	2.3789795e-10	0.008567038	2.379111e-10	2.3858637e-10	0.06439984	2.3895935e-10	2.3852906e-10	0.05767303	2.3802188e-10	2.384276e-10	0.32108197	0.121398024
8x24	0.29152325	2.4641977e-10	2.4603608e-10	2.458175e-10	0.031426303	2.4623187e-10	0.047172207	2.458442e-10	0.154455	0.012355093	0.37128475	2.4629712e-10	0.028811404	0.062972024
