	dist_type_ambigious	dist_type_central	dist_type_portal
17x31	1162.5989377253018	213.22732001317263	475.0163049833133
17x33	1190.1904259403198	118.05189536809648	556.2097176425453
18x28	1096.2000729793808	375.1106503420023	337.4056905269974
18x30	1104.4762469152515	250.81343664165973	401.12065516500155
18x32	1123.7805346240875	127.35419113637367	476.94139052927665
18x34	1159.8921372265613	40.06706877224717	572.6403496087228
19x27	1041.9232457335806	435.9037164328839	258.2662385988534
19x29	1040.197447603098	308.22220880397293	319.49167438291727
19x31	1055.7516990277588	180.63014698549068	392.15411511292336
19x33	1086.1598501141532	53.141509199494806	487.27037669039555
19x35	1129.3256837600038	30.02165884823831	595.0671390691979
20x26	990.2315385807503	503.03131115269554	180.88255858429247
20x28	981.9000814746885	376.42870506910066	241.60043460225808
20x30	990.0278632442623	251.68108788703228	307.2786520407819
20x32	1013.1942064579722	131.27261709892127	401.5376694657676
20x34	1051.3797125682045	50.71587522659939	509.782404561005
20x36	1102.8736010985122	82.78997523855159	625.2866382708015
20x38	1163.837724942786	162.71216918227105	743.7965111507314
20x42	1318.7642700649726	387.39463083527613	987.1010080027272
21x23	974.4587472027739	443.7792807241004	162.7484254916155
21x25	944.1445863849455	498.6455655072047	114.4001748250411
21x27	927.5297299817402	425.8347097172796	158.4727105845042
21x29	927.3628901352478	329.12236326327013	223.2082659759714
21x31	942.201958180941	209.87741660312076	315.45416465787866
21x33	976.4189111237042	84.46472636550689	426.82067663129936
21x35	1023.2428841677815	14.436065946094928	544.8913653197307
21x37	1082.2418445061157	79.11390522531416	664.0537704132098
21x39	1152.6408156923821	203.47739432182647	787.5634895041798
21x41	1232.9480118804684	329.18140895257136	910.4735031839203
21x43	1321.0170097315174	342.59705194294924	1034.8062330697471
22x22	939.8271809221095	366.8933496262912	176.17414679799052
22x24	900.031249457484	416.1130255110983	76.17250159998676
22x26	872.192025875036	426.6208269646475	73.55766445449433
22x28	864.5013013292693	336.47659651155533	137.70439353920412
22x30	872.6546281318859	271.38773001003545	232.24921958964705
22x32	899.0664769637448	146.86160151652962	345.92734786368095
22x34	939.4718782379812	35.609128043241874	462.56784367268773
22x36	1000.2905427924429	22.27936264797569	588.4985726405803
22x38	1068.93309893557	141.83853496141342	713.9463355182941
22x40	1148.1555469534605	268.56611848853913	839.2789524347671
22x42	1236.0933823947123	271.93427514750704	964.5569190047836
22x44	1327.61585181859	311.5144458929636	1089.5815022291818
23x21	915.9373886898601	297.75845915775415	223.39583702477532
23x23	864.1559870764072	334.7721165210746	99.69538605171243
23x25	827.9194767608742	402.71163380265034	0.5099019513592606
23x27	809.2241222306708	341.72017792339955	57.69991334482216
23x29	808.234124496114	251.0043824318609	147.5811641097876
23x31	827.8730941394339	196.56718953070472	266.2357226218902
23x33	864.6656752757102	117.49948936059239	388.29953644061976
23x35	918.976517654287	44.58968490581643	513.2578689119148
23x37	985.3533630124778	106.66044252674014	640.019882503661
23x39	1062.9155751987082	219.71736390190043	767.4281204125898
23x41	1149.3315013519816	213.17903274008904	893.3761245970256
23x43	1243.4943224639187	233.1392931275206	1020.7905416881567
24x20	898.4432146774775	238.31158175800007	287.6644051668541
24x22	837.1412365903377	258.9807907934486	162.38365065486101
24x24	788.7235320440236	317.74016113799655	40.047596681948264
24x26	758.4655100925813	365.56275794998567	0.3605551275467016
24x28	749.3029427407847	255.5122306270288	66.92458442157094
24x30	759.1810917034221	167.77285239275125	188.40894352445184
24x32	789.1208525948355	127.6225685370733	314.7353173700089
24x34	837.2125476842785	119.29396464197154	441.7438737549172
24x36	901.7405391796468	109.07795377618724	568.5119172013902
24x38	977.5962612448966	192.93897999108464	698.5647070959143
24x40	1063.7036100342991	175.93683525629308	826.2244065627692
24x42	1157.6793424778732	158.21839336815432	953.8772772217612
24x44	1255.9171389864857	220.3421430412257	1055.2801808050788
25x19	892.726772310543	201.42415446018384	363.8542153115722
25x21	816.9026869829721	184.2460311648529	239.72400797583873
25x23	757.7448449181292	232.53784638204587	127.1056647046071
25x25	716.41129248498	322.0210241583613	39.69307244343801
25x27	694.3765261009332	285.1381419592967	6.997142273814314
25x29	693.5761313655482	169.16456484736975	122.06002621661213
25x31	716.0584682831422	88.30362393469454	249.68165731587112
25x33	758.4465834849545	85.61787196607973	376.12819623101916
25x35	819.1265164795972	158.72444676230583	504.5499479734391
25x37	893.3465453003107	191.89697756869455	634.4415260684
25x39	978.0956599433413	171.87588545226433	761.7178742815482
25x41	1070.7671268768015	99.9731964078372	887.2821648156803
25x43	1171.2237403673134	135.3574896339321	970.3767567290554
25x45	1274.203657191424	239.19272564189748	1059.445307696438
26x18	894.024770350352	194.08062757524237	443.88905145317574
26x20	808.1218286867394	125.06514302554486	325.9946165199663
26x22	735.7454043349503	148.08814942459082	216.9748833390631
26x24	679.9372471044663	231.3522422627454	128.18213604086952
26x26	645.6146218914189	336.91310452400035	70.04027412853281
26x28	633.7000078901686	211.32463178721014	86.8521732600862
26x30	644.4029872680603	89.71293106347598	193.17921730869503
26x32	677.6942378388649	12.517188182654843	316.6813540453561
26x34	732.413121127687	99.79669333199391	440.5734671992859
26x36	804.2837434637106	200.79726093749372	566.875947628756
26x38	887.1909208282059	199.65703093054316	692.4893717595961
26x40	979.8550300937378	89.21031330513274	798.8131696460692
26x42	1080.683524441823	46.414221958360976	880.344409876044
26x44	1184.5200378212269	153.43376421114132	969.1742464593251
26x46	1294.0117657888586	205.3150018873436	1066.1712104535554
27x17	899.3830830074578	217.32264032999402	474.09928285117644
27x19	808.7206316151455	108.66029633679446	363.509917333764
27x21	722.5212799634345	71.03379477403683	257.331303964364
27x23	652.8296715070476	144.6809593554038	185.51167079189352
27x25	604.8238173220363	261.69954145928523	145.24617034538275
27x27	577.9177277087109	267.90016797307175	120.81928653985688
27x29	576.9444513989191	140.90031937508172	174.32756523281114
27x31	603.2586178414695	13.00615239031129	276.2827537143786
27x33	651.42497649384	30.10149497948602	392.9805338690459
27x35	719.135494882571	122.51310134022411	502.69459913549923
27x37	801.9219974536176	198.22232467610695	607.7501871657465
27x39	893.8275728573157	123.03385712884054	715.1484671031602
27x41	993.6256286952347	3.0479501308254284	793.2190681016186
27x43	1099.9910590545726	82.20054744343278	883.4623534707068
27x45	1210.2028342389553	201.60481145052043	980.4772817357883
27x47	1323.0875443446669	128.10952345551817	1083.568387320339
27x49	1439.9157544801017	126.37159490961548	1192.709260465433
28x16	912.1931429253343	264.6838302579133	486.69182240921174
28x18	814.3698238515472	140.66772906391856	389.1221016596204
28x20	720.4930881000871	20.295073293782284	277.8458025596211
28x22	638.9904537628086	61.62629308988178	171.9767426136453
28x24	575.6369081287265	184.57749050195713	120.93241914391699
28x26	533.334988539098	312.2066783398459	166.36829625863209
28x28	518.1000096506465	210.8440656029948	190.87592828850904
28x30	530.6851797440739	94.39364385381035	259.93491493064175
28x32	571.8180217516757	33.909438214161156	327.5061068132929
28x34	635.913233075079	54.209224307307515	417.5809382622726
28x36	716.3580110531326	112.71557124017974	523.1538970513363
28x38	807.3530888031581	191.23077681168365	631.3129255765322
28x40	908.5132965455157	71.9292013023917	708.322391288035
28x42	1015.864621886204	38.14354467010138	798.2173450884163
28x44	1126.1662399486145	154.32498177547296	894.5467008490949
28x46	1241.0270786731448	116.44144451182325	999.1149133107764
