	dist_type_ambigious	dist_type_portal
29x37	1001.9500835870019	351.13298050738575
29x39	1113.6784814298967	385.99813471051885
29x41	1226.319962326309	346.415429794921
29x43	1343.9786084607151	351.1320264515897
29x45	1466.6219690158744	401.14336589304327
29x47	1584.7528829442151	473.3587434494055
29x49	1704.449849658241	557.6157189319542
29x51	1826.74329340496	657.2681796648912
29x53	1939.4582800359485	765.0385741908703
29x55	2051.9559083956947	862.8020920234255
29x57	2164.0434954039165	930.4811927169726
29x59	2282.65819824169	1016.568074454436
29x61	2397.909130888825	1105.5783102069254
30x18	542.4806816836891	151.80082344967693
30x20	479.5112198895868	23.62223528796541
30x22	436.61154359453184	48.65634593760627
30x24	436.3171896682504	167.59203441691378
30x26	469.9723396115987	287.36875265066647
30x28	534.3676636923308	162.8895331198414
30x30	617.5874674894237	36.33290519625396
30x32	711.0348795945245	48.284573105703124
30x34	815.0420418604184	159.59739972819114
30x36	927.5898069728881	280.522102516005
30x38	1040.4871551345555	365.8643464455093
30x40	1158.003544899583	308.7756629010776
30x42	1271.123628920492	292.227445665187
30x44	1390.5608724539893	323.45253129323294
30x46	1513.588071438197	396.603643452755
30x48	1632.3278163408231	478.9765129941132
30x50	1750.9326943089504	578.9498251144048
30x52	1862.208336894667	687.5279557952538
30x56	2090.60167894317	855.2626380241334
30x58	2206.3885831829352	936.0573593535814
30x60	2322.8920982258305	1025.3756872483373
31x19	460.8526120138625	104.46688470515427
31x21	400.78203552554595	36.63659372812929
31x23	376.47875106040146	130.94216280480512
31x25	393.46340363495045	246.2670298679872
31x27	449.6113099111274	223.73942433107294
31x29	531.8155789369092	93.60347215782116
31x31	624.2525530584556	0.5
31x33	731.386060846117	78.72083586954588
31x35	843.0758921947656	205.68996086343162
31x37	956.2682102841234	331.63366837521204
31x39	1074.0266896125067	284.54477679268655
31x41	1191.9304719655424	237.80128258695294
31x43	1312.1900014860655	246.47474515657757
31x45	1433.999710599692	311.7742292108185
31x47	1554.7789617820279	393.9076287659329
31x49	1667.439920956674	494.4875023698778
31x51	1780.0940677391184	605.4830220575968
31x53	1893.9380586492264	706.1056365728855
31x55	2006.6706007713376	770.3838653554473
31x57	2128.458778083334	853.3136410488231
31x59	2240.9177874255	938.3247465563292
32x18	454.95566816998763	187.48509274072956
32x20	378.2101135612319	105.18883020549275
32x22	327.5658712381373	116.4585763265206
32x24	323.2756409010735	218.62099624692976
32x26	365.22828477542623	293.0230366370534
32x28	446.26505576843005	170.2366000600341
32x30	540.2256010223879	62.97697992123769
32x32	646.7228463569229	26.729010456805295
32x34	759.5477930979725	142.83154413504082
32x36	875.2444287169154	269.91481989694455
32x38	992.8483670732406	277.0799162696564
32x40	1111.8789727303958	201.75889075825114
32x42	1233.5096959489215	178.32097464964653
32x44	1353.9489096712623	224.71504177513344
32x46	1473.1058685647818	309.4325451532207
32x48	1580.4280717577753	406.56474269173896
32x50	1696.4738518468241	522.494717676648
32x52	1811.4306197036642	627.0485547387858
32x54	1927.4978806732838	688.7267092250743
32x56	2043.9310458036493	765.0911841081426
32x58	2163.0201409140877	855.0481448433183
33x19	371.79806346994314	186.5459728860422
33x21	295.6815347633327	151.45550501715027
33x23	260.06922155457	204.13720875920686
33x25	283.2730131869252	302.1291114738865
33x27	362.42964834571666	249.8164326060239
33x29	456.04632440137044	146.8122951254424
33x31	562.4481487212843	66.72720584589179
33x33	675.8740267239156	110.62052250825836
33x35	793.7005102681995	219.9984090851572
33x37	910.9200019760245	298.46415195128503
33x39	1034.1916650215278	192.92381916186483
33x41	1154.2526456543214	124.66342687412332
33x43	1278.1813056057426	141.8930935599052
33x45	1386.3279734608257	220.26404609014153
33x47	1498.805637833005	324.2146511186688
33x49	1613.0635821318392	440.7406493619578
33x51	1731.2420425809903	550.2345045523768
33x53	1845.6622253272672	604.194711992748
33x55	1964.304520689193	680.5110212186133
33x57	2085.248004434964	771.4220893907561
34x18	391.4747629158231	276.3528360628853
34x20	289.91381477949585	217.9853664813309
34x22	222.9520576267459	214.29517026755448
34x24	211.42812017326358	276.87334649619123
34x26	271.1372530656751	310.4570984854428
34x28	364.9384879674928	237.90102984224362
34x30	473.9441000793238	152.33125089750948
34x32	588.5475851619817	119.1312721328871
34x34	705.8668429668588	186.90157837749814
34x36	823.3439135622492	293.2118687911529
34x38	949.0520797090117	218.17389853050676
34x40	1069.3005798184158	113.89701488625565
34x42	1186.3286770537077	64.7343031166628
34x44	1300.0239113185573	134.1945229880862
34x46	1409.9590135886933	235.39502968414635
34x48	1527.172295453267	357.22040815160636
34x50	1641.4287587342928	476.35844697034605
34x52	1757.630316647958	522.815579339407
34x54	1880.3813682335829	593.8928270319487
34x56	1997.286822166511	679.0386218765467
34x58	2116.5989747706108	776.6211560342663
35x17	420.96466597566115	358.6307990120202
35x19	308.5051053062167	290.0458584431093
35x21	204.49650363759244	264.10153350558227
35x23	148.30077545313097	225.02782050226577
35x25	186.82018092272568	232.8136164402759
35x27	280.4575725488616	299.1385130671073
35x29	390.4635450333361	235.89357769977545
35x31	506.9481728934428	176.5356904424714
35x33	625.3585851333618	192.93045379099698
35x35	744.8944153368318	275.24114881318184
35x37	867.6532256610357	265.8595870003561
35x39	991.4935198981384	143.65653483221692
35x41	1103.8305893568995	26.660270066148865
35x43	1219.3710673949913	53.63021536410249
35x45	1325.8544791944553	154.1599818370515
35x47	1446.1510467444264	282.96651745392074
35x49	1559.4384918937974	405.3924148279051
35x51	1685.1009494982786	448.70057945137535
35x53	1797.6169363910658	507.80355453659445
35x55	1921.6296027070357	596.5022464333223
35x57	2039.4013067564706	692.4714362340152
36x18	337.4466031833777	368.50347352501313
36x20	226.3652358468497	295.96759957806165
36x22	123.22520034473457	203.0690769171908
36x24	104.69317074193528	164.8097691279252
36x26	193.62649612075296	211.28090306508992
36x28	308.0561799412569	312.08494036079355
36x30	423.6309950888863	254.29671645540378
36x32	549.2144572022845	231.11278631871534
36x34	668.5024233314344	277.09725729425776
36x36	797.3771316008506	319.4446587438893
36x38	909.9474490320854	198.07917608875496
36x40	1019.9266346164318	67.71661539090657
36x42	1128.7373919561628	0.31622776601698177
36x44	1244.8879668468164	85.41808941904549
36x46	1359.5615800691046	211.93274876715037
36x48	1479.9481071983573	335.43046969528564
36x50	1597.2805890011937	365.6928766054924
36x52	1716.7057086175253	422.36014253241257
36x54	1841.984660631027	508.2150037139791
36x56	1963.10013244358	608.0884228465463
37x17	382.74724035582534	448.43132138600663
37x19	261.3082470952647	326.66710884323794
37x21	137.22419611715688	205.5662423648394
37x23	33.871079108879485	114.71115900382101
37x25	109.66444273327605	127.51427371082801
37x27	226.30254086068084	227.88251358978843
37x29	348.3205994482671	332.2782568872058
37x31	470.03856224782237	286.46509385961843
37x33	596.9476023906956	300.0173994954295
37x35	717.5461030484386	359.50550760732466
37x37	823.1789416645692	270.8670707191998
37x39	931.4088468551286	150.89082145710503
37x41	1046.5658125507446	53.823786563191554
37x43	1164.1182757778524	28.205673188208088
37x45	1280.9955893757015	151.6670695965348
37x47	1399.2357949966831	257.18400027995483
37x49	1516.8235032461757	293.11625679924344
37x51	1641.3337564310316	341.2478571361292
37x53	1762.4597413841825	421.01821813313484
37x55	1885.247137645354	520.8364138575566
38x18	297.2601554194573	369.4996617048518
38x20	183.61377943934355	247.39527077129006
38x22	59.12596722253254	123.94869906537936
38x24	27.288275870783767	44.47752241301195
38x26	148.4056939608451	148.14739282214865
38x28	275.0021272644996	275.6341234317697
38x30	398.9833705807801	362.95720133371117
38x32	529.0063515686743	350.9366324566306
38x34	635.3417741656848	383.78062744229334
38x36	742.2747873934561	343.4435324765918
38x38	847.9555707700731	234.26534101313393
38x40	966.4444577936181	137.68402231195873
38x42	1085.4053252126603	71.02478440657174
38x44	1200.9303476888244	112.80647144556957
38x46	1320.762158755315	187.456341583847
38x48	1445.7262016025027	221.1543578589398
38x50	1569.8720457413085	254.87063385176424
38x52	1689.5453974368372	336.5879528444236
38x54	1813.892102634553	439.4034137327566
38x56	1942.5582359352836	555.4689010196703
39x17	348.7925601270761	431.79653773507727
39x19	224.69023120732223	306.0870791131176
39x21	102.75378338533321	180.8168686821006
39x23	5.069516742254411	51.23768144637297
39x25	76.38566619464693	79.8446616875545
39x27	200.71953068896934	203.1037419645441
39x29	336.40251188122846	338.58861469340644
39x31	455.6343380387389	409.357117930054
39x33	547.061842939169	418.58029098370133
39x35	656.3673133238738	426.419101354524
39x37	768.142206886199	316.2132982655852
39x39	886.8963975572344	219.45300180220823
39x41	1005.2887445903294	148.74360490454686
39x43	1126.659704613598	128.7318530900571
39x45	1244.0575750342107	134.56243903853675
39x47	1365.0453801980357	144.8353893218088
39x49	1486.3386727122459	176.489801405067
39x51	1615.8525211169494	252.37981298035726
39x53	1736.7522851575582	351.91831438559717
39x55	1860.3607875893322	466.0028540685133
40x18	290.0113446056895	379.67799514852055
40x20	161.87788607465808	254.22755554817417
40x22	36.68528315278476	135.74170324553901
40x24	34.50289842897281	72.58546686493123
40x26	153.99668827607962	159.97431043764507
40x28	276.8389604083933	281.28314915757034
40x30	366.8699633385103	378.61718133227896
40x32	461.88770280231535	467.09940055624133
40x34	571.4354644227114	491.7660927717569
40x36	687.8594769282458	398.54618302023675
40x38	802.1236812362544	307.63387329746377
40x40	920.7489668742506	239.4925051019345
40x42	1042.9860257932512	183.63564468806172
40x44	1164.8324385936378	104.07309931005202
40x46	1291.335874201596	74.35818717532024
40x48	1412.6305957326567	105.86406377992476
40x50	1541.7691785737582	167.35172541685964
40x52	1664.819996275874	271.5179920373604
40x54	1787.944308416792	388.17502495652656
41x17	357.56712656506875	451.12420684330374
41x19	230.29947893992292	328.30572641975044
41x21	111.38388572859179	215.42044935428018
41x23	46.409050841404046	141.57471525664482
41x25	120.73031930712358	150.528435851835
41x27	224.51676997498413	245.82794796361156
41x29	285.5088965338909	298.16359603412354
41x31	380.8195504435139	385.62459724452225
41x33	491.4904678628061	492.85442069641624
41x35	604.4124833257503	485.5179193397499
41x37	724.4730084689147	388.5083525485648
41x39	841.4423093712367	316.13977921166463
41x41	962.7178454770642	258.6218281584133
41x43	1087.1356861036252	134.1044369139217
41x45	1212.6555858940328	18.05463929299048
41x47	1339.526274471688	53.486820806624856
41x49	1463.2437151752954	78.34136838222848
41x51	1598.2359087443883	196.7648850786138
41x53	1722.7973096101584	318.5124330383353
42x18	314.7037019165806	414.98773475851067
42x20	197.0651161418481	301.2889974758457
42x22	113.0110171620448	216.50748254967993
42x24	124.1465666057668	187.57923659083417
42x26	157.60003172588503	186.68521634023398
42x28	197.0663340096424	212.2129590764898
42x30	295.18960008780795	299.4369716651569
42x32	404.735296212228	406.39470961123493
42x34	523.7001527591912	526.4160426886705
42x36	642.6673478557941	477.1003248793696
42x38	765.0004183005394	398.16584484357753
42x40	889.3946705484581	319.25268988686673
42x42	1017.1178152013663	188.51909717585607
42x44	1138.8150727839884	64.77321977484183
42x46	1266.4741015907118	2.9068883707499924
42x48	1395.3633254461008	0.6403124237430576
42x50	1517.1899320783805	112.20289657580165
42x52	1648.056412869414	240.27055583237842
42x54	1774.3917605760012	366.0638195724896
43x17	394.8449062606735	496.95603427265075
43x19	285.35970283135623	389.657747260336
43x21	197.10720433307353	301.6226947694752
43x23	161.91803482009064	248.50201206428872
43x25	117.60756778371015	152.23777455020803
43x27	116.89345576207418	135.9348373302443
43x29	210.95032590636143	213.7602395208241
43x31	324.5647084943155	326.7571728363434
43x33	441.80852187344686	445.21968734547215
43x35	564.5046766856766	538.5983011484531
43x37	688.7413012154855	481.8109380244497
43x39	817.2126895735286	386.43366830544136
43x41	940.1594173330394	264.36552347081863
43x43	1066.8354418559593	143.59059857804064
43x45	1196.9516155634697	41.89713594030032
43x47	1322.9382941014296	29.8015100288561
43x49	1449.5414343853715	44.65613059816099
43x51	1580.6182334770156	175.09825812954318
43x53	1704.3313292901707	299.1185049441109
44x18	372.80291039636484	457.7191387739866
44x20	281.3334853870048	350.8083949964706
44x22	220.21598488756416	264.346515013911
44x24	123.20523527837575	164.45950869438929
44x26	42.20011848324581	73.02088742270921
44x28	128.44068670012607	129.051191393183
44x30	241.82979551742608	245.08865742828678
44x32	364.57580830329357	369.1816896867989
44x34	492.769682508979	492.49929949188726
44x36	618.2885087077069	479.2033806224658
44x38	743.9572030701769	462.8528059761545
44x40	871.1154286315909	340.2432806096247
44x42	999.2357179364641	223.5719570965909
44x44	1127.6780125550026	122.46019761538862
44x46	1255.8590088063233	105.2162059760757
44x48	1382.5689313737673	65.30735027544794
44x50	1510.4360231403382	129.0975600079261
44x52	1636.7270389408247	245.4742349005291
45x17	448.28983927811674	488.08378379126646
45x19	334.76829300278706	375.839074605076
45x21	223.07492015015907	265.52291803157
45x23	136.8941927183179	181.65136938652554
45x25	37.93481250777436	83.99196390131613
45x27	43.42591392244954	45.90871376982803
45x29	164.87889495020292	170.4700853522402
45x31	291.4719197452821	297.6411933855933
45x33	419.8304896026493	426.36890130496175
45x35	546.9956124138478	421.5896108776872
45x37	675.1630099464873	426.7806110872424
45x39	801.8774282893864	422.51013005607336
45x41	933.7162577571412	305.3140186758545
45x43	1060.215996861017	210.23310871506447
45x45	1189.1186021587587	156.59390154153542
45x47	1316.1299213983398	131.33076562633758
45x49	1443.694545255332	131.20038109700766
45x51	1571.3484654907074	214.20457511453887
46x18	378.4160805251276	417.2432503947785
46x20	251.46327763711335	291.9311220133954
46x22	137.78105820467468	180.21881144874956
46x24	65.3153886920991	110.16759959262059
46x26	2.1023796041632337	47.45545279522707
46x28	101.99186242048948	112.77029750781035
46x30	228.07430806647233	237.09848164844945
46x32	359.2388202853364	367.64157817091393
46x34	484.4331945686632	383.65286392779586
46x36	611.6251139382689	370.2000540248473
46x38	736.6717382932512	389.9462142398615
46x40	866.7025845121268	389.3188538974191
46x42	996.2393336944693	291.4522430862387
46x44	1122.8127626634816	223.37524482359274
46x46	1251.145814843338	205.59827333905324
46x48	1379.0123567249136	174.24144168365945
46x50	1508.6223417409674	208.74522749035498
46x52	1634.9020092959704	295.7840090336194
47x17	426.2023580413416	465.3973033871167
47x19	300.50374373707893	338.59489068797245
47x21	172.17517242622407	210.4535340639353
47x23	53.370591152806114	95.2702471918698
47x25	42.08432012044407	70.94850245072138
47x27	83.76443159241316	108.72387042411653
47x29	180.9945026789487	194.76193159855436
47x31	302.6743629711643	313.79351491068155
47x33	428.04322211664584	359.5700209973013
47x35	552.3419683493191	312.891434846018
47x37	681.2409999405498	317.8793796395104
47x39	806.4981091112367	363.24757397675745
47x41	936.494233831688	376.395337378135
47x43	1063.3073121163043	301.26539794672755
47x45	1190.5896438319967	266.1843346254622
47x47	1316.287939624154	238.75665435752774
47x49	1444.7948677926565	236.02586722645475
47x51	1575.2040788418497	292.84448091094373
48x18	358.3453362330811	399.34969638150466
48x20	230.56044760539467	271.42129614309914
48x22	102.95911810034096	143.7768409723901
48x24	0.5099019513593053	15.794302770302847
48x26	105.35259844920786	114.03758152468872
48x28	166.96832034850203	187.83295770444548
48x30	264.8029078390193	279.66726658656387
48x32	383.74556674963674	351.012620855718
48x34	504.2497496280986	276.68467612066985
48x36	626.9977432176296	254.90070615829964
48x38	751.7194822538527	282.8154521945362
48x40	880.3515774961733	352.1415908409571
48x42	1005.2372506030607	383.67737749312255
48x44	1132.5661128605254	335.6572656743782
48x46	1257.63908972328	312.3701010020007
48x48	1386.4762421332723	289.93338890165796
48x50	1515.8142531326193	310.7314757149654
49x17	422.68604187978576	464.8985803376905
49x19	298.9358459602995	341.4440510537559
49x21	172.57021759272374	215.2855777798411
49x23	62.74535839406787	100.93849612511585
49x25	81.40024569987489	81.21576201698781
49x27	182.62146642714268	186.8309396218945
49x29	252.92152933271643	273.00860792290075
49x31	351.39598745574784	366.5023055861994
49x33	464.41887343216376	266.4666770911514
49x35	580.92066584001	200.44455592507327
49x37	702.3481330508399	202.66647478061088
49x39	827.6826263731772	266.0897029198988
49x41	952.6805235754535	350.02654185075727
49x43	1077.7443899181294	407.7199651721757
49x45	1201.6746356647463	381.587119803591
49x47	1328.981011903481	354.4682355303506
49x49	1458.1945583494683	353.4297242734406
49x51	1584.0747741189493	390.82079013276683
50x18	375.5568931600111	418.2747661525854
50x20	258.6223501555888	300.870271047174
50x22	151.18108347276782	190.1865400074358
50x24	111.96789718486278	125.17351956384384
50x26	166.39471145442124	166.3069451345917
50x28	262.0899463924554	267.7557469037781
50x30	340.7648015860794	360.23499274778965
50x32	436.04958433646067	282.9389333407475
50x34	546.4333262164748	180.52528908715223
50x36	660.9538864398941	136.00014705874403
50x38	782.8276183170856	179.45662428564737
50x40	903.4990038732752	265.0864953180375
50x42	1029.881376664323	345.67969277931275
50x44	1150.4348960284544	436.1165555215717
50x46	1275.95024981384	423.81628095201813
50x48	1400.8083559145416	409.3031272785491
50x50	1528.907744110154	425.40203337548843
51x17	454.4712092091203	497.0173840018073
51x19	341.29298264101465	383.10063951917374
51x21	237.030462177333	275.95840266243044
51x23	172.73415991053994	199.24630485908634
51x25	184.8139064031712	187.75563906311874
51x27	251.64300109480538	251.6175669542972
51x29	344.19930273026415	351.05834272952416
51x31	425.39581568228925	299.705522137981
51x33	521.2497002397222	200.7855821517071
51x35	633.0964065606438	92.7914866784663
51x37	743.9470008004604	97.09551997903895
51x39	859.0340214450184	184.7480717084755
51x41	982.9712508512142	258.43815507776714
51x43	1104.6334097790093	350.57976267890905
51x45	1224.018353620566	457.0126147055462
51x47	1350.6077335777402	469.73104006441815
51x49	1477.6557007638826	470.9411534363931
52x18	423.69356851384947	465.1909715374967
52x20	322.8641355121377	361.84976164148566
52x22	249.46639052184983	280.6761122717786
52x24	226.58439928644717	240.37489469576502
52x26	265.0636338693035	265.5803644850277
52x28	336.441525379969	336.4510365565847
52x30	429.41942201069594	332.487653906126
52x32	512.5818276138947	214.81929615376697
52x34	607.2427274163111	121.34797072880916
52x36	712.5766344751984	19.500256408570632
52x38	824.841342319843	102.13735849335468
52x40	941.0483515739247	175.49586889724782
52x42	1062.949199162406	268.44217254373416
52x44	1181.9017937206122	377.8010719942441
52x46	1302.3948441237014	495.8843917688881
52x48	1426.4742444222402	523.902443208657
52x50	1548.5174651904965	535.3992342168601
53x19	407.67999705651494	446.6123374919238
53x21	330.1682298465435	363.25894345494095
53x23	284.53184356061104	306.59675471211375
53x25	296.7187220247488	301.73962285387734
53x27	341.98843547699107	342.1635427686592
53x29	422.63820224868476	381.12288044671357
53x31	513.7753302757931	254.65720095846467
53x33	595.525482242364	133.78490198822868
53x35	693.816755346828	37.52985478255928
53x37	797.4682564215334	30.371368095626103
53x39	909.2306033124931	93.74374645809691
53x41	1023.5726110051988	178.54884485764663
53x43	1142.1463697792856	298.2558130196293
53x45	1260.3611069848198	421.5788419738354
53x47	1381.9639973602789	546.1557378623796
53x49	1503.9980086422988	584.0976031452279
54x18	496.7198405540089	535.6769548897918
54x20	415.4909986991295	450.28432129044864
54x22	357.7394722420215	384.5854001389029
54x24	343.5652630869425	357.46872590479853
54x26	371.89924710867604	374.48157498066587
54x28	426.2446245995371	426.23172101569384
54x30	510.10691036291604	315.59889099931894
54x32	601.0859006830887	187.19471146375915
54x34	686.4593214459256	60.446670710635196
54x36	780.5772543445013	16.56049516167931
54x38	882.842001719447	7.211102550927978
54x40	993.5582217464663	94.24192273081037
54x42	1107.6650035096352	218.0668704778423
54x44	1221.9828149364457	343.78627081371354
