	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
11x33	0.13691306	1.5358116e-10	1.539372e-10	1.5359229e-10	1.5368401e-10	0.019540602	1.5381041e-10	1.5348656e-10	0.14369279	1.5352053e-10	0.35700417	0.017735612	0.32511374	1.5361015e-10
12x30	0.054176148	1.4985536e-10	1.4996171e-10	1.5041778e-10	1.502079e-10	1.507636e-10	1.4963457e-10	1.4989651e-10	0.13267636	1.4956467e-10	0.33153123	1.5032112e-10	0.48161626	1.5047344e-10
12x32	0.2683093	1.5493655e-10	1.5499092e-10	1.5514472e-10	1.5502581e-10	0.040502552	1.5593714e-10	1.5521102e-10	0.072130896	1.5499477e-10	1.5546524e-10	1.5582208e-10	0.61905724	1.5587737e-10
13x31	0.120737106	0.01486879	1.4804775e-10	1.4822578e-10	0.035151962	0.024773814	1.4795545e-10	1.4829392e-10	0.12144424	1.4774114e-10	1.4775946e-10	1.4762537e-10	0.67363524	0.009388817
13x33	0.13830574	1.5371096e-10	1.5434966e-10	1.543114e-10	1.5352901e-10	1.541252e-10	0.0091400985	1.541108e-10	0.18669005	0.017791204	0.18103321	0.0120068975	0.45503283	1.5418723e-10
14x30	0.09100708	1.475625e-10	1.4706823e-10	1.4791586e-10	1.4727344e-10	0.018166251	0.020012219	1.471906e-10	0.11684423	1.4714233e-10	0.4517335	1.4803242e-10	0.3022367	1.476067e-10
14x32	1.4449258e-10	0.06640806	1.4408336e-10	1.4362267e-10	1.4408226e-10	1.4427723e-10	1.4344828e-10	1.4335282e-10	0.20825574	1.4396469e-10	1.4369145e-10	1.4395918e-10	0.72533625	1.4364787e-10
14x34	1.7481237e-10	1.7417104e-10	0.01658483	1.7354661e-10	1.736635e-10	0.11861916	1.7354462e-10	1.7367245e-10	0.0838256	1.7414978e-10	0.088461034	1.7345626e-10	0.68603396	0.0064754086
15x29	0.1890764	1.526032e-10	1.5239318e-10	0.02387862	1.5235395e-10	1.5362386e-10	0.017146802	1.5273918e-10	0.11396557	1.5243592e-10	0.11525982	1.5353015e-10	0.54067284	1.5338554e-10
15x31	0.051430255	0.023243323	1.4876081e-10	0.030682601	1.478779e-10	0.062513076	1.4849433e-10	1.4770565e-10	0.115427345	1.4787452e-10	0.17697428	1.4860654e-10	0.5397291	1.486173e-10
15x33	0.24725309	1.5798964e-10	1.576092e-10	0.0043730265	1.5829851e-10	0.047848023	1.5830909e-10	0.11552548	0.06664959	1.5792186e-10	0.04461741	1.5832871e-10	0.47373345	1.5750944e-10
15x35	0.033088956	1.5815932e-10	1.5801277e-10	1.5774115e-10	1.5820065e-10	1.5852053e-10	1.5819221e-10	1.5834373e-10	0.19115646	1.5794739e-10	0.41584727	1.5804412e-10	0.35990727	1.5720322e-10
16x30	1.4666336e-10	1.4575008e-10	1.4612167e-10	1.4639812e-10	0.020010142	0.008890997	1.4576147e-10	1.4619611e-10	0.17284063	1.4546707e-10	0.5040927	1.4582043e-10	0.24905126	0.04511433
16x32	1.4093333e-10	1.4086401e-10	1.4081779e-10	0.012439238	1.4055349e-10	1.4109983e-10	1.4030412e-10	0.021373583	0.20948417	1.3992037e-10	0.34470347	1.4043584e-10	0.41199952	1.4085272e-10
16x34	0.25928777	1.572342e-10	1.5628845e-10	0.016210997	1.5690706e-10	0.05307332	1.5662598e-10	1.5635675e-10	1.5748693e-10	1.563827e-10	0.1506237	1.5747671e-10	0.5208042	1.5627714e-10
16x36	1.4576806e-10	1.4558856e-10	1.455694e-10	1.4489765e-10	1.4519672e-10	0.004338469	1.4543175e-10	1.4539014e-10	0.18355948	1.4546532e-10	0.65531105	1.4491894e-10	0.156791	1.4532221e-10
17x29	1.5268152e-10	0.02280147	1.522314e-10	1.522491e-10	1.5191783e-10	0.043126818	1.519326e-10	1.5205205e-10	0.10302577	1.5197406e-10	0.58160293	1.5218232e-10	0.24944295	1.5213704e-10
17x31	1.3909311e-10	1.3903767e-10	1.3861347e-10	1.3802594e-10	1.3843302e-10	0.0037677567	1.3840688e-10	1.3860978e-10	0.14149274	1.383591e-10	0.70626336	1.3867298e-10	0.11953984	0.02893621
17x33	0.19440687	0.022798257	0.020417696	0.029388808	0.013751939	1.402072e-10	1.3970056e-10	0.0295043	0.088055454	1.3983545e-10	1.3944179e-10	1.4030083e-10	0.6016767	1.3976664e-10
17x35	1.5042251e-10	1.4971607e-10	1.4985149e-10	0.033162832	1.4913609e-10	0.020258104	1.4983721e-10	1.4927211e-10	0.2048189	1.5010924e-10	0.3879665	1.4979892e-10	0.3537937	1.4969066e-10
17x37	0.052176792	1.4333051e-10	1.4320728e-10	0.015001076	1.4311172e-10	0.0019497054	0.020852512	0.035524156	0.22304429	1.426857e-10	1.4299001e-10	1.4385526e-10	0.65145147	1.4325235e-10
18x28	0.084466435	0.0039196066	1.5243436e-10	1.5200986e-10	1.5222777e-10	0.051838614	0.008612089	0.03854587	0.043324072	1.5128819e-10	0.28022248	1.5173902e-10	0.44504142	0.044029355
18x30	1.3979845e-10	1.3908275e-10	1.3915068e-10	0.019568319	1.3985287e-10	0.0015436147	1.3960845e-10	0.028721875	0.17607047	1.3882248e-10	0.6253558	1.3946394e-10	0.14874004	1.3884262e-10
18x32	1.4124238e-10	1.4041775e-10	1.4067295e-10	1.4036258e-10	1.4003396e-10	0.034034297	1.4048875e-10	1.4018894e-10	0.14396967	1.3993888e-10	0.5607271	1.4085823e-10	0.2612689	1.4091868e-10
18x34	0.08891921	1.4313442e-10	1.4285295e-10	1.4260576e-10	1.4204546e-10	1.4302035e-10	1.4289983e-10	1.427108e-10	0.18362671	1.4251686e-10	0.25688305	1.4264087e-10	0.47057098	1.4241522e-10
18x36	1.4511922e-10	0.021695044	0.07854661	0.044317525	0.03960521	1.4498946e-10	0.016991043	0.018081285	0.19700849	1.442381e-10	1.44901e-10	1.4504727e-10	0.5837548	1.4435644e-10
18x38	0.14716579	1.4754517e-10	1.4818369e-10	0.049419407	1.4786804e-10	0.02056264	1.4790301e-10	0.033667773	0.124637626	1.4731459e-10	1.4764455e-10	1.4829027e-10	0.6245468	1.4798258e-10
19x29	3.996372e-10	1.4827206e-10	1.478366e-10	0.052786868	0.03159606	0.065894164	1.4821352e-10	1.4828253e-10	0.12813824	1.4805954e-10	1.4848714e-10	1.4843873e-10	0.7215847	1.4849083e-10
19x31	1.4794363e-10	0.034052122	1.4728227e-10	1.4696909e-10	1.4709135e-10	0.034361247	1.4684384e-10	1.4688922e-10	0.14955567	1.4698058e-10	0.57904875	1.4763636e-10	0.20298222	1.4700441e-10
19x33	0.17611626	1.4121188e-10	1.4104416e-10	0.036135726	1.4024956e-10	0.00056838524	1.4042409e-10	0.017454522	0.13314232	1.4064791e-10	1.4097021e-10	1.4061842e-10	0.5694363	0.06714649
19x35	0.100332364	0.024173658	1.5058202e-10	0.038620107	1.5127204e-10	0.062842965	1.5045999e-10	1.5067826e-10	0.06876497	1.5059723e-10	1.5014523e-10	1.513875e-10	0.7052659	1.5125992e-10
19x37	0.3377344	1.5626705e-10	1.5639436e-10	1.5600557e-10	1.5686878e-10	0.01193534	1.5618629e-10	1.5661647e-10	0.11937769	1.5635263e-10	1.5667202e-10	1.5672104e-10	0.5172687	0.01368381
