	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
16x32	8.745187e-10	0.13059309	0.057162862	0.043812722	0.087681435	8.727474e-10	8.681866e-10	8.703901e-10	0.083636075	8.724328e-10	0.2644559	0.07648487	0.25617304	8.7024904e-10
16x34	0.08515244	0.040866658	0.06548913	7.1346695e-10	0.15589695	7.1049705e-10	7.1159556e-10	7.1429757e-10	0.09299434	7.143943e-10	0.5596004	7.107437e-10	7.1312e-10	7.1396933e-10
16x36	8.8988084e-10	8.922823e-10	8.9249513e-10	0.012733944	0.22694139	8.9374885e-10	0.03183559	8.957029e-10	0.15650731	0.049565077	0.52241665	8.922075e-10	8.9493957e-10	8.8983165e-10
16x38	0.20826416	0.022756249	0.0039239144	0.0048609194	1.2590248e-09	1.2616594e-09	1.2608897e-09	0.099488065	0.03338585	1.2581798e-09	0.47744364	1.2591088e-09	1.2586814e-09	0.14987718
16x40	9.892872e-10	9.912932e-10	9.886553e-10	9.883612e-10	0.16349055	9.902217e-10	0.077540554	9.861862e-10	0.07760988	9.855957e-10	0.46100864	0.20540604	9.891626e-10	0.014944435
16x42	0.13761431	0.0751145	1.2933276e-09	0.04729334	0.076025054	1.2984984e-09	0.021985866	0.09657475	0.09965487	1.299383e-09	0.44573724	1.2986817e-09	1.2970603e-09	1.292886e-09
16x44	0.13875394	1.2485495e-09	0.10758843	0.024362307	0.14764337	1.2495168e-09	0.04980718	1.2517852e-09	1.252719e-09	1.2527717e-09	0.30020487	1.2482375e-09	0.23163995	1.2467027e-09
17x27	1.8860993e-09	1.8813209e-09	1.8814679e-09	1.883001e-09	0.21134487	1.876193e-09	1.8823942e-09	1.8781479e-09	0.12775972	1.8758781e-09	0.41267627	1.8845245e-09	0.2482191	1.8765365e-09
17x29	1.143093e-09	1.1431084e-09	1.139436e-09	0.038024426	1.1484603e-09	1.1435575e-09	0.054080334	0.15617704	0.20269912	1.1413718e-09	0.54901904	1.1469914e-09	1.1466414e-09	1.143008e-09
17x31	1.0795682e-09	1.0862313e-09	1.0769932e-09	1.0863743e-09	0.1358995	1.0801325e-09	1.0776713e-09	1.0807857e-09	0.00941928	1.0839402e-09	0.3836929	0.18065828	0.2602734	0.030056631
17x33	0.06895073	0.105939284	1.0836949e-09	1.0835173e-09	1.0805391e-09	1.0853519e-09	0.07695377	1.0831164e-09	0.08253369	1.0812587e-09	0.19175099	0.12414146	0.34973007	1.0796698e-09
17x35	8.9762453e-10	9.0171887e-10	8.936084e-10	0.042100456	0.20775552	9.006085e-10	8.9824453e-10	8.957193e-10	0.13607301	8.9504637e-10	0.332353	0.078020416	0.20369759	8.9525126e-10
17x37	4.70581e-10	0.023030782	0.0324054	0.023888975	0.1259614	4.6805304e-10	4.70127e-10	0.04422859	0.1783489	4.690343e-10	0.3210699	0.07694362	0.17412244	4.679727e-10
17x39	9.0638375e-10	0.033028673	9.0583585e-10	0.07491734	9.0160235e-10	9.022785e-10	0.07367975	9.020806e-10	0.18042046	9.041581e-10	0.63795376	9.048101e-10	9.071706e-10	9.021322e-10
17x41	0.017626675	0.05231074	8.020341e-10	0.04837128	0.10352108	8.0095025e-10	8.030505e-10	8.014775e-10	8.029633e-10	8.0199436e-10	0.5931867	0.18498349	8.0326806e-10	8.014775e-10
17x43	8.0332874e-10	0.12834881	7.9725654e-10	0.13354358	8.0060897e-10	0.05185065	7.9844054e-10	7.9908347e-10	0.026487151	7.992648e-10	0.3825777	7.9941725e-10	0.27719206	8.002381e-10
17x45	0.15769258	0.017565822	7.9262197e-10	0.05271803	0.20123754	7.9598533e-10	7.9389295e-10	7.949354e-10	0.1051031	7.979021e-10	7.96207e-10	7.9312096e-10	0.46568292	7.9741524e-10
17x47	1.0452742e-09	1.0500781e-09	1.0434615e-09	1.0508394e-09	1.0461159e-09	0.021281468	1.0491992e-09	1.0455653e-09	1.049982e-09	1.0508174e-09	0.5835125	0.28414968	1.0483711e-09	0.11105632
18x26	1.2592458e-09	0.2926277	1.2608561e-09	1.2561154e-09	0.12181829	1.2598392e-09	1.2594404e-09	1.2607334e-09	0.16585161	0.01588595	0.4038164	1.2606493e-09	1.2608969e-09	1.2552293e-09
18x28	0.56475824	1.0138782e-09	1.0132171e-09	0.012184401	0.051180124	1.0119829e-09	1.0094806e-09	0.17079753	0.035119675	0.030846704	1.0101008e-09	0.13511327	1.0125294e-09	1.0099487e-09
18x30	1.0910135e-09	0.02065868	1.0890987e-09	0.04249048	1.0906036e-09	1.0875729e-09	1.0874152e-09	0.08046045	0.11147458	1.0872411e-09	0.73873407	0.0061817286	1.092742e-09	1.0880522e-09
18x32	9.126323e-10	9.152069e-10	0.240283	0.02117583	9.1496777e-10	9.166185e-10	9.154705e-10	9.1285335e-10	0.15889598	9.129595e-10	9.151632e-10	0.10445306	0.45761618	0.017576052
18x34	6.5922884e-10	0.07907931	6.556438e-10	6.5835054e-10	6.598541e-10	0.017938307	0.01938552	6.5458544e-10	0.25791064	6.559727e-10	0.23481098	0.084024414	0.30685085	6.573242e-10
18x36	6.350159e-10	6.3338285e-10	0.11576112	6.3477e-10	0.16921704	6.3315453e-10	0.03161061	0.06491282	0.16507809	6.3251965e-10	6.305947e-10	6.3371147e-10	0.45342025	6.3234834e-10
