	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
17x33	2.8404956e-10	7.113491e-10	0.035160296	2.836468e-10	2.8448605e-10	0.15921047	0.09511916	0.046034344	0.23413673	0.023657843	0.34800076	2.8354943e-10	2.835478e-10	0.05868038
17x35	2.2086971e-10	2.2197154e-10	2.2164325e-10	2.2152957e-10	2.2163395e-10	0.1442388	2.2177477e-10	2.2185642e-10	0.11065576	2.2060487e-10	0.73452634	0.010579095	2.2051232e-10	2.2048413e-10
18x34	2.1426803e-10	2.1430152e-10	2.1477743e-10	2.1484257e-10	2.135251e-10	0.16864154	0.045726303	2.1482333e-10	0.03973449	2.1483358e-10	0.7458977	2.1445487e-10	2.1419815e-10	2.1494424e-10
18x36	2.4198726e-10	0.1905203	2.4169436e-10	2.41716e-10	0.26167923	0.19024847	0.21906862	2.414285e-10	2.4200708e-10	0.05115654	2.4117028e-10	0.08732694	2.4147315e-10	2.4168695e-10
19x33	2.1531743e-10	2.155241e-10	2.1514296e-10	2.1620346e-10	2.1560799e-10	0.19119649	0.026501145	0.027800111	0.023352526	2.1548546e-10	0.7311498	2.1562525e-10	2.1450866e-10	2.1574002e-10
19x35	2.0570612e-10	2.0576853e-10	2.0535919e-10	0.00412387	0.0038766018	0.16119337	0.006384906	2.0556651e-10	2.0606898e-10	2.048354e-10	0.8244212	2.0548967e-10	2.0508051e-10	2.0546026e-10
19x37	2.2459495e-10	2.2517144e-10	2.2506237e-10	2.2539404e-10	0.2335485	2.2524703e-10	0.21164453	0.08130571	0.30263036	0.10225277	2.2404686e-10	2.2532182e-10	2.2506325e-10	0.06861817
19x39	2.2311719e-10	2.2380722e-10	2.2247636e-10	0.22822963	2.2360967e-10	0.01939602	0.090752065	2.2275788e-10	0.2728796	0.034302182	0.22926085	2.2336456e-10	0.12517963	2.2388878e-10
20x32	2.3190289e-10	2.3252561e-10	2.3347266e-10	0.006275134	0.05695904	0.1251743	0.020415079	0.10084611	0.18852901	0.04167655	0.4295796	2.3259836e-10	2.3222776e-10	0.030545184
20x34	1.8566622e-10	1.8620494e-10	1.8599551e-10	0.026849953	1.8592136e-10	0.14640321	1.8595366e-10	1.8629907e-10	1.8557346e-10	1.8631187e-10	0.8194888	0.0072580855	1.8594264e-10	1.8578135e-10
20x36	0.3187217	0.06742369	0.036176365	2.561669e-10	2.5563682e-10	0.15570323	2.553376e-10	0.026292842	2.5560953e-10	0.053489815	2.551833e-10	0.017243	0.24896613	0.075983174
20x38	2.402987e-10	0.049309146	2.3985408e-10	0.06494617	0.14563048	0.0023994744	0.11669356	0.063096896	0.29622585	0.100957185	2.403111e-10	2.4019972e-10	2.4053898e-10	0.16074118
20x40	0.20829596	0.06628217	2.3275695e-10	0.029151546	0.14765257	0.061215665	0.12517817	0.026825191	0.13650636	0.07893066	2.318473e-10	2.3179161e-10	0.1199617	2.3217878e-10
20x42	2.4256822e-10	0.086568646	0.15559524	0.03028185	2.4264735e-10	0.14927204	0.06307885	2.4212585e-10	0.18121018	2.4195135e-10	2.409097e-10	2.4245117e-10	0.3339932	2.4237398e-10
21x31	2.5226968e-10	2.5134175e-10	0.054163035	2.5056682e-10	2.5189945e-10	0.15705055	0.018129148	0.15414211	0.2480486	2.5136765e-10	0.3684666	2.5193642e-10	2.5264138e-10	2.519071e-10
21x33	2.2252805e-10	0.18312159	0.12397211	0.0061172955	0.10450304	2.2252337e-10	0.22987054	2.2142047e-10	0.22207509	0.060127217	2.2184828e-10	2.221218e-10	2.2251913e-10	0.07021304
21x35	0.055157278	2.323488e-10	0.06378482	0.02851226	0.15376553	0.1952595	0.020828564	0.04975903	2.3222915e-10	0.030484803	2.3251592e-10	0.06769834	0.32454145	0.010208418
21x37	2.798582e-10	0.19020632	2.8039515e-10	0.113284394	0.20425612	0.07540456	0.067873806	2.7986405e-10	0.24341029	0.03194902	2.7918906e-10	0.07361549	2.79673e-10	2.8033897e-10
21x39	0.12740837	0.09702093	0.22184439	2.5747166e-10	0.042468093	0.24370727	2.5702615e-10	2.5646935e-10	2.5706634e-10	0.080774456	2.5492966e-10	0.041879956	0.13946785	0.0054286886
21x41	2.1986006e-10	0.060599156	2.2049546e-10	0.15949945	0.029753309	0.09560764	0.10910307	2.2043657e-10	2.2076813e-10	0.054979563	0.3658834	2.2047779e-10	2.2008075e-10	0.12457446
21x43	0.15976936	0.081552684	0.027910601	0.017441303	0.026220454	0.119826145	0.22593975	2.501063e-10	0.1405757	0.01892247	2.4923577e-10	2.506435e-10	0.18184155	2.4950592e-10
22x30	2.3171333e-10	2.313384e-10	2.3143373e-10	2.3068981e-10	2.3082099e-10	0.022671292	2.317297e-10	0.030543538	0.40708604	0.014209059	0.5254901	2.2995048e-10	2.3152866e-10	2.303139e-10
22x32	0.32411352	2.4784386e-10	2.4779426e-10	0.00063200877	0.101954825	0.13127455	0.12337673	0.10960643	0.037985273	0.1271109	2.4596064e-10	2.4707453e-10	2.4780514e-10	0.04394585
22x34	2.1079914e-10	2.1099382e-10	2.1077622e-10	0.072695896	0.0012993533	0.10569943	0.043748856	0.000938253	0.071953125	0.005209236	0.69845587	2.10156e-10	2.1042755e-10	2.0991485e-10
22x36	0.14979467	0.045539882	0.0074945176	2.2749277e-10	0.20009296	0.11561974	0.17724928	2.2703027e-10	0.11543613	2.2693632e-10	2.2580424e-10	2.2749971e-10	0.18877287	2.273258e-10
22x38	0.27128565	0.07334842	0.14240006	2.5641048e-10	0.049341843	0.21817797	2.5682997e-10	0.020770121	2.5650734e-10	2.5634253e-10	2.5496644e-10	0.004288639	0.22038722	2.569015e-10
22x40	2.4702e-10	0.041305047	0.05294248	2.4779154e-10	2.4804783e-10	0.07913424	0.1181051	2.4753505e-10	0.2734318	0.13682209	2.4627433e-10	2.4784352e-10	0.2982593	2.475067e-10
22x42	2.1471362e-10	2.1492709e-10	2.1538958e-10	0.11928546	0.09588851	0.08717894	0.022674337	0.02833591	2.1509483e-10	0.00857536	0.44342527	0.062261265	2.1512354e-10	0.13237496
22x44	0.09635456	0.11037075	2.4870545e-10	0.07927535	2.486253e-10	0.11550476	0.19265516	2.487391e-10	0.18551096	0.011686591	2.4837263e-10	2.4909091e-10	0.20864186	2.4932048e-10
23x31	0.17938817	0.045257043	0.004569805	0.08796406	2.4926813e-10	0.111173704	0.09311558	2.4995084e-10	0.17212312	0.0138633875	2.485124e-10	0.030158462	0.26238665	2.494517e-10
23x33	2.433853e-10	2.433129e-10	2.4280156e-10	0.050532833	0.019450894	0.098932914	0.018883865	2.4324887e-10	0.23867749	0.049501795	0.5240202	2.4341176e-10	2.4302674e-10	2.437593e-10
23x35	2.013954e-10	2.0188422e-10	2.009986e-10	0.017809233	2.0199323e-10	0.17176135	2.0163678e-10	2.0150069e-10	2.0160987e-10	2.0165525e-10	0.81042945	2.0142844e-10	2.0133434e-10	2.0183456e-10
23x37	2.5221714e-10	2.5209163e-10	2.5236582e-10	0.014960951	0.030224433	0.153866	2.5106522e-10	2.5245345e-10	0.21327838	2.5103553e-10	0.5523345	0.035335768	2.524857e-10	2.519964e-10
23x39	2.2494666e-10	2.2457454e-10	2.241684e-10	0.06206408	0.07739944	0.08017779	0.18494423	2.2344228e-10	0.15739964	2.2449231e-10	0.25320846	2.2410385e-10	0.18480633	2.2451457e-10
23x41	2.3633764e-10	2.363372e-10	2.3626193e-10	0.036654387	0.08910025	0.10644187	0.033662055	0.0501838	0.19509715	2.3542926e-10	0.4228461	2.3610244e-10	2.365099e-10	0.066014335
23x43	1.8908433e-10	1.8922575e-10	1.8860706e-10	0.07772474	0.0056419675	0.08782808	0.03279757	0.014568314	0.02257431	1.8924377e-10	0.758865	1.8943701e-10	1.8879277e-10	1.8924633e-10
23x45	2.5509925e-10	2.5480554e-10	0.07286182	0.16773131	0.18052752	0.037944455	0.12232829	0.08567467	0.28263775	0.050294284	2.550224e-10	2.5581404e-10	2.5514743e-10	2.5439859e-10
23x47	2.6413594e-10	2.6251165e-10	0.03723432	0.015343483	2.6300984e-10	0.22869577	2.6295116e-10	0.0086552	0.16193232	2.6360897e-10	0.5481389	2.6356978e-10	2.6437233e-10	2.6264987e-10
24x30	2.1650239e-10	2.1685245e-10	0.028819045	0.019999845	0.089413576	0.06008259	0.0017868311	2.1723827e-10	0.20344703	0.09299216	0.50345886	2.163707e-10	2.1748328e-10	2.1744596e-10
24x32	0.33233103	2.7331304e-10	2.7315147e-10	2.7406055e-10	0.13256179	0.18663521	0.23276	2.7314156e-10	2.7320357e-10	0.11571199	2.7333388e-10	2.7378522e-10	2.727454e-10	2.7384162e-10
24x34	2.3078243e-10	2.3166226e-10	2.3121952e-10	0.028292462	2.3212447e-10	0.16446595	0.0035680917	2.307239e-10	0.064265236	0.041597884	0.6978104	2.3157039e-10	2.3147986e-10	2.3102553e-10
24x36	0.06423541	2.7151503e-10	0.07705962	0.009370769	2.7048075e-10	0.14677973	0.08812005	0.008697113	0.3398303	2.712355e-10	2.7027344e-10	2.7070268e-10	0.265907	2.7070474e-10
24x38	3.1449404e-10	3.1508066e-10	3.1331934e-10	3.1517802e-10	3.1500014e-10	0.4002668	0.021321166	3.1426503e-10	0.16163133	3.150873e-10	3.1492745e-10	3.1356148e-10	0.41678068	3.150362e-10
24x40	1.942798e-10	1.9379941e-10	1.946173e-10	0.112526305	1.9501119e-10	0.11649464	0.0057995124	0.0008958824	1.9457128e-10	1.9499406e-10	0.76428366	1.9405723e-10	1.9426867e-10	1.9457536e-10
24x42	2.1607821e-10	2.1562575e-10	2.1566852e-10	0.07786959	2.1564096e-10	0.07825681	0.10661171	2.1546583e-10	0.06103487	0.0125291	0.6636979	2.1535981e-10	2.1589941e-10	2.1550528e-10
24x44	2.8885638e-10	0.0014097951	0.07477357	0.043412935	2.8923183e-10	0.1610774	2.8959893e-10	2.895807e-10	0.3380599	2.893488e-10	2.8941727e-10	2.9007877e-10	0.30510375	0.07616261
24x46	0.06468583	2.5754018e-10	0.051179606	0.03109306	2.571809e-10	0.22899598	2.5638255e-10	0.032480802	0.17584234	2.5636934e-10	2.5656355e-10	0.03878474	0.37693772	2.5693378e-10
24x48	2.5446753e-10	2.5424046e-10	0.009490842	0.016289297	2.5433602e-10	0.2278474	0.07564637	0.009663325	0.14257587	2.5326763e-10	2.5363506e-10	0.01998568	0.49850112	2.529664e-10
25x29	0.47372392	3.4125655e-10	3.433098e-10	3.4200198e-10	0.04647143	0.34221777	3.4414502e-10	3.4356526e-10	0.07951378	3.4351938e-10	3.4210051e-10	0.05807304	3.4393374e-10	3.419107e-10
25x31	2.1265192e-10	2.1280408e-10	2.1298965e-10	0.096368924	2.1268518e-10	0.15758497	0.034256782	2.1286863e-10	2.1364348e-10	0.044300243	0.66748905	2.1317012e-10	2.1179378e-10	2.1244802e-10
25x33	2.7507446e-10	0.2957152	2.7624802e-10	0.079867765	0.25544798	0.20605445	0.16055582	2.766514e-10	2.7643884e-10	0.0023587132	2.7469857e-10	2.7478553e-10	2.761216e-10	2.760637e-10
25x35	2.40904e-10	2.4118166e-10	2.4134872e-10	0.06397327	2.4131283e-10	0.1636386	0.07541911	0.0093766395	0.10023519	0.016947718	0.57040954	2.4129718e-10	2.409343e-10	2.415205e-10
25x37	0.38394743	2.758121e-10	2.7594735e-10	0.040728804	0.012953804	0.21120235	2.7632496e-10	0.11680347	2.7636607e-10	0.09840021	2.7523298e-10	2.7570268e-10	0.13596392	2.756554e-10
25x39	2.2755378e-10	2.2830937e-10	2.2789606e-10	0.011026669	0.01237877	0.19477308	2.2756724e-10	2.2776307e-10	2.2771486e-10	2.2844615e-10	0.74560755	0.02482948	2.2718602e-10	0.011384431
25x41	2.3329333e-10	2.341336e-10	2.3340593e-10	0.14075544	0.13457398	0.15132715	0.01705784	2.3342328e-10	0.056220237	2.3349678e-10	0.4904874	2.3376548e-10	2.3216894e-10	0.00957798
25x43	2.1322293e-10	2.1469287e-10	2.1429358e-10	0.09305161	2.1472155e-10	0.08018883	0.11685976	2.1458152e-10	0.03677099	0.07655599	0.5199693	2.145631e-10	2.1436308e-10	0.07660351
25x45	2.1770827e-10	2.1836953e-10	2.180162e-10	0.095567435	0.021035079	0.115577914	0.008971084	0.039547317	0.10865909	0.007532425	0.5969493	2.1742651e-10	2.175634e-10	0.0061603547
25x47	2.4278238e-10	2.4330574e-10	0.038225245	0.08566071	2.4431204e-10	0.18077102	0.04632376	2.43967e-10	0.20283191	2.433856e-10	0.44618744	2.4307337e-10	2.435546e-10	2.4381627e-10
25x49	2.5693458e-10	0.05373679	0.069230154	0.07413294	2.5688165e-10	0.12277641	0.07123768	0.0087020295	0.23532692	2.5579283e-10	0.2111057	0.15375143	2.569743e-10	2.5607547e-10
26x16	2.7127414e-10	0.09321702	0.119453244	2.696888e-10	2.7043467e-10	0.057307277	2.6998265e-10	0.2521716	0.45033735	2.7092098e-10	2.7097422e-10	2.7107866e-10	2.712276e-10	0.02751355
26x18	0.23867185	0.031636808	2.2478508e-10	2.2393819e-10	0.03126632	0.09382548	0.047809746	0.060857207	0.1934436	2.2417665e-10	2.2417365e-10	2.2422371e-10	0.26870346	0.03378556
26x20	2.53169e-10	2.519099e-10	0.04542882	2.5203292e-10	0.062416006	0.17265227	0.0025348698	0.057084877	0.23187639	2.5281338e-10	2.5190608e-10	2.5227248e-10	0.42800677	2.5278638e-10
26x22	0.13148594	0.037450604	0.053299025	2.4388963e-10	2.4407812e-10	0.094208874	2.4397617e-10	0.060555004	0.25619486	2.4485725e-10	0.2454792	2.4499974e-10	0.12132657	2.44345e-10
26x26	0.24366124	2.594617e-10	2.5891939e-10	2.5919117e-10	2.5874908e-10	0.12314285	2.5892136e-10	0.0515078	0.28486735	2.5929647e-10	2.5810387e-10	2.5826635e-10	0.2968208	2.5917435e-10
26x28	0.22484311	0.114434265	0.023982953	0.0060434043	2.5738264e-10	0.16052312	0.07747938	0.092223525	0.08847699	0.0388295	2.5747693e-10	2.583565e-10	0.17316376	2.5828506e-10
26x30	0.30478758	0.110174425	0.07387096	2.8460403e-10	2.8407415e-10	0.1756113	0.11979255	2.845709e-10	0.21576318	2.8473487e-10	2.8296773e-10	2.8412833e-10	2.8444555e-10	2.8482286e-10
26x32	2.6073443e-10	2.610624e-10	2.600059e-10	0.03757464	0.12432556	0.14685908	0.16644801	2.6028577e-10	0.21536425	2.612397e-10	0.30942842	2.6135832e-10	2.604715e-10	2.606902e-10
