	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
6x42	0.30062255	0.031417914	1.729919e-10	1.7355638e-10	1.7367957e-10	0.063393064	1.7367592e-10	1.7315464e-10	1.732997e-10	1.7347067e-10	0.35550666	1.7330697e-10	0.24905984	1.7410576e-10
7x41	0.07061599	0.007517223	1.5608777e-10	1.5659649e-10	1.559845e-10	0.0812827	1.565732e-10	0.01697766	1.5635028e-10	1.5616816e-10	0.77856004	0.045046356	1.5620422e-10	1.5613659e-10
7x43	0.34367114	1.684061e-10	1.6718768e-10	1.6804032e-10	1.6812976e-10	0.06123535	0.069589384	1.671475e-10	1.6830848e-10	1.6828022e-10	0.12462662	1.6740657e-10	0.40087754	1.67307e-10
8x34	0.45504645	1.754202e-10	0.010927216	1.7517178e-10	1.7566663e-10	0.036805637	1.7485499e-10	1.7526168e-10	1.7601376e-10	0.059671346	0.14292799	1.7532721e-10	0.29155686	0.0030644152
8x36	0.20875888	0.023424968	1.761191e-10	1.7537259e-10	1.7611507e-10	0.079777196	1.752803e-10	1.759821e-10	1.7588177e-10	1.7603682e-10	0.16523053	1.7548601e-10	0.52280843	1.7578786e-10
8x38	0.43767956	1.8432109e-10	0.103906006	1.8401512e-10	1.8413343e-10	0.06997628	0.025910834	0.016121866	1.850538e-10	1.849303e-10	1.8425007e-10	1.8499063e-10	0.34640548	1.8478079e-10
8x40	0.17982416	1.7914593e-10	1.7865492e-10	1.7864299e-10	1.7925735e-10	0.08875539	0.04224523	1.7934627e-10	0.08331925	0.06209189	1.7858508e-10	1.7906837e-10	0.5437641	1.7931173e-10
8x42	0.33592486	0.093303725	1.6294503e-10	1.6361525e-10	1.6245318e-10	0.048426896	0.082808085	1.626333e-10	1.632197e-10	0.08350291	1.6340534e-10	1.6286798e-10	0.35603344	1.6252136e-10
8x44	0.21888196	1.7646577e-10	1.7599384e-10	1.757818e-10	1.758737e-10	0.10080873	1.759123e-10	1.7585192e-10	0.043384142	1.7603044e-10	1.766237e-10	1.7617688e-10	0.63692516	1.7639172e-10
9x33	0.42401913	1.7553205e-10	0.093571514	0.00455126	1.7618947e-10	0.027093427	0.0016729712	1.7563251e-10	1.7664542e-10	0.06474804	1.7629705e-10	1.7638652e-10	0.38434377	1.7599534e-10
9x35	0.25423673	0.023474569	0.25887927	1.7877076e-10	0.04206439	0.060577203	0.018269286	0.061639763	1.7879667e-10	1.7898401e-10	1.7808298e-10	0.0033711789	0.27748764	1.783886e-10
9x37	0.43126795	0.012129975	0.01766789	1.6034726e-10	1.6070303e-10	0.031568766	0.035700154	1.6018677e-10	1.609202e-10	0.06580182	0.23065041	1.6031393e-10	0.17521298	1.5983732e-10
9x39	0.27518943	1.7409522e-10	1.736664e-10	1.738026e-10	0.048864044	0.074613445	0.030337274	1.7405008e-10	1.745241e-10	0.03153473	0.12744612	1.7344064e-10	0.38401908	0.027995864
