gene_id	gene_biotype	gene_name	species
PBANKA_0306200	protein_coding	PATPL1-pb	p.berghei
PBANKA_0306300	protein_coding	MTR3-pb	p.berghei
PBANKA_0306400	protein_coding	IspF-pb	p.berghei
PBANKA_0306500	protein_coding	PBANKA-0306500-pb	p.berghei
PBANKA_0306600	protein_coding	PBANKA-0306600-pb	p.berghei
PBANKA_0306700	protein_coding	PBANKA-0306700-pb	p.berghei
PBANKA_0306800	protein_coding	UAP56-pb	p.berghei
PBANKA_0306900	protein_coding	PBANKA-0306900-pb	p.berghei
PBANKA_0307000	protein_coding	PBANKA-0307000-pb	p.berghei
PBANKA_0307100	protein_coding	PBANKA-0307100-pb	p.berghei
PBANKA_0307200	protein_coding	PBANKA-0307200-pb	p.berghei
PBANKA_0307300	protein_coding	PBANKA-0307300-pb	p.berghei
PBANKA_0307400	protein_coding	PBANKA-0307400-pb	p.berghei
PBANKA_0307500	protein_coding	CERLI1-pb	p.berghei
PBANKA_0307600	protein_coding	PBANKA-0307600-pb	p.berghei
PBANKA_0307700	protein_coding	PBANKA-0307700-pb	p.berghei
PBANKA_0307800	protein_coding	PBANKA-0307800-pb	p.berghei
PBANKA_0307900	protein_coding	PBANKA-0307900-pb	p.berghei
PBANKA_0308000	protein_coding	RAB5a-pb	p.berghei
PBANKA_0308100	protein_coding	PBANKA-0308100-pb	p.berghei
PBANKA_0308200	protein_coding	PBANKA-0308200-pb	p.berghei
PBANKA_0308300	protein_coding	PBANKA-0308300-pb	p.berghei
PBANKA_0308400	protein_coding	ALG14-pb	p.berghei
PBANKA_0308500	protein_coding	TKL1-pb	p.berghei
PBANKA_0308600	protein_coding	PBANKA-0308600-pb	p.berghei
PBANKA_0308700	protein_coding	PBANKA-0308700-pb	p.berghei
PBANKA_0308800	protein_coding	PBANKA-0308800-pb	p.berghei
PBANKA_0308900	protein_coding	PBANKA-0308900-pb	p.berghei
PBANKA_0309000	protein_coding	PBANKA-0309000-pb	p.berghei
PBANKA_0309100	protein_coding	ERF1-pb	p.berghei
PBANKA_0309200	protein_coding	PBANKA-0309200-pb	p.berghei
PBANKA_0309400	protein_coding	PBANKA-0309400-pb	p.berghei
PBANKA_0309500	protein_coding	SPATR-pb	p.berghei
PBANKA_0309600	protein_coding	PBANKA-0309600-pb	p.berghei
PBANKA_0309700	protein_coding	MATE-pb	p.berghei
PBANKA_0309800	protein_coding	ATEL1-pb	p.berghei
PBANKA_0309900	protein_coding	PBANKA-0309900-pb	p.berghei
PBANKA_0310000	protein_coding	SIS1-pb	p.berghei
PBANKA_0310100	protein_coding	PBANKA-0310100-pb	p.berghei
PBANKA_0310200	protein_coding	PBANKA-0310200-pb	p.berghei
PBANKA_0310300	protein_coding	PK7-pb	p.berghei
PBANKA_0310400	protein_coding	PBANKA-0310400-pb	p.berghei
PBANKA_0310500	protein_coding	PBANKA-0310500-pb	p.berghei
PBANKA_0310600	protein_coding	PBANKA-0310600-pb	p.berghei
PBANKA_0310700	protein_coding	PBANKA-0310700-pb	p.berghei
PBANKA_0310800	protein_coding	PBANKA-0310800-pb	p.berghei
PBANKA_0310900	protein_coding	CCT8-pb	p.berghei
PBANKA_0311000	protein_coding	SEC31-pb	p.berghei
PBANKA_0311100	protein_coding	mRPL13-pb	p.berghei
PBANKA_0311200	protein_coding	PBANKA-0311200-pb	p.berghei
PBANKA_0311300	protein_coding	PBANKA-0311300-pb	p.berghei
PBANKA_0311400	protein_coding	STK2-pb	p.berghei
PBANKA_0311500	protein_coding	PBANKA-0311500-pb	p.berghei
PBANKA_0311600	protein_coding	PBANKA-0311600-pb	p.berghei
PBANKA_0311700	protein_coding	RON6-pb	p.berghei
PBANKA_0311800	protein_coding	ACS9-pb	p.berghei
PBANKA_0311900	protein_coding	PBANKA-0311900-pb	p.berghei
PBANKA_0312000	protein_coding	PBANKA-0312000-pb	p.berghei
PBANKA_0312100	protein_coding	PBANKA-0312100-pb	p.berghei
PBANKA_0312200	protein_coding	PBANKA-0312200-pb	p.berghei
PBANKA_0312300	protein_coding	PBANKA-0312300-pb	p.berghei
PBANKA_0312400	protein_coding	RPB2-pb	p.berghei
PBANKA_0312500	protein_coding	ORC5-pb	p.berghei
PBANKA_0312600	protein_coding	DHHC11-pb	p.berghei
PBANKA_0312700	protein_coding	PBANKA-0312700-pb	p.berghei
PBANKA_0312800	protein_coding	PBANKA-0312800-pb	p.berghei
PBANKA_0312900	protein_coding	PBANKA-0312900-pb	p.berghei
PBANKA_0313000	protein_coding	PBANKA-0313000-pb	p.berghei
PBANKA_0313100	protein_coding	VPS45-pb	p.berghei
PBANKA_0313200	protein_coding	PBANKA-0313200-pb	p.berghei
PBANKA_0313300	protein_coding	PBANKA-0313300-pb	p.berghei
PBANKA_0313400	protein_coding	ATG11-pb	p.berghei
PBANKA_0313500	protein_coding	PBANKA-0313500-pb	p.berghei
PBANKA_0313600	protein_coding	PBANKA-0313600-pb	p.berghei
PBANKA_0313700	protein_coding	PBANKA-0313700-pb	p.berghei
PBANKA_0313800	protein_coding	PBANKA-0313800-pb	p.berghei
PBANKA_0313900	protein_coding	PBANKA-0313900-pb	p.berghei
PBANKA_0314000	protein_coding	AP2S-pb	p.berghei
PBANKA_0314100	protein_coding	PBANKA-0314100-pb	p.berghei
PBANKA_0314200	protein_coding	CDPK1-pb	p.berghei
PBANKA_0314300	protein_coding	PBANKA-0314300-pb	p.berghei
PBANKA_0314400	protein_coding	PBANKA-0314400-pb	p.berghei
PBANKA_0314500	protein_coding	RPS26-pb	p.berghei
PBANKA_0314600	protein_coding	PBANKA-0314600-pb	p.berghei
PBANKA_0314700	protein_coding	RFC2-pb	p.berghei
PBANKA_0314800	protein_coding	PBANKA-0314800-pb	p.berghei
PBANKA_0314900	protein_coding	PBANKA-0314900-pb	p.berghei
PBANKA_0315000	protein_coding	PBANKA-0315000-pb	p.berghei
PBANKA_0315100	protein_coding	DDX47-pb	p.berghei
PBANKA_0315200	protein_coding	SNRPD2-pb	p.berghei
PBANKA_0315300	protein_coding	PBANKA-0315300-pb	p.berghei
PBANKA_0315400	protein_coding	PRP45-pb	p.berghei
PBANKA_0315410	non_protein_coding	PBANKA-0315410-pb	p.berghei
PBANKA_0315420	non_protein_coding	PBANKA-0315420-pb	p.berghei
PBANKA_0315430	snoRNA_encoding	PBANKA-0315430-pb	p.berghei
PBANKA_0315500	protein_coding	PBANKA-0315500-pb	p.berghei
PBANKA_0315600	protein_coding	PBANKA-0315600-pb	p.berghei
PBANKA_0315700	protein_coding	PBANKA-0315700-pb	p.berghei
PBANKA_0315800	protein_coding	PBANKA-0315800-pb	p.berghei
PBANKA_0315900	protein_coding	PBANKA-0315900-pb	p.berghei
PBANKA_0316000	protein_coding	RFC1-pb	p.berghei
PBANKA_0316100	protein_coding	PBANKA-0316100-pb	p.berghei
PBANKA_0316200	protein_coding	PBANKA-0316200-pb	p.berghei
PBANKA_0316300	protein_coding	PBANKA-0316300-pb	p.berghei
PBANKA_0316400	protein_coding	PBANKA-0316400-pb	p.berghei
PBANKA_0316500	protein_coding	PBANKA-0316500-pb	p.berghei
PBANKA_0316600	protein_coding	Pb235-pb.2	p.berghei
PBANKA_0316650	protein_coding	PBANKA-0316650-pb	p.berghei
PBANKA_0316700	protein_coding	PBANKA-0316700-pb	p.berghei
PBANKA_0316800	protein_coding	EMAP2-pb	p.berghei
PBANKA_0316821	protein_coding	PBANKA-0316821-pb	p.berghei
PBANKA_0316841	protein_coding	PBANKA-0316841-pb	p.berghei
PBANKA_0316861	protein_coding	PBANKA-0316861-pb	p.berghei
PBANKA_0316900	protein_coding	PBANKA-0316900-pb	p.berghei
PBANKA_0316921	protein_coding	PBANKA-0316921-pb	p.berghei
PBANKA_0316941	protein_coding	PBANKA-0316941-pb	p.berghei
PBANKA_0316961	protein_coding	PBANKA-0316961-pb	p.berghei
PBANKA_0316981	protein_coding	PBANKA-0316981-pb	p.berghei
PBANKA_0317001	protein_coding	PBANKA-0317001-pb	p.berghei
PBANKA_0317021	protein_coding	PBANKA-0317021-pb	p.berghei
PBANKA_0317041	protein_coding	PBANKA-0317041-pb	p.berghei
PBANKA_0317061	protein_coding	PBANKA-0317061-pb	p.berghei
PBANKA_0317081	protein_coding	PBANKA-0317081-pb	p.berghei
PBANKA_0317101	protein_coding	PBANKA-0317101-pb	p.berghei
PBANKA_0317121	protein_coding	PBANKA-0317121-pb	p.berghei
PBANKA_0317141	protein_coding	PBANKA-0317141-pb	p.berghei
PBANKA_0317161	protein_coding	PBANKA-0317161-pb	p.berghei
PBANKA_0317181	protein_coding	PBANKA-0317181-pb	p.berghei
PBANKA_0400100	protein_coding	PBANKA-0400100-pb	p.berghei
PBANKA_0400200	protein_coding	PBANKA-0400200-pb	p.berghei
PBANKA_0400500	protein_coding	PBANKA-0400500-pb	p.berghei
PBANKA_0400600	protein_coding	PBANKA-0400600-pb	p.berghei
PBANKA_0400700	protein_coding	PBANKA-0400700-pb	p.berghei
PBANKA_0400800	protein_coding	PBANKA-0400800-pb	p.berghei
PBANKA_0400900	protein_coding	PBANKA-0400900-pb	p.berghei
PBANKA_0401000	protein_coding	PRP46-pb	p.berghei
PBANKA_0401100	protein_coding	SRPK1-pb	p.berghei
PBANKA_0401200	protein_coding	ABCB4-pb	p.berghei
PBANKA_0401300	protein_coding	PBANKA-0401300-pb	p.berghei
PBANKA_0401400	protein_coding	PBANKA-0401400-pb	p.berghei
PBANKA_0401500	protein_coding	PBANKA-0401500-pb	p.berghei
PBANKA_0401600	protein_coding	NSF-pb	p.berghei
PBANKA_0401700	protein_coding	PBANKA-0401700-pb	p.berghei
PBANKA_0401800	protein_coding	PBANKA-0401800-pb	p.berghei
PBANKA_0401900	protein_coding	RPB6-pb	p.berghei
PBANKA_0402000	protein_coding	DHHC1-pb	p.berghei
PBANKA_0402100	protein_coding	PBANKA-0402100-pb	p.berghei
PBANKA_0402200	protein_coding	Plrx-pb	p.berghei
PBANKA_0402300	protein_coding	BCKDH-E2-pb	p.berghei
PBANKA_0402400	protein_coding	PBANKA-0402400-pb	p.berghei
PBANKA_0402500	protein_coding	PBANKA-0402500-pb	p.berghei
PBANKA_0402600	protein_coding	IMC1a-pb	p.berghei
PBANKA_0402700	protein_coding	IMC1e-pb	p.berghei
PBANKA_0402800	protein_coding	EHD-pb	p.berghei
PBANKA_0402900	protein_coding	PBANKA-0402900-pb	p.berghei
PBANKA_0403000	protein_coding	RPL44-pb	p.berghei
PBANKA_0403100	protein_coding	GLP1-pb	p.berghei
PBANKA_0403200	protein_coding	CSP-pb	p.berghei
PBANKA_0403300	protein_coding	PBANKA-0403300-pb	p.berghei
PBANKA_0403400	protein_coding	PBANKA-0403400-pb	p.berghei
PBANKA_0403500	protein_coding	EF-Ts-pb	p.berghei
PBANKA_0403600	protein_coding	PBANKA-0403600-pb	p.berghei
PBANKA_0403700	protein_coding	PBANKA-0403700-pb	p.berghei
PBANKA_0403800	protein_coding	PBANKA-0403800-pb	p.berghei
PBANKA_0403900	protein_coding	PBANKA-0403900-pb	p.berghei
PBANKA_0404000	protein_coding	PBANKA-0404000-pb	p.berghei
PBANKA_0404100	protein_coding	APE1-pb	p.berghei
PBANKA_0404200	protein_coding	PBANKA-0404200-pb	p.berghei
PBANKA_0404300	protein_coding	PBANKA-0404300-pb	p.berghei
PBANKA_0404400	protein_coding	QCR8-pb	p.berghei
PBANKA_0404500	protein_coding	PBANKA-0404500-pb	p.berghei
PBANKA_0404600	protein_coding	AHA1-pb	p.berghei
PBANKA_0404700	protein_coding	GRX1-pb	p.berghei
PBANKA_0404800	protein_coding	PBANKA-0404800-pb	p.berghei
PBANKA_0404900	protein_coding	PBANKA-0404900-pb	p.berghei
PBANKA_0405000	protein_coding	PBANKA-0405000-pb	p.berghei
PBANKA_0405100	protein_coding	EMC5-pb	p.berghei
PBANKA_0405200	protein_coding	CCT2-pb	p.berghei
PBANKA_0405300	protein_coding	PBANKA-0405300-pb	p.berghei
PBANKA_0405310	snoRNA_encoding	PBANKA-0405310-pb	p.berghei
PBANKA_0405400	protein_coding	RPS12-pb	p.berghei
PBANKA_0405500	protein_coding	PBANKA-0405500-pb	p.berghei
PBANKA_0405600	protein_coding	EB1-pb	p.berghei
PBANKA_0405700	protein_coding	ClpP-pb	p.berghei
PBANKA_0405800	protein_coding	SKA2-pb	p.berghei
PBANKA_0405900	protein_coding	PBANKA-0405900-pb	p.berghei
PBANKA_0406000	protein_coding	PBANKA-0406000-pb	p.berghei
PBANKA_0406100	protein_coding	PBANKA-0406100-pb	p.berghei
PBANKA_0406200	protein_coding	PBANKA-0406200-pb	p.berghei
PBANKA_0406300	protein_coding	PBANKA-0406300-pb	p.berghei
PBANKA_0406400	protein_coding	PBANKA-0406400-pb	p.berghei
PBANKA_0406500	protein_coding	CCT7-pb	p.berghei
PBANKA_0406600	protein_coding	PBANKA-0406600-pb	p.berghei
PBANKA_0406650	snRNA_encoding	PBANKA-0406650-pb	p.berghei
PBANKA_0406700	protein_coding	PBANKA-0406700-pb	p.berghei
PBANKA_0406800	protein_coding	PRPF19-pb	p.berghei
PBANKA_0406900	protein_coding	PBANKA-0406900-pb	p.berghei
PBANKA_0407000	protein_coding	PBANKA-0407000-pb	p.berghei
PBANKA_0407100	protein_coding	SF3B1-pb	p.berghei
PBANKA_0407200	protein_coding	YVH1-pb	p.berghei
PBANKA_0407300	protein_coding	OMD-pb	p.berghei
PBANKA_0407400	protein_coding	ARK2-pb	p.berghei
PBANKA_0407500	protein_coding	PBANKA-0407500-pb	p.berghei
PBANKA_0407550	snoRNA_encoding	PBANKA-0407550-pb	p.berghei
PBANKA_0407600	protein_coding	AS-pb	p.berghei
PBANKA_0407700	protein_coding	PBANKA-0407700-pb	p.berghei
PBANKA_0407800	protein_coding	SBP2-pb	p.berghei
PBANKA_0407900	protein_coding	YTH.2-pb	p.berghei
PBANKA_0408000	protein_coding	PBANKA-0408000-pb	p.berghei
PBANKA_0408100	protein_coding	PBANKA-0408100-pb	p.berghei
PBANKA_0408200	protein_coding	CDPK3-pb	p.berghei
PBANKA_0408300	protein_coding	PBANKA-0408300-pb	p.berghei
PBANKA_0408400	protein_coding	PBANKA-0408400-pb	p.berghei
PBANKA_0408500	protein_coding	PIESP1-pb	p.berghei
PBANKA_0408600	protein_coding	EIF3K-pb	p.berghei
PBANKA_0408700	protein_coding	TRAPPC4-pb	p.berghei
PBANKA_0408800	protein_coding	PBANKA-0408800-pb	p.berghei
PBANKA_0408900	protein_coding	PBANKA-0408900-pb	p.berghei
PBANKA_0409000	protein_coding	PBANKA-0409000-pb	p.berghei
PBANKA_0409100	protein_coding	PBANKA-0409100-pb	p.berghei
PBANKA_0409200	protein_coding	PBANKA-0409200-pb	p.berghei
PBANKA_0409300	protein_coding	PBANKA-0409300-pb	p.berghei
PBANKA_0409400	protein_coding	PKRP-pb	p.berghei
PBANKA_0409500	protein_coding	PBANKA-0409500-pb	p.berghei
PBANKA_0409600	protein_coding	OST1-pb	p.berghei
PBANKA_0409700	protein_coding	PM6-pb	p.berghei
PBANKA_0409800	protein_coding	PBANKA-0409800-pb	p.berghei
PBANKA_0409900	protein_coding	PBANKA-0409900-pb	p.berghei
PBANKA_0410000	protein_coding	PBANKA-0410000-pb	p.berghei
PBANKA_0410100	protein_coding	PBANKA-0410100-pb	p.berghei
PBANKA_0410200	protein_coding	PBANKA-0410200-pb	p.berghei
PBANKA_0410300	protein_coding	RPN12-pb	p.berghei
PBANKA_0410400	protein_coding	GSK3-pb	p.berghei
PBANKA_0410500	protein_coding	MFR3-pb	p.berghei
PBANKA_0410541	tRNA_encoding	PBANKA-0410541-pb	p.berghei
PBANKA_0410561	tRNA_encoding	PBANKA-0410561-pb	p.berghei
PBANKA_0410600	protein_coding	PBANKA-0410600-pb	p.berghei
PBANKA_0410650	protein_coding	PBANKA-0410650-pb	p.berghei
PBANKA_0410700	protein_coding	PBANKA-0410700-pb	p.berghei
PBANKA_0410800	protein_coding	PBANKA-0410800-pb	p.berghei
PBANKA_0410900	protein_coding	PBANKA-0410900-pb	p.berghei
PBANKA_0411000	protein_coding	PBANKA-0411000-pb	p.berghei
PBANKA_0411100	protein_coding	PBANKA-0411100-pb	p.berghei
PBANKA_0411200	protein_coding	PBANKA-0411200-pb	p.berghei
PBANKA_0411300	protein_coding	PBANKA-0411300-pb	p.berghei
PBANKA_0411400	protein_coding	PBANKA-0411400-pb	p.berghei
PBANKA_0411500	protein_coding	PBANKA-0411500-pb	p.berghei
PBANKA_0411600	protein_coding	PBANKA-0411600-pb	p.berghei
PBANKA_0411700	protein_coding	PBANKA-0411700-pb	p.berghei
PBANKA_0411800	protein_coding	PBANKA-0411800-pb	p.berghei
PBANKA_0411900	protein_coding	PBANKA-0411900-pb	p.berghei
PBANKA_0411950	protein_coding	PBANKA-0411950-pb	p.berghei
PBANKA_0412000	protein_coding	DER1-2-pb	p.berghei
PBANKA_0412100	protein_coding	PPP6-pb	p.berghei
PBANKA_0412200	protein_coding	PBANKA-0412200-pb	p.berghei
PBANKA_0412300	protein_coding	PBANKA-0412300-pb	p.berghei
PBANKA_0412400	protein_coding	RNF1-pb	p.berghei
PBANKA_0412500	protein_coding	PBANKA-0412500-pb	p.berghei
PBANKA_0412600	protein_coding	PBANKA-0412600-pb	p.berghei
PBANKA_0412700	protein_coding	PBANKA-0412700-pb	p.berghei
PBANKA_0412800	protein_coding	eIF4E-pb	p.berghei
PBANKA_0412900	protein_coding	CTRP-pb	p.berghei
PBANKA_0413000	protein_coding	PBANKA-0413000-pb	p.berghei
PBANKA_0413200	protein_coding	PBANKA-0413200-pb	p.berghei
PBANKA_0413300	protein_coding	PBANKA-0413300-pb	p.berghei
PBANKA_0413400	protein_coding	PBANKA-0413400-pb	p.berghei
PBANKA_0413500	protein_coding	PBANKA-0413500-pb	p.berghei
PBANKA_0413600	protein_coding	PBANKA-0413600-pb	p.berghei
PBANKA_0413700	protein_coding	PBANKA-0413700-pb	p.berghei
PBANKA_0413800	protein_coding	MA-pb	p.berghei
PBANKA_0413900	protein_coding	PBANKA-0413900-pb	p.berghei
PBANKA_0414000	protein_coding	PBANKA-0414000-pb	p.berghei
PBANKA_0414100	protein_coding	PPase-pb	p.berghei
PBANKA_0414200	protein_coding	PBANKA-0414200-pb	p.berghei
PBANKA_0414300	protein_coding	NUF2-pb	p.berghei
PBANKA_0414400	protein_coding	FNT-pb	p.berghei
PBANKA_0414500	protein_coding	YOP1-pb	p.berghei
PBANKA_0414600	protein_coding	PBANKA-0414600-pb	p.berghei
PBANKA_0414700	protein_coding	PBANKA-0414700-pb	p.berghei
PBANKA_0414800	protein_coding	PBANKA-0414800-pb	p.berghei
PBANKA_0414900	protein_coding	PBANKA-0414900-pb	p.berghei
PBANKA_0415000	protein_coding	PBANKA-0415000-pb	p.berghei
PBANKA_0415100	protein_coding	PBANKA-0415100-pb	p.berghei
PBANKA_0415200	protein_coding	VPS46-pb	p.berghei
PBANKA_0415300	protein_coding	RNaseII-pb	p.berghei
PBANKA_0415400	protein_coding	PBANKA-0415400-pb	p.berghei
PBANKA_0415500	protein_coding	SEC27-pb	p.berghei
PBANKA_0415600	protein_coding	PBANKA-0415600-pb	p.berghei
PBANKA_0415700	protein_coding	ATG3-pb	p.berghei
PBANKA_0415800	protein_coding	WDR66-pb	p.berghei
PBANKA_0415900	protein_coding	PBANKA-0415900-pb	p.berghei
PBANKA_0416000	protein_coding	RhopH3-pb	p.berghei
PBANKA_0416100	protein_coding	MG1-pb	p.berghei
PBANKA_0416200	protein_coding	PBANKA-0416200-pb	p.berghei
PBANKA_0416300	protein_coding	NUP221-pb	p.berghei
PBANKA_0416400	protein_coding	PBANKA-0416400-pb	p.berghei
PBANKA_0416500	protein_coding	CuTP-pb	p.berghei
PBANKA_0416600	protein_coding	PBANKA-0416600-pb	p.berghei
PBANKA_0416700	protein_coding	HU-pb	p.berghei
PBANKA_0416800	protein_coding	PBANKA-0416800-pb	p.berghei
PBANKA_0416900	protein_coding	PBANKA-0416900-pb	p.berghei
PBANKA_0417000	protein_coding	SPC3-pb	p.berghei
PBANKA_0417100	protein_coding	PBANKA-0417100-pb	p.berghei
PBANKA_0417200	protein_coding	PH-pb	p.berghei
PBANKA_0417300	protein_coding	PBANKA-0417300-pb	p.berghei
PBANKA_0417400	protein_coding	PBANKA-0417400-pb	p.berghei
PBANKA_0417500	protein_coding	RPL32-pb	p.berghei
PBANKA_0417600	protein_coding	CCp4-pb	p.berghei
PBANKA_0417700	protein_coding	PBANKA-0417700-pb	p.berghei
PBANKA_0417800	protein_coding	PBANKA-0417800-pb	p.berghei
PBANKA_0417900	protein_coding	NUP138-pb	p.berghei
PBANKA_0418000	protein_coding	DDX60-pb	p.berghei
PBANKA_0418100	protein_coding	PBANKA-0418100-pb	p.berghei
PBANKA_0418200	protein_coding	RAB7-pb	p.berghei
PBANKA_0418300	protein_coding	RER1-pb	p.berghei
PBANKA_0418400	protein_coding	PBANKA-0418400-pb	p.berghei
PBANKA_0418500	protein_coding	PBANKA-0418500-pb	p.berghei
PBANKA_0500100	protein_coding	PBANKA-0500100-pb	p.berghei
PBANKA_0500200	protein_coding	PBANKA-0500200-pb	p.berghei
PBANKA_0500600	protein_coding	PBANKA-0500600-pb	p.berghei
PBANKA_0500700	protein_coding	PBANKA-0500700-pb	p.berghei
PBANKA_0500721	protein_coding	PBANKA-0500721-pb	p.berghei
PBANKA_0500741	protein_coding	PBANKA-0500741-pb	p.berghei
PBANKA_0500781	protein_coding	PBANKA-0500781-pb	p.berghei
PBANKA_0500950	protein_coding	PBANKA-0500950-pb	p.berghei
PBANKA_0500971	protein_coding	PBANKA-0500971-pb	p.berghei
PBANKA_0501000	protein_coding	Pb235-pb.3	p.berghei
PBANKA_0501051	protein_coding	PBANKA-0501051-pb	p.berghei
PBANKA_0501100	protein_coding	SEP3-pb	p.berghei
PBANKA_0501200	protein_coding	UIS4-pb	p.berghei
PBANKA_0501300	protein_coding	PBANKA-0501300-pb	p.berghei
PBANKA_0501400	protein_coding	RON12-pb	p.berghei
PBANKA_0501500	protein_coding	PBANKA-0501500-pb	p.berghei
PBANKA_0501600	protein_coding	GRASP-pb	p.berghei
PBANKA_0501700	protein_coding	PBANKA-0501700-pb	p.berghei
PBANKA_0501800	protein_coding	ELC-pb	p.berghei
PBANKA_0501900	protein_coding	PBANKA-0501900-pb	p.berghei
PBANKA_0502000	protein_coding	PBANKA-0502000-pb	p.berghei
PBANKA_0502100	protein_coding	PBANKA-0502100-pb	p.berghei
PBANKA_0502200	protein_coding	RPN5-pb	p.berghei
PBANKA_0502300	protein_coding	PBANKA-0502300-pb	p.berghei
PBANKA_0502400	protein_coding	PBANKA-0502400-pb	p.berghei
PBANKA_0502500	protein_coding	PPP8-pb	p.berghei
PBANKA_0502600	protein_coding	PBANKA-0502600-pb	p.berghei
PBANKA_0502650	protein_coding	PBANKA-0502650-pb	p.berghei
PBANKA_0502700	protein_coding	RDS3-pb	p.berghei
PBANKA_0502800	protein_coding	PBANKA-0502800-pb	p.berghei
PBANKA_0502900	protein_coding	PBANKA-0502900-pb	p.berghei
PBANKA_0503000	protein_coding	PBANKA-0503000-pb	p.berghei
PBANKA_0503100	protein_coding	PBANKA-0503100-pb	p.berghei
PBANKA_0503200	protein_coding	PBANKA-0503200-pb	p.berghei
PBANKA_0503300	protein_coding	PBANKA-0503300-pb	p.berghei
PBANKA_0503400	protein_coding	PBANKA-0503400-pb	p.berghei
PBANKA_0503500	protein_coding	PBANKA-0503500-pb	p.berghei
PBANKA_0503600	protein_coding	PBANKA-0503600-pb	p.berghei
PBANKA_0503700	protein_coding	PBANKA-0503700-pb	p.berghei
PBANKA_0503800	protein_coding	PBANKA-0503800-pb	p.berghei
PBANKA_0503900	protein_coding	PBANKA-0503900-pb	p.berghei
PBANKA_0504000	protein_coding	PBANKA-0504000-pb	p.berghei
PBANKA_0504100	protein_coding	ATG8-pb	p.berghei
PBANKA_0504200	protein_coding	RBM34-pb	p.berghei
PBANKA_0504300	protein_coding	PBANKA-0504300-pb	p.berghei
PBANKA_0504400	protein_coding	PBANKA-0504400-pb	p.berghei
PBANKA_0504500	protein_coding	PBANKA-0504500-pb	p.berghei
PBANKA_0504600	protein_coding	RCM1-pb	p.berghei
PBANKA_0504700	protein_coding	PBANKA-0504700-pb	p.berghei
PBANKA_0504800	protein_coding	PBANKA-0504800-pb	p.berghei
PBANKA_0504900	protein_coding	PBANKA-0504900-pb	p.berghei
PBANKA_0505000	protein_coding	PBANKA-0505000-pb	p.berghei
PBANKA_0505100	protein_coding	ARF1-pb	p.berghei
PBANKA_0505200	protein_coding	PBANKA-0505200-pb	p.berghei
PBANKA_0505300	protein_coding	PBANKA-0505300-pb	p.berghei
PBANKA_0505400	protein_coding	PBANKA-0505400-pb	p.berghei
PBANKA_0505500	protein_coding	PBANKA-0505500-pb	p.berghei
PBANKA_0505600	protein_coding	PBANKA-0505600-pb	p.berghei
PBANKA_0505700	protein_coding	ROK1-pb	p.berghei
PBANKA_0505800	protein_coding	DPA-pb	p.berghei
PBANKA_0505900	protein_coding	PBANKA-0505900-pb	p.berghei
PBANKA_0506000	protein_coding	SEA1-pb	p.berghei
PBANKA_0506100	protein_coding	PBANKA-0506100-pb	p.berghei
PBANKA_0506200	protein_coding	UIS12-pb	p.berghei
PBANKA_0506300	protein_coding	PBANKA-0506300-pb	p.berghei
PBANKA_0506400	protein_coding	PBANKA-0506400-pb	p.berghei
PBANKA_0506500	protein_coding	ZIPCO-pb	p.berghei
PBANKA_0506600	protein_coding	SRSF4-pb	p.berghei
PBANKA_0506700	protein_coding	CS-pb	p.berghei
PBANKA_0506800	protein_coding	Kelch10-pb	p.berghei
PBANKA_0506900	protein_coding	PBANKA-0506900-pb	p.berghei
PBANKA_0507000	protein_coding	ISPG-pb	p.berghei
PBANKA_0507100	protein_coding	PBANKA-0507100-pb	p.berghei
PBANKA_0507200	protein_coding	PBANKA-0507200-pb	p.berghei
PBANKA_0507300	protein_coding	PBANKA-0507300-pb	p.berghei
PBANKA_0507400	protein_coding	CLP1-pb	p.berghei
PBANKA_0709300	protein_coding	NEP1-pb	p.berghei
PBANKA_0709400	protein_coding	PBANKA-0709400-pb	p.berghei
PBANKA_0709500	protein_coding	DHX36-pb	p.berghei
PBANKA_0709600	protein_coding	PBANKA-0709600-pb	p.berghei
PBANKA_0709700	protein_coding	PK1-pb	p.berghei
PBANKA_0709800	protein_coding	PBANKA-0709800-pb	p.berghei
PBANKA_0709900	protein_coding	PBANKA-0709900-pb	p.berghei
PBANKA_0710000	protein_coding	PBANKA-0710000-pb	p.berghei
PBANKA_0710100	protein_coding	KDH-pb	p.berghei
PBANKA_0710200	protein_coding	PBANKA-0710200-pb	p.berghei
PBANKA_0710300	protein_coding	YIF1-pb	p.berghei
PBANKA_0710400	protein_coding	PBANKA-0710400-pb	p.berghei
PBANKA_0710500	protein_coding	PBANKA-0710500-pb	p.berghei
PBANKA_0710600	protein_coding	PBANKA-0710600-pb	p.berghei
PBANKA_0710700	protein_coding	PBANKA-0710700-pb	p.berghei
PBANKA_0710800	protein_coding	SRCAP-pb	p.berghei
PBANKA_0710900	protein_coding	LSM3-pb	p.berghei
PBANKA_0711000	protein_coding	PBANKA-0711000-pb	p.berghei
PBANKA_0711100	protein_coding	PBANKA-0711100-pb	p.berghei
PBANKA_0711200	protein_coding	PBANKA-0711200-pb	p.berghei
PBANKA_0711300	protein_coding	PBANKA-0711300-pb	p.berghei
PBANKA_0711400	protein_coding	PLP4-pb	p.berghei
PBANKA_0711500	protein_coding	PBANKA-0711500-pb	p.berghei
PBANKA_0711600	protein_coding	PLP5-pb	p.berghei
PBANKA_0711700	protein_coding	PBANKA-0711700-pb	p.berghei
