gene_id	gene_biotype	gene_name	species
PBANKA_0711800	protein_coding	PBANKA-0711800-pb	p.berghei
PBANKA_0711900	protein_coding	HSP70-pb	p.berghei
PBANKA_0712000	protein_coding	IMP4-pb	p.berghei
PBANKA_0712100	protein_coding	PBANKA-0712100-pb	p.berghei
PBANKA_0712200	protein_coding	PBLP-pb	p.berghei
PBANKA_0712300	protein_coding	PBANKA-0712300-pb	p.berghei
PBANKA_0712400	protein_coding	FCF1-pb	p.berghei
PBANKA_0712500	protein_coding	PBANKA-0712500-pb	p.berghei
PBANKA_0712600	protein_coding	14-3-3I-pb	p.berghei
PBANKA_0712700	protein_coding	PBANKA-0712700-pb	p.berghei
PBANKA_0712800	protein_coding	SNRNP27-pb	p.berghei
PBANKA_0712900	protein_coding	HMGB2-pb	p.berghei
PBANKA_0713000	protein_coding	PBANKA-0713000-pb	p.berghei
PBANKA_0713100	protein_coding	RON5-pb	p.berghei
PBANKA_0713200	protein_coding	PBANKA-0713200-pb	p.berghei
PBANKA_0713300	protein_coding	HINT1-pb	p.berghei
PBANKA_0713400	protein_coding	PBANKA-0713400-pb	p.berghei
PBANKA_0713500	protein_coding	PBANKA-0713500-pb	p.berghei
PBANKA_0713600	protein_coding	PBANKA-0713600-pb	p.berghei
PBANKA_0713700	protein_coding	PBANKA-0713700-pb	p.berghei
PBANKA_0713800	protein_coding	UBA3-pb	p.berghei
PBANKA_0713900	protein_coding	AK2-pb	p.berghei
PBANKA_0714000	protein_coding	DMC1-pb	p.berghei
PBANKA_0714100	protein_coding	TRAPPC2L-pb	p.berghei
PBANKA_0714200	protein_coding	ClpB1-pb	p.berghei
PBANKA_0714300	protein_coding	HSP20-pb	p.berghei
PBANKA_0714400	protein_coding	PBANKA-0714400-pb	p.berghei
PBANKA_0714500	protein_coding	PBANKA-0714500-pb	p.berghei
PBANKA_0714600	protein_coding	VPS2-pb	p.berghei
PBANKA_0714700	protein_coding	PPCDC-pb	p.berghei
PBANKA_0714800	protein_coding	RRB1-pb	p.berghei
PBANKA_0714900	protein_coding	aLipDH-pb	p.berghei
PBANKA_0715000	protein_coding	VPS9-pb	p.berghei
PBANKA_0715100	protein_coding	PBANKA-0715100-pb	p.berghei
PBANKA_0715200	protein_coding	EIF3G-pb	p.berghei
PBANKA_0715300	protein_coding	PBANKA-0715300-pb	p.berghei
PBANKA_0715400	protein_coding	PBANKA-0715400-pb	p.berghei
PBANKA_0715500	protein_coding	PGM2-pb	p.berghei
PBANKA_0715600	protein_coding	RPT3-pb	p.berghei
PBANKA_0715700	protein_coding	PBANKA-0715700-pb	p.berghei
PBANKA_0715800	protein_coding	PBANKA-0715800-pb	p.berghei
PBANKA_0715900	protein_coding	USP13-pb	p.berghei
PBANKA_0716000	protein_coding	SMC3-pb	p.berghei
PBANKA_0716100	protein_coding	PBANKA-0716100-pb	p.berghei
PBANKA_0716200	protein_coding	PBANKA-0716200-pb	p.berghei
PBANKA_0716300	protein_coding	PBANKA-0716300-pb	p.berghei
PBANKA_0716400	protein_coding	PBANKA-0716400-pb	p.berghei
PBANKA_0716500	protein_coding	PBANKA-0716500-pb	p.berghei
PBANKA_0716600	protein_coding	APH-pb	p.berghei
PBANKA_0716700	protein_coding	PBANKA-0716700-pb	p.berghei
PBANKA_0716800	protein_coding	PBANKA-0716800-pb	p.berghei
PBANKA_0716900	protein_coding	ARO-pb	p.berghei
PBANKA_0717000	protein_coding	PBANKA-0717000-pb	p.berghei
PBANKA_0717100	protein_coding	PBANKA-0717100-pb	p.berghei
PBANKA_0717200	protein_coding	PBANKA-0717200-pb	p.berghei
PBANKA_0717300	protein_coding	CRK3-pb	p.berghei
PBANKA_0717400	protein_coding	PBANKA-0717400-pb	p.berghei
PBANKA_0717500	protein_coding	CBP20-pb	p.berghei
PBANKA_0717600	protein_coding	GAK-pb	p.berghei
PBANKA_0717700	protein_coding	PBANKA-0717700-pb	p.berghei
PBANKA_0717800	protein_coding	PBANKA-0717800-pb	p.berghei
PBANKA_0717900	protein_coding	PBANKA-0717900-pb	p.berghei
PBANKA_0718000	protein_coding	PBANKA-0718000-pb	p.berghei
PBANKA_0718100	protein_coding	GATA-pb	p.berghei
PBANKA_0718200	protein_coding	PBANKA-0718200-pb	p.berghei
PBANKA_0718300	protein_coding	MCM9-pb	p.berghei
PBANKA_0718400	protein_coding	HAT1-pb	p.berghei
PBANKA_0718500	protein_coding	MAF1-pb	p.berghei
PBANKA_0718600	protein_coding	PHBL-pb	p.berghei
PBANKA_0718700	protein_coding	PBANKA-0718700-pb	p.berghei
PBANKA_0718800	protein_coding	SAR1-pb	p.berghei
PBANKA_0718900	protein_coding	PBANKA-0718900-pb	p.berghei
PBANKA_0719100	protein_coding	PBANKA-0719100-pb	p.berghei
PBANKA_0719200	protein_coding	PUF2-pb	p.berghei
PBANKA_0719300	protein_coding	DHFR-TS-pb	p.berghei
PBANKA_0719400	protein_coding	PBANKA-0719400-pb	p.berghei
PBANKA_0719500	protein_coding	PBANKA-0719500-pb	p.berghei
PBANKA_0719600	protein_coding	PBANKA-0719600-pb	p.berghei
PBANKA_0719700	protein_coding	PBANKA-0719700-pb	p.berghei
PBANKA_0719800	protein_coding	PBANKA-0719800-pb	p.berghei
PBANKA_0719900	protein_coding	CRK1-pb	p.berghei
PBANKA_0720000	protein_coding	PBANKA-0720000-pb	p.berghei
PBANKA_0720100	protein_coding	PBANKA-0720100-pb	p.berghei
PBANKA_0720200	protein_coding	SOC1-pb	p.berghei
PBANKA_0720300	protein_coding	EIF3M-pb	p.berghei
PBANKA_0720400	protein_coding	PBANKA-0720400-pb	p.berghei
PBANKA_0720500	protein_coding	PBANKA-0720500-pb	p.berghei
PBANKA_0720600	protein_coding	BET3-pb	p.berghei
PBANKA_0720700	protein_coding	PBANKA-0720700-pb	p.berghei
PBANKA_0720800	protein_coding	PBANKA-0720800-pb	p.berghei
PBANKA_0720900	protein_coding	PBANKA-0720900-pb	p.berghei
PBANKA_0721000	protein_coding	PBANKA-0721000-pb	p.berghei
PBANKA_0721100	protein_coding	PBANKA-0721100-pb	p.berghei
PBANKA_0721200	protein_coding	PBANKA-0721200-pb	p.berghei
PBANKA_0721300	protein_coding	GOT1-pb	p.berghei
PBANKA_0721400	protein_coding	PBANKA-0721400-pb	p.berghei
PBANKA_0721500	protein_coding	PBANKA-0721500-pb	p.berghei
PBANKA_0721600	protein_coding	PBANKA-0721600-pb	p.berghei
PBANKA_0721700	protein_coding	RANBP1-pb	p.berghei
PBANKA_0721800	protein_coding	PBANKA-0721800-pb	p.berghei
PBANKA_0721900	protein_coding	PBANKA-0721900-pb	p.berghei
PBANKA_0722000	protein_coding	PBANKA-0722000-pb	p.berghei
PBANKA_0722100	protein_coding	PBANKA-0722100-pb	p.berghei
PBANKA_0722200	protein_coding	PBANKA-0722200-pb	p.berghei
PBANKA_0722600	protein_coding	PBANKA-0722600-pb	p.berghei
PBANKA_0722700	protein_coding	PBANKA-0722700-pb	p.berghei
PBANKA_0722801	protein_coding	PBANKA-0722801-pb	p.berghei
PBANKA_0722900	protein_coding	PBANKA-0722900-pb	p.berghei
PBANKA_0722921	protein_coding	PBANKA-0722921-pb	p.berghei
PBANKA_0722941	protein_coding	PBANKA-0722941-pb	p.berghei
PBANKA_0722961	protein_coding	PBANKA-0722961-pb	p.berghei
PBANKA_0800021	protein_coding	Pb235-pb.4	p.berghei
PBANKA_0800041	protein_coding	PBANKA-0800041-pb	p.berghei
PBANKA_0800061	protein_coding	PBANKA-0800061-pb	p.berghei
PBANKA_0800100	protein_coding	PBANKA-0800100-pb	p.berghei
PBANKA_0800200	protein_coding	PBANKA-0800200-pb	p.berghei
PBANKA_0800300	protein_coding	PBANKA-0800300-pb	p.berghei
PBANKA_0800400	protein_coding	PBANKA-0800400-pb	p.berghei
PBANKA_0800500	protein_coding	CHT1-pb	p.berghei
PBANKA_0800541	tRNA_encoding	PBANKA-0800541-pb	p.berghei
PBANKA_0800561	tRNA_encoding	PBANKA-0800561-pb	p.berghei
PBANKA_0800600	protein_coding	PBANKA-0800600-pb	p.berghei
PBANKA_0800700	protein_coding	PBANKA-0800700-pb	p.berghei
PBANKA_0800800	protein_coding	CIA2-pb	p.berghei
PBANKA_0800900	protein_coding	PBANKA-0800900-pb	p.berghei
PBANKA_0801000	protein_coding	PBANKA-0801000-pb	p.berghei
PBANKA_0801100	protein_coding	PBANKA-0801100-pb	p.berghei
PBANKA_0801200	protein_coding	PBANKA-0801200-pb	p.berghei
PBANKA_0801300	protein_coding	PBANKA-0801300-pb	p.berghei
PBANKA_0801400	protein_coding	PBANKA-0801400-pb	p.berghei
PBANKA_0801500	protein_coding	PBANKA-0801500-pb	p.berghei
PBANKA_0801600	protein_coding	PBANKA-0801600-pb	p.berghei
PBANKA_0801700	protein_coding	PBANKA-0801700-pb	p.berghei
PBANKA_0801800	protein_coding	BTP2-pb	p.berghei
PBANKA_0801900	protein_coding	PBANKA-0801900-pb	p.berghei
PBANKA_0802000	protein_coding	PBANKA-0802000-pb	p.berghei
PBANKA_0802100	protein_coding	PBANKA-0802100-pb	p.berghei
PBANKA_0802200	protein_coding	PBANKA-0802200-pb	p.berghei
PBANKA_0802300	protein_coding	PBANKA-0802300-pb	p.berghei
PBANKA_0802400	protein_coding	PPAT-pb	p.berghei
PBANKA_0802500	protein_coding	PPM12-pb	p.berghei
PBANKA_0802600	protein_coding	RF2-pb	p.berghei
PBANKA_0802700	protein_coding	PBANKA-0802700-pb	p.berghei
PBANKA_0802800	protein_coding	PBANKA-0802800-pb	p.berghei
PBANKA_0802900	protein_coding	PBANKA-0802900-pb	p.berghei
PBANKA_0803000	protein_coding	ORC2-pb	p.berghei
PBANKA_0803100	protein_coding	MCM7-pb	p.berghei
PBANKA_0803200	protein_coding	PBANKA-0803200-pb	p.berghei
PBANKA_0803300	protein_coding	PBANKA-0803300-pb	p.berghei
PBANKA_0803400	protein_coding	PBANKA-0803400-pb	p.berghei
PBANKA_0803500	protein_coding	PBANKA-0803500-pb	p.berghei
PBANKA_0803600	protein_coding	PBANKA-0803600-pb	p.berghei
PBANKA_0803700	protein_coding	PBANKA-0803700-pb	p.berghei
PBANKA_0803800	protein_coding	PBANKA-0803800-pb	p.berghei
PBANKA_0803900	protein_coding	PBANKA-0803900-pb	p.berghei
PBANKA_0804000	protein_coding	RPL37-pb	p.berghei
PBANKA_0804100	protein_coding	PBANKA-0804100-pb	p.berghei
PBANKA_0804200	protein_coding	PBANKA-0804200-pb	p.berghei
PBANKA_0804300	protein_coding	MSH2-2-pb	p.berghei
PBANKA_0804321	tRNA_encoding	PBANKA-0804321-pb	p.berghei
PBANKA_0804341	tRNA_encoding	PBANKA-0804341-pb	p.berghei
PBANKA_0804361	tRNA_encoding	PBANKA-0804361-pb	p.berghei
PBANKA_0804381	tRNA_encoding	PBANKA-0804381-pb	p.berghei
PBANKA_0804400	protein_coding	PBANKA-0804400-pb	p.berghei
PBANKA_0804500	protein_coding	RAMA-pb	p.berghei
PBANKA_0804600	protein_coding	PBANKA-0804600-pb	p.berghei
PBANKA_0804700	protein_coding	PBANKA-0804700-pb	p.berghei
PBANKA_0804800	protein_coding	MED10-pb	p.berghei
PBANKA_0804900	protein_coding	PBANKA-0804900-pb	p.berghei
PBANKA_0805000	protein_coding	PBANKA-0805000-pb	p.berghei
PBANKA_0805100	protein_coding	PBANKA-0805100-pb	p.berghei
PBANKA_0805200	protein_coding	PBANKA-0805200-pb	p.berghei
PBANKA_0805300	protein_coding	PBANKA-0805300-pb	p.berghei
PBANKA_0805400	protein_coding	RPB10-pb	p.berghei
PBANKA_0805500	protein_coding	PBANKA-0805500-pb	p.berghei
PBANKA_0805600	protein_coding	BUD32-pb	p.berghei
PBANKA_0805700	protein_coding	HSP90-pb	p.berghei
PBANKA_0805750	non_protein_coding	PBANKA-0805750-pb	p.berghei
PBANKA_0805800	protein_coding	PBANKA-0805800-pb	p.berghei
PBANKA_0805900	protein_coding	PBANKA-0805900-pb	p.berghei
PBANKA_0806000	protein_coding	PBANKA-0806000-pb	p.berghei
PBANKA_0806100	protein_coding	CCR4-4-pb	p.berghei
PBANKA_0806200	protein_coding	RBX1-pb	p.berghei
PBANKA_0806300	protein_coding	ATPase7-pb	p.berghei
PBANKA_0806400	protein_coding	PBANKA-0806400-pb	p.berghei
PBANKA_0806500	protein_coding	PBANKA-0806500-pb	p.berghei
PBANKA_0806600	protein_coding	PBANKA-0806600-pb	p.berghei
PBANKA_0806700	protein_coding	PBANKA-0806700-pb	p.berghei
PBANKA_0806800	protein_coding	PBANKA-0806800-pb	p.berghei
PBANKA_0806900	protein_coding	PBANKA-0806900-pb	p.berghei
PBANKA_0807000	protein_coding	RPB1-pb	p.berghei
PBANKA_0807100	protein_coding	STOML-pb	p.berghei
PBANKA_0807200	protein_coding	PBANKA-0807200-pb	p.berghei
PBANKA_0807300	protein_coding	PBANKA-0807300-pb	p.berghei
PBANKA_0807400	protein_coding	PBANKA-0807400-pb	p.berghei
PBANKA_0807500	protein_coding	PBANKA-0807500-pb	p.berghei
PBANKA_0807600	protein_coding	RPS11-pb	p.berghei
PBANKA_0807700	protein_coding	EG5-pb	p.berghei
PBANKA_0807800	protein_coding	PBANKA-0807800-pb	p.berghei
PBANKA_0807900	protein_coding	PBANKA-0807900-pb	p.berghei
PBANKA_0808000	protein_coding	CRK4-pb	p.berghei
PBANKA_0808100	protein_coding	B9-pb	p.berghei
PBANKA_0808200	protein_coding	PBANKA-0808200-pb	p.berghei
PBANKA_0808300	protein_coding	PBANKA-0808300-pb	p.berghei
PBANKA_0808380	protein_coding	PBANKA-0808380-pb	p.berghei
PBANKA_0808420	protein_coding	PBANKA-0808420-pb	p.berghei
PBANKA_0808500	protein_coding	PBANKA-0808500-pb	p.berghei
PBANKA_0808600	protein_coding	PBANKA-0808600-pb	p.berghei
PBANKA_0808700	protein_coding	PBANKA-0808700-pb	p.berghei
PBANKA_0808800	protein_coding	PBANKA-0808800-pb	p.berghei
PBANKA_0808900	protein_coding	ClpY-pb	p.berghei
PBANKA_0809000	protein_coding	PBANKA-0809000-pb	p.berghei
PBANKA_0809100	protein_coding	PA28-pb	p.berghei
PBANKA_0809200	protein_coding	PBANKA-0809200-pb	p.berghei
PBANKA_0809300	protein_coding	PDF-pb	p.berghei
PBANKA_0809400	protein_coding	PMP1-pb	p.berghei
PBANKA_0809500	protein_coding	PBANKA-0809500-pb	p.berghei
PBANKA_0809600	protein_coding	PBANKA-0809600-pb	p.berghei
PBANKA_0809700	protein_coding	PBANKA-0809700-pb	p.berghei
PBANKA_0809800	protein_coding	PBANKA-0809800-pb	p.berghei
PBANKA_0809900	protein_coding	PBANKA-0809900-pb	p.berghei
PBANKA_0810000	protein_coding	PBANKA-0810000-pb	p.berghei
PBANKA_0810100	protein_coding	PBANKA-0810100-pb	p.berghei
PBANKA_0810200	protein_coding	PBANKA-0810200-pb	p.berghei
PBANKA_0810300	protein_coding	PBANKA-0810300-pb	p.berghei
PBANKA_0810400	protein_coding	POFUT2-pb	p.berghei
PBANKA_0810500	protein_coding	ARP-pb	p.berghei
PBANKA_0810600	protein_coding	PBANKA-0810600-pb	p.berghei
PBANKA_0810700	protein_coding	SPM1-pb	p.berghei
PBANKA_0810800	protein_coding	PBANKA-0810800-pb	p.berghei
PBANKA_0810900	protein_coding	PBANKA-0810900-pb	p.berghei
PBANKA_0811000	protein_coding	SNRPD3-pb	p.berghei
PBANKA_0811100	protein_coding	PBANKA-0811100-pb	p.berghei
PBANKA_0811200	protein_coding	SET4-pb	p.berghei
PBANKA_0811300	protein_coding	PBANKA-0811300-pb	p.berghei
PBANKA_0811400	protein_coding	PBANKA-0811400-pb	p.berghei
PBANKA_0811500	protein_coding	PBANKA-0811500-pb	p.berghei
PBANKA_0811600	protein_coding	PBANKA-0811600-pb	p.berghei
PBANKA_0811700	protein_coding	PBANKA-0811700-pb	p.berghei
PBANKA_0811800	protein_coding	ALP5a-pb	p.berghei
PBANKA_0811900	protein_coding	NBP35-pb	p.berghei
PBANKA_0812000	protein_coding	PBANKA-0812000-pb	p.berghei
PBANKA_0812100	protein_coding	PBANKA-0812100-pb	p.berghei
PBANKA_0812200	protein_coding	PBANKA-0812200-pb	p.berghei
PBANKA_0812300	protein_coding	PBANKA-0812300-pb	p.berghei
PBANKA_0812400	protein_coding	CRMP1-pb	p.berghei
PBANKA_0812500	protein_coding	PBANKA-0812500-pb	p.berghei
PBANKA_0812600	protein_coding	PBANKA-0812600-pb	p.berghei
PBANKA_0812700	protein_coding	PBANKA-0812700-pb	p.berghei
PBANKA_0812800	protein_coding	PBANKA-0812800-pb	p.berghei
PBANKA_0812900	protein_coding	PBANKA-0812900-pb	p.berghei
PBANKA_0813000	protein_coding	ICP-pb	p.berghei
PBANKA_0813100	protein_coding	PBANKA-0813100-pb	p.berghei
PBANKA_0813200	protein_coding	PBANKA-0813200-pb	p.berghei
PBANKA_0813300	protein_coding	PBANKA-0813300-pb	p.berghei
PBANKA_0813400	protein_coding	PBANKA-0813400-pb	p.berghei
PBANKA_0813500	protein_coding	PBANKA-0813500-pb	p.berghei
PBANKA_0813600	protein_coding	PBANKA-0813600-pb	p.berghei
PBANKA_0813700	protein_coding	PBANKA-0813700-pb	p.berghei
PBANKA_0813800	protein_coding	GCD10-pb	p.berghei
PBANKA_0813900	protein_coding	RPN8-pb	p.berghei
PBANKA_0814000	protein_coding	PBANKA-0814000-pb	p.berghei
PBANKA_0814100	protein_coding	PBANKA-0814100-pb	p.berghei
PBANKA_0814200	protein_coding	PBANKA-0814200-pb	p.berghei
PBANKA_0814300	protein_coding	PBANKA-0814300-pb	p.berghei
PBANKA_0814400	protein_coding	PBANKA-0814400-pb	p.berghei
PBANKA_0814500	protein_coding	PBANKA-0814500-pb	p.berghei
PBANKA_0814600	protein_coding	PBANKA-0814600-pb	p.berghei
PBANKA_0814700	protein_coding	PBANKA-0814700-pb	p.berghei
PBANKA_0814800	protein_coding	PBANKA-0814800-pb	p.berghei
PBANKA_0814900	protein_coding	RRSapi-pb	p.berghei
PBANKA_0815000	protein_coding	PBANKA-0815000-pb	p.berghei
PBANKA_0815100	protein_coding	PBANKA-0815100-pb	p.berghei
PBANKA_0815200	protein_coding	PBANKA-0815200-pb	p.berghei
PBANKA_0815300	protein_coding	PBANKA-0815300-pb	p.berghei
PBANKA_0815400	protein_coding	PBANKA-0815400-pb	p.berghei
PBANKA_0815500	protein_coding	PBANKA-0815500-pb	p.berghei
PBANKA_0815600	protein_coding	ELF1-pb	p.berghei
PBANKA_0815700	protein_coding	MFR4-pb	p.berghei
PBANKA_0815800	protein_coding	PBANKA-0815800-pb	p.berghei
PBANKA_0815900	protein_coding	PBANKA-0815900-pb	p.berghei
PBANKA_0816000	protein_coding	NDH2-pb	p.berghei
PBANKA_0816100	protein_coding	UBC9-pb	p.berghei
PBANKA_0816200	protein_coding	PBANKA-0816200-pb	p.berghei
PBANKA_0816300	protein_coding	PBANKA-0816300-pb	p.berghei
PBANKA_0816400	protein_coding	PFK9-pb	p.berghei
PBANKA_0816500	protein_coding	PBANKA-0816500-pb	p.berghei
PBANKA_0816600	protein_coding	PBANKA-0816600-pb	p.berghei
PBANKA_0816700	protein_coding	PBANKA-0816700-pb	p.berghei
PBANKA_0816800	protein_coding	GLTP-pb	p.berghei
PBANKA_0816900	protein_coding	PBANKA-0816900-pb	p.berghei
PBANKA_0817000	protein_coding	MFS2-pb	p.berghei
PBANKA_0817100	protein_coding	TRX3-pb	p.berghei
PBANKA_0817200	protein_coding	PBANKA-0817200-pb	p.berghei
PBANKA_0817300	protein_coding	PBANKA-0817300-pb	p.berghei
PBANKA_0817400	protein_coding	PBANKA-0817400-pb	p.berghei
PBANKA_0817500	protein_coding	UFD1-pb	p.berghei
PBANKA_0817600	protein_coding	PBANKA-0817600-pb	p.berghei
PBANKA_0817700	protein_coding	HoMu-pb	p.berghei
PBANKA_0817800	protein_coding	PBANKA-0817800-pb	p.berghei
PBANKA_0817900	protein_coding	PBANKA-0817900-pb	p.berghei
PBANKA_0818000	protein_coding	MOP-pb	p.berghei
PBANKA_0818100	protein_coding	OGG1-pb	p.berghei
PBANKA_0818200	protein_coding	PBANKA-0818200-pb	p.berghei
PBANKA_0818300	protein_coding	PBANKA-0818300-pb	p.berghei
PBANKA_0818400	protein_coding	PBANKA-0818400-pb	p.berghei
PBANKA_0818500	protein_coding	PBANKA-0818500-pb	p.berghei
PBANKA_0818600	protein_coding	PRP43-pb	p.berghei
PBANKA_0818700	protein_coding	PBANKA-0818700-pb	p.berghei
PBANKA_0818800	protein_coding	PBANKA-0818800-pb	p.berghei
PBANKA_0818900	protein_coding	BIP-pb	p.berghei
PBANKA_0819000	protein_coding	GAP50-pb	p.berghei
PBANKA_0819100	protein_coding	PBANKA-0819100-pb	p.berghei
PBANKA_0819200	protein_coding	PBANKA-0819200-pb	p.berghei
PBANKA_0819300	protein_coding	EIF3F-pb	p.berghei
PBANKA_0819400	protein_coding	PBANKA-0819400-pb	p.berghei
PBANKA_0819450	non_protein_coding	TR-pb	p.berghei
PBANKA_0819500	protein_coding	RECQ1-pb	p.berghei
PBANKA_0819600	protein_coding	PBANKA-0819600-pb	p.berghei
PBANKA_0819700	protein_coding	PBANKA-0819700-pb	p.berghei
PBANKA_0819800	protein_coding	gammaGCS-pb	p.berghei
PBANKA_0819900	protein_coding	NAPS-pb	p.berghei
PBANKA_0820000	protein_coding	PBANKA-0820000-pb	p.berghei
PBANKA_0820100	protein_coding	PBANKA-0820100-pb	p.berghei
PBANKA_0820200	protein_coding	TrxL1-pb	p.berghei
PBANKA_0820300	protein_coding	PDI-Trans-pb	p.berghei
PBANKA_0820400	protein_coding	MFS3-pb	p.berghei
PBANKA_0820500	protein_coding	WBP1-pb	p.berghei
PBANKA_0820600	protein_coding	PBANKA-0820600-pb	p.berghei
PBANKA_0820700	protein_coding	PBANKA-0820700-pb	p.berghei
PBANKA_0820800	protein_coding	RCC-PIP-pb	p.berghei
PBANKA_0820900	protein_coding	ELO-A-pb	p.berghei
PBANKA_0821000	protein_coding	PBANKA-0821000-pb	p.berghei
PBANKA_0821100	protein_coding	PBANKA-0821100-pb	p.berghei
PBANKA_0821200	protein_coding	PBANKA-0821200-pb	p.berghei
PBANKA_0821300	protein_coding	PBANKA-0821300-pb	p.berghei
PBANKA_0821400	protein_coding	PBANKA-0821400-pb	p.berghei
PBANKA_0821500	protein_coding	PBANKA-0821500-pb	p.berghei
PBANKA_0821600	protein_coding	PBANKA-0821600-pb	p.berghei
PBANKA_0821700	protein_coding	PBANKA-0821700-pb	p.berghei
PBANKA_0921400	protein_coding	PBANKA-0921400-pb	p.berghei
PBANKA_0921500	protein_coding	SNRPF-pb	p.berghei
PBANKA_0921600	protein_coding	SR-MG-pb	p.berghei
PBANKA_0921700	protein_coding	ATG23-pb	p.berghei
PBANKA_0921800	protein_coding	PBANKA-0921800-pb	p.berghei
PBANKA_0921900	protein_coding	PBANKA-0921900-pb	p.berghei
PBANKA_0922000	protein_coding	PBANKA-0922000-pb	p.berghei
PBANKA_0922100	protein_coding	RPS18-pb	p.berghei
PBANKA_0922200	protein_coding	ATG7-pb	p.berghei
PBANKA_0922300	protein_coding	ThrRS-pb	p.berghei
PBANKA_0922400	protein_coding	PBANKA-0922400-pb	p.berghei
PBANKA_0922500	protein_coding	PBANKA-0922500-pb	p.berghei
PBANKA_0922600	protein_coding	PBANKA-0922600-pb	p.berghei
PBANKA_0922700	protein_coding	PBANKA-0922700-pb	p.berghei
PBANKA_0922800	protein_coding	SNRPD1-pb	p.berghei
PBANKA_0922900	protein_coding	TIM44-pb	p.berghei
PBANKA_0923000	protein_coding	mtRNAP-pb	p.berghei
PBANKA_0923100	protein_coding	PBANKA-0923100-pb	p.berghei
PBANKA_0923200	protein_coding	ICAP2-pb	p.berghei
PBANKA_0923300	protein_coding	PBANKA-0923300-pb	p.berghei
PBANKA_0923400	protein_coding	RPL35-pb	p.berghei
PBANKA_0923500	protein_coding	RRS1-pb	p.berghei
PBANKA_0923600	protein_coding	MGE1-pb	p.berghei
PBANKA_0923700	protein_coding	EK-pb	p.berghei
PBANKA_0923800	protein_coding	pdhA-pb	p.berghei
PBANKA_0923900	protein_coding	LSM1-pb	p.berghei
PBANKA_0924000	protein_coding	PBANKA-0924000-pb	p.berghei
PBANKA_0924100	protein_coding	PBANKA-0924100-pb	p.berghei
PBANKA_0924200	protein_coding	BDCP-pb	p.berghei
PBANKA_0924300	protein_coding	ERO1-pb	p.berghei
PBANKA_0924400	protein_coding	SNU13-pb	p.berghei
PBANKA_0924500	protein_coding	SMC5-pb	p.berghei
PBANKA_0924600	protein_coding	PBANKA-0924600-pb	p.berghei
PBANKA_0924700	protein_coding	PBANKA-0924700-pb	p.berghei
PBANKA_0924800	protein_coding	GP2-pb	p.berghei
PBANKA_0924900	protein_coding	ERF3-pb	p.berghei
PBANKA_0925000	protein_coding	PBANKA-0925000-pb	p.berghei
PBANKA_0925100	protein_coding	LRR11-pb	p.berghei
PBANKA_0925200	protein_coding	CDPK7-pb	p.berghei
PBANKA_0925300	protein_coding	PBANKA-0925300-pb	p.berghei
PBANKA_0925400	protein_coding	PBANKA-0925400-pb	p.berghei
PBANKA_0925500	protein_coding	CDPK6-pb	p.berghei
PBANKA_0925600	protein_coding	PBANKA-0925600-pb	p.berghei
PBANKA_0925700	protein_coding	PBANKA-0925700-pb	p.berghei
PBANKA_0925800	protein_coding	PBANKA-0925800-pb	p.berghei
PBANKA_0925900	protein_coding	PBANKA-0925900-pb	p.berghei
PBANKA_0926000	protein_coding	PBANKA-0926000-pb	p.berghei
PBANKA_0926100	protein_coding	PBANKA-0926100-pb	p.berghei
PBANKA_0926200	protein_coding	GPI16-pb	p.berghei
PBANKA_0926300	protein_coding	PBANKA-0926300-pb	p.berghei
PBANKA_0926400	protein_coding	PBANKA-0926400-pb	p.berghei
PBANKA_0926500	protein_coding	PBANKA-0926500-pb	p.berghei
PBANKA_0926600	protein_coding	GCN20-pb	p.berghei
PBANKA_0926700	protein_coding	EXP1-pb	p.berghei
PBANKA_0926800	protein_coding	PBANKA-0926800-pb	p.berghei
PBANKA_0926900	protein_coding	PBANKA-0926900-pb	p.berghei
PBANKA_0927000	protein_coding	TKL2-pb	p.berghei
PBANKA_0927100	protein_coding	PBANKA-0927100-pb	p.berghei
PBANKA_0927200	protein_coding	PBANKA-0927200-pb	p.berghei
PBANKA_0927300	protein_coding	DHHC3-pb	p.berghei
PBANKA_0927400	protein_coding	HSBP-pb	p.berghei
PBANKA_0927500	protein_coding	PBANKA-0927500-pb	p.berghei
PBANKA_0927600	protein_coding	PBANKA-0927600-pb	p.berghei
PBANKA_0927700	protein_coding	PBANKA-0927700-pb	p.berghei
PBANKA_0927800	protein_coding	PBANKA-0927800-pb	p.berghei
PBANKA_0927900	protein_coding	MIT1-pb	p.berghei
PBANKA_0928000	protein_coding	PBANKA-0928000-pb	p.berghei
PBANKA_0928100	protein_coding	PGM1-pb	p.berghei
PBANKA_0928200	protein_coding	PBANKA-0928200-pb	p.berghei
PBANKA_0928300	protein_coding	SEC16-pb	p.berghei
PBANKA_0928400	protein_coding	PBANKA-0928400-pb	p.berghei
PBANKA_0928500	protein_coding	PBANKA-0928500-pb	p.berghei
PBANKA_0928600	protein_coding	PBANKA-0928600-pb	p.berghei
PBANKA_0928700	protein_coding	PBANKA-0928700-pb	p.berghei
PBANKA_0928800	protein_coding	U2AF1-pb	p.berghei
PBANKA_0928900	protein_coding	PBANKA-0928900-pb	p.berghei
PBANKA_0929000	protein_coding	PBANKA-0929000-pb	p.berghei
PBANKA_0929100	protein_coding	PBANKA-0929100-pb	p.berghei
