	dist_type_central	dist_type_portal
5x23	597.6990296127307	1092.5696362246206
6x20	676.8635289332702	1079.0015369775892
6x22	610.9448214037009	1044.730862375569
6x24	511.26432772099395	1024.1619660971598
6x26	424.87824703084055	1020.635079154151
7x21	622.5978750365277	1006.1337058264173
7x23	526.9701145226359	976.2940856115026
7x25	424.0112272098461	961.8090459129606
7x27	340.79252632650275	966.235636891954
7x29	291.2487665209932	988.7237045808096
8x20	562.763275631948	971.9202767717112
8x22	554.8596294559551	933.2821054750807
8x24	441.3437888993113	909.8381064782899
8x26	338.9019734377479	904.3813286440626
8x28	258.77848442248825	919.238698053993
8x30	226.2012555225986	950.1827445286509
8x32	256.3834160003333	995.1487607388152
9x19	504.45668912206906	943.9310521431105
9x21	506.2816247899976	895.5075675838813
9x23	472.9889165720483	863.3787785207603
9x25	357.20203638837205	847.154941436335
9x27	253.01155704828966	851.3433197012824
9x29	180.4277373354773	877.1037386763325
9x31	179.07793722287505	917.8979614314435
9x33	246.8191281080137	965.6903862004633
9x35	331.9969066120949	1021.9840830463066
10x18	449.6710442089861	917.7392265780077
10x20	444.6119211177315	861.3678658970276
10x22	453.1656483009274	818.134111744523
10x24	389.7811899001798	792.466488881391
10x26	269.4357437312279	785.4692992090778
10x28	162.56850863559012	803.2139939019986
10x30	106.38230303955623	837.7361842489555
10x32	161.01118718896512	886.5336329773394
10x34	248.08783122112206	937.8226122247212
10x36	322.75523977156445	1004.3698844549253
11x17	411.8911438717758	905.0065604182104
11x19	385.628055514637	837.582543514369
11x21	387.47214248252726	783.012657113536
11x23	414.16494540219105	746.2887390279984
11x25	312.9490846767251	728.087803496254
11x29	76.90498033287571	763.6288208285487
11x31	75.11716714573305	809.0187320451856
11x33	166.99083567669234	857.4557360004073
11x35	235.7382590925793	919.825095765494
11x37	335.7992888616653	996.2276659478998
12x18	337.89572947878446	821.9795155598464
12x20	329.8268939913784	756.7064027745503
12x22	339.9626503014705	707.850608250074
12x24	371.05589012977543	677.2782246610323
12x26	242.88380843522685	671.0598962834837
12x30	0.4049691346264687	731.0208779508284
12x32	82.50522407702411	780.2429826662972
12x34	152.00872869674285	838.8724894762015
12x36	250.19388481735527	910.5633970240622
12x38	367.2385039725545	995.5282812657808
13x17	306.7263601322845	814.1256045598859
13x19	270.46680387803605	739.2957540795159
13x21	273.001106224865	677.1992941520243
13x23	307.741460970081	633.4973455350857
13x25	309.32658986902504	613.6459396101305
13x27	183.3746438306015	619.6559206527442
13x29	59.74453949943895	652.4940536127511
13x31	0.31240998703598205	701.6994068687815
13x33	65.79855621516352	755.2958691797542
13x35	165.22489521860805	824.3413285769433
13x37	287.2161673722427	908.2044080492014
13x39	411.76926063027133	999.3427059822874
14x18	230.7658986938926	733.8870894081731
14x20	214.79211344926054	659.6555858931235
14x22	229.18232828907196	601.3501971397365
14x24	295.7094574070974	565.5859291036155
14x26	262.77186150727783	556.9653231575552
14x28	142.19726017051116	578.76656848854
14x30	34.02441476351956	625.2591629076697
14x32	0.18110770276258362	674.7835451461455
14x34	83.46039300171056	740.4013487291875
14x36	210.4061520013139	820.7120498688928
14x38	337.55821660863194	912.1752625455264
14x40	464.81013112883	1009.9026378814941
14x42	593.0868283818148	1113.7783738248827
15x17	218.8779979806102	736.0275660598589
15x19	158.20394432503883	650.6844457953484
15x21	160.7010342219363	579.5782107705567
15x23	210.38030326054766	525.7000209244809
15x25	308.7207288148953	499.8184554415733
15x27	225.50597420024152	507.761464075406
15x29	119.98322882803227	545.7621232735011
15x31	41.14223620563167	595.2742255465124
15x33	25.708714475835055	656.5325110000267
15x35	146.8240443524154	734.3209788641477
15x37	274.9046911203959	825.5341235830294
15x39	402.20720083061684	925.2371330637353
15x41	528.3252592863607	1028.4856924624671
15x43	658.4199647641315	1139.8224116062995
16x18	133.74382228723667	650.7569515571845
16x20	102.58063170014103	567.5764494761917
16x22	126.43364109286718	497.6015128594365
16x24	225.24528585522057	452.53985327261495
16x26	311.46342642435576	441.5637507767137
16x28	206.82084614467658	468.2862184604624
16x30	119.1297779734351	517.9219477875023
16x32	33.183640547715804	574.5108475912356
16x34	90.26660290495055	649.8554143807683
16x36	212.88006012776313	739.0929034972532
16x38	339.26100689587076	838.9568468044112
16x40	466.40882881866645	944.0419882611155
16x42	594.0588270533485	1053.9982400364813
16x44	722.6538316510887	1168.5945064050234
17x17	155.25236874199354	662.6068049756203
17x19	50.075303294138784	566.257305471638
17x21	45.548040572564695	481.55222354382283
17x23	148.77569828436359	417.6358801635702
17x25	267.2235274073001	386.71138281669414
17x27	292.470812218929	395.1564449683189
