	dist_type_central	dist_type_portal
16x40	744.4537326120409	560.217243576097
17x39	681.2217994163134	509.5546486884404
18x24	457.9114761610587	765.0425609075613
18x36	521.1236801374505	516.3782431512775
18x38	599.195760999692	464.57417061218536
19x23	442.18891890231697	778.9757634227138
19x25	388.38501515892693	683.2098652683521
19x35	443.78823778915097	454.1563607393383
19x37	513.9242453903104	438.0553960402722
20x22	430.3796695941851	739.456733014177
20x24	356.24985614032175	688.6309316317412
20x26	321.5639594233159	599.6267005395939
20x36	430.26853243062067	416.346982695924
20x38	521.4047372243564	360.54971917892254
21x21	441.92977948990927	679.0881606978579
21x23	348.32410195104194	698.8326552186867
21x25	280.7744468430129	605.9611291163815
21x27	260.51168879725884	512.5125754554709
21x35	350.1833376961274	344.30941026930986
21x37	436.6646310385122	332.63343187358663
21x39	484.39266096835115	284.86005335954
22x20	479.4426868771698	617.1746025234671
22x22	365.1044371135469	625.0912333411821
22x24	265.7447083198459	634.3195172781616
22x26	211.00947846009194	528.413663714329
22x34	261.0483671659334	268.3863819197986
22x36	352.7821140590889	316.6979949415531
22x38	447.64995252987586	255.86222855278936
22x40	409.40014655590903	219.48594488030415
23x21	393.1398987637859	558.0610898459054
23x23	277.9377268382253	585.0789519372576
23x25	179.93245955079902	549.9840815878218
23x27	143.76734677944066	441.1483310633736
23x31	157.34656017847988	252.43125796937255
23x33	180.7242374447877	211.50189124449906
23x35	266.41921852599177	235.32998109038317
23x37	373.2273569823092	244.49102233006425
23x39	375.69809688099286	171.20589943106506
23x41	340.665759946608	171.65010923387135
23x43	340.68595509647895	240.44733311060045
23x45	253.50128204803994	334.31915888862864
23x47	210.71537675262343	443.20240297182517
23x49	193.94643590434978	561.0928800118572
23x51	240.6844407102379	683.8739649964754
23x53	333.24357458171653	805.213064971005
24x20	437.5642809919473	505.14403886416403
24x22	311.9369968439139	518.1601007410737
24x24	194.61718834676424	557.5261877257424
24x26	99.9612424892765	466.3915200772842
24x28	93.92576856220033	351.7514036930057
24x30	109.62563568800834	252.81728580142584
24x32	101.3337554815766	171.4780744001981
24x34	179.67818454114	156.3459305514535
24x36	294.52283442884385	221.04320844576998
24x38	357.1008961064082	154.2246737717408
24x40	300.6094642555351	106.31298133341927
24x42	275.02816219434663	148.66099017563394
24x44	252.84248060798632	247.44276105798693
24x46	171.28228162889474	364.2345672777367
24x48	139.63967917465277	486.04263187502386
24x50	160.83174437902505	609.4665290235389
24x52	246.24672586655845	728.7470411603739
24x54	355.9037229364147	771.590215075334
25x19	493.8066524460762	449.9608983011746
25x21	357.932954615805	451.9657066636801
25x23	239.99549995781166	477.69366753181873
25x25	112.20071301021203	506.4266975584915
25x27	30.657136200238917	388.57928405925094
25x29	73.68866941396091	265.68932985726013
25x31	45.67110684010191	170.04308277610116
25x33	94.34177229626337	94.74898416341982
25x35	219.9710208186524	139.07641784285357
25x37	335.12214191246767	190.62699179287267
25x39	272.7276296967362	68.89673432028552
25x41	229.88571073470382	73.69151918640286
25x43	221.23236652895082	164.36958356094965
25x45	170.1465250894063	278.480232691658
25x47	92.84013140878221	411.57974925887686
25x49	82.86470901415159	536.7257772829627
25x51	157.3063889357328	653.9652131421058
25x53	274.2412259307488	696.7480534597852
25x55	393.52572978142103	739.5934694141099
26x18	556.2847652057351	405.68058864086646
26x20	428.9391681812234	383.8945297865027
26x22	303.1352338478652	398.42536314848246
26x24	170.03179114506779	450.08844686350267
26x26	48.53091798019073	430.6695368841404
26x28	17.667201249773875	303.2186175022897
26x30	47.513050838690454	187.76818154309302
26x32	13.375350462698199	85.44530414247453
26x34	138.49090222826945	34.33846240005505
26x36	266.30756654665333	144.95902869431794
26x38	278.84341484065885	118.99684869776978
26x40	192.7252188998628	0.6403124237433416
26x42	157.68680984787505	73.42431477378607
26x44	175.19132398609256	203.17873904520638
26x46	84.1758278842566	333.0326860835135
26x48	19.233304448274154	460.4594661856786
26x50	62.728382730626784	572.963916839446
26x52	183.8753110126536	608.3458966739234
26x54	315.4270280112344	655.44382673117
26x56	437.7361077178809	686.4457006930701
27x19	499.0365217095837	339.01629754334823
27x21	373.451469403991	328.95592409926286
27x23	250.04433606862597	368.7760431481415
27x25	129.69969159562402	445.9845400907974
27x27	53.52803004034423	354.65116664125014
27x29	54.78777235843759	234.88656836864897
27x31	51.87754813018827	106.88629472481463
27x33	98.76461917103725	3.471310991542009
27x35	218.74057693989954	74.02188865464079
27x37	309.41622452612233	196.75466957609962
27x39	188.65948160641153	75.63200380791162
27x41	107.26457942862575	22.840534144367247
27x43	100.29406762117088	140.49234854610438
27x45	147.56537534259184	268.0856952543347
27x47	23.480417372780945	394.91838397319543
27x49	14.916433890176299	513.4671362414541
27x51	125.00447991972165	534.6646799630587
27x53	250.4608751881222	574.4207952363844
27x55	379.4855464968332	619.9752253114634
27x57	506.32721633346966	645.4606494589738
28x18	566.2479492236594	300.21448999007356
28x20	445.32389336302174	270.4321911311594
28x22	331.23757335181654	287.256557801558
28x24	222.76633497905365	353.0326330525269
28x26	111.4709827713022	399.98872484108824
28x28	8.357032966310216	276.1996379432818
28x30	54.88970759623355	151.6630475758677
28x32	101.96827938138445	33.426486503968334
28x34	185.18315258143784	7.4027022093287975
28x36	299.3403581209859	137.53490466059893
28x38	231.17582053493362	161.22735499908165
28x40	107.82365232174223	67.9907346628935
28x42	36.97580289865216	110.4337357875756
28x44	68.89912916721059	220.36762466387853
28x46	112.89592552435197	343.3585443818167
28x48	70.7809296350365	447.33381271708043
28x50	101.70004916419677	462.95453340473927
28x52	202.02876032882074	502.37677095980433
28x54	322.10298042706813	547.9712857440616
28x56	445.9971748789449	574.3712040135715
28x58	577.7776821581122	611.9033011841004
29x19	527.598066713668	222.29152030610578
29x21	411.84603919425996	219.3762977169594
29x23	304.36170915540606	268.7583487075331
29x25	174.52888013162735	363.1224724524771
29x27	53.61203223158025	329.7245062169326
29x29	0.4123105625618322	204.5746074174408
29x31	105.98282879787645	73.6027173411416
29x33	180.55940850589909	0.31622776601712554
29x35	267.46113736391703	77.16385164051893
29x37	272.0444448982552	210.0042380524739
29x39	156.02785007811897	148.96204214497084
29x41	34.205262752973965	125.71237011527585
29x43	0.2828427124746833	193.98577267418383
29x45	98.35934119340163	300.8686756709646
29x47	122.74921588344263	406.4415948202151
29x49	120.43940385106553	394.887389011095
29x51	184.12400712563286	424.3065519173606
29x53	284.17617774894524	466.63786815902523
29x55	403.9377427277626	498.36061240832413
29x57	528.1238964485515	529.5253062885661
29x59	554.4251527483217	586.9589849384707
30x18	603.5917991490608	195.12114185807715
30x20	492.3212061246193	152.52662062735135
30x22	362.4941378836351	189.4001055965913
30x24	239.42652317569153	280.8911888970532
30x26	109.78437958106795	378.0317579251775
30x28	0.1000000000003638	256.15466031286644
30x30	54.569680226294224	124.91296970290963
30x32	177.17869510751007	0.29999999999972715
30x34	267.43045825036506	26.518861212352565
30x36	325.36468769674406	150.8077584211107
30x38	194.05056042176187	229.3042084219126
30x40	71.8616726774431	175.12766771701158
30x42	0.22360679775038572	198.35737949468924
30x44	49.91552864590353	280.55616193553857
30x46	167.74885990670728	374.19764830901835
30x48	177.5568922908937	336.83237670984056
30x50	195.699003574367	355.22908101674307
30x52	271.5997974962429	396.61095547147943
30x54	375.0939748916265	447.79268640744874
30x56	482.03449046722767	462.8369583341415
30x58	485.0614909472818	508.66083985304004
31x19	561.4873106313265	118.40270267185605
31x21	432.96840531382867	109.03595737186893
31x23	305.2190852486129	198.95700540569052
31x25	187.28526370219308	309.51699468688304
31x27	71.33617595582221	319.4035848264701
31x29	34.90444097819094	188.43226899870427
31x31	136.8901749578838	68.86160032993709
31x33	246.5967153065914	18.866372200293462
31x35	355.60194037715837	106.48164161018572
31x37	259.1192775537934	226.578463230732
31x39	134.28078790355664	244.34960609749322
31x41	28.14267222564375	235.14465760463318
31x43	47.650813214467135	283.25147837213535
31x45	130.80646008511994	353.77808015760354
31x47	235.98237222301188	293.9521729805715
31x49	231.1265670579652	285.11101346668437
31x51	274.74513644466964	321.31991846133633
31x53	358.6806936538405	372.6188937775433
31x55	443.056678089835	396.6252891584193
31x57	424.63433681227417	431.71717593813656
31x59	445.12865555926646	492.5197661008137
32x18	631.224183630507	100.33229789055927
32x20	510.69061083987043	42.517055401332485
32x22	384.99935064880304	112.92696754982842
32x24	263.64485581933894	234.31732757096728
32x26	155.48456515037114	358.66871901519386
32x28	87.16249193317063	258.26594820068715
32x30	119.00962145977958	150.56058581182535
32x32	222.87776919199456	53.39007398384086
32x34	316.0555014550449	41.78851516864415
32x36	333.0562114718776	155.02528825969
32x38	214.09336748250732	275.2659986267831
32x40	111.71253286896669	291.8531993999723
