	dist_type_central	dist_type_portal
18x32	724.7766897465729	437.27136883175876
19x31	671.7181849555659	413.22889540785974
19x33	676.8368858151865	367.81730519376043
19x35	708.7331303106973	367.9913721814683
20x30	616.0006574671816	397.0561799040533
20x32	615.8316977876341	333.8000599161118
20x34	635.228155862128	305.50058919746783
21x29	574.5051609863917	405.8499476407504
21x31	555.9169002647787	314.6966793596653
21x33	565.7112779501572	258.08186685623616
21x35	604.2546234825182	258.03381561338034
22x28	539.4834659190215	435.6774150676162
22x30	503.3012020649264	318.5562744633983
22x32	499.8933186190827	230.2010642894594
22x34	526.6598522765905	191.40010449317953
22x36	581.1240917394495	230.11868676837184
22x38	651.7400478718491	266.21887611512426
22x40	740.3804427454847	174.55371666051664
22x42	790.2275684889764	130.14303669424655
22x46	766.6062613884653	289.94578803631583
23x27	512.6035212520493	471.89805043038706
23x29	460.5458717652347	343.8902441186721
23x31	440.2399572960182	232.98502097774428
23x33	454.00247796680594	148.30593379902237
23x35	500.0784138512682	148.92823775228143
23x37	568.0987590199436	230.1968722637214
23x39	658.4773496484142	178.47806587925575
23x41	755.7584005487469	92.16376728411232
23x43	720.4212795302481	101.27990916267667
23x45	706.7750561529458	207.99370182772378
23x47	715.0732340117338	281.637941336035
24x28	426.76384570392065	385.6710774740567
24x30	389.128898952519	263.29318259309315
24x32	385.0814589148637	147.32932498318144
24x34	420.46504016386416	77.3010349219204
24x36	486.3025498596527	148.42092170580267
24x38	572.338501238559	206.54917090126503
24x40	672.5153083759508	93.65489843035424
24x42	678.6956681753611	14.262187770465069
24x44	654.9282250750839	129.16106224400627
24x46	650.3036290841379	237.20710360358095
24x48	673.3702844646474	208.149801825512
24x50	717.4521099000266	131.16985171905895
25x25	497.21323393489814	573.0647432882255
25x27	413.8282252336106	445.90985636112583
25x29	349.1950314652259	312.6687864178324
25x31	324.20402526804014	187.73718331753037
25x33	343.494570553888	63.94779120501336
25x35	402.9730636159197	65.40863857320393
25x37	482.1047603996459	182.25805880673698
25x39	586.5836342756248	134.4595106342427
25x41	648.5770964195389	16.758579892102965
25x43	606.6284942203091	59.83585881392559
25x45	591.7216913380815	186.55658658969938
25x47	603.7454430469849	168.6332114383166
25x49	635.1278611429354	122.2399280104496
25x51	694.9562648109592	67.91178101036677
26x24	508.8335385958751	635.6188873845709
26x26	409.8906439527499	510.30612381197227
26x28	322.6779199139598	381.03548391193175
26x30	269.7410795559327	253.0597755472015
26x32	260.61128141352594	124.30060337745732
26x34	303.11187703552645	2.7586228448264936
26x36	386.32976846212637	110.33716508955656
26x38	488.98868085058996	94.75405004536708
26x40	601.0860254572552	86.72029750871481
26x42	567.2456434385371	63.90007824721353
26x44	532.0498566863822	134.96166122273408
26x46	525.9006465103458	129.44068139499242
26x48	549.2593558602348	98.137862214336
26x50	601.1584150621196	47.083330383480714
26x52	672.3433423482381	55.81370799364643
27x25	425.7555754185727	574.6884460296726
27x27	321.3206653796172	448.88837142434414
27x29	241.81976759562068	324.1076981498586
27x31	202.88543565273463	199.54874091309134
27x33	222.65462043263315	86.9751688702011
27x35	300.9876077183244	77.74020838665164
27x37	404.7888955986811	116.25424723424071
27x39	519.5406047654022	16.475436261295
27x41	542.4403008626846	96.99010258784152
27x43	489.5543381484838	136.42232222037566
27x45	466.9414738487041	148.4464213108552
27x47	479.102713413314	48.75458952755123
27x49	520.3792463194513	57.27442710320204
27x51	587.8734727813462	4.901020301937227
28x28	233.99799144437122	398.0505746761333
28x30	163.04370579694267	279.6180430515885
28x32	148.1165081954066	172.2222401433683
28x34	214.65698218320335	116.90346444823618
28x36	322.98123784517276	163.69935858151715
28x38	439.4005234407445	50.16393126540192
28x40	530.534532335078	34.26499671676638
28x42	460.4090572523523	159.21337883482056
28x44	419.6720743628289	203.91922420409475
28x46	411.6870777665967	76.72059697369401
28x48	442.0885997172963	0.3605551275467016
28x50	504.8305161140717	40.003124877939314
28x52	585.0451606500133	37.00054053659216
