	dist_type_ambigious	dist_type_central	dist_type_parasite	dist_type_portal
2x34	1729.1848773338263	757.4990032996744	975.7546515390026	1150.4487559209233
3x33	1650.733961000379	678.1588383262434	895.385620836073	1065.5217548224907
3x35	1703.9312339410885	738.1664107774073	957.3693383433585	1149.2987644646628
4x32	1573.9252904760124	601.5131087515882	816.8605878606214	981.1283402287389
4x34	1624.6735364373978	656.2515523791163	875.4007653640704	1064.2556553760944
5x31	1498.4796461747487	528.0352734429774	740.3440078774191	897.513927468538
5x33	1546.7347865746085	575.9188310864648	794.7078079394967	979.5246296035643
5x35	1602.404992503456	644.6552256826902	862.9945306895058	1069.072289417325
6x30	1421.6437844973684	456.33874479382087	663.3994648776859	811.495563758669
6x32	1465.9711081736912	493.5322583175288	711.3379576544471	890.986694625683
6x34	1520.4924761405432	558.683604556282	777.4675362997482	981.3019769673351
7x29	1348.053537512513	392.86834945055074	591.2027909271065	728.0744055383351
7x31	1388.6766110221631	416.2642550111648	631.9068997882521	805.9036729039025
7x33	1440.2052214875491	474.6112935866572	693.7174352717396	895.1499762609617
7x35	1500.8662365447497	556.9174624663876	772.024779395066	993.3047165900304
8x28	1277.0726291014148	332.53044973355446	523.968033376083	646.1226663722609
8x30	1312.8717721087614	343.58563706883905	554.7048674745877	720.7622978486041
8x32	1360.608753462949	391.6056434731246	610.8035527074151	809.5446744930141
8x34	1420.061132486908	471.6677008233657	687.3575634267801	908.0260018303441
9x27	1206.2276277718067	279.7997319512654	460.65115868735205	563.7047897614495
9x29	1237.4478009192953	277.33852959875577	479.3560889359808	635.3338177682658
9x31	1282.0653844480787	310.14262847922083	528.7831786280649	723.2149403877108
9x33	1338.3651108722163	385.6710645096414	601.8968100928928	822.3600002432024
9x35	1403.7430142301687	483.6306958827158	690.8982920806795	928.3708580088024
10x24	1119.4983028124695	320.97110461846853	430.06819226722615	436.65873402463836
10x26	1134.5010401052966	242.04877607622802	400.6297667423128	480.7146866905567
10x28	1162.9605840268189	213.73516322776644	407.25682314726157	550.7316224804962
10x30	1202.1431071216105	229.57449771261594	446.3205686499333	637.2022049553814
