	dist_type_ROI	dist_type_ambigious	dist_type_central	dist_type_portal
18x48	623.0553265962823	191.08411760269345	191.9050285948755	993.0246421917233
18x50	710.6244929637595	169.64955054464474	172.60002896871126	1116.2762964427761
18x52	807.8215458874566	213.9599261544087	214.34003359148758	1242.7976705803728
19x21	1372.1000036440491	902.2775736989142	515.1128225932644	278.0762844976175
19x23	1241.2616202880035	812.852391274086	374.4078124184911	136.03091560377
19x25	1123.7878180510768	740.4973058695082	251.196058886281	9.749871794028799
19x27	1007.7967304967802	681.0802081987114	134.20972393980998	66.00189391222042
19x29	895.2498924881254	609.9624332694597	66.89222675318868	138.3920879241294
19x31	789.9323072263851	554.1709573768729	137.90957182153815	245.16943121033657
19x33	685.3212750236198	517.2632308602651	251.98859101157734	256.38106404334934
19x35	592.3426795360939	476.30709631497166	373.9532724820045	300.5309468257805
19x37	517.1884472800992	386.63689684250255	408.1076941200692	377.38321372313317
19x39	457.9112796164775	316.3781598024742	337.94191808652545	478.4796129408233
19x41	432.6775473721741	291.5651899661549	292.3262902990423	587.1247397274283
19x43	437.8909681644507	294.2150573984955	294.1164735270706	703.2826601018967
19x45	474.6265584646522	287.540553661566	287.84435030064407	824.3354717589194
19x47	539.1421426674046	185.53180320365533	189.31310044473912	945.0097618543422
19x49	627.2578815766288	120.39289846166164	120.22499740070687	1068.9219101505967
19x51	722.9075321228851	130.4151064869404	131.1003432489786	1193.817783415878
20x20	1417.1088208038223	913.6339584319312	588.8563576968494	348.0350700719684
20x22	1284.6947691961698	812.298621197894	454.1830578081926	212.7196511843699
20x24	1160.2911057144236	727.0001719394569	329.5172984837062	85.15427176601293
20x26	1043.514158983959	658.6170359169278	218.95844354580166	23.24220299369249
20x28	924.910936252783	599.3410047710735	136.38489652450517	50.770463854489385
20x30	810.9246882417625	528.42828274043	142.36168726170695	169.36307153568046
20x32	705.4973423054121	480.20630982943135	222.90917432891828	292.0385248558827
20x34	599.6994663996289	455.56607643677756	332.71076027083944	325.00899987538827
20x36	509.94603636071133	393.57205185327877	412.8355120383904	380.697990538432
20x38	432.4293815179536	299.13537069360405	320.98063804534985	465.6356622940302
20x40	385.1000519345588	242.2450205886592	257.15958080538223	562.8842243303682
20x42	373.9831680704361	228.03686105540044	228.02107358750857	672.1266324138633
20x44	397.3007550961864	262.27636187807684	263.3770870823806	786.3918170988303
20x46	455.2578390319051	200.23511180609637	200.62028810666163	905.5074268055455
20x48	536.7933308080494	97.73371987190475	102.06605704150596	1024.7297594975958
20x50	634.0324360787862	49.98529783846443	52.800852265848846	1146.2591024720373
20x52	743.7290366793542	140.19372311198543	140.26289602029485	1267.2117739352016
21x21	1326.384276897159	815.2262569372994	532.1780247248096	288.0295991734183
21x23	1204.669535598871	724.4180353911681	414.2092345662999	168.7728947432023
21x25	1081.300698233382	640.3200762118894	305.80941777518876	76.20104986153387
21x27	961.9847452012946	575.5649832990186	217.47333169839484	0.49999999999972716
21x29	845.3518143353095	522.4024215104672	171.3344390366397	101.94061997064789
21x31	730.2577353236322	449.62869125535127	222.0129725939455	226.0981202929382
21x33	619.6924721182274	406.15706321569746	249.52987797055494	352.39120306840806
21x35	513.7423478748851	400.5201617896405	330.1884310511197	401.3021305699738
21x37	422.6278268169285	305.45552867807095	324.5625979684039	466.64234698535483
21x39	353.01345583419305	215.75564882523898	238.29918170232946	551.2183777778099
21x41	317.7351412733569	176.9870616740106	180.51487473335825	646.6083977184336
21x43	324.83996059598326	183.4655280972423	183.92661580097646	754.9793374656027
21x45	373.3114115587681	233.46051057941253	235.18930672970654	868.4442469151373
21x47	446.62619717163955	117.47833842883516	118.18104754993469	982.9019076184564
21x49	552.1624851436399	12.442266674524866	19.9251097863973	1104.9704113685582
21x51	658.7014650052025	59.073005679413384	59.18124702978137	1223.6909822336686
21x53	769.5950688511463	183.45454477880926	182.66847018574424	1346.9873681664578
22x22	1260.6898151409011	742.0917800380219	500.2399524228347	255.27751565698054
22x24	1133.5155270220166	642.7051034494748	395.0256320797423	153.54233943769378
22x26	1009.439473173107	564.1069490796934	299.8400406883644	38.84649276318267
22x28	890.8138413832597	503.9286655867076	243.23918269884072	63.3569254304534
22x30	762.232884360154	431.96987163458505	175.70933384427806	179.06861813282651
22x32	645.3358582939584	368.28843316074955	171.9406002083277	300.2635009454197
22x34	531.3240913039798	341.3615239009808	246.16516812904285	426.9270312360182
22x36	427.44254584680704	333.0278216605931	348.698623455843	480.3106598858704
22x38	340.62749448627875	224.13408933047185	242.69052309474287	548.2894217473106
22x40	274.9761444198385	133.81135975693516	157.17913347515284	636.5290881020288
22x42	260.9729679487894	115.1142475977667	115.04473043125417	737.5316196611507
22x44	295.6224788476005	174.69301646030394	175.37630968862362	840.1676320830269
22x46	371.0897465573525	158.03923563469888	160.72398700878435	951.82225231395
22x48	467.44190013305405	34.338462400054894	35.89888577658064	1065.0854097207418
22x50	579.6347988173243	20.280532537386968	20.564532574313763	1186.976368762243
22x52	695.866150922719	125.65707302018482	125.86222626348248	1304.6987774961701
22x54	817.0931219879412	251.03101402018075	250.51620706054166	1423.3213164988435
23x21	1311.4381800145975	756.9367873211077	586.8731549491762	343.1811475008496
23x23	1185.3329194787427	652.7046269178729	481.14855294389065	234.94963290033027
23x25	1059.8131533435503	559.0818544721335	368.7545525142706	127.98640552808725
23x27	935.1458977079458	484.14920220940127	258.8722657991772	83.64956664562015
23x29	803.7270992071872	423.3979806281556	160.17006586750216	156.23523930278986
23x31	682.3604399435828	348.4640153588316	106.40004699247092	261.35869987432983
23x33	561.9399434103254	293.79805989829106	160.82941273287037	379.9464435943573
23x35	447.13207221133206	287.91437963394577	268.8484517344296	501.94988793703305
23x37	342.65527866939374	255.85902368296473	269.6220317407313	561.5754980410026
23x39	255.02854742165638	136.76169054234455	154.73706731097116	634.2652126673825
23x41	203.29350702863073	63.20007911387435	76.03847710205649	724.1378667077149
23x43	215.92843721937146	88.26828422485642	88.94543271017369	822.0701247460586
23x45	285.8194185145581	202.63252453641323	202.9284110222127	927.6611126914831
23x47	382.04833463843295	103.32148856844819	110.15048796986771	1033.9666967557519
23x49	496.472526933767	32.72873355325574	36.08559269292952	1149.0404562068302
23x51	617.3927194258126	102.00083332992921	102.93769960514952	1267.9181243282235
23x53	735.348475214303	203.44576672912152	204.6943575187165	1383.2929480048688
23x55	859.1581984710383	282.8250519314017	282.94170777741493	1502.4157913174367
24x22	1227.0267886236225	671.2972069061511	531.0754560323796	317.8256440251478
24x24	1111.6888143720794	564.7190628976499	410.1195191648404	215.6692374911174
24x26	985.542515572007	473.94688520972454	287.6978449693356	144.38784574887185
24x28	850.641287500201	393.7207131965499	163.69361624693843	170.9315652534663
24x30	728.336021352782	345.35106775569704	75.68064481754901	241.6430425234709
24x32	603.8680733405267	264.8347598031648	73.37881165568183	345.6221202411676
24x34	481.9604236864265	227.35665813870494	188.43579808518362	459.71779386923913
24x36	364.16612967161007	253.39331088250927	254.78298608816087	579.6790232533864
24x38	255.8293376452355	181.5435209529657	191.7254547523617	644.3902932229815
24x40	170.7190089005904	54.10526776571728	68.37967534289666	720.9819553913958
24x42	143.62538076537865	0.5	1.118033988749895	810.3167590516687
24x44	198.49080583241124	129.40015455941318	129.40556402257215	909.0929545431535
24x46	298.2992122014406	185.45732662798727	193.49010310607608	1007.5955637059941
24x48	416.826162806511	92.71704266206955	104.87254168751716	1120.2818618544175
24x50	538.1365254282598	106.94914679416563	110.2674929432967	1233.1600544941439
24x52	661.6377029764858	186.2875465510243	187.59704155449802	1348.4804967073126
24x54	782.1097876896827	234.7946336695111	235.48698477835222	1464.17127413428
24x56	908.078372168394	226.77241895786156	227.94852489103738	1582.2391506975173
25x23	1143.098639663262	588.1262619540128	454.6388676741134	300.6401503458911
25x25	1039.9110394644342	482.7069193620493	332.70402762816076	221.72904636064249
25x27	913.1806228780808	389.0044344220254	210.16148552958012	198.1530973767507
25x29	782.8331431409886	314.57356850186864	83.36504063454863	249.02877343793057
25x31	654.5552153943926	259.1554166904482	0.3605551275467016	327.913296467222
25x33	528.6861545378315	185.77795886487698	115.40038994734819	429.32161604093517
25x35	404.1370312158981	177.04671699864988	179.16567751664945	541.0977176074579
25x37	286.41927309453143	238.86104747321207	238.86774583438438	654.8749498950166
25x39	166.09972907864687	125.1651708743288	128.5500680668817	732.6765452776555
25x41	92.07583830734312	25.00719896349849	27.213232075591474	806.6509530149953
25x43	111.86800257446284	82.20735976784587	84.37446296125412	895.721301521852
25x45	215.54308154055897	138.26648183851367	138.40816449906427	992.2052307864539
25x47	337.1808120282055	175.31600041068708	189.12879209681438	1096.1777684299204
25x49	460.8201926999294	144.47646867223762	150.731715309022	1204.4281838283262
25x51	585.8307349397096	187.9942818279324	192.6848463164659	1316.8700201614436
25x53	708.1195520531829	219.56616314906043	221.44096278692393	1427.8743992382529
25x55	836.5620658385127	170.50598229974193	170.69941417591306	1543.8078539766536
25x57	940.4571654254117	189.45996938667543	197.75257267605895	1662.460068693381
26x22	1164.9802916787903	618.2010029108654	508.2456886191952	394.65083301571804
26x24	1052.053995762575	499.18935285120006	379.0253421606528	314.9228635713831
26x26	950.6826862839144	393.5397946840953	255.17164811161902	267.10254585083993
26x28	848.5738270769372	297.38113591820166	130.86458650070293	279.81840539893017
26x30	722.57893686434	231.7022226911083	17.813478043324263	333.96574674657893
26x32	593.19003700332	173.35287710332355	70.00585689783391	413.658337278484
26x34	466.8328715932499	102.483803598422	104.92154211600177	511.8268554892371
26x36	337.51931796565344	143.75496513164347	143.8112999732637	620.9139151283374
26x38	211.2459230375817	220.35435098949122	211.068330168218	735.2801098901019
26x40	89.5317820664816	121.6155417699562	89.11756280329908	814.4723076937609
26x42	19.606376513777256	83.47580487782082	32.261587065734915	893.8542442702837
26x44	123.23968516675149	56.99140286043157	57.194580162809196	981.6337504385228
26x46	246.4016639554208	118.56719613788643	119.78889764915623	1074.6337887857428
26x48	373.29083835529644	218.84937742657635	228.956000139765	1179.0262295640418
26x50	503.859434763308	223.9493916044429	228.4091285391197	1287.4844969940418
26x52	629.0956048169469	221.04813955335572	235.44612971972978	1397.2996385886604
26x54	758.2441625228644	130.46305990586	132.3435302536547	1497.6249230030862
26x56	844.5439301777027	105.80382790806777	108.30904856012738	1577.2447020040995
27x23	1081.254812706052	537.0593728816209	441.10652908339495	395.17334171221626
27x25	970.9951699158961	419.73565490675196	313.10193228404063	336.6398966254593
27x27	863.2163402067872	306.36228553789033	185.4498584523589	325.01853793283874
27x29	767.708486341007	216.13079373379443	60.41622298687672	353.2556015125592
27x31	658.6383681505353	162.6729848499744	45.8530260724415	414.2275944453725
27x33	527.6778752231327	87.54393182853947	88.0360153573523	499.39757708663365
27x35	400.56981913269476	56.76072585864276	57.26587116249951	597.6107261420267
27x37	275.00938165815353	165.80579000746636	165.90467142307966	702.6318808593873
27x39	146.2814410648186	199.6663717304444	146.18159938925282	816.2101812646054
27x41	21.576144233852258	88.31834464028385	22.443930137121676	897.2136479122464
27x43	53.40000000000009	33.38802180423396	37.899340363652826	979.2058823352728
27x45	179.8010011095602	37.98157448026628	37.88667311865764	1067.580910282682
27x47	307.3001464366721	154.48164939564842	155.9774983771699	1161.6396084844905
27x49	434.50056386614733	268.8046502573944	275.7004533909949	1264.0820938530853
27x51	562.6004354779691	254.40528689474948	267.0869708540642	1341.40875574897
27x53	685.0875710447532	136.75737640068968	154.4674075654794	1409.97254583201
27x55	760.0769566300507	49.06098246060684	50.149576269396036	1492.4903282768703
27x57	845.4971850928895	91.35912652822367	93.6733153037725	1578.5775527353733
28x22	1112.9000179710663	580.8163651275676	507.51773368031184	477.91845538752744
28x24	998.5418268655548	458.13467452267764	381.09340062509597	412.04778849060716
28x26	886.2341733424637	338.21119141743367	258.0360633709946	383.4477930566298
28x28	780.0372106508762	223.599754024909	133.52995918519548	387.2031120742708
28x30	681.6676389561117	133.01492397471785	53.009150153534904	432.10087942516395
28x32	589.3715466494796	110.93791056262019	115.74290475013986	499.7447548499136
28x34	470.6797318772076	1.4866068747317833	7.156116265125988	585.4762249656258
28x36	343.03425484927885	96.50129532809392	99.05806378079474	683.5001828821994
28x38	220.63555923739938	223.30035826214	220.64054477815262	788.8930535883812
28x40	106.92473988745523	125.9543568122989	106.86299640193492	899.7709152889977
28x42	43.958161926996176	2.6305892875930357	5.110772935671895	984.2800008127772
28x44	127.52697753808836	18.749133313302792	31.722704802712173	1061.1907133027507
28x46	249.8420501036607	88.07752267179201	87.85698606257806	1150.310066895009
28x48	373.43775920493096	212.79699245994996	212.71285809748315	1199.4847060300517
28x50	501.55857085688416	305.55032318752325	308.3728262995945	1260.78848344994
28x52	605.3128942951734	177.91261900157585	184.11762544634303	1327.0778801562476
28x54	674.2062369928063	53.570980950510595	79.2947034801188	1406.0709974962147
28x56	761.2834754544459	8.586617494683352	9.302150289046155	1494.5344860524297
28x58	854.7552866171698	101.00000000000009	101.68677396790606	1584.0296083091378
29x23	1032.0862367069915	507.19029959178044	454.5118260287624	490.2050591334202
29x25	913.5135740644469	380.01611807922023	332.3110741458972	448.45473573148956
29x27	798.1178359114646	254.15090005742627	216.40998128552204	439.89962491459374
29x29	694.2931153338621	139.6786669466741	126.76249445320965	461.1055519075868
29x31	592.4875104168859	49.48989795907804	50.67001085454748	514.9511141846384
29x33	503.88927355124315	26.690822392724748	32.261432082286305	584.7190778485003
29x35	420.189219281028	48.08513283750011	49.63244906308808	667.7138458950814
29x37	301.55463849856466	166.81067112148446	174.1453415971844	769.4175719334725
29x39	189.81161713657053	176.99505642813844	177.5929334179711	872.3879011082171
29x41	108.82812136575764	76.3319068280102	76.75519526390397	984.4995479938019
29x43	123.7069521086024	31.91567013239724	57.683706538328515	1044.0453103194325
29x45	213.984111559714	72.00138887549343	74.180860065114	1074.7831409172736
