	dist_type_ambigious	dist_type_parasite	dist_type_portal
17x21	559.8244367656703	168.87036448116044	138.4832119789254
17x23	540.1379175729102	57.22910098891981	225.40002218278505
17x25	554.9343024178626	90.70766230038114	206.6452999707468
17x27	585.0664235794085	207.6837018160068	165.4004836752298
17x29	478.70251722755745	330.02742310299016	196.6298553119541
17x31	384.2621240767815	230.94280677258573	270.1417775909533
17x33	311.43803557048045	111.85012293243103	371.48277214428145
17x35	276.7688204982632	67.63268440628387	480.3567216142605
17x37	253.2987564122651	99.2504911826634	597.9968729015231
17x39	275.12842455842326	65.15558303015952	719.9800344454005
17x41	340.179614321611	161.13587434212172	771.8925896781235
17x43	434.55644052297737	157.24662158532993	844.1002902499204
17x45	471.63030012924315	221.18304636657845	919.6301104248381
17x47	524.6872211136841	265.9576658041652	1003.8575994631909
18x18	529.2018518486116	361.42440426733765	119.98416562196843
18x20	531.3208446880284	233.79999999999995	58.44518799696003
18x22	496.60290977802373	90.97939327122366	148.74357128965278
18x24	485.84599411747735	5.470831746635959	210.71385811094618
18x26	523.3404245804064	135.78586082505083	126.11502686040212
18x28	501.2928585168551	261.8479138736838	121.14755465959686
18x30	395.25771339722144	279.16063476070553	195.58594018998394
18x32	303.04351172727644	153.08941831491805	293.4119459054113
18x34	243.15676013633671	30.103322075810755	404.6388636797015
18x36	206.4937045045197	87.0956370893517	521.3381340358676
18x38	200.13018263120637	115.46293777658695	640.5513952837822
18x40	260.93558592112345	149.4596266554954	695.8055619208573
18x42	349.91313207709146	98.48959335889236	762.0309704992311
18x44	407.6344440794963	144.81657363713586	844.3614391953247
18x46	452.6429608422073	204.77609723793438	928.5862641672018
18x48	521.388770496642	244.918864116262	1017.3249480868933
19x17	471.7413804193987	397.27286592466885	160.69079002855136
19x19	472.73681895955593	290.2793482147842	28.991378028648345
19x21	451.07241103840516	173.21177789053485	54.55749261100618
19x23	431.0390237553904	47.24235387869657	131.49387818449955
19x25	453.6871388963985	78.4195128778547	133.43170537769487
19x27	496.74367635632774	201.2676824529961	54.8003649622883
19x29	418.8588306339023	327.8995577917115	105.50980997044763
19x31	310.6849851537727	216.1692855148482	210.6061727490437
19x33	215.24702088530736	93.30637705966281	321.04934200212915
19x35	173.6101955531413	35.072781469396155	441.5251974689556
19x37	148.18751634331417	151.99585520664718	565.7677438666861
19x39	179.0609393474748	165.05156769931043	620.512707363838
19x41	268.9087763536179	92.49827025409694	684.4457100457275
19x43	343.777733426701	62.27623944972918	762.606012302552
19x45	368.79940347023336	146.39125656950938	838.6676338097233
19x47	435.89540029690613	163.23541282454613	930.4154985811448
19x49	495.68135934287454	255.06001254606724	1037.4817636951504
20x16	426.97646305153626	427.24665007463767	223.45491715332633
20x18	416.3000480422744	315.67377147935474	100.33907514024617
20x20	429.71833798431265	210.2827857909437	5.731491952362769
20x22	381.275818797888	134.70950226320335	46.96221885728995
20x24	379.5804130879251	88.17306845063311	149.46802333609682
20x26	413.4402496129276	164.96072259783548	54.094731721305344
20x28	460.17164189028426	278.0560015536439	23.19353358158257
20x30	334.3652045294187	288.04425007279696	128.93366511505053
20x32	227.54702810627938	174.19486215155706	241.40598584127954
20x34	138.77971753826267	84.92355385875005	362.2317076126826
20x36	97.16995420396162	119.55333537798099	488.5284024496426
20x38	99.76878269278426	218.94248103097763	545.4940971266326
20x40	177.10138339380657	136.90032870669046	594.1394617427798
20x42	287.7244688934188	5.913543776788651	676.7105511221176
20x44	297.9768615178032	94.60132134383784	757.8073699826364
20x46	355.2962144464813	89.48407679581875	849.1558160903099
20x48	426.2513460389304	158.42414588691972	940.4782878939843
20x50	435.084187255754	277.18991684402954	1050.5561622302732
21x15	401.700049788396	417.7168059822346	295.3298664205839
21x17	363.93588721092067	354.24049740254145	182.16731320409815
21x19	358.1446216265155	236.6207302837178	92.21697240746947
21x21	339.35387134965754	110.15103267786449	0.49999999999986355
21x23	314.10445714761835	89.85326927830732	69.26622553597107
21x25	339.01884903350134	164.62253794666154	124.52702517927581
21x27	400.4497971032073	252.6801139781286	12.175385004179716
21x29	385.10160996807065	358.06598553897857	43.407948580876294
21x31	265.94198615487534	262.5793975162559	159.6857539043482
21x33	140.25922429558767	166.770650895174	286.65562963249135
21x35	62.13034685240356	138.8905324347202	413.44767504486003
21x37	33.136837507523126	209.039828740841	470.9446358118968
21x39	99.37529874168938	201.70039662826636	520.1083060286579
21x41	212.92310818696976	86.96694774453103	588.4320266606841
21x43	229.00799112694722	53.023202468353524	671.3880100210309
21x45	268.49068885158755	45.64263357870578	758.691801721885
21x47	352.987818486701	76.090735309892	857.7105572394457
21x49	373.16939853101564	195.69006106596248	963.3766656920857
21x51	400.3437647822182	324.58793877776816	1077.2949131969392
22x14	393.2193789731118	417.2117927384121	374.10784541359186
22x16	328.2740471008938	340.67146930730763	258.1306839567896
22x18	301.9000000000001	274.49154813946456	165.48235555490496
22x20	325.3203498092301	147.34154200360456	68.94294742756522
22x22	276.7168227629105	38.02367683430944	0.4472135954999579
22x24	264.65942265485285	92.81600077572836	117.51089311208557
22x26	318.95574928193395	217.92422995160487	93.55623977052532
22x28	403.2778818631146	328.67772969886494	0.22360679775018233
22x30	315.04313990309305	341.07796762617187	88.88295674649908
22x32	183.99828803551398	245.96172466463153	218.2942280501251
22x34	59.36345677266407	192.3975571570492	338.94545283865403
22x36	18.9274932307477	212.6881519972375	402.5819792290758
22x38	10.007996802557447	286.20894465407605	437.44480794724274
22x40	140.2142646095613	173.86385478298794	502.24400444405524
22x42	176.10295284293184	95.48952822168532	588.6712580039899
22x44	196.06073038729613	88.676998144953	683.3293568989993
22x46	275.07440811533166	5.4708317466363	779.9426453272063
22x48	326.86893397813105	128.12845117303218	884.0278841756069
22x50	331.20609897766053	264.92693332313365	1001.9703987643547
22x52	384.90694979436256	388.05277991530994	1103.3308479327495
23x15	309.5128591835886	331.91898107821424	341.8031743562367
23x17	248.90345517891038	257.83353156639623	260.16519751880736
23x19	252.92291315734911	209.8975940786363	150.3595690337
23x21	247.59371962955734	83.22649818417199	57.09684754870468
23x23	207.74224413922153	17.229045243425446	73.39782013111846
23x25	233.7855855265674	146.3956966580645	182.7011220545731
23x27	319.51608723192646	276.25084615255054	68.6333009551484
23x29	376.7295581713757	410.5218142803133	19.353552645444797
23x31	250.87431115999098	330.32698951190775	141.38359169295433
23x33	126.69352785363584	265.0400913069568	267.0753638956615
23x35	1.6552945357246078	248.2352513242227	341.6552941196726
23x37	35.42160357747789	294.10353619091364	361.1203262072076
23x39	101.34742226618316	250.8005183407719	425.5407148558175
23x41	150.2086548771407	173.60944674757758	501.4170320202537
23x43	115.7138712514621	159.5747473756424	594.4006224761208
23x45	194.02417375162312	59.7777550598883	699.3618376777505
23x47	282.6192668591437	91.8457946778188	803.7796028763111
23x49	265.10611083111587	206.67232519135226	917.1739475148647
23x51	302.54594692376895	327.6959719007852	1017.77858594097
23x53	382.1690332823947	459.60566793720034	1105.4200875685226
24x14	316.8773422004167	349.85461266074515	431.4559653081644
24x16	227.1600316957186	248.0969165467396	335.4550342445318
24x18	189.50023746686966	187.33269869406138	233.1864918900748
24x20	221.47550654643524	159.73540621915961	136.01470508735426
24x22	167.16892653839685	60.821460028513066	107.30074557056926
24x24	157.64342675798457	103.62070256469032	162.6138063019251
24x26	231.71516998245914	217.3175556645159	144.12119899584528
24x28	340.05814208749644	349.3221149598176	17.77470112266321
24x30	322.0873328772801	417.3890870638569	71.20007022468474
24x32	197.84640507221732	343.7362360880795	197.20040567909618
24x34	77.10752233083323	306.0639965758794	288.6686162366807
24x36	68.80588637609476	321.66698618291593	288.93987263788966
24x38	95.76956719125354	341.8733829943475	337.17889910253894
24x40	169.097427538091	250.974779609426	420.53292380026573
24x42	66.81616570860676	211.56653799691472	504.91127933529094
24x44	104.25900440729343	148.90916694414742	610.1995902981255
24x46	212.0953087647158	112.44918852530697	713.9554748021759
24x48	207.01896048429964	179.51782641286644	834.471119931661
24x50	225.24768589266347	287.9731237459497	936.0818981264406
24x52	296.58337782148215	397.0079344295275	1019.9343606330752
24x54	396.8210301886733	466.0537844498206	1112.7794615286534
25x13	337.506992520155	378.50649928369785	515.5400760367712
25x15	229.41054901638668	263.97765056913425	421.3713326746373
25x17	142.78389264899593	159.33122732220446	315.75788192854344
25x19	141.8616579629603	125.9933728415901	221.22190217064872
25x21	165.76398885161979	136.82580166035942	161.08662265998393
25x23	89.56517180243675	117.14486757856696	177.53118035995814
25x25	142.1979254419698	186.7839661212921	221.51805795465074
25x27	253.36718414190906	297.4762679609924	106.94545338629403
25x29	299.70668994868964	408.7117566207267	39.472775428135414
25x31	278.28345261621274	427.47991765695855	139.22313026218043
25x33	164.65615688458186	374.7319708805217	255.24625364537644
25x35	99.00611092250821	361.0795064802211	228.17364002005138
25x37	144.14676548573698	396.0468280393117	257.5198827275283
25x39	164.50583576274713	338.0958000330674	332.95280446333544
25x41	84.900530033681	279.56698660607276	419.3872911760679
25x43	17.204650534085285	237.20413149858928	522.8439537758852
25x45	135.39146945062706	176.00923271237775	632.4215761657728
25x47	181.66609480032304	184.02709039703922	752.9770049609749
25x49	148.1672365943293	264.30083238612804	846.9008973900075
25x51	210.27622309714442	320.7511340587902	933.6590866049557
25x53	308.6964204521977	377.5201716464962	1023.424877555749
25x55	401.7071196780061	469.136451365698	1127.2010512770116
26x14	257.987693504942	302.82544476975494	518.4988428145235
26x16	139.62696730932734	179.71224220959454	413.4347469674025
26x18	66.40007530116222	71.4126739451759	311.16100334071416
26x20	128.99961240251847	90.93569156277412	244.70901086801047
26x22	76.72001042752801	183.96021308967863	234.5999999999999
26x24	47.89008248061392	180.20615971714184	262.3818972414064
26x26	168.02217115607087	221.5270863799728	203.09123565530848
26x28	230.4236316005805	310.41174269025356	121.50082304247964
26x30	251.13920442654887	419.53176280229366	124.72249195714488
26x32	264.0395424931652	461.90548816830494	217.29629541250836
26x34	190.97039037505257	437.18953555637626	167.03918701909433
26x36	179.85883353341322	442.8338288794118	163.69361624693857
26x38	159.11520983237253	439.16494623318937	232.9709209322055
26x40	88.55834235124301	369.5924512216125	320.438730493054
26x42	9.838699100998872	337.00000000000006	422.58726909361593
26x44	60.34608520857052	266.00310148567826	535.6773749188967
26x46	189.55856614777377	234.99840424990134	662.3549275124328
26x48	88.95774277711837	240.9047114524743	746.4562143890289
26x50	105.42959736241077	232.77972420294697	828.5819211158306
26x52	209.76606017180208	279.52888938354835	923.0845031740054
26x54	312.1537121355439	361.66827342193034	1020.2448431626599
27x13	312.24959567627934	361.06759754926765	598.8492381225846
27x15	183.83323964941704	232.53614772761674	497.7447739554882
27x17	62.28523099419309	109.35927029749234	404.9830243355887
27x19	47.658472489159784	5.597320787662525	324.0082252042378
27x21	138.91270640225827	119.72276308204717	293.0889626035074
27x23	12.467958934805539	131.19317817630596	297.2181858500588
27x25	82.72411982003794	137.11921820080497	290.8746809194641
27x27	185.50309970456001	228.58958856430903	200.1969030729496
27x29	173.9513150280848	332.2322380504336	164.5729625424541
27x31	239.71124295702108	456.07858971892125	206.72222909014914
27x33	270.62860159266256	503.8619255311917	155.5893312537847
27x35	230.46131996497795	491.3638366831649	96.94338554022144
27x37	196.47597817545017	512.2729838670004	151.3288141762831
27x39	78.32477258185918	449.6040146617908	233.16940193773317
27x41	51.845346946471345	405.2341792099972	341.60377632573085
27x43	67.33112207590216	344.4416931789763	459.292151032434
27x45	145.7075495641872	299.53178462393595	580.3644458441612
27x47	105.66366452096922	224.45491752242785	663.7166639462959
27x49	25.0	176.91806012954132	744.9060343425874
27x51	123.78937757336055	196.2845128888166	835.3234164082796
27x53	243.55050810868806	278.4353605417244	937.2729858477733
27x55	277.784754801267	383.31184432521803	1042.3056029783206
28x14	254.33334425513294	306.672219152632	588.4600666145495
28x16	121.5625353470385	175.4019669216967	487.12611303439695
28x18	0.3605551275464494	56.74090235447438	406.8699177869999
28x20	95.92648226636899	67.38315813317162	357.08975062300533
28x22	92.4247261288882	128.3235364225906	346.80012975776134
28x24	8.21340367935253	67.98426288487654	365.7527306801687
28x26	121.37236093938343	144.007117879638	282.0819916265484
28x28	114.2420675583209	255.82621054145335	228.56651110781752
28x30	153.0372830391339	377.45967996595334	228.5095402822385
28x32	258.62623610144436	502.0039143273685	165.00463629849895
28x34	295.58636639736966	547.2283801119969	79.14606749548544
28x36	256.59549879138564	554.7262838553803	64.70123646422842
28x38	128.85340507724237	516.1596652199778	147.41641699620857
28x40	5.590169943749531	412.91675916581517	260.0447076946578
28x42	79.76778798487553	325.27542175823817	383.63798039297444
28x44	138.57820896519058	277.2834650677894	503.95765695145496
28x46	162.44660661275725	239.21726526319094	584.295901063836
28x48	42.761898928835976	138.5401746786827	652.6035396778047
28x50	39.54870415070539	121.32477076013775	748.6187948482193
28x52	164.52370649848646	186.5943461094147	846.0046394671841
28x54	202.20200295743842	301.65485243900855	958.8924079374077
29x13	316.80697593329603	372.1589176682456	666.3835682247875
29x15	191.35542845709904	249.259904517353	568.2310269599856
29x17	79.15181615098913	140.89503184995547	489.35203075086946
29x19	68.76074461493295	83.29609834800215	426.5820436914806
29x21	167.18746962616555	144.8331799001873	396.63692465528226
29x23	47.08640992898046	45.65008214669476	407.5690493646447
29x25	40.071560987812745	56.804313216515496	371.2604611320738
29x27	82.91447400785938	181.17784080841673	304.32780024177885
29x29	73.26834241335051	307.37932591506564	273.1143533394029
29x31	179.04851297902474	416.70993508674565	201.5608344892428
29x33	293.52294629210854	486.6979761618082	86.7774164169456
29x35	327.7128316071861	587.9840984244386	0.31622776601712554
29x37	206.9078297213518	549.6615777003152	59.43778259659441
29x39	95.16270277792646	434.5373861936391	178.9188084020237
29x41	44.441647134191626	323.69779115712225	308.04197765888995
29x43	146.00085616187343	242.0108468643501	435.30753496809604
29x45	222.10276900570165	212.19999999999982	498.7270195206992
29x47	119.80525864919287	154.29484761326268	573.097286680019
29x49	20.903827400741687	62.20265267655372	663.0287851971439
29x51	103.75572273373687	104.13764929169487	763.6483811283831
29x53	135.6544507194656	217.90302889129396	871.1888027287771
30x14	271.16948574646085	330.86385417570176	654.285939020548
30x16	163.05980497964546	224.86284708684093	570.5882052759241
30x18	106.80018726575359	152.61153298489612	506.40387044334494
30x20	161.64467204334335	160.99937888078958	463.15267461173113
30x22	119.60342804451712	101.17796202731094	458.3018437667474
30x24	28.751347794494915	16.322989922192836	454.82132755621757
30x26	89.14757427995421	127.38638074770815	378.3496927446881
30x28	2.6076809620809898	250.92827660508917	335.7680747182496
30x30	113.31593003633708	343.9524676463302	257.40959578073216
30x32	231.5060474372108	413.3292271301414	135.56050309732518
30x34	357.1761470199265	508.92769623984896	8.221921916437642
30x36	278.31789378334963	586.3785893089886	0.22360679775038572
30x38	165.04896243236436	462.5232534694877	124.22061020619728
30x40	91.02466698648256	346.5156417825895	248.79929662279997
30x42	122.83521482050678	239.49173263392603	379.80664817772765
30x44	229.95697423648633	166.68776199829426	425.15951124254536
30x46	194.75689974940562	168.72892460986031	497.9428180022279
30x48	94.92381155431974	72.28782746770005	587.5356414720727
30x50	96.60129398719258	31.000161289903073	690.6900969320467
30x52	100.4554627683329	156.6655673720301	800.9944444251785
30x54	103.14814588735966	285.97332043391765	916.5764234366933
31x13	348.67648329074314	409.3161247739941	735.1835757142564
31x15	246.95920715778163	308.72228620558013	653.5408556471434
31x17	169.5108551096361	225.50771605424072	580.6717919789114
31x19	176.6615408061418	202.94161722032302	538.1929951234968
31x21	205.77572743158996	182.91377750186015	518.0201250916804
31x23	104.68242450382972	82.75512068748382	518.3045533274815
31x25	70.96062288339925	97.94901735086479	459.69012388782073
31x27	27.23692346796881	203.30482040522332	405.92049714198964
31x29	47.1365039009047	269.586442537454	333.3782386419363
31x31	150.08191096864425	328.9568056751524	212.3793304443724
31x33	273.5956505502237	416.7236254401712	100.04289080189544
31x35	315.21564047489744	523.2411489934636	35.66090296108642
31x37	257.11262123824247	512.0208003587351	84.71894711338236
31x39	164.64810961562844	379.94736477570154	202.3857702507763
31x41	147.6185625184042	266.6605332627982	315.0965566298686
31x43	207.05651402455365	155.49662375755898	344.07731689258435
31x45	277.31254930132536	100.06123125366787	414.7833771982672
31x47	179.68319342665296	142.57226237946819	501.8538133759672
31x49	92.6674160641158	32.81843993854692	603.1101474855152
31x51	69.37326574408885	99.04569652438252	717.062514708446
31x53	29.84124662275333	217.51160888559525	830.016445620206
31x55	117.5398230388326	344.78052439196773	944.6516871312942
32x14	334.09251712661893	395.83533192477927	739.7971411136978
32x16	256.56556666863924	315.32600590499976	669.7483781242026
32x18	220.50444439965378	262.49116175597226	610.6016786744038
32x20	256.5159839074362	271.32130399214884	582.5319304553185
32x22	196.77055165852443	172.86714551932664	575.6000781792862
32x24	121.51366178335702	128.17554368911448	543.1940445181632
32x26	98.36427196904333	181.98607089554997	487.31809939709825
32x28	0.5000000000001819	199.96212141303155	406.8646580866909
32x30	84.55915089450693	245.64496738178835	290.48726305984593
32x32	212.04303808425345	335.4624420110247	179.57797749167335
32x34	245.7335955867652	440.3382790537293	100.3613471412179
32x36	285.4449158769514	555.8001439366493	107.77940434053293
32x38	247.9990322561766	431.7866602849142	176.88617809201517
32x40	203.61935075036487	313.07896767429133	261.56574699298807
32x42	224.35150991245888	179.43299585081851	269.5333003545201
32x44	296.29883563726673	66.06814663663572	327.23233336576016
32x46	232.45528602292492	64.07386362628708	411.6535679427548
32x48	99.35975040226265	83.77923370382415	521.2334985397622
32x50	25.78158257361244	92.48616112694926	638.8736103487139
32x52	4.440720662234777	173.4506269807061	746.6420293554336
32x54	48.119123017777696	298.9933945758671	865.2508595777299
32x56	168.67127793433028	415.82520366134645	977.1703024550022
33x13	419.50104886638854	481.2738617460958	823.7547754034572
33x15	331.9882076218973	391.9142380674629	745.1614388842193
33x17	282.8239912030095	333.03244586676533	686.2495245899992
33x19	287.00595812630826	317.3622850938659	648.317221736397
33x21	283.35320714613425	258.96571201608924	636.1467126378948
33x23	201.0226355413738	196.55151996359635	628.6704223995272
33x25	132.0655897650859	201.50513641096137	569.6607060347417
33x27	10.49237818609282	144.9195983985601	488.67974175322644
33x29	67.7081974357615	162.73475351012132	372.50771804084803
33x31	164.35236536174364	246.64650818529753	267.6686384319238
33x33	192.16997684341808	358.81875647741725	177.91486728207977
33x35	205.79749755524207	474.02912357786613	149.90133421687784
33x37	285.34065605868346	496.5000402819722	187.6344584557967
33x39	276.1933380804105	373.4013390441975	216.80304425906925
33x41	260.23620040263455	245.80008136695128	202.00960373209958
33x43	302.9247101178776	118.7307036953793	239.21492428358215
33x45	287.0509362465133	0.20000000000027285	332.96492307749196
33x47	162.61196142965588	94.10021253961077	435.4283523152806
33x49	35.75276213105783	32.25926223582918	550.9401600900046
33x51	25.76703320136026	147.5450439696301	670.328531393376
33x53	20.90598000573051	262.2614344504354	776.9145770289035
33x55	116.76883145771401	379.06379410331454	903.8591483190288
33x57	237.46022824885864	495.6076674144581	1019.3620357851278
34x14	417.8920554401581	478.636365104032	829.8387614470658
34x16	356.6947154080083	411.27766776230385	766.1980944899302
34x18	337.10023731822	378.49751650440226	722.6971495723506
34x20	360.0818379202152	343.7655160134595	696.1697565967659
34x22	280.4806053901056	268.46446692253363	685.6000072928825
34x24	190.11735849206391	242.51393774379238	642.4596563209241
34x26	67.40163202771855	141.14170184605217	576.5772975065875
34x28	26.037665025881587	83.9973809115495	466.21814636498243
34x30	117.18263523235818	157.8460325760515	356.5666417375582
34x32	157.21809692271407	270.4724200357591	266.39356223452546
34x34	141.225847492589	396.9588643675817	203.65348020596159
34x36	191.20251044377014	517.1083058702503	210.96824405582976
34x38	302.24576092974405	439.4675187087209	200.23511180609637
34x40	315.8718727585603	316.60454829329285	149.82403011533214
34x42	326.80399324365703	200.58078173145074	156.37662868856066
34x44	366.03226633727246	80.02012246928892	239.71153497485267
34x46	241.48146926834752	66.54397042557694	347.70864240050196
34x48	123.65904738433015	34.31267987202401	464.09606764117274
34x50	51.20244134804538	64.90061632989323	576.4764435777058
34x52	73.50891102444665	187.07795166721277	689.1707770937477
34x54	89.34170358796635	326.64405704068764	818.6505603735942
34x56	188.2267781161867	451.60593441627896	936.8040990516643
34x58	301.0488332480301	563.1063842649988	1053.144814353658
35x15	435.0792571474766	420.02804668259944	847.4410657974985
35x17	394.28549301236063	386.48292329674763	794.3737470485795
35x19	396.2092376510169	381.6796562563952	760.6290554534451
35x21	359.5681437502494	344.52351153440895	741.7059053290596
35x23	269.27385688179993	301.26833554158986	728.9784701896212
35x25	146.5091464721571	176.71482676900632	656.7973279482796
35x27	62.64982043070862	61.00819617067849	548.2307908171523
35x29	58.11161673882391	74.00108107318414	440.46289287521165
35x31	114.98021568948296	195.1354657667336	350.3969891423155
35x33	93.79472266604324	321.5858361308846	276.33467028225033
35x35	107.14630184938721	448.3868084589467	263.1568543663647
35x37	210.2770791122991	522.3179587186331	219.7863735539578
35x39	333.11609087523846	395.88499592684724	120.79457769287455
35x41	374.9219918863125	279.91945270023666	86.30005793740786
35x43	399.0790648480575	159.00220124262424	160.7137206339273
35x45	321.20252178337586	103.2504721538842	265.5030319977532
35x47	202.66339087264853	111.14427560607861	386.87394587901645
35x49	126.02543394093122	61.09017924347587	492.5896974156077
35x51	128.41222683218308	149.63054501003484	618.2369286931994
35x53	125.82686517592356	261.8037432887469	732.1624136760914
35x55	171.4184645830199	391.0113681211839	858.7813982615132
35x57	271.0378755819934	518.8619565934664	983.6672862304613
35x59	385.6346716777421	630.126733284662	1111.818195569761
36x14	516.4559710178596	406.78000196666466	929.6824027591362
36x16	469.00026652444484	342.62698375930603	874.7798866000525
36x18	447.50010055864794	320.52884425586416	828.7920969700423
36x20	446.96385759924704	348.257505303188	802.2123721309713
36x22	347.5556502202202	363.0437026034193	803.3020166786588
36x24	233.3612221428401	235.4320708824521	742.4442470650574
36x26	142.57506794667873	105.31690272696	630.18429843975
36x28	28.546453369901986	6.041522986797414	529.9015946380987
36x30	34.5023187626571	129.45273268649066	438.20932212813557
36x32	60.78527782284103	255.94540433459642	360.0436779058898
36x34	22.387719848166455	385.5243312684687	325.09938480409375
36x36	135.24037858568718	515.4444295945005	255.14615419402264
36x38	255.0717938149964	477.05305784577035	140.90003548615582
36x40	386.54350337316527	358.0286022093764	36.34941540107599
36x42	441.4281595005017	254.0197236436572	66.31455345548225
36x44	402.71590482621866	172.72434686517138	185.1196910109781
36x46	298.79887884662463	167.76820318522834	293.2878620059142
36x48	207.62755115831808	126.93384103539925	414.6499728686837
36x50	169.7000294637573	138.48790560911837	534.468801708762
36x52	189.82544613407367	224.79435046281768	656.6348300235071
36x54	196.74402151018475	345.7380655930151	783.6255547134741
36x56	254.11975523363023	436.584298847313	906.2217443871009
36x58	349.45101230358483	539.7977491616655	1032.6194894538844
37x15	537.9044989586909	324.81202256074175	947.303251340351
37x17	510.4242353180346	269.20791221656134	903.9814710490479
37x19	513.6581061367574	263.6327938629787	878.7518705527748
37x21	425.0325634583779	323.1121786624576	864.86986304299
37x23	319.3225485304787	306.8867706500231	826.6001996128477
37x25	217.76850093620047	185.29468421948852	716.4059742911137
37x27	98.79296533660671	81.0348690379641	613.0165169063554
37x29	0.499999999999909	99.77299233760634	517.6943596370351
37x31	92.00086956110795	202.62319709253433	439.0769408657212
37x33	0.5830951894843897	327.59783271566397	387.9586833671853
37x35	62.39390995922627	450.38761084203935	312.61094030759676
37x37	187.9703168056066	559.313364760757	186.73896219053992
37x39	317.94755856901975	445.9406350625606	60.19509946831175
37x41	445.32049133180504	341.78698044249705	0.5830951894843897
37x43	485.17058855623145	250.70001994415568	103.34650453692178
37x45	377.5013245009878	211.96520940946917	217.07337469160052
37x47	290.80061898145954	205.65261972559455	337.6166465090251
37x49	233.73904252392256	174.6789626715251	457.78503688958637
37x51	230.02195547382019	216.70002307337245	584.1839607520909
37x53	244.00032786863216	267.45870709326346	711.6941477910301
37x55	272.72509968831275	351.49990042672846	838.3888000206111
37x57	342.7914818078189	459.0697114818186	967.3592920936877
37x59	433.3429357910434	568.1349311563232	1088.7734842472976
38x16	581.7516308528927	232.20973278482506	981.6264870102073
38x18	569.6000351123588	198.45805602192078	947.1390605396869
38x20	515.2856004198062	235.34156029056973	926.7579241635868
38x22	406.5418305660563	318.59419329297253	910.2517563839139
38x24	294.28707073196375	270.1016105098227	804.12827334947
38x26	181.2904023935081	167.43777948838218	698.0030157527976
38x28	73.2568085572941	127.91700434265998	605.1592848168161
38x30	56.17437138055046	188.37345885235538	528.6917438356685
38x32	66.18670561374093	294.44809389771933	468.06845653173434
38x34	61.30130504320463	411.1790972313648	369.031231740621
38x36	155.3705892374749	524.376219903229	239.5537935412417
38x38	270.40599105789084	523.551334636824	118.22859214251001
38x40	394.9625931654798	425.1713184117667	12.901550294441003
38x42	520.2474122953428	339.64948108307175	17.577542490348584
38x44	464.49223890179275	284.79227517613623	139.0993889274859
38x46	375.51810875109624	284.1672922769265	265.1581603496299
38x48	313.58509212014525	215.9023158745639	392.9885621745245
38x50	296.54916961610263	154.29066724854098	523.6600137493793
38x52	309.2495432494607	186.33700652312731	648.6896638609253
38x54	313.35507016801256	268.41907532811456	777.1002509329155
38x56	369.21235082266696	382.1104028942424	913.7231309319036
