	dist_type_ROI	dist_type_ambigious	dist_type_central	dist_type_parasite	dist_type_portal
10x32	338.20230631975267	418.39168251770946	198.81750425955937	51.98846025802247	96.15196305848332
10x34	223.88233516738185	373.8525110254041	189.45632742138744	115.70004321520378	48.43655644242268
10x36	133.16369625389635	367.44464889286377	248.78981088460998	135.07690402137578	146.65186667751615
11x29	497.6669569099399	307.1755198579468	134.973330699068	196.40010183296758	277.4141308585416
11x31	373.6951297515126	396.8892162808157	132.26658686153502	66.70269859608362	147.71949769749403
11x33	255.906232827573	338.325287260648	127.47548783981962	38.0	21.213203435596427
11x35	140.4266712558547	309.4689806749618	164.24813545364836	148.6177983957503	64.83401884813269
11x37	55.881392251804094	318.4790887954811	172.06838756726913	55.653661155399206	112.12194254471342
11x39	87.7145939966664	296.11188763708884	75.47085530189759	87.55141346660271	211.86658537862945
12x28	549.7264774412815	225.41783425452385	139.0748000178319	265.8668839852002	239.90664851145746
12x30	421.6671791828242	310.57657670854695	63.899999999999864	142.28004076468355	220.35428291730574
12x32	297.3274289398811	323.07800915568356	100.14589357532333	49.921939064904315	103.95094997160938
12x34	175.0311115202092	262.3407898135552	80.86216667886177	116.00728425405043	3.448187929913072
12x36	62.45158124499301	252.99881422647022	173.11094708307763	63.07455905513699	32.003124847427
12x38	1.7117242768626186	243.45293179586045	92.14298671087204	2.3086792761229487	128.35392475495266
12x40	129.1619526021502	250.07001019714465	18.681809334216293	129.13485199588874	250.63640996471398
12x42	256.6526836017893	275.4345657320443	142.31022450969607	256.634370262442	275.7393696953698
13x27	609.6322990131018	145.14385967032828	137.9896372920806	343.3609471095978	158.42455617738037
13x29	481.43736871996106	223.72469689330254	58.78043892316531	226.04234116642814	231.3688397343084
13x31	353.0972245713637	330.4279800501163	37.11940193483716	128.81323689745562	188.12881225373226
13x33	225.06896720783138	238.31290355329045	15.16047492659764	114.46501648975561	87.19999999999978
13x35	98.28534987473971	194.80146303352024	90.86148799133763	106.47257862942925	5.797413216254429
13x37	0.41231056256172194	213.8461362755942	147.28194050867165	23.722773868163436	51.289082658983446
13x39	74.23779360945495	181.89186347937604	22.339427029357623	75.81985228157616	178.33633953852498
13x41	196.787448786756	218.9385758609022	84.08864370412957	200.3679116026319	228.19750217739025
13x43	323.37609682844567	201.75851902707825	209.448084259561	222.3728850377221	201.71688080078943
14x24	806.7222880272986	153.62307769342448	281.40513499223835	369.5200265208909	158.06217131242988
14x26	679.4031056743853	79.47691488728027	160.72268041567742	387.75788837881805	89.40346749427559
14x28	552.8843097791797	134.7941393384741	58.83077425973575	314.1557893784548	143.64630172754178
