	dist_type_ambigious	dist_type_parasite	dist_type_portal
51x17	574.4224316650597	89.73254704955154	995.3886326455613
51x19	498.5525448736575	151.787483014905	947.7020839905337
51x21	448.7485376020743	234.93839618078633	916.5496440455371
51x23	391.6911666096138	346.54230621960164	844.7040724419412
51x25	368.1413315562381	465.317998792224	751.8113061134421
52x14	745.8321057718018	104.30977902382875	1132.7785882510318
52x16	647.1921198531393	18.784035775093443	1060.9696696890069
52x18	578.9816750122583	126.62772208327844	1021.2091754386074
52x20	523.5018720119347	235.25137619151144	986.3621089640458
52x22	469.4694132741771	322.574534022759	929.7174463244197
52x24	430.0348823060755	430.68550010419455	834.2466062262407
53x15	739.3257739318981	52.2034481619749	1150.4506942933278
53x17	663.7047084359126	68.50065693115667	1098.9374595489953
53x19	601.2880923484186	194.76388268875746	1058.3871550618896
53x21	550.7153166564374	318.12004023638633	1016.997030477474
53x23	499.7452951254272	405.3341337711397	921.0852077848175
54x18	679.1470017602967	150.76156672043467	1129.2881164698408
54x20	630.793341753066	265.10231986914044	1096.7379997064024
