	dist_type_ambigious	dist_type_parasite	dist_type_portal
32x36	129.44628229501242	10.748953437428261	370.5881001867168
32x38	170.35363218904337	122.92501779540278	451.79327130890323
32x40	45.78657008337673	248.90482116664631	552.0400438374016
32x42	47.13767071037754	378.6631220491375	664.5416164545301
32x44	112.40640551142945	505.0451464968259	776.9339740286817
32x46	0.5656854249490451	586.9973764847679	894.9325784661103
32x48	97.70864854249112	675.0094666002844	1016.8168861697766
32x50	166.03162349383948	775.0141289034673	1137.5247250060106
32x52	262.73701680577886	880.8170865735975	1260.9716650266178
32x54	376.98139211372234	991.3845722019282	1383.496573902516
33x13	484.98747406505265	179.64590170666307	602.9890960871514
33x15	365.9560902622061	86.74018676484384	472.302720720514
33x17	257.2867077794733	108.41886367233363	345.22376801141604
33x19	174.95042154850626	57.70138646514466	218.20964689948966
33x21	158.77865095786652	125.54146725285645	91.75543580627786
33x23	221.98234164005038	244.13799376582102	0.3999999999998636
33x25	293.06344023095033	265.2300510877299	33.30135132393256
33x27	239.3183026849387	206.1170783802253	0.2236067977497756
33x29	238.83393812437947	210.45676515617154	7.592759709091484
33x31	165.21939958733654	277.20182178333516	128.1984789301341
33x33	40.4853059763662	173.97545803934523	245.97532396563687
33x35	61.82070850451347	51.078371156488565	288.3875864180008
33x37	190.01392054268024	64.36528567481083	367.5863027916028
33x39	113.58138051635022	187.5034133022653	467.9422293403323
33x41	7.6243032468550105	314.66224749721755	578.7902297033013
33x43	109.1196132691095	442.8057023119734	697.1165540998147
33x45	71.91446307941142	569.1503228497722	815.0973500140948
33x47	58.34149466717525	673.6652952319871	936.3374017948875
33x49	170.23563081799318	760.7204282783528	1060.6824076979876
33x51	250.61693877310088	860.2276733516544	1185.006603357129
33x53	347.29866109733285	965.150951924102	1304.3669575698398
34x14	449.4941601400401	167.80107270217334	542.3550497598412
34x16	343.79185563360875	132.03272321663312	417.3802103598109
34x18	256.8542193540919	59.056667701454295	292.46074950324527
34x20	212.34876971623845	42.63801121065573	169.40602114446816
34x22	230.61537242777237	169.31346668236407	50.624598763842194
34x24	299.0066220002493	279.00422935862457	15.19078668140661
34x26	212.47684579737157	183.3434209345948	9.000555538409836
34x28	177.80025309318293	145.91137721233366	27.002407300091207
34x30	211.0812639719591	191.4630512657727	90.38418003168488
34x32	116.33077838646112	230.80652070511312	179.5228397725481
34x34	25.096015620014615	122.27841183136105	208.83105611953377
34x36	132.47226124740268	73.76516793175519	281.004804229394
34x38	191.67328974064145	144.4806215379769	382.46261255186784
34x40	84.49615375861781	260.76234390724477	494.92544893145293
34x42	85.67969421047233	382.7417014123233	612.5063346611199
34x44	158.6150686410341	509.1930282319272	734.7020756742152
34x46	96.1153473697099	635.8405145946584	858.2511054464189
34x48	139.00089927766655	753.6121349872227	982.4781168046442
35x13	533.3621096403455	251.82601136498974	615.4246826379324
35x15	428.86012871331394	192.9523516311738	490.9175185303536
35x17	340.7478980125925	128.73744598989063	369.08797054360906
35x19	281.0264756210704	26.785817142659784	248.80289387384536
35x21	270.15005089764475	111.47039965838472	133.71854770374978
35x23	311.1984897135593	236.7211439647927	16.985287751462916
35x25	212.91242331061812	194.67434345593637	82.08105749806124
35x27	130.84112503337735	99.14131328563239	74.31419783594562
35x29	131.2693795216539	107.53069329265955	110.16374176651796
35x31	197.76076456162897	205.69423910260576	111.60071684357578
35x33	97.39697120547446	152.96591123515026	135.53586241286814
35x35	107.41210360103771	37.091238857713826	196.16615406333455
35x37	155.20260951414426	85.60286210168466	299.0693063488798
35x39	170.00000000000006	207.59672444429387	413.69215607743894
35x41	117.54633129111262	333.5295189334823	534.1328860873483
35x43	172.46335842723238	460.99263551601354	658.4048982199329
35x45	169.47241663468446	582.7902710238053	782.3897366402504
36x12	616.4637215603203	336.2423530728991	688.9521899232195
36x14	515.2642525927837	268.8926365670879	567.5114536289113
36x16	425.34594155816274	208.67239874981067	447.8122039426795
36x18	357.3516195569849	107.26313439388208	330.1487240623533
36x20	327.4633719975411	99.68680955873755	217.52025193071097
36x22	321.9920030062855	192.78653998658746	100.15113578986528
36x24	246.29204209636967	239.98077006293636	48.9629451728551
36x26	127.13614749550929	113.6679374318014	125.60015923556821
36x28	63.400709775206415	31.844151739369337	139.3357455931539
36x30	123.8325078483028	123.23428905949831	73.43766063812204
36x32	183.32509375423774	215.86451769570655	74.96992730421964
36x34	139.8958541201278	88.66481827647306	109.53195880655093
36x36	115.44111052826847	14.451643505152306	215.02476601545234
36x38	114.22714213355758	140.4964056479738	334.1473327740324
36x40	185.88388848956228	268.16416613708856	458.0934620795194
36x42	186.60881544021458	395.8366456001771	583.9145913573323
37x13	600.6588715735414	347.2590963531411	646.7214856489616
37x15	510.2859590464938	292.062253637816	528.408516206921
37x17	437.78830500596985	192.83205127778942	413.2256042405892
37x19	384.4095992557937	141.49890458939973	297.34616190561474
37x21	299.7462426787031	182.3283027947116	185.96292641276654
37x23	249.61686641731546	238.84425888013283	106.00273581375168
37x25	171.58580943656133	172.51982494774313	134.1107378251273
37x27	46.1556063766904	46.890724029385424	185.3751331759468
37x29	40.65181422765783	55.68635380414139	109.60004562042838
37x31	162.32522909270773	181.18465718708103	0.28284271247436177
37x33	204.0839288136135	165.84706810794071	26.401704490430152
37x35	111.78662710718129	67.52962312940892	134.91200836100543
37x37	39.61817764612593	99.7326426001038	258.84705909088495
37x39	130.16612462541855	215.29054786497267	385.8658056889727
37x41	233.42776184507284	338.7844742605544	502.7871517849281
38x12	687.3678782136974	429.5979515779844	727.9629111431434
38x14	595.2453779744953	376.2837493169216	609.6476523369871
38x16	501.88868287698995	277.4899097264621	495.31954332531643
38x18	395.1269289734628	210.89402551992808	379.5949024947517
38x20	297.064370128765	207.31965656927014	271.7175739623775
38x22	217.25653039667156	206.11501643499895	186.04623081374174
38x24	186.4749044777876	176.19560153420403	160.84616874517096
38x26	113.23117945159804	126.20974605790163	219.6535909107796
38x28	14.338758663148152	54.2531105099056	182.23611058184926
38x30	100.25691996066932	132.68854509715632	61.68832952836376
38x32	217.70661450677142	249.03808945621148	17.61732102222123
38x34	133.1783766232339	150.0529239968352	66.4686392218167
38x36	29.02705634403853	117.27391014202642	192.45459204705938
38x38	60.56566684186701	186.2686232300012	306.34163935057865
38x40	186.71703189586108	294.6035471612655	422.5260347008217
39x11	770.7175163443478	348.9706148087543	807.2654396169826
39x13	650.7150605295684	444.0174433510466	693.3152890280151
39x15	531.3446527443369	364.74421174296924	577.3116489384221
39x17	417.8512773703102	288.72874813568546	462.68162920090106
39x19	309.4977382792964	256.4068056819087	357.0457253630129
39x21	210.4076994788924	208.14273948422968	269.6282626135474
39x23	136.3774541484038	125.25897173456275	220.0495625989745
39x25	149.65042599337966	137.390865780808	233.70119811417314
39x27	93.94003406429017	123.18900113240635	259.22717835905996
39x29	80.10493118404152	130.13992469645913	145.78408692309344
39x31	162.86712375430446	217.12784252601054	69.15272951952106
39x33	182.419352043581	235.78044872295925	70.97337528961167
39x35	57.29999999999973	174.8104401916544	115.7535744588479
39x37	40.72173866622093	193.0643934028233	224.82317496201304
39x39	138.54937747965553	271.19721606240756	343.360641308814
40x10	819.8152108859655	264.226001748503	888.7011758740956
40x12	696.1075922585529	358.7001254530029	776.2250833360127
40x14	571.7373960132395	449.2253888639868	658.0776929816114
40x16	451.923278887025	370.4929823896803	547.2146288249245
40x18	334.60693358028306	322.49434103562197	443.6469316923087
40x20	222.27123070698997	242.85407140914884	354.00692083630236
40x22	124.96499509862723	123.85091844633183	291.10316040881474
40x24	72.33325652837699	61.6611709262806	274.97581711852416
40x26	154.39255163381407	143.5710973699092	313.6671165423628
40x28	124.24029137119734	168.92320740502186	230.10008691871448
40x30	140.94342836755442	211.14556590182065	145.86517747564025
40x32	103.83838403981413	303.4659948000766	89.78312759087856
40x34	133.0795250968383	249.60000000000008	29.41700188666405
40x36	23.380547470065707	229.99576083049917	144.49584769120537
40x38	96.25383109258564	274.61463908539207	269.8492171565447
41x5	1128.1993485195778	186.35871323874258	1205.1070367398909
41x11	748.7735572254138	275.2555903156192	856.3326690019481
41x13	622.2025474071928	389.3474155558246	741.7747703986703
41x15	496.97831944663324	442.16925492394864	631.4209768450838
41x17	372.3943205796779	393.33412005571057	527.0401597601459
41x19	251.9423942094699	299.223612036216	437.8762039663722
41x21	137.7425134081702	169.55294158462704	368.14480846536475
41x23	38.32753579347331	42.44997055358214	333.21824679930154
41x25	70.6174199472057	62.51095903919575	341.40946091167433
41x27	188.33918869953737	189.8948393190295	315.3535317702975
41x29	166.23600692990664	236.86707242670943	228.9707623256733
41x31	54.782661490657624	296.1525620351782	146.93923914325921
41x33	86.40949021953536	329.993030229428	27.74166541503951
41x35	63.99632801966038	289.44832008495075	73.80060975357878
41x37	25.74218327958997	300.32758781037757	201.50002481389427
42x6	1059.0331628424105	100.92095917102647	1166.9426892525612
42x8	932.7370905029991	95.80751536283549	1053.0986088681345
42x12	677.2881366154289	312.1845928293067	823.3016579601914
42x14	551.4018861048627	422.0187673551971	714.5717878561957
42x16	424.73169177729125	367.9777303044302	612.6715351638265
42x18	298.34275590333993	351.9309591382943	522.1411686507779
42x20	171.64640980807022	238.5763818989633	448.2248208209804
42x22	54.08225217203881	114.80892822424566	400.37793395740476
42x24	10.885311203635915	34.43094538347753	389.16948749869914
42x26	115.84308352249596	130.715033565386	400.9179716600393
42x28	181.4039690855744	256.68852720758696	311.040833332217
42x30	94.00085105997711	312.38143350717894	208.20845323857532
42x32	1.6124515496595972	380.23597936018643	83.26944217418522
42x34	116.90615894810699	357.888041152537	25.04096643502443
42x36	13.505924625881788	344.43781731975946	146.3865089412273
42x38	73.32046099145863	368.20305539199444	263.4651589869143
43x5	1125.6870613096696	129.48266293214692	1252.9390887030381
43x7	996.3887695071638	22.70198229230196	1135.3516547748543
43x9	868.5160908123693	111.53205817163068	1020.0966620864907
43x11	739.4306593589422	238.01281478105335	906.4577761815494
43x13	612.8668534029229	363.7727037588171	799.9883624153541
43x15	485.9765940865876	338.9257293272374	698.7633719650739
43x17	359.24999652052884	296.5888736955585	607.8665643050291
43x19	232.14219780126143	303.1705790475055	529.9184842973496
43x21	103.64984322226427	197.2051977002633	474.00241560565905
43x23	1.236931687685607	106.57171294485248	447.39661375562537
43x25	56.25388875446706	111.98258793223214	453.85206840996153
43x27	94.71351540303007	211.75752643058544	396.45888815865885
43x29	166.02054089780597	331.6335628370567	282.4939291383093
43x31	53.31603886261625	392.77678139116136	164.67726011808674
43x33	35.19204455555271	432.5615331949897	71.86014194252625
43x35	93.59962606762902	403.12862711546546	108.94535327401547
43x37	70.70678892440259	406.6106860376398	216.20187325737973
44x4	1191.581474344075	192.0562677967059	1335.1116844668838
44x6	1060.911853077342	63.216769926974195	1215.5559880153608
44x8	933.9104079085959	47.60514678057424	1101.9953039827349
44x10	807.6798932745571	171.86276501906983	992.0179484263379
44x12	680.1430217241076	299.52383878416094	885.3558211250436
44x14	553.5977239837607	330.79546550701065	784.5508523990018
44x16	426.86209716956597	258.35682688870446	691.8195212625906
44x18	302.9046054453448	237.61902280751815	612.2837577463577
44x20	179.69977740665138	271.38719571858917	550.6735966069195
44x22	64.30987482494419	188.68693648474974	513.1740055770557
44x24	52.96357238706601	148.53666214103507	503.18777807097024
44x26	12.501599897613103	197.36334512771123	480.8957163460703
44x28	140.00014285706996	296.8097707286606	361.0814866480973
44x30	139.09007872598266	410.41326732940786	249.1602897734711
44x32	42.26168477474602	473.07657942451596	156.76239982853025
44x34	107.30712930649133	469.8859648893552	123.63340972407131
44x36	125.80015898241165	456.52960473555294	192.76068063793534
45x3	1259.6611330036344	266.2948929288731	1416.7636958928613
45x5	1134.0898817994982	148.7624280522471	1302.0097772290346
45x7	1003.224919945672	67.3857551712529	1185.2665691733655
45x9	877.2476275260025	130.47068636287625	1075.73156502912
45x11	750.5985678110504	247.68772678515995	969.627253123591
45x13	626.3697390519436	345.20957402714055	870.815278919703
45x15	501.7457722791493	244.6197457279355	778.2385366968152
45x17	380.0988424081293	183.38792217591626	696.829197149488
45x19	261.0702970466001	192.90541723860403	629.4741456167999
45x21	149.56771041906072	264.3552533996629	582.9450231368307
45x23	92.02983211980793	216.15061878236685	562.7392735539258
45x25	25.95380511601355	215.69051903131992	561.2478953189934
45x27	92.42753918611074	282.1255926001753	442.9000451569179
45x29	209.7504469601912	380.1042620124116	333.43822516322285
45x31	125.64648821196735	492.5753140383713	239.9634138780329
45x33	103.17228309967787	541.6474129911453	181.92064203932475
45x35	190.6339161849225	516.2358860056128	198.25107818117922
46x2	1326.1686845948368	341.70774062054846	1494.696015917618
46x4	1197.8474861183288	226.9281824719002	1378.1084137323885
46x6	1072.4471315640692	140.92427044338393	1266.7299830666361
46x8	951.2814304925752	134.45951063424295	1161.4526077287874
46x10	825.5965721828064	213.7084462533012	1054.96052058833
46x12	700.7847743779826	326.2442336655164	954.5508367813628
46x14	580.4681042055626	262.04278276647864	864.8932997774928
46x16	458.93011450546584	159.49811911116686	780.420815970461
46x18	340.2401504819793	123.64368160160876	708.0789221548682
46x20	235.9392506557567	177.84355484526282	658.5601946671239
46x22	157.6375906946059	285.7460585904903	625.206853769215
46x24	108.28942700005395	264.4333564435471	618.9978998348864
46x26	91.4778661753764	293.8196725884777	523.9345378957184
46x28	179.4174183294365	369.7996890209618	417.7401225642565
46x30	209.38046709280215	467.2371774591575	323.07550201152674
46x32	154.05518491761322	576.4590184913408	256.632032295269
46x34	184.95199377135688	580.1998276456138	235.64558132924964
47x3	1273.55874619116	315.0842427034396	1464.2610696183926
47x5	1149.547497931251	224.87118534841235	1353.637266774227
47x7	1024.9572966714272	180.60304537853176	1244.8449943667686
47x9	900.5420645366878	216.1758774701748	1140.7481799240356
47x11	777.5321793983836	303.1931562552165	1041.0439423962855
47x13	657.8348500953716	301.8292398029057	948.1539379235844
47x15	538.7649301875539	178.42043044449792	864.4079187513265
47x17	423.37152714843734	73.76211764855955	790.9751260311542
47x19	320.58217355305334	93.4629873265347	733.4231588926002
47x21	238.11060455175058	202.10556647455297	694.6592402034256
47x23	192.0156504038148	324.53753249816884	675.6582050119721
47x25	138.60851344704633	327.6197796226596	607.524583864719
47x27	173.6813173602736	375.96090222255845	501.415795523037
47x29	263.46832826736494	454.38789596555046	409.01584321392744
47x31	222.46305311219692	550.7235331815776	332.8525349159898
48x2	1348.4272987447264	400.7829587195545	1548.0435975772775
48x4	1223.666269862825	307.5534750250759	1436.4777547877306
48x6	1099.8514899748966	248.47152754390197	1329.002972156195
48x8	978.8124897037225	243.55059022716412	1226.0746673836793
48x10	856.8407845101681	298.0639696441019	1126.2849239868215
48x12	738.8108891996652	328.45841441497566	1035.3576821562683
48x14	621.9461713042375	231.01653620466215	950.0408622790916
48x16	508.2902418894151	101.33691331395468	874.1958419027171
48x18	406.79257613678266	8.508818954472845	812.7555598087289
48x20	320.3513695928269	126.43575443678897	766.8376620902236
48x22	268.2365560470835	253.12338888376172	738.6953702305169
48x24	209.6111876785209	378.61438166028546	693.3103561897804
48x26	202.08931193905337	400.9227980546879	587.5345862159944
48x28	256.8299437370965	458.21481861677097	495.5118767496902
49x3	1300.4602608307569	392.6337861162742	1521.169316677141
49x5	1175.5874276292684	323.2673815899156	1412.366878682731
49x7	1057.0644729627422	295.15504400230094	1311.1284071363873
49x9	937.5765195438718	320.7206416805756	1213.6523925737552
49x11	819.4539706414265	346.8633880939295	1119.4346832218482
49x13	705.7317479042587	241.97458544235562	1036.743217966725
49x15	592.491485170884	168.8584022191373	955.9901463927334
49x17	492.1663641493597	50.290456351081275	892.607713388138
49x19	402.50129192339244	66.85125279304798	838.9592898347332
49x21	342.6585618367067	192.34211707267866	807.3121391382645
49x23	287.0861194833355	317.9173477493797	776.7810759795838
49x25	253.12330987090067	440.2983193245234	672.8751815901669
49x27	275.8787596028372	477.652896986923	577.7290801058917
50x6	1131.5902085118978	357.05573794577253	1391.8926682758267
50x8	1016.3600001967808	355.1076597315246	1296.3271384955267
50x10	898.672493180914	378.6835750332987	1203.1463959136477
50x12	785.995756986003	260.3269674851222	1118.0151743156262
50x14	677.5821204842997	158.3096017302801	1039.7262764785742
50x16	574.7375227005805	118.60362557696082	970.6451565840116
50x18	487.115592031296	76.90513636942605	915.2246718702463
50x20	417.3042055862847	152.45786303106857	874.4820181112933
50x22	367.8370563170602	267.84491781626195	850.8969972916818
50x24	316.62572542356713	391.64837545941657	756.492994019112
50x26	313.1071701510524	508.71180446299866	665.588536559938
51x11	869.2507693410458	300.72395980367094	1202.8260472736695
51x13	762.6231048165273	179.6719232378838	1123.4847573509842
51x15	662.2547923571409	70.53091520744637	1054.1732352891531
