	dist_type_central	dist_type_portal
2x18	513.2485752537458	93.46068692236318
2x20	389.02303273713744	5.414794548272337
2x22	262.1108353349781	89.76240861296002
2x24	141.5310919904173	215.2200037171267
2x26	41.10048661512399	343.182822996723
2x28	0.5000000000001137	433.1630755269891
2x30	33.02559613390821	305.24496719847787
2x32	118.9378409086024	176.87569081137173
2x34	199.6735836308851	51.59786817301634
2x36	289.7891129770063	0.3605551275465124
2x38	393.74900634795284	0.2828427124747637
2x40	505.30935079414496	0.5830951894843897
2x42	603.3000745897517	108.67281168719272
2x44	615.3037948850957	228.83915748839846
2x46	650.6480615509433	348.10242745490905
3x17	526.3892571092233	143.5083621256962
3x19	445.52002199676724	26.97572983257353
3x21	316.95054819324713	29.01465147128277
3x23	189.9484403726442	153.06276490381333
3x25	64.06028410801802	278.7499237668058
3x27	0.36055512754635477	405.5898544095995
3x29	0.14142135623718088	368.7416710923788
3x31	117.70284618478867	240.90072644141188
3x33	202.56714936040365	114.55151679484624
3x35	285.72988993103263	0.41231056256172194
3x37	376.84365458370144	0.5830951894846237
3x39	477.5745491543706	0.22360679775008066
3x41	548.3587876564029	28.5440011210763
3x43	548.2070046980429	148.8808919908798
3x45	573.8574038905484	268.7476883621516
3x47	628.2724329460907	397.66650600723233
4x16	485.6091535381102	223.2443728294175
4x18	478.36823682180227	100.94240932333635
4x20	381.7435788588983	29.38639140826929
4x22	254.18444090856528	108.55104789913379
4x24	128.57005872286115	228.80179195102485
4x26	17.949373248110874	352.2053094432282
4x28	0.5830951894845652	439.0921771109114
4x30	69.58218162719561	315.32789283537835
4x32	195.22054195191689	193.86350868587897
4x34	289.3539182385476	80.90173051301173
4x36	370.9931670529798	0.36055512754613406
4x38	462.09429773586277	0.5830951894843897
4x40	501.51873344871166	0.20000000000027285
4x42	488.1000102438023	69.57312699598897
4x44	502.2652685583585	193.89275386151
4x46	541.8026578007901	312.88419582970346
5x15	447.5188599377684	301.64968092142897
5x17	419.7040504927251	184.0312201774471
5x19	426.2826409789637	95.34720761511575
5x21	328.01702699707516	99.25809790641787
5x23	207.4134518299138	191.25046405172463
5x25	102.8846441409018	272.37336507081596
5x27	37.74784762075824	360.01680516331476
5x29	16.750522379914276	393.41044724307943
5x31	143.56935606180042	276.75902875967745
5x33	271.70296281049303	152.3000328299371
5x35	372.87405380369387	25.500196077677522
5x37	457.39230426407505	0.5656854249489647
5x39	466.5859835014334	0.2828427124748441
5x41	434.5896915482464	0.4472135954998563
5x43	434.3201123595361	121.40988427636395
5x45	465.50227711580527	247.27428091089467
5x47	526.4382679859056	380.3861853432643
6x16	374.33888390067074	270.3612398255341
6x18	361.272985427917	177.47554761149496
6x20	390.692474972324	141.8252798340268
6x22	293.0197604258114	169.5021533786518
6x24	190.21193443104457	188.8930385165107
6x26	123.9128726162057	272.08601581117676
6x28	14.277955035648532	380.19187261171163
6x30	78.57894119928069	339.0920966345278
6x32	206.05826845822034	218.94933203825946
6x34	334.3276536573069	96.7624927334965
6x36	443.9713729510046	0.4242640687117034
6x38	432.9222216518805	26.889589063427472
6x40	391.6791033486467	0.5656854249490451
6x42	372.20000000000005	57.03192088646497
6x44	389.5142231035986	183.65492097953725
6x46	439.29403592582497	311.14345565992545
7x15	343.0975517254532	355.96956330562864
7x17	303.711573701102	262.9485120703291
7x19	314.4010178100573	204.68219267928515
7x21	367.1983796260544	147.1545106342309
7x23	275.6302595870054	111.37252803092872
7x25	201.28636317445847	186.20096669996101
7x27	99.51210981584109	297.57731768399276
7x29	57.53129583105189	390.8363468256246
7x31	155.49292588410603	263.8508101181421
7x33	277.9570110646612	138.31305072190375
7x35	403.2329475625721	22.27128195681597
7x37	377.3117676405016	9.71442226794817
7x39	361.11574321815425	53.70083798228849
7x41	320.9249133364375	49.406477308142655
7x43	319.37953910668733	135.4514304095752
7x45	359.2395997102769	257.878440355141
7x47	439.8419943570648	294.7476547828668
8x16	265.224904562147	347.0476192109664
8x18	246.79465148175302	277.79272848654637
8x20	285.7153303552331	161.44426282776357
8x22	356.31236296261176	61.72924752497798
8x24	282.29780374632753	100.7960812730336
8x26	185.16673567355448	217.5272856448129
8x28	110.75129796079146	342.30607648711134
