	dist_type_4	dist_type_central	dist_type_parasite	dist_type_portal
34x12	894.0407708824024	1100.7436122912545	405.5003082612883	894.3639639430919
34x14	774.374721953138	1025.9347981231556	309.93033088098997	774.730411175397
34x16	653.1218339636181	958.1341920628861	239.4166452024584	653.5507095857214
34x18	541.8051402487799	915.0685274885151	220.40510429661094	542.4520347459303
34x20	416.5902183201136	834.8838302422678	111.27268308079924	417.15178292798885
34x22	289.2664688483614	758.2075507405606	65.75781322398096	289.6150721216008
34x24	164.2196395075815	697.6224552005187	158.85556332719347	164.54388472380253
34x26	54.90719442841705	660.6095669909722	272.9194020219158	55.59316504751274
34x28	35.187071489398235	642.3974859851178	393.9806213508478	35.968458404552486
34x30	3.3600595232821426	648.1125596684576	366.28716876243425	0.3000000000001819
34x32	31.14161203277678	657.4000304228774	360.0627723050522	31.68911485037074
34x34	136.28356467307412	530.0000094339622	399.7219158364972	137.0087953381095
34x36	219.42736839327955	406.100196995766	470.0523056001321	219.82622682473541
34x38	207.76219579124623	271.70007361058975	430.21451625903995	207.9729068893353
34x40	262.8879989653391	150.30003326679577	394.14172577893845	263.04467301201925
34x42	275.6140054496505	17.801123560045035	332.94636204650146	276.1196841950968
34x44	193.6938305677287	74.02229393905617	262.3023065091117	194.15586522173362
34x46	179.61386360746215	144.79343907788095	220.884449430013	179.80194659680416
34x48	237.6411159711219	225.93915110046788	219.81014535275645	238.32016280625567
35x9	1095.881544693586	1185.6317978192048	549.6440302595853	1096.2151978512247
35x13	851.6972525492845	1011.3882587809687	314.83584611667067	852.0887336422186
35x15	738.8586468330731	940.849669182064	222.1605275470866	739.3557330541231
35x17	615.2820897767136	888.4330306781709	176.2647156977253	615.6972064253661
35x19	491.23863854546283	837.6430027165507	148.60686390607916	491.5080874207462
35x21	362.5874239407648	747.2947477401402	22.06898275861383	362.9030724587488
35x23	249.18820196791012	674.5589373805672	73.11196892438346	249.63565450472007
35x25	140.81764804171377	624.1168240001225	196.97565839463527	141.49067107056908
35x27	75.2265910433274	592.7684539514563	325.4987557579906	75.60449722073434
35x29	63.92245301926396	583.5999314598997	330.40078692400203	64.63342788371979
35x31	1.555634918610276	602.7264885501547	298.20466126470916	0.14142135623718088
35x33	67.52192236599905	597.5905036059391	324.12221460430624	68.041237496095
35x35	195.41588983498767	468.806111308289	385.7690630416078	196.21816939315286
35x37	261.9673643796116	341.63386834446	413.81843844855393	262.050567639149
35x39	278.9265136196271	210.34257771549724	356.0814513562873	279.30807363912703
35x41	276.0678358664765	84.36853678949267	338.0420831790026	276.2944986784931
35x43	271.46572527669116	0.1999999999998181	291.48454504484437	271.78528289809947
35x45	237.8176822694225	72.1959140118054	195.62783544270994	238.03623673718252
35x47	251.7088000050855	144.86863014469375	157.60050761339562	252.12203394388226
35x49	322.91450880999474	253.33570612923882	194.3403715134866	323.6099195018598
36x8	1170.2617356813817	1192.2293948733186	591.3472161091146	1170.592127942094
36x10	1051.915405343985	1098.1653882726405	468.4698709629039	1052.283811526149
36x14	813.5401465201332	927.3891146654676	231.2603943609885	813.8580773083227
36x16	689.6420013311252	861.0329203927106	140.045314095117	689.8957095097778
