	dist_type_central	dist_type_parasite	dist_type_portal
40x22	268.7632601379883	120.80682927715638	92.75392174997239
40x24	152.0422638610723	219.88735752653014	91.15069939391572
40x26	71.50111887236415	257.799941815354	164.7106857492856
40x28	121.13434690458367	160.5924344419745	53.229033431013754
40x30	234.55585688701117	134.40182290430434	18.650737250843623
40x32	358.1566417086247	199.30122929876782	35.357884552104885
40x34	485.4858288354051	237.77319024650336	0.29999999999972715
40x36	396.9628320132756	120.06702294968412	57.16021343557064
40x38	281.1741808914892	72.18254636683272	31.047061052537497
40x40	165.46492075361476	141.25664586135397	138.6478993710326
40x42	37.29235846658085	264.4400121010437	259.74587580941517
40x44	48.874635548513474	382.0033115039713	289.71698258818043
40x46	180.93581734968905	431.2254282854851	259.4162099792533
40x48	305.81571248057236	415.9173595800013	289.2124651532159
41x17	578.2024731873773	206.56645419815868	223.9752218438457
41x19	455.3811700103551	119.0907637056711	161.95681523171535
41x21	322.27007307536326	111.56522755769414	51.911463088608556
41x23	199.25245293345824	200.08083366479673	60.22242107388229
41x25	69.51747981623015	293.53957143799175	78.20920661916978
41x27	36.6589688889365	172.5684791611721	135.72943674826018
41x29	161.53891172098432	81.21588514570256	50.0401838525803
41x31	289.5206037573148	115.19279491357084	28.20957284327402
41x33	417.7552034385688	228.56248598578023	0.6403124237433416
41x35	462.14894785123084	162.25365943484888	0.4999999999998181
41x37	357.41762687366156	40.718054963369674	17.399999999999935
41x39	232.2659897617382	61.96684597427911	58.32572331313199
41x41	110.66277603602732	182.961334713103	173.1197562382758
41x43	31.711985116041316	309.4082254885932	282.72079866893426
41x45	128.65558674227884	441.0463240975941	324.41803279102754
41x47	248.02116845140492	476.3210052055235	323.63328011809955
42x16	643.35899776097	293.40109065918625	211.2141093771906
42x18	518.5386870813015	201.94001584629058	147.08898667133408
42x20	387.1772849742092	154.00081168617263	85.9723792854426
42x22	262.05514686798267	194.35457288162797	0.31622776601676605
42x24	139.44145724998714	287.9106111278294	0.5656854249488843
42x26	15.945532289641426	217.64434290833276	115.43422369470862
42x28	104.02499699591469	91.88253370472512	128.08903153666196
42x30	228.7151066283119	31.40700558792583	91.4035010270393
42x32	354.1877609404367	149.06834003234883	3.9458839313898477
42x34	411.0946363065319	226.00929184438408	0.4472135955001613
42x36	418.37208319867585	99.7927853103619	64.04998048399423
42x38	307.25129780035115	6.896375859827016	0.3999999999996362
42x40	189.24241068005855	120.08201364067827	90.74960055008522
42x42	98.30442512928916	244.69278697991896	203.9047816996943
42x44	111.08708295747097	375.063114688715	331.18807345675987
42x46	209.18723670434625	502.3776467957152	373.7059004083294
43x17	584.3003508470622	281.51607414142455	126.73634048685454
43x19	460.32533060869036	221.59650267998398	64.43609237065793
43x21	339.8480395706292	218.9508849034413	42.80292046110875
43x23	218.0069035604147	282.7129462900488	13.191285001848843
43x25	106.06686570272547	282.22505204180567	42.01166504674639
43x27	84.85923638591159	154.8524781848838	141.28442943226278
43x29	182.59074456280672	36.152178357603816	85.56272552928603
43x31	303.1272340123862	86.29553870276254	75.76621938568677
43x33	360.41033558986624	212.81496657895102	16.413713778423244
43x35	348.83871631457396	181.30044125704717	58.7932819291459
43x37	381.03103548136335	81.18158658218002	64.31057455815468
43x39	269.8454557705205	91.794171928288	10.656922632730561
43x41	179.95849521486872	197.86121398596578	131.89943138618943
43x43	148.65480146971382	319.71620227945937	257.9609466566599
43x45	197.02976932433364	445.9324276165619	388.18569010204396
43x47	294.7683158007322	571.542264403955	437.1036032795887
44x18	533.4930271334389	296.5407391910936	39.446292601459724
44x20	416.5390858010805	271.5002946591403	0.6403124237431996
44x22	298.2042923903007	295.9922296277389	0.4472135954999579
44x24	194.40321499399118	357.5265164991261	9.849365461795024
44x26	131.34823942482097	233.2731446180637	59.86952480185525
44x28	167.99967261872874	118.7412733635612	99.53436592453868
44x30	270.04033032123215	83.39412449327617	9.109335870413293
44x32	331.6960355506227	166.6345102312244	77.05491548240123
44x34	293.296454121082	263.7267714889788	94.05110313016013
44x36	304.97504815968125	165.42605598877108	140.5908247361829
44x38	358.5460779314144	119.50267779426534	41.34839779241745
44x40	256.26427765102153	175.4040478438286	73.56208262413485
44x42	166.6664333331698	281.80081618050735	199.6960189888623
44x44	155.0518945385706	400.0021124944219	327.3192478300048
44x46	218.08780341871494	519.683259303203	451.8305987867579
45x17	611.4724932488788	378.7241872392098	85.09529951765845
45x19	497.0975759345442	331.12293789467395	0.4472135954997546
45x21	383.1797619916793	334.06066814277943	19.082190649923074
45x23	279.2740947528073	375.38089988703484	0.14142135623734164
45x25	204.69745968135533	314.57058031545165	0.8062257748295729
45x27	194.3617503522749	209.05331855773045	58.541352905446495
45x29	253.41296336217718	139.45798650489698	39.10920607734182
45x31	323.531080423504	159.72839447011322	32.03061035946724
45x33	251.00049800747408	252.39502768477828	129.49227776203492
45x35	233.03664947814525	250.96430025005543	168.1097260719917
45x37	278.59235452538894	187.18146275740023	125.87811565160953
45x39	286.07698264627993	191.1351354408709	75.92127501563726
45x41	170.5974501567943	261.42014076960504	157.5261565582049
45x43	93.43072299837968	363.1695196461293	274.3598002623566
45x45	130.46305990585967	476.5520013597678	395.7757066824593
46x18	577.4989264059285	402.4631784399662	65.7891328412224
46x20	464.5447879376111	383.9003256054885	52.182947406217
46x22	363.12313338590803	400.7360852231803	70.2482028239869
46x24	279.3521970559745	395.0580337115041	0.2236067977497756
46x26	243.18178385726208	293.34583685472694	15.99312352231444
46x28	264.02054844273033	212.57057651518969	115.06976144930513
46x30	333.78922990414173	188.90169401040336	0.2236067977497756
46x32	239.94374340665772	241.60298011407062	63.56099432828282
46x34	179.6201547711168	336.36081817001246	189.38743358523053
46x36	199.47242917255508	261.64145313768614	158.6544988331563
46x38	274.2871670348433	231.7007768653358	64.68423300928862
46x40	208.78050675290507	266.1242191158111	91.14658523499382
46x42	89.59849329090294	344.2116935840503	205.64311318398185
46x44	50.901571684968715	445.44805533305487	329.9175199955289
47x19	549.3618570669063	442.9463285771766	94.40047669371177
47x21	446.90756314924903	443.5008117241727	120.59921226940095
47x23	365.6676633228595	460.5145383155671	1.0198039027185213
47x25	311.0640127047811	352.18747848269646	46.844636832833125
47x27	305.45705099080624	262.42905708019447	92.24754739287116
47x29	346.2358877990554	213.42279634565747	62.12318407808779
47x31	251.39103007068454	225.3150017198142	0.4999999999998181
47x33	154.03807970758362	293.92742301459384	121.97594025052675
47x35	124.53513560437472	341.6313802916822	195.63486396856774
47x37	188.65693732274977	295.1569751843926	72.8068678079203
47x39	265.003698087404	298.3279403609394	4.664761515876053
47x41	136.20719511097772	348.08303607041853	129.21919362076224
47x43	5.941380311004797	431.7625504834808	259.28150724646787
48x20	533.7539227022132	495.10004039587835	161.55200401109272
48x22	449.620128552982	496.4081586759025	59.54376541670839
48x24	386.90342464237796	377.8934505915654	24.467529503405373
48x26	360.4931760796591	263.4804167295929	131.38770870975733
48x28	372.6713968095757	181.83445768060548	142.751427313355
48x30	285.74201651139794	156.00032051249104	53.54717546239038
48x32	166.23047253737798	207.93886120684576	75.18623544240008
48x34	69.02180814785972	309.510920647398	197.62846454901185
48x36	105.75764747761748	364.6742107690096	128.49466915012442
48x38	212.83932907242513	345.73194819108085	13.30338302838765
48x40	205.1861837453971	370.5182451647964	79.07445858176997
48x42	85.86995982297881	430.54831320073754	198.9252372123762
48x44	63.370418966581255	512.2720078239687	322.19684976734334
49x19	619.3366209098249	557.2708946284564	209.80002383221998
49x21	532.1794058397976	541.2041389346535	126.99732280642759
49x23	464.4927125370216	417.1048788973821	27.692598289073796
49x25	423.5074143388757	293.8559681204381	112.21555150691029
49x27	420.6521246826174	180.38295374009132	197.55609330010586
49x29	338.6463937501769	101.07512057870589	138.98266078903524
49x31	210.90872433353698	122.02167840183171	94.03876860104029
49x33	85.79329810655366	222.62724451423267	159.32950134862045
49x35	17.414074767267998	341.05461439482093	209.50238662125068
49x37	131.83209017534418	409.8108100087163	94.94682722450482
49x39	258.7116734900072	410.6065391588402	60.34509093538621
49x41	170.82412007676194	450.2806680282869	165.31811757941148
49x43	104.5966060634859	515.122364103909	277.04485196444296
50x20	619.0476556776547	600.7856522920632	211.53392162960532
50x22	547.9256336401866	471.89670479883625	111.74300872985299
50x24	495.60255245508995	346.5820104967942	99.04791769643636
50x26	474.9005158978036	220.89024423907907	194.53662894169827
50x28	403.98544528237653	98.78886576937694	223.70838160426644
50x30	274.54655342946853	40.90244491469881	161.0577846612827
50x32	150.87229699318573	138.034234883959	165.70048279953818
50x34	35.71134273588734	261.3482351193519	244.86914873050094
50x36	70.76793059006334	384.8777728058611	185.67848556039016
50x38	195.10658625479593	465.30009671178897	109.39369268838138
50x40	259.54594968906764	482.824295163365	146.73411327976893
50x42	180.96635046328393	531.1692950463162	247.16476286072844
50x44	170.05249189588503	598.2560070738949	355.7595395769453
51x21	627.3939830760256	533.0000093808629	194.63147227516959
51x23	573.318933927705	405.60399406317475	144.99931034318766
51x25	538.8450612189002	277.8006479474085	185.35587392904526
51x27	475.09646388917685	150.10213189691868	282.1255926001753
51x29	348.2896782851883	19.942417105255696	240.12767437344684
51x31	226.4185725597615	64.23994084679725	207.40870280680133
51x33	121.76904368516642	189.72532777676287	246.37796167677033
51x35	85.17663999008215	318.52387665605227	269.54528376508483
51x37	155.7664919037471	446.8789545279573	181.8004400434721
51x39	271.47836009523854	527.2176969715641	169.05768246370823
51x41	263.6235194363355	557.1085711062073	230.89945863946937
51x43	223.98522272685784	613.2103880398639	331.3152275401785
52x22	650.5990624032595	473.15530220002825	213.99799064477244
52x24	608.8352568634639	343.8574850137771	210.59290111492376
52x30	311.784941907078	35.58159636666163	274.70247541658625
52x32	208.17915361534168	133.084033602833	276.4162802730693
52x34	145.34128800860407	258.89590572274426	330.0858827638651
52x36	160.10808849024482	384.7877336922269	268.36542251191764
52x38	243.06001316547332	511.2032570318778	224.04278609229988
52x40	346.4772431199487	594.7435413688831	243.84724726762894
52x42	289.35251856515805	635.5154443441957	319.612390247938
53x23	680.7670453246106	422.04048384011685	258.72064084645467
53x25	626.1838148658906	298.74666525335465	286.0981824479143
53x31	293.6399155428296	117.40017035762777	326.80055079512965
53x33	219.58711255444842	218.04242706409227	352.5429051902761
53x35	199.3781582821951	334.0859919242352	351.8497548670454
53x37	242.32088230278484	457.7682929168427	293.21222689376367
54x34	261.7437869367677	299.92900826695643	430.1302244669631
54x36	269.6031342547786	413.48524762075874	371.5863964140778
