	dist_type_central	dist_type_parasite	dist_type_portal
28x34	713.5370487928427	202.15766124488047	151.1546228204751
28x36	621.0295001044634	72.51923882667285	116.19569699433818
28x38	548.4422759051308	49.14804167004044	103.6075769430019
28x40	493.19667476575705	117.9777945208334	12.75774274705356
28x42	440.46493617540085	87.4057206365808	0.40000000000009095
28x44	364.39419589230573	169.4258835007217	104.47358517826387
28x46	289.4984628629312	225.91051325690893	0.40000000000009095
28x48	236.00648296180333	166.97742362367427	47.12812323867796
28x50	234.21959781367568	179.71538609701753	145.82873516560483
28x52	287.1384683388835	62.83709095749102	269.3557127665942
28x54	377.18804328875564	33.29894893236158	397.4745526445691
29x17	919.5262802117184	514.6037116072908	768.4856407246655
29x21	784.7979676324344	413.53845044928977	521.040929294427
29x23	731.5728330111773	403.09230952723465	392.07908640987205
29x25	706.4474856633009	344.4811315587543	273.3595617497219
29x27	705.451011764814	327.90506247998036	169.01103514267945
29x29	721.8807172933763	354.48493621027086	122.60004078302784
29x31	751.0345131883089	323.7555250493803	97.84089124696276
29x33	728.1156844897653	276.7349815256464	124.82888287571956
29x35	635.2971981679123	160.55319990582547	203.71777045707125
29x37	535.6578385499458	77.27561064139196	149.6473187197152
29x39	470.71624148737385	128.78268517157142	52.61349636737676
29x41	419.6738257265991	144.31812083033788	17.638594048279728
29x43	409.9362023534879	166.11348530447515	67.17804700942128
29x45	369.5420138495757	241.37129075347778	72.48517089722544
29x47	309.80033892815544	140.90510991443853	0.5
29x49	286.4002793294728	109.02990415477761	68.95447773712775
29x51	308.93813296516225	138.287996586833	192.8055237797925
29x53	369.0801674433352	21.418916872708788	328.0356230655449
30x22	697.0120945866004	347.1090030523552	462.1041657462093
30x24	658.1130981829791	317.3030885446907	357.2943464428174
30x26	645.7789869607092	272.8136726778918	251.3899361549703
30x28	653.3911539039996	279.5299626158169	188.22327167489146
30x30	682.2036352878806	336.02380868027774	163.32176829804436
30x32	735.1365859484887	343.35200596472447	150.0133327407938
30x34	640.6819023509245	233.33602379401262	211.12389727361554
30x36	541.9465010496884	148.6553396282824	214.48172416315566
30x38	454.1086323777603	136.97025224478503	93.55239173853315
30x40	390.17740836701415	210.1442599739525	0.6403124237430576
30x42	359.725242372564	192.71183149978114	62.98769721143979
30x44	372.81268755234174	249.93299101959332	146.51177427087538
30x46	379.3373828137693	156.36511759340658	49.16146865178066
30x48	348.5880663476593	56.54591055063117	30.689411854905373
30x50	346.2771289011162	94.18306641854461	142.46350409841838
30x52	387.21663187420086	104.42854016024552	270.6934059041709
30x54	458.7519809221539	87.24093076073892	397.6141094076016
31x23	618.6058033998711	292.2183088035382	439.36310723591697
31x25	595.4991603688455	239.7524765252697	337.64367312301295
31x27	587.1028019009958	209.46145230089465	266.4441780185861
31x29	612.1354425288572	255.2771043395783	231.57374635307877
31x31	653.8721969926537	340.47562320965056	206.87689576170692
31x33	656.1455021563432	321.9383791970134	225.73196494958364
31x35	553.9963267026233	230.06679464885843	285.963511658393
31x37	456.19426782895897	185.69709206123835	160.40701356237517
31x39	369.8867123863735	217.39498614273538	38.89190147061468
31x41	314.43881757823686	247.97050227799303	82.53829414278009
31x43	303.4601291767994	264.94952349457094	143.88206976548577
31x45	344.1117986933897	174.045769842303	123.123230951758
31x47	413.1850069883953	75.51589236710355	50.30357840154087
31x49	402.4170100778545	12.57179382586294	119.4924683819029
31x51	419.02439069820275	135.2724657866488	223.47089295924002
31x53	468.37989922711273	135.27279844817303	344.86798923646165
32x22	591.6253628775559	229.40002179598815	525.0653007007796
32x24	549.2631427649225	228.55108838069415	425.396285832399
32x26	529.3206306200428	158.93246993613337	345.92185533730026
32x28	541.9435394946598	174.1453415971843	298.58231695798736
32x30	576.3039822871258	255.3849643185753	271.8883594418858
32x32	638.9614698868781	363.8543115039314	260.6997506711505
32x34	571.0130033545641	314.3960082443795	306.3502080952455
32x36	466.9105374694381	252.24006422454016	234.57035192027132
32x38	368.21614576224084	248.93479065811616	126.99421246655298
32x40	284.2710150542961	303.39645680198737	93.43452252781123
32x42	246.66529954576086	304.9897867142441	166.59102616887895
32x44	266.82597324848246	220.3907892812217	165.69278801444523
32x46	331.59470743665383	93.56735541843621	45.743305521135895
32x48	423.6539153601678	7.323933369440378	67.20000000000027
32x50	464.7354193516999	72.92468717793734	192.50041558396697
32x52	489.8916002545872	199.9474430944295	304.9953770141446
33x23	513.8553201047935	184.69621003149985	495.0839221788562
33x25	478.7914995068311	144.83542384375428	432.4623683050354
33x27	473.62479875952414	96.23746671645067	372.49812080062924
33x29	498.53112239859195	168.98189252106278	347.0272035446214
33x31	553.3299648491844	280.2481935713412	320.4597478623488
33x33	604.3990486425338	399.88974730542924	333.2092585748482
33x35	489.4647076143484	329.6745364749908	318.1963230460086
33x37	380.98601024184586	300.79351721737646	211.730819674416
33x39	281.44521669411967	324.2875421597321	150.05002499166736
33x41	203.78248207341062	365.71149831527055	173.08986105488694
33x43	186.25533549404668	285.9175580477699	208.87568072899208
33x45	246.27062350187055	159.7586304397978	88.51903750041532
33x47	342.9389595831889	38.26133818882967	9.2048900047749
33x49	453.38641355911835	64.08151059393036	134.85933412263316
33x51	529.368265010286	157.2302769825203	261.6619192775288
34x24	439.27409438754717	168.3624958237433	435.4599063059649
34x26	417.20888053827406	62.44237343343041	370.9003235372003
34x28	426.9206600763191	79.46854723725608	316.48894135498637
34x30	471.4802753032197	197.00418777274777	305.2055864495272
34x32	543.0792667741977	323.6687967660771	322.1106797360186
34x34	533.1320661899822	412.0931933434477	281.67072975373173
34x36	415.8403780298396	367.1958877765382	288.38935486595193
34x38	300.74075214376916	360.8171281965422	223.61797781037194
34x40	201.50444163839148	398.206027076437	204.32141346417907
34x42	132.93494649639712	369.3130108728907	249.56061387967472
34x44	160.7563373556388	241.83713527909634	134.0843018402971
34x46	248.28477601335132	133.2603842107623	22.80197359879156
34x48	363.522117621473	68.20065982085538	68.02007056744378
34x50	481.0423058318261	135.80022091292824	190.76189346931983
34x52	596.2704923103274	233.03068467478718	319.052503516271
35x17	690.2918223476211	292.79788250600416	488.7080928325207
35x19	584.8253927455611	192.21326697187152	421.2395280597487
35x21	489.14174837157367	83.46046968475545	387.0297792160183
35x23	413.4453410065227	78.61838207442321	380.9284053467264
35x25	370.5987587674843	104.84293013837409	368.2616461159103
35x27	360.4505652651966	0.6403124237430576	287.99689234434425
35x29	393.84253198454843	125.30099760177508	249.7245282306085
35x31	455.4031181272258	253.03161857759991	257.73047937719747
35x33	544.9859631219873	377.300013252054	247.27333054739228
35x35	457.7167792423604	404.1153919365107	220.42470369720326
35x37	333.61630655589937	365.4411580542071	262.7961947974135
35x39	218.25530921377344	364.4582006211411	263.10260355990414
35x41	114.57281527482829	408.3573557559604	273.2898278385058
35x43	83.84157679814916	320.26865285257014	187.000026737966
35x45	160.85524548487695	221.92568575989569	65.6171471492017
35x47	285.96003217232993	135.52689769931297	34.198537980445984
35x49	406.8792449855365	139.45508237421873	145.4878689100921
35x51	536.1708776127253	225.70513950727846	269.84552988700784
36x16	718.5165342565193	300.4576675673296	488.4383379711301
36x18	601.9402794297786	204.50354520154403	400.85870328583354
36x20	500.1864652307177	114.72793905583765	345.32086528328983
36x22	405.18002171874144	2.2022715545543488	324.27773589933656
36x24	336.0869232802727	106.80833300824433	322.1540314818362
36x26	300.86930717505874	72.0773195950018	279.16579303345867
36x28	317.61273589073846	83.46406412342999	208.68600815579356
36x30	368.5339197414531	196.2193925176612	186.496782814074
36x32	458.0843262981173	322.6351654733256	228.5787610431026
36x34	508.49673548607933	383.6737285767683	162.59375756774887
36x36	375.73248462170505	320.20071830025574	180.29669991433542
36x38	256.2164709771795	306.2288033480846	262.32819139391006
36x40	133.18888842542353	328.0168898090462	293.2720238959045
36x42	29.28566202085909	391.0171991102182	257.18602217072356
36x44	84.27051678968188	302.8648543492623	128.5500680668817
36x46	208.31814611310304	218.2774610444239	28.334607814473262
36x48	335.852542047846	183.20133733136365	114.44007165324602
36x50	461.88012514071227	221.23121389171104	227.85576578177697
37x17	632.8981592641898	212.07894756434428	399.3415580677771
37x19	516.3588771387589	117.39544284170474	313.5992506368596
37x21	407.5382804105644	22.132555207205325	269.84152756757055
37x23	317.8913021773321	56.03463214834216	268.2504054050988
37x25	255.67841129043313	158.2347938981816	272.1992836140461
37x27	247.00414976271142	107.4860456059298	196.78884622864152
37x29	287.4803123693863	173.74156094613664	129.3967928505182
37x31	375.9591068188135	277.2927153749265	157.21402609182172
37x33	479.8530608425876	374.92580599366596	148.32855423012785
37x35	442.90018062764403	303.7212043964001	104.69465124828484
37x37	314.30014317527736	249.83550588337087	172.9964739525058
37x39	186.11816139216495	255.3534217511094	215.59167423627466
37x41	54.30147327651405	307.5016260119612	284.46976992292184
37x43	21.13220291403657	385.1230582554099	206.74808342521553
37x45	143.48972088620158	298.9469852666189	105.10803965444327
37x47	269.1720825048545	248.59929605692764	101.92453090399798
37x49	396.2846577903316	253.78953879149574	197.595369378941
38x16	665.9200027030272	242.04018261437488	402.3394710937515
38x18	551.612409215021	127.8594931946782	312.8863212094768
38x20	436.79736720818266	49.00959089810873	238.76754385803764
38x22	322.1279869865391	48.22488983916934	208.2062439025302
38x24	233.00858353288172	141.9084211736571	205.88346218188573
38x26	186.7033208060315	172.9471884709319	205.9901211223487
38x28	207.43560446557854	183.26682733108063	104.89485211391415
38x30	291.20782956507196	248.12416246709998	75.07462953621523
38x32	399.52697030363305	292.1359272667434	136.0154402999893
38x34	498.866274666869	297.47967997831375	57.645121215936314
38x36	372.9377964218695	214.3203210150636	94.80611794604836
38x38	249.3553287980826	184.48219426275247	140.91728070041643
38x40	125.86341803717224	226.49061790723238	201.95048898182932
38x42	8.67294644281908	313.8923700888571	289.66604909792227
38x44	99.293202184238	382.9066988183938	189.47807260999906
38x46	213.83591840474347	321.03987291300746	143.40502083260554
38x48	331.01814149680666	301.69323824043556	194.13039432299135
39x17	594.4466081995924	176.40002834466878	326.9675366148752
39x19	470.45050749255205	48.200414935973136	225.16056493089522
39x21	352.05762312439686	43.79920090595265	158.9948741312118
39x23	233.56534417588568	138.09840694229618	149.89853234771834
39x25	142.92938816072777	235.2207686408665	164.4937992752311
39x27	130.46018549733864	226.71625437978636	124.86416619671145
39x29	209.0315048025058	194.36710112567908	19.14079413190569
39x31	315.8972617798389	208.385892036865	85.6695978746255
39x33	431.9393475940809	284.7876401812411	61.09173430178542
39x35	446.7942031853144	207.87173930094482	10.346980235798233
39x37	328.37725256174457	136.68511257631513	89.09332185972173
39x39	198.56074637248926	146.3460624683832	117.65615156038358
39x41	88.6433866681549	228.00142543414057	220.82266640904416
39x43	18.174707700538313	346.17787335414744	271.8682033633209
39x45	131.05266117099666	398.351101416828	209.420151847906
39x47	251.1235552472131	366.8776907908138	217.5114709618783
40x16	641.5520010100505	241.8809004448263	297.82137263802935
40x18	524.4505887116534	127.50066666492367	245.77717550659565
40x20	396.9626808655946	38.93289097922227	141.20966680790647
