	dist_type_ROI	dist_type_ambigious	dist_type_central	dist_type_parasite	dist_type_portal
15x51	509.0797972813301	645.8600777258184	882.1605522805925	322.64134886898796	383.1759908971332
15x53	603.096625757432	748.5997194763032	873.3001431352224	361.4193409323856	345.18044556434535
16x50	423.68220401617066	560.0219727832115	837.4775280567235	262.90570552956814	370.02676930189784
16x52	521.7535529347165	668.1851315316736	818.9281836644773	285.4697356989002	304.0917131393092
17x45	263.1699260933893	318.5297631305433	804.0380650193124	383.78120068601584	485.0880435549819
17x47	275.848527275387	383.0195947990128	850.4609397262168	291.15015026614697	451.1033251927987
17x49	337.95385779718515	473.79722455919904	798.5084908753319	218.3231778808654	372.7334302152142
17x51	430.7485577456995	577.8905778778542	769.0262154179139	209.37411492350236	285.96908923867943
17x53	539.753990258525	691.7159604924553	758.9001054157259	265.51190180479665	232.03312263554082
17x55	652.6673961521292	806.6189496906209	769.7161359878069	358.031185792523	242.3104001069703
18x44	227.7157218990378	254.09260123033883	741.092065805592	406.8354089800933	466.97392860843934
18x46	211.66579789847947	306.99838761791557	779.3957980384548	296.5602974101556	412.2977201004147
18x48	259.2433605707195	394.0930347011987	770.2418581199022	201.2474099212208	385.9830566229556
18x50	349.9608692411195	497.9208872903405	731.5694157084479	154.19212042124582	291.39974262171194
18x52	459.66832607870674	612.6029464506356	708.1379597225387	185.5526070956699	204.20570511129188
18x54	576.5374749311618	731.0793800949388	710.1272139553588	278.3836561294502	177.2891987685656
18x56	698.042821036074	853.063760805721	737.9055359597189	392.23281351768645	233.84819862466347
19x45	155.65619165327135	224.14827681693194	703.4191140422613	326.15586764613005	385.5604362483265
19x47	176.60682319774622	307.4966178675792	753.1383471846323	212.8740707554585	341.2971872137242
19x49	267.8362559475471	417.39748441982726	697.4389292260648	121.67933267404112	304.7954395984296
19x51	376.023669467761	530.0492429954032	661.2382324094697	104.51028657505428	205.69686434168102
19x53	497.52283364685894	652.5618514746324	649.1044368974841	194.02672496334108	125.21249937606058
19x55	618.9003554692794	774.3367807356179	663.2073959177476	309.5510458712749	145.97893683679172
20x42	217.19937845214923	144.18588696540297	604.7458722471778	497.1846437692941	452.66695262632095
20x44	122.9540564601264	142.9506907993101	628.4072723958562	371.60045748088083	372.6774745004048
20x46	97.80986657796849	223.82129031886151	674.1644977303389	244.1183524440549	302.07113400654464
20x48	178.83525938695664	330.85200619007907	669.5851327501229	126.83552341516916	275.9000724900229
20x50	294.98084683585824	449.99611109430725	617.4415761835284	37.13892836364541	220.7398921808197
20x52	418.15601155549604	573.6223932170014	594.0608133852963	109.02866595533499	119.25875229935934
20x54	547.1498971945439	702.4810388900187	598.7737552698848	235.9139885636288	67.91325349296692
21x41	260.468577759391	145.4726091056318	546.0709477714411	484.2049979089435	458.4337247629147
21x43	134.95039829507724	74.401680088557	558.2680449389879	429.5637438145822	369.4761291342107
21x45	43.39976958464175	138.17213901507077	596.4863284267294	302.76978052639254	288.42735653886916
