	dist_type_ambigious	dist_type_central	dist_type_parasite	dist_type_portal
12x28	785.4954864287889	330.55123536299175	502.84132606618545	794.6809920968286
12x30	736.4067506480368	386.9236906678111	494.51792930084946	838.1529111087069
13x27	715.5687038992132	258.3398730355033	450.03205441390503	716.0799466540032
13x29	707.3443690310964	305.4837088945988	438.79814995052106	773.273856017388
13x31	665.6876796216076	386.90480327853265	448.04817464196867	789.9318241468691
14x26	636.979766397646	199.13468507520204	373.3686955276243	641.8926567581217
14x28	687.6767743642357	224.25027536214984	394.12026844606686	691.6042119594126
14x30	632.7769404774481	299.54080923974277	383.2954166175222	726.9066352703074
14x32	598.2781242866897	400.63099480694206	409.77368631965606	746.6884182843603
14x34	588.6335226607468	513.6800015573897	466.4213374192908	786.0800366374915
15x25	558.8830879531068	158.65391895569414	299.4966210159975	569.0293718253919
15x27	610.5789567287756	147.2977338590108	349.0127539216869	610.6523580565295
15x29	607.3938517963446	213.3207237940095	326.19173993220613	667.4404326979301
15x31	558.2699920289463	316.834758194236	337.1161580227205	678.0755002210298
15x33	532.5210985491559	432.4147088155073	383.674550107249	709.1989286511929
15x35	536.4991351344379	538.31585709507	460.8618469780287	761.801760302508
16x26	532.5908726217527	84.7277852891246	267.26151537398727	532.8068295358084
16x28	577.9946646812581	127.15845390692665	284.24797694970493	591.5618246641681
16x30	527.941256201862	233.29717100727999	269.0356296106522	612.5004244896489
16x32	486.3299377994324	353.75325920760093	303.9677752657343	636.0427724610978
16x34	473.8679394092831	474.319495698838	375.5112568219495	681.682465668584
16x36	494.3217713190469	497.8519595221054	471.87135280709754	746.6982881994576
16x38	544.8338792696356	550.819567553659	579.7845427398009	810.5911645213015
17x25	454.28190807030825	51.780034762444664	190.27068087332842	459.1343724880549
17x27	503.40777785012415	41.04961388368953	259.18454969384265	508.5482777475507
17x29	509.3476977468335	154.58239615169677	212.8069481948367	553.1601912647003
17x31	449.67145517588705	280.025673108735	226.87507046830854	565.2714547896434
17x33	419.334803707014	406.6435264454608	290.74620822978943	603.5273627599663
17x35	423.19868856129483	425.52650916247256	386.52628629887516	663.3078696955131
17x37	465.3000150440574	470.6928765129127	497.6084645582309	741.2740276038276
17x39	532.9662912417632	540.7902621164698	593.532532890995	766.438091172405
18x24	383.1726608201581	34.53705256677218	125.2279840930132	394.4782478160233
18x26	435.3259394982107	0.48332183894405834	182.26440574067098	435.2998892717523
18x28	479.1121342650381	93.49009145358673	181.3746321843271	503.45891312002794
18x30	427.3016419345943	220.6527887881771	161.51251716198357	504.2171488555304
18x32	375.90712150742746	348.38393189123974	212.7306371917311	532.0957094358117
18x34	364.3548407802481	365.15099616460026	309.08453536209163	588.0862606795027
18x36	391.6433939184985	396.2787756113115	421.6764494253862	661.9455476094695
18x38	455.7937305404715	463.1192554839411	516.0148493987358	702.1206483219247
18x40	536.9495268644904	551.4484875307938	602.3497940565766	735.2437380896215
18x42	524.6924356230037	629.1809533035785	564.1347994938797	787.9643088363838
19x23	305.72857635490993	61.670433758811704	78.56642030791514	329.8964116203751
19x25	356.24099034221194	0.2884441020372352	96.48918695895416	356.407075126182
19x27	399.8173107808112	66.70503729104757	181.06021650268698	420.8274729624955
19x29	418.33492849629454	171.64717416840878	103.59455777211453	443.10011554952223
19x31	346.00182427264735	293.05095529617387	129.97762268944615	459.4949644990683
19x33	307.55401541843	307.44539742855136	224.80309695375624	506.2397380688322
19x35	316.32612348650554	319.66278544741476	341.1225826590788	576.701635510079
19x37	371.7097039357459	378.6161433430961	431.74157084997023	637.1314338501905
19x39	451.75928811702386	466.0491115751646	516.964654884645	661.453168712646
19x41	486.16079521080235	568.3907800096691	553.1730279035662	707.8258816969043
19x43	460.23342816444773	570.1828552315476	484.09983309230734	772.721455894684
19x45	465.48015854599015	584.5937546707116	439.71861229654587	850.4734552001023
19x47	506.47438355755	628.5565537006199	433.5803284283088	940.7030037158383
19x49	572.840638223232	694.0802236053117	461.8626168028755	1040.7214213227282
20x24	278.96601154979425	0.524976189936431	13.402820598664936	282.57026665946285
20x26	327.87168526727027	68.74010474242834	128.43364823908107	337.7308425358868
20x28	377.6899813338978	150.46475334775238	96.91853279946012	389.66863101871587
20x30	333.3699182589813	230.40751376636993	50.27745419171489	390.578625119194
20x32	268.183414848868	268.3200029815146	142.27840313975952	427.63024214851765
20x34	249.8370068664767	251.005278828952	264.20228992194603	492.9600896624391
20x36	288.1295465584881	294.40583486065617	347.7133238747114	576.2650740761579
20x38	365.4585689240304	379.504473754922	430.4152943379224	589.4966374798081
20x40	459.64546554926415	483.51648782642377	531.0411603633002	628.7723864801952
20x42	412.2813369532995	514.7728244575466	468.0087828235705	688.8588685645269
20x44	401.3351198188366	516.9642912232913	404.15853127207384	766.102159245097
20x46	428.8167893168362	550.4624953618547	375.76843773792376	855.0088179662242
20x48	490.540000407714	612.1178089224329	389.21733260480573	956.2836671197518
20x50	569.5494710734092	688.0321213431829	436.6263849104863	1059.3524437126675
21x23	198.9519308777878	70.66251339996322	48.85315547638644	215.50691589830717
21x25	253.97628235723116	73.85114758756295	71.78322923914753	253.7600283732645
21x27	294.52737258190444	154.70207884834642	137.9378599225029	338.4669159607774
21x31	248.51450259491884	213.89235142940495	65.51715805802348	349.2840935399149
21x33	194.75079666075808	194.57469722448482	185.35445179439316	408.69591727835996
21x35	208.00895461493977	213.10627677288176	266.35075595913014	492.85694192128443
21x37	280.34612321200404	293.9722245383059	344.88552999509875	522.8929802550423
21x39	377.1842653133878	399.70955705361877	446.3647947587266	551.8636153978626
21x41	379.25106090820617	469.77314440057125	468.4412526667564	606.0303682159831
21x43	344.661281260312	454.2918432021423	383.69857805313785	680.7190894928684
21x45	352.5574409936624	472.9670910327691	327.4291208796183	768.1260763702792
21x47	405.33372127174385	527.3172343096702	319.2279210846066	868.408513085863
21x49	484.11048408395345	603.0219903121276	356.2435133444535	974.5578693951425
21x51	576.5539697200946	672.2420992469897	426.42124712542153	1083.768776077259
22x22	119.98600085009922	144.25408278450914	41.87266889033943	164.651633456823
22x24	170.10319808868934	110.04080152379885	88.77757599754611	170.14211118944036
22x26	214.2250975026035	142.69419189301283	160.45545300799233	252.92922409243263
22x28	286.6475920010493	98.97980602122807	81.65489575034658	272.63132982106043
22x30	249.23497748109116	128.5794462579459	39.43544091296554	273.9853171248416
22x32	159.1300160246331	160.83843446141844	102.17202161061492	324.57893030817615
22x34	132.0226601761983	134.48829986285028	186.3340623718592	406.3563249169378
22x36	194.0587230711366	207.71246471986242	258.33557246341456	458.85490953023503
22x38	293.7393572540119	318.580366626696	363.5156805421191	476.19799453588627
22x40	357.5929630180099	432.3124879066066	477.61499892695963	523.9424464576241
22x42	297.61361931202015	397.11382045957566	377.2021558793111	595.6767801417142
22x44	283.93622452938257	401.1195078776398	296.7074309821037	683.6710755911795
22x46	322.627734083727	444.74039034025236	258.2715137215097	783.3021988989947
22x48	397.9828539020242	517.1240006033369	275.8528448285426	890.7264855161768
22x50	491.32998320884116	598.3118855580256	340.8566742782075	1001.6718586443369
22x52	596.334991091417	636.8933204234444	432.9572514694728	1116.4801393665723
23x21	50.840806445217055	66.68723715974468	65.88070734289359	154.6128959692562
23x23	94.35254739539361	153.4277784496667	42.90598093506316	97.36592422403227
23x25	143.15255079809072	142.42167250808407	162.65267535457286	166.98327101838672
23x27	199.13255183419923	61.88031350922511	167.9806334075448	231.5994240061921
23x29	281.3488603140234	43.31906277841206	91.19836182739249	209.56016129026045
23x31	164.33730312987367	150.32268358434789	27.23801020632733	242.23127213470997
23x33	78.4526812798641	78.63296509734283	110.37727664696197	320.26280333501086
