	dist_type_4	dist_type_ambigious	dist_type_parasite	dist_type_portal
49x35	453.6342689876946	453.6922415029819	362.4428920533553	388.5195619270672
49x37	581.6813646662582	581.7269204704218	308.98124538554106	377.972763569017
49x39	710.0798335398637	710.1172931283961	301.3820996675152	406.99775183654293
49x41	783.8643377523945	784.2127900002652	277.47666568560317	465.1104169979427
49x43	747.8882937979442	748.4643612090025	234.42120211277833	536.6504448894088
50x16	56.4003546088143	56.85068161420758	345.3056616969956	101.78899744078434
50x18	49.1114039709718	49.43005158807731	218.05808859109075	12.301625908797767
50x20	118.53008057029231	118.56382247549202	93.86255909573308	83.18040634668745
50x22	74.74068503833772	75.08242137810953	16.74425274534558	208.88123419780933
50x24	29.083328557783865	29.295733477760994	129.05130762607578	337.584419071734
50x26	43.25101154886421	43.311084031688544	254.94165999302686	331.3509468826068
50x28	18.97472002428509	19.241621553289296	382.9527908241435	280.13004123085403
50x30	135.4386207844721	135.63487752049633	413.1469714278447	279.15805558858625
50x32	259.99055752084536	260.09938485125264	459.0031481373523	327.3250525089702
50x34	387.7268755193535	387.80088963281173	449.4090898057137	407.93005527908866
50x36	516.1119742846508	516.165448281847	385.8193489186361	437.17224294321375
50x38	645.8116211404068	645.8559049819087	359.36506508006624	446.51298973266205
50x40	771.4528177406576	771.4913155700459	364.54224720874276	487.6823248796293
50x42	820.6019071389003	821.0445115826549	305.30982624213084	547.9068260206293
51x15	95.16522474097343	96.09380833331552	416.3282599103741	180.22436017364583
51x17	6.912307863514018	0.424264068712025	292.92555368216	84.03201770753826
51x19	31.931958912662957	31.891221362625732	176.1835690409296	78.01442174367526
51x21	83.81932951294702	84.1039832588207	82.64550804490231	165.25882729827197
51x23	80.03055666431415	80.15166872872952	100.90535169157296	283.75603958330134
51x25	47.54082456163317	48.34800926615266	207.89980759971868	281.8767993290684
51x27	52.30000000000018	53.30000000000018	329.1970382612821	318.89761679887147
51x29	105.14680213872431	105.85579814067835	453.84297945434844	331.4001357875402
51x31	212.64604393216467	212.7692176984258	487.3704340642753	352.657255703041
51x33	332.4955488423868	332.7519947348175	528.2013725843584	409.51323543934467
51x35	461.8640167841614	462.0499648306448	464.17127226919166	495.94956396795044
51x37	586.1350356359875	586.2778181033292	421.62907869358366	492.89682490354943
51x39	712.7108810731042	712.8311160436255	417.806175157812	517.3037792245484
51x41	838.830477510206	838.9337101344779	382.8289043423971	567.1659104706491
52x16	69.15099420832676	69.46265183535714	372.5010872467356	167.5800107411385
52x18	27.72002886001424	26.600751869073537	259.82802004402845	126.60015797778489
52x20	4.939635614091286	4.604345773288446	165.6097823197652	157.4445934289267
52x22	105.80472579237656	106.2800075272861	130.18463811064672	250.08326613350212
52x24	92.28786485773722	92.53458812789934	186.4769422743736	225.3092319457859
52x26	7.5026661927611755	7.9177016867271535	293.39408651164064	242.3247614256535
52x28	120.10412149464334	120.73856053473574	409.032272565381	289.38071808605343
52x30	191.4167443041493	192.12123776407458	526.8904724893024	368.2164716576375
52x32	295.89417027038576	295.9627679286704	563.9884395978344	430.06250708472606
52x34	413.1338887092174	413.3920778147545	544.70708642352	494.72215434524463
52x36	533.4838891662994	533.7518711910998	495.17497917402886	552.4218134722777
52x38	657.6030413554973	657.8203098111217	473.7051403563192	558.3779723448984
52x40	782.6815508238332	782.8642347176174	461.8110111290114	591.5033474123372
53x17	92.4074131225413	92.75521548678554	345.02772352377707	192.79400924302615
53x19	25.045957757690378	25.037971163814603	250.83879285309942	191.22369100088028
53x21	49.53725870493858	49.6662863520116	196.50837132295433	247.48886843654222
53x23	167.88296518706136	168.02288534601487	201.30447088924782	189.64411406632152
53x25	71.37765756873813	71.43087567711906	275.5706261559824	167.1106519644989
53x27	89.6770316190273	90.32037422420272	374.5265945163308	209.43965718077362
53x29	197.5916243164171	197.97739769983875	488.071767263791	284.1025343075981
53x31	277.7398963058784	278.3965696627746	597.4081100889075	384.19532792578303
53x33	377.9318060179642	378.1130122066684	627.4359329843965	490.5719621013823
53x35	493.59283827867705	493.70668417593885	569.0986645565072	578.7696346561387
53x37	612.2170285119487	612.5147263535794	536.5279955417052	609.005164181717
53x39	735.3633999595033	735.6357318673423	532.0672231964681	627.9021659462566
54x16	175.0319399424003	175.21238540696837	432.34220242766025	270.78216337122365
54x18	112.71361940777156	112.71716816882856	338.0206502567557	244.00032786863218
54x20	66.0227990924351	66.38531464111658	268.35463476526763	262.5639160280791
54x22	130.1605547007235	130.36399042680472	247.56003312328113	188.76909174968225
54x24	156.46194425482534	156.88830421672634	282.67709493342426	109.08867952267065
54x26	117.49008468802813	118.48932441363662	359.9440512079622	132.91621421030618
54x28	177.07789246543484	177.74414195691546	460.48689449320955	195.6061859962511
54x30	281.49225566611966	281.7844743771382	570.1551455525068	297.0614246246054
54x32	364.59502190787003	365.24447976663555	673.2819097525199	405.6788508167515
54x34	464.7590558558276	465.0330955964321	651.4050813433988	523.1659201438872
54x36	575.7467846197667	575.7427897941928	607.9450304098226	645.3710250700755
54x38	692.0166544238662	692.1979846835734	590.556390194874	674.0168024611852
55x17	145.63711752159853	145.75722966631844	423.4099313903727	307.18914368838006
55x19	80.80024752437306	80.80396029898507	348.6127937985067	308.9282764655903
55x21	138.2208377922811	138.50920547025052	307.16835774539044	225.3992014182835
55x23	187.89244263673825	188.8088186499772	314.35102990128735	103.9296396606857
55x25	181.92064203932475	182.11348110450288	363.26893618915483	55.536654562549636
55x27	189.20597242159155	190.1360039550639	447.40730883614344	108.75339075173716
55x29	262.1758951543793	262.8436797794463	544.7028547749683	211.8098203577917
55x31	365.63677331472024	365.9831280264162	653.4557750911689	323.0588955593083
55x33	449.9686766876115	450.59006868771553	730.4055106582921	444.892132994055
55x35	548.4022246490252	548.6574523325096	680.2271679373002	568.1478680766126
55x37	657.7457943613174	657.8167906035848	651.8528438228986	693.7928581356256
56x16	177.0696190767912	177.83433301812093	506.86551470779705	376.503452839413
56x18	58.456308470514855	58.62371533773671	429.1842727780226	359.3003478985237
56x20	59.6138406747964	60.065048072901845	376.8896522856524	283.65332714424477
56x22	115.53536255190409	116.52991032348699	363.21401404681546	155.06263250699686
56x24	181.8125683224347	182.5809683400764	387.14572191876283	27.261878145131547
56x26	226.87232092082078	227.36941307044776	446.96381285289783	24.691091510907174
56x28	267.6856552002741	268.55094488755765	532.6058674104146	128.36825931670188
56x30	348.54583629703586	349.21454723421834	630.3881344060976	245.08039497275178
56x32	451.08417174625	451.4808190831592	738.6985379706667	369.2017470164519
56x34	536.7525034874083	537.3587721439003	757.0802137158256	495.90608990009395
56x36	634.7601909382792	634.9911022998673	719.915342245184	622.4147331161115
57x17	111.76783973934533	112.38705441464325	513.0801594293043	421.36925611629573
57x19	1.7888543819998317	1.843908891458775	451.4636197967674	351.259448271502
57x21	78.70273184585095	78.81954072436555	420.4432423050708	227.1394285455522
57x23	94.03323880415884	94.81903817272122	426.6676106760394	112.09304171089316
57x25	147.03366961345918	146.05375722657695	465.7541196811903	23.222833591101605
57x27	216.62005908964196	216.52494082668622	533.2157630828261	46.27148149778671
57x29	322.25319238139434	322.1883300183294	616.9333189251497	172.84536441571126
57x31	434.85781584329396	435.5290116628284	716.0675387140519	298.74792049485455
57x33	534.9910279621521	535.3027180950983	822.2826764562174	426.49923798290666
57x35	621.052952653798	621.6389386130833	789.7301881022406	555.2170476489356
58x18	81.12126724848414	81.23952240135331	526.8622780195977	421.20714618819073
58x20	83.51005927431763	84.21715977162874	486.1634807346189	303.6200421579576
58x22	20.101989951246164	21.082931484971482	475.3296645487214	187.66430134684643
58x24	76.47561702922013	74.59571033243095	499.7282461498453	99.01474637648688
58x26	134.75192020895275	134.66283822940898	546.9508935910062	0.28284271247452253
58x28	242.60853241384578	242.76676049245305	619.7610023226699	120.23518619771872
58x30	364.7516689475185	365.1922507392512	708.3345113715698	245.37355195701136
58x32	487.74128387906643	488.1347764705974	806.9212848847155	371.0182744825382
58x34	614.0772752675352	614.3895344160741	864.4638222621005	498.65388798243646
59x17	167.94871240947356	167.97074149982208	608.2778723576918	501.1169224841644
59x19	111.81788765667164	111.84024320431371	554.0144763451585	380.937055167911
59x21	4.965883607173824	5.464430436925391	536.1438799426891	277.54325788964894
59x23	57.883071791327424	58.47777355542844	540.2170397164462	164.15373891568845
59x25	48.76894503677495	48.723813479652584	573.2470758756649	41.39335695495131
59x27	165.651471469468	166.11384650293294	627.5002868525244	68.98267898538022
59x29	290.05740811087736	290.3392842865052	704.8756627945105	194.0631340569354
59x31	416.5554224830113	416.73831117381087	795.2013707231652	321.2027708473264
59x33	545.6461582381024	545.7953187780198	892.7461733325999	445.4100694865354
60x18	174.64091731321145	175.0372817430617	633.0031990440496	467.95026445125575
60x20	48.45162535973373	48.95058733049063	601.9340163174039	363.691572627137
60x22	56.12307903171417	56.51548460377948	592.8105936975152	238.93178942953568
60x24	4.459820624195594	4.742362280551782	610.2975421874154	128.21969427509953
60x26	96.87311288484551	96.99587620100156	649.8719873944411	69.31954991198425
60x28	224.51229365003593	224.5750876655734	713.8999719848715	153.89467177261218
60x30	352.9104702328906	352.9538213421126	792.7100352587951	271.51316726818237
60x32	480.7467212576702	480.77979366857755	882.4028615094132	395.06355184957283
61x17	210.3905416124973	210.80839641722042	709.4162247933157	550.2579213423465
61x19	95.51973618053985	95.90630844735885	669.3280361676184	439.61985851414863
61x21	5.456189146281818	5.964059020499763	647.2988258911032	317.8543219778521
61x23	63.60699647051427	64.04100249059204	654.0160930741691	212.93813655613695
61x25	66.10030257116831	66.56763477847174	678.3857678342022	134.2693189079322
61x27	174.064183564569	174.46701694016545	729.822403054332	148.34938489929763
61x29	294.55187998042055	294.7857018242236	794.287233939965	236.16818159946982
61x31	420.1629326820727	420.3347356571902	875.9886357710354	349.46285925688863
61x33	546.0226826790258	546.1534308232442	964.7971652114245	468.4106851898238
62x18	132.48233844554503	132.79973644552138	738.7843866785496	516.4772695869588
62x20	13.842326394071012	14.276203977248143	711.3071136998424	403.72120330743115
62x22	81.61868658585482	81.67869979376506	709.6931801842262	302.95512869070257
62x24	110.68965624664284	111.59659493013197	722.612067433142	214.23818520515877
62x26	158.41237325411186	158.48305903155722	758.7801262552942	185.59870689204726
62x28	256.5224551574385	256.9999416342347	809.7527832616572	231.04322106480447
62x30	375.71329494709136	376.0583465368108	882.3046412662692	325.56179136993336
62x32	498.5332486404494	498.78652748445415	961.9862784884202	434.51306079334387
63x17	190.41775127335148	191.41765853755487	816.9560086075629	599.663672403123
63x19	64.41311978160958	65.4129192132562	779.8260382931569	487.72743412689016
63x21	42.7454091102194	42.99034775388572	763.8305898561542	381.738876720724
63x23	157.49546025203412	157.78472676403146	769.365205867799	296.2222476452438
63x25	175.063702691335	175.0934036450264	792.4252015174685	243.86738199275476
63x27	242.18416546091564	242.18953321727213	834.4668777129508	254.0290731392772
63x29	342.8566172615021	343.3887884017184	894.1938604128305	318.4416116025043
63x31	454.86702452475043	455.276849839743	965.073370267774	409.5819942331449
64x18	138.99643880330188	139.90714778023332	849.3575277820293	570.2229476266281
64x20	58.20008591058933	58.2103942608189	826.1651469288689	468.7842254171954
64x22	126.46398696862285	126.73570925354862	822.6140893517445	382.57906372408826
64x24	225.7161491785647	226.65608308624783	835.1688332307428	319.8152279051141
64x26	251.30007958613965	251.28933522933303	864.8210971062167	298.19277321893657
64x28	332.3140833609073	332.2695441956726	916.7492841557065	334.8418283309301
65x19	130.98824374729233	131.4614772471391	892.173817145516	552.8621166258366
65x21	131.74949715274045	132.20034039290505	879.3119639809296	463.78176980127176
65x23	210.7067156025175	210.95525591935413	880.8249088212714	394.53354736954924
65x25	287.78832498904507	288.22026299342696	905.1545282436589	359.25550796056035
65x27	336.74365621344657	337.14312984250455	944.3594072174003	367.9533801991767
65x29	417.47622686807006	417.47670593699036	996.1134473542663	414.8233358913169
