	dist_type_4	dist_type_ambigious	dist_type_parasite	dist_type_portal
48x40	755.3922027662188	755.8371385424246	261.8514464348062	384.49106621610895
48x42	707.9718920974196	708.3213959778432	195.44052803858284	452.24882531633006
48x44	678.4273579389323	678.9530764345944	177.05614928603885	538.3313849293949
49x15	137.84919296100338	138.4897108091426	404.21009388683	163.2231601213503
49x17	97.94896630388679	98.25069974305501	277.6220452341635	45.96085290766457
49x19	133.10033809123087	133.70452497952328	150.71197696268186	29.928247526375447
49x21	134.71065288239078	134.2220548196159	30.7434545879279	150.8918818227143
49x23	27.071202411418568	27.50363612324731	71.6550765821934	277.0780575938846
49x25	2.0808652046687306	2.707397274136452	196.25119107918812	325.9643078620727
49x27	34.820970692960465	35.30580688781961	322.3446912855863	246.62947917878782
49x29	75.5079466016657	75.87522652354981	344.228194661623	213.70037435624704
49x31	199.38618307194724	199.5145358113039	379.46547932585395	246.23697935119347
49x33	324.8421770644941	324.923744900246	414.7975891926084	320.88508846626087
