	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
12x48	1.6614478e-10	1.6540429e-10	1.6576843e-10	0.0033616545	1.6496822e-10	0.081450135	0.031420298	1.6525702e-10	1.6563789e-10	0.045224898	0.45521656	1.6506013e-10	0.3833264	1.652047e-10
13x45	0.32314882	1.6147594e-10	1.607645e-10	1.6120483e-10	0.043145362	1.6135802e-10	0.069073044	1.6126232e-10	1.6167966e-10	0.020870654	0.32144403	1.6147224e-10	0.2223181	1.6150244e-10
13x47	0.3817751	1.750023e-10	0.025865788	1.7448569e-10	1.7456858e-10	0.034075197	1.750567e-10	1.7437757e-10	1.7491054e-10	0.06898017	0.34337458	1.746162e-10	0.14592919	1.7478947e-10
13x49	0.19369328	1.5772889e-10	1.5746977e-10	1.574157e-10	1.579128e-10	0.03131537	0.10951751	1.5737758e-10	1.58147e-10	1.5798149e-10	0.42292303	1.574977e-10	0.24255078	1.5702317e-10
14x44	0.40316257	1.6729558e-10	1.6743476e-10	1.668749e-10	0.0069542006	0.009606208	0.0118005145	0.025408275	1.6710996e-10	0.089457974	1.6714344e-10	1.6748841e-10	0.42524573	0.028364561
14x46	0.12360728	1.5866265e-10	1.5805282e-10	0.040887572	1.5852471e-10	0.07997342	1.5786122e-10	1.5845911e-10	1.5819972e-10	0.0771689	0.6783628	1.5848814e-10	1.5861454e-10	1.5789917e-10
14x48	1.3963848e-10	1.3952825e-10	1.3987972e-10	0.004765516	0.030728666	0.032554332	0.07776219	1.3977224e-10	1.3953039e-10	1.3956099e-10	0.8490183	0.005171061	1.3951973e-10	1.4003615e-10
14x50	1.377812e-10	1.3757584e-10	3.1367674e-07	0.022336217	0.088988155	0.034316838	1.3768899e-10	0.003384258	1.3757007e-10	0.03306846	0.8179058	1.3747327e-10	1.376257e-10	1.3758607e-10
15x41	0.16612282	1.7821335e-10	1.7781066e-10	1.785924e-10	0.019191511	0.044245504	0.009798795	1.779063e-10	1.7819021e-10	0.18994258	0.2752437	1.7877712e-10	0.29545504	1.7799694e-10
15x43	0.091011226	1.6331315e-10	1.6388639e-10	1.635744e-10	0.010412265	0.09080164	0.03998814	1.6328264e-10	1.638017e-10	0.05086028	0.7169264	1.6353448e-10	1.6389012e-10	1.6402303e-10
15x45	0.2322785	1.7371808e-10	1.7344494e-10	1.7314086e-10	1.7347505e-10	0.082768396	0.05208969	1.7365812e-10	1.7279773e-10	0.06997131	0.5407675	0.022124585	1.7381288e-10	1.739923e-10
15x47	1.4006908e-10	1.4010997e-10	1.4017519e-10	0.03987416	1.4026078e-10	0.025319798	0.05765826	0.011300747	1.3964761e-10	0.08603125	0.7565895	0.023226297	1.39891e-10	1.397771e-10
15x49	1.4996172e-10	1.5010138e-10	1.5002695e-10	1.5053143e-10	0.0010260323	0.08672998	0.0072009386	1.5003211e-10	1.5040143e-10	1.5032055e-10	0.905043	1.5050473e-10	1.5040888e-10	1.5005873e-10
