dist_comp_ann_central_px	dist_comp_ann_central_um	dist_comp_ann_portal_px	dist_comp_ann_portal_um
27x39_4	108.416327183686	303.56571611432	166.749212891695	466.897796096747
27x41_4	45.3110361832526	126.870901313107	173.937028835151	487.023680738422
27x43_4	137.028354729961	383.67939324389	76.6627027960794	214.655567829022
27x45_4	101.311845309421	283.673166866378	72.5981404720535	203.27479332175
27x47_4	132.466146618674	370.905210532287	182.210537565751	510.189505184104
27x49_4	43.9547494589607	123.07329848509	204.944919429587	573.845774402844
27x51_4	72.101664335853	201.884660140388	158.296715063832	443.23080217873
27x53_4	186.702169242888	522.766073880087	190.736729551494	534.062842744184
27x55_4	257.042661828732	719.71945312045	281.8913443155	789.295764083401
27x57_4	295.368583298901	827.032033236924	394.55519259034	1104.75453925295
28x32_4	91.2999999999997	255.639999999999	246.613239709469	690.517071186513
28x34_4	153.315785227745	429.284198637686	145.217526490434	406.609074173215
28x36_4	266.142010964072	745.197630699401	91.9400348053011	257.432097454843
28x38_4	193.76196737234	542.533508642553	87.0270073023311	243.675620446527
28x40_4	109.505114035829	306.614319300322	167.413171524824	468.756880269507
28x42_4	128.468673224254	359.71228502791	162.071589120364	453.800449537019
28x44_4	54.9213983798666	153.779915463626	109.6	306.88
28x46_4	81.8479077313526	229.174141647787	158.412373254112	443.554645111514
28x48_4	123.737827684181	346.465917515706	215.111250286915	602.311500803363
28x50_4	95.2828421070655	266.791957899784	121.274976808903	339.569935064929
28x52_4	159.452720265288	446.467616742805	108.709567196268	304.386788149551
28x54_4	196.485622883711	550.159744074391	196.212639755955	549.395391316673
28x56_4	217.338675803457	608.548292249679	310.201386199353	868.563881358188
29x31_4	48.6231426380481	136.144799386535	286.164655399649	801.261035119018
29x33_4	67.4540584398003	188.871363631441	164.493920860316	460.582978408885
29x35_4	188.905187858884	528.934526004874	54.5267824101145	152.67499074832
29x37_4	279.913022205113	783.756462174316	33.5871999428349	94.0441598399377
29x39_4	189.041900117408	529.317320328743	84.5023076607969	236.606461450231
29x41_4	157.686302512298	441.521647034435	205.230041660572	574.644116649602
29x43_4	86.7590341117279	242.925295512838	180.661921831913	505.853381129355
29x45_4	0.282842712475005	0.791959594930014	175.53142168854	491.487980727913
29x47_4	113.556725912647	317.958832555411	186.800240899202	523.040674517766
29x49_4	155.474563836018	435.32877874085	135.69207788224	379.937818070273
29x51_4	168.02005832638	470.456163313863	43.0016278761628	120.404558053256
29x53_4	158.737298704495	444.464436372585	111.939849919499	313.431579774598
29x55_4	144.00027777751	403.200777777027	233.563438919708	653.977628975182
29x57_4	190.752536025081	534.107100870228	359.363506772739	1006.21781896367
30x28_4	198.487002093336	555.763605861341	246.873834174462	691.246735688494
30x30_4	73.0000684931185	204.400191780732	292.148267152143	818.015148026001
30x32_4	0.58309518948439	1.63266653055629	215.500208816604	603.400584686492
30x34_4	118.800042087535	332.640117845097	85.2211828127254	238.619311875631
30x36_4	249.000321284933	697.200899597813	0.400000000000091	1.12000000000025
30x38_4	273.586878340318	766.043259352891	16.265915283193	45.5445627929403
30x40_4	222.579087067946	623.221443790248	140.509252364391	393.425906620294
30x42_4	158.792978434187	444.620339615722	215.283092694247	602.792659543892
30x44_4	37.1651718682962	104.062481231229	218.720483722947	612.417354424251
30x46_4	56.09857395692	157.076007079376	137.242303973665	384.278451126263
30x48_4	178.026964249802	498.475499899444	137.679337592828	385.502145259919
30x50_4	215.046808857979	602.131064802341	51.1539832271152	143.231153035923
30x52_4	153.929366918727	431.002227372435	34.0036762718386	95.2102935611481
30x54_4	77.1878228738183	216.125904046691	166.000481927011	464.801349395632
30x56_4	104.812069915635	293.473795763779	290.69876160727	813.956532500355
31x27_4	220.285655456727	616.799835278836	179.346508190151	502.170222932423
31x29_4	110.38047834649	309.065339370172	215.573305397491	603.605255112975
31x31_4	1.40356688476194	3.92998727733342	279.117484224833	781.528955829533
31x33_4	51.5722793756492	144.402382251818	157.355965886267	440.596704481547
31x35_4	180.040356587072	504.112998443802	50.6767204937336	141.894817382454
31x37_4	307.30156198757	860.444373565195	27.5544914669097	77.1525761073471
31x39_4	292.87352219004	820.045862132113	91.9592300968208	257.485844271098
31x41_4	236.548726481459	662.336434148084	133.547369873015	373.932635644443
31x43_4	123.087367345313	344.644628566876	218.80516447287	612.654460524037
31x45_4	74.1700748280601	207.676209518568	132.189258262538	370.129923135106
31x47_4	142.996013930459	400.388839005286	66.5000751879274	186.200210526197
31x49_4	257.599883540347	721.279673912971	112.84724188034	315.972277264952
31x51_4	187.846346783748	525.969770994494	0.5	1.4
31x53_4	67.9382808142799	190.227186279984	94.1000000000004	263.480000000001
31x55_4	36.6226705743857	102.54347760828	222.900022431583	624.120062808431
31x57_4	116.121746456036	325.140890076902	349.900357244745	979.721000285286
32x26_4	267.461586026853	748.892440875189	124.39975884221	348.319324758187
32x28_4	142.84204563083	399.957727766323	138.281054378392	387.186952259499
32x30_4	26.1904562770485	73.3332775757359	195.205379024247	546.575061267893
32x32_4	27.181059581996	76.1069668295887	238.189021577402	666.929260416726
32x34_4	131.912433075886	369.35481261248	136.960176693811	383.488494742671
32x36_4	251.988591011578	705.568054832417	77.7190452849239	217.613326797787
32x38_4	373.245763539253	1045.08813790991	83.8307819359931	234.726189420781
32x40_4	318.741352823884	892.475787906876	61.8049350780338	173.053818218495
32x42_4	208.211358960072	582.991805088202	136.400036656887	381.920102639283
32x44_4	135.758204171976	380.122971681533	134.737114411731	377.263920352847
32x46_4	150.930878219137	422.606459013585	48.7332535339061	136.453109894937
32x48_4	229.091422798847	641.455983836772	39.6141388900478	110.919588892134
32x50_4	236.779475461873	662.982531293245	43.7049196315469	122.373774968331
32x52_4	108.84047960203	304.753342885685	61.8000809060959	173.040226537069
32x54_4	0.447213595499551	1.25219806739874	167.523132730976	469.064771646732
32x56_4	49.520197899443	138.65655411844	291.921650447513	817.380621253037
33x23_4	282.711796711775	791.59303079297	221.621659591295	620.540646855627
33x25_4	325.44309794494	911.240674245833	108.641658676587	304.196644294443
33x27_4	203.035391003638	568.499094810185	64.9089362106633	181.745021389857
33x29_4	79.4048487184503	222.333576411661	109.523193890609	306.664942893706
33x31_4	0.640312423743342	1.79287478648136	208.124025523244	582.747271465084
33x33_4	112.712820921136	315.595898579181	221.628021694009	620.558460743224
33x35_4	214.52097799516	600.658738386449	144.217370659709	403.808637847186
33x37_4	329.785460564896	923.399289581708	132.426772217705	370.794962209574
33x39_4	399.027530378544	1117.27708505992	10.2552425617336	28.7146791728542
33x41_4	295.080497491786	826.225392977001	52.8251833882288	147.910513487041
33x43_4	212.827535812451	595.917100274862	152.367188068823	426.628126592704
33x45_4	186.753339996906	522.909351991337	49.4652403208554	138.502672898395
33x47_4	230.608325955504	645.703312675412	0.447213595499958	1.25219806739988
33x49_4	304.793175776624	853.420892174546	67.3845679662638	188.676790305539
33x51_4	177.43204332927	496.809721321956	71.1570797602041	199.239823328571
33x53_4	56.8172509014649	159.088302524102	146.145817593252	409.208289261105
33x55_4	39.512656200261	110.635437360731	249.546087927661	698.729046197452
33x57_4	132.623715827902	371.346404318126	368.96212542753	1033.09395119708
34x22_4	214.101144322024	599.483204101666	276.259479475365	773.526542531023
34x24_4	252.214392927921	706.20030019818	151.395178258754	423.906499124512
34x26_4	283.474108165102	793.727502862286	33.0207510514222	92.4581029439822
34x28_4	163.428394105798	457.599503496234	39.0005128171413	109.201435887996
34x30_4	62.9114456994911	176.152047958575	123.091226332343	344.655433730559
34x32_4	75.2396172239069	210.670928226939	245.971136518088	688.719182250647
34x34_4	184.209798870744	515.787436838084	221.540628328079	620.313759318621
34x36_4	288.902422973571	808.926784325999	186.102686708172	521.087522782883
34x38_4	405.966427183333	1136.70599611333	80.0995630450002	224.278776526001
34x40_4	383.228730655727	1073.04044583604	0.509901951359261	1.42772546380593
34x42_4	294.746009302925	825.28882604819	106.60680090876	298.499042544528
34x44_4	240.635533535677	673.779493899897	85.5491671496573	239.53766801904
34x46_4	250.414556286172	701.16075760128	0.223606797750386	0.62609903370108
34x48_4	302.706755788503	847.578916207807	0.424264068711864	1.18793939239322
34x50_4	259.783467526323	727.393709073704	114.900174064272	321.720487379962
34x52_4	142.352414802138	398.586761445987	139.980748676381	391.946096293866
34x54_4	79.6994353806851	223.158419065918	221.325552072055	619.711545801754
34x56_4	116.258763110572	325.524536709601	324.841653733015	909.556630452443
35x19_4	139.668929973706	391.073003926376	215.089307033148	602.250059692815
35x21_4	132.987818991064	372.365893174978	310.386146598072	869.081210474602
35x23_4	173.416406374945	485.565937849845	193.419880053732	541.575664150449
35x25_4	236.166149140811	661.265217594272	87.7237140116625	245.626399232655
35x27_4	245.348812917446	686.97667616885	0.200000000000273	0.560000000000764
35x29_4	146.758645401217	410.924207123406	47.700104821688	133.560293500726
35x31_4	102.000049019596	285.600137254869	174.9	489.72
35x33_4	157.457930889492	440.882206490578	302.400066137559	846.720185185165
35x35_4	266.181686071751	745.308721000902	252.168772848662	706.072563976253
35x37_4	353.573712258137	990.006394322784	164.38664787628	460.282614053583
35x39_4	431.484530429539	1208.15668520271	48.5108235345474	135.830305896733
35x41_4	348.712388652884	976.394688228074	66.0085600509512	184.823968142663
35x43_4	294.060214922046	823.368601781729	156.445549633091	438.047538972654
35x45_4	274.252146755499	767.906010915398	52.6425683264031	147.399191313929
35x47_4	312.365058865424	874.622164823188	16.2027775396692	45.3677771110738
35x49_4	338.794569023767	948.624793266547	71.3551679978403	199.794470393953
35x51_4	226.98810541524	635.566695162672	173.321666274012	485.300665567235
35x53_4	151.311202493404	423.671366981532	223.453977364468	625.67113662051
35x55_4	136.984670675226	383.557077890632	307.23020684822	860.244579175017
35x57_4	198.187638363244	554.925387417084	407.028672208728	1139.68028218444
36x18_4	138.261961507856	387.133492221998	132.166448087251	370.066054644303
36x20_4	67.3327557731002	188.531716164681	228.311410139747	639.271948391293
36x22_4	111.100720069674	311.082016195086	238.822465442428	668.7029032388
36x24_4	149.437110518104	418.423909450691	112.740631539831	315.673768311527
36x26_4	249.35887792497	698.204858189915	1.49999999999991	4.19999999999975
36x28_4	232.26719527303	650.348146764485	33.3174128647471	93.2887560212918
36x30_4	169.803562977931	475.449976338206	123.667497751026	346.268993702873
36x32_4	161.309764118605	451.667339532094	246.251984763575	689.505557338011
36x34_4	184.541729698191	516.716843154933	325.919391874739	912.57429724927
36x36_4	269.080582725696	753.425631631949	243.664441394307	682.260435904061
36x38_4	379.905685664219	1063.73591985981	132.327359227032	370.51660583569
36x40_4	345.274745673644	966.769287886204	72.1501905749391	202.020533609829
36x42_4	264.501947062776	740.605451775774	150.571179181144	421.599301707202
36x44_4	220.30081706612	616.842287785135	136.775911621894	382.972552541302
36x46_4	233.78162887618	654.588560853304	67.9002945501714	190.12082474048
36x48_4	295.114028809204	826.319280665772	78.3485162590845	219.375845525437
36x50_4	315.772402214	884.1627261992	146.806028486571	411.056879762399
36x52_4	231.921904959407	649.381333886339	243.719859674997	682.415607089991
36x54_4	191.844754945242	537.165313846678	309.564225969346	866.779832714167
36x56_4	211.456898681505	592.079316308213	391.134784952707	1095.17739786758
37x15_4	301.111872897765	843.113244113743	26.4378516525076	74.0259846270213
37x17_4	177.158573035572	496.044004499601	51.2889851722571	143.60915848232
37x19_4	54.4811894143287	152.54733036012	144.62641529126	404.953962815528
37x21_4	38.5810834477207	108.027033653618	271.190892177448	759.334498096853
37x23_4	64.9803047084269	181.944853183595	169.988352542167	475.967387118067
37x25_4	167.967854067378	470.309991388658	42.1473605342019	118.012609495765
37x27_4	287.793954071311	805.823071399672	0.400000000000091	1.12000000000025
37x29_4	210.596414974234	589.669961927855	119.458988778577	334.485168580015
37x31_4	136.867600256598	383.229280718475	208.387955506071	583.486275416998
37x33_4	107.997453673686	302.392870286321	324.995153810023	909.986430668063
37x35_4	179.473257060767	502.525119770147	289.133619629402	809.574134962326
37x37_4	297.155733580895	832.036054026507	211.035850035011	590.900380098032
37x39_4	362.379704177814	1014.66317169788	142.654302423727	399.432046786434
37x41_4	258.737936916873	724.466223367244	148.385713598042	415.479998074518
37x43_4	187.516852575975	525.047187212729	220.971423491817	618.719985777088
37x45_4	165.477158544616	463.336043924924	140.192332172626	392.538530083353
37x47_4	211.346208861195	591.769384811347	34.0414453277175	95.3160469176091
37x49_4	291.067019773797	814.987655366632	61.8854587120431	173.279284393721
37x51_4	313.521546309022	877.860329665261	189.475486541135	530.531362315179
37x53_4	263.090117640325	736.65232939291	315.84586430726	884.368420060327
37x55_4	251.91452915622	705.360681637417	395.286642830238	1106.80259992467
37x57_4	293.534478383716	821.896539474404	479.442895452629	1342.44010726736
38x12_4	489.969233727996	1371.91385443839	133.236068690126	373.060992332352
38x14_4	363.526532731794	1017.87429164902	39.0786386661561	109.420188265237
38x16_4	233.585123670151	654.038346276424	0.6403124237432	1.79287478648096
38x18_4	107.100746962848	299.882091495974	76.6052870238081	214.494803666663
38x20_4	18.3010928635425	51.243060017919	202.826847335357	567.915172538999
38x22_4	0.640312423743058	1.79287478648056	242.271356127793	678.359797157821
38x24_4	93.0138161780282	260.438685298479	121.886709693879	341.282787142862
38x26_4	219.624793682316	614.949422310485	20.1853907566837	56.5190941187143
38x28_4	236.272067752411	661.561789706751	67.5787688553145	189.220552794881
38x30_4	121.083648772243	339.034216562281	185.138461698265	518.387692755143
38x32_4	48.4357306128439	135.620045715963	283.558847507885	793.964773022078
38x34_4	102.55037786376	287.141058018529	308.182056583442	862.909758433638
38x36_4	223.633293585727	626.173222040037	200.455107193605	561.274300142095
38x38_4	349.566946377943	978.787449858242	126.462049643361	354.093739001411
38x40_4	270.457408846569	757.280744770392	145.143411838085	406.401553146639
38x42_4	167.160581477811	468.049628137871	220.475531522208	617.331488262182
38x44_4	104.037781598802	291.305788476645	189.97963048706	531.942965363768
38x46_4	127.860118879969	358.008332863914	64.075034139671	179.410095591079
38x48_4	206.246696943248	577.490751441095	16.6883192682789	46.7272939511809
38x50_4	315.706857701888	883.979201565286	129.878481666518	363.65974866625
38x52_4	338.738985060769	948.469158170154	256.342154161192	717.758031651336
38x54_4	308.515542558232	863.843519163049	383.405581597347	1073.53562847257
38x56_4	326.195585500479	913.34763940134	484.245557542865	1355.88756112002
39x5_4	942.767542928796	2639.74912020063	207.65702492331	581.439669785267
39x7_4	812.272269623924	2274.36235494699	81.8586586745714	229.2042442888
39x9_4	686.600065540341	1922.48018351295	16.4514437056446	46.064042375805
39x11_4	558.457321556446	1563.68050035805	48.5404985553299	135.913395954924
39x13_4	431.625879668956	1208.55246307308	68.0947868782918	190.665403259217
39x15_4	308.243750950445	863.082502661246	0.640312423743342	1.79287478648136
39x17_4	186.359062028118	521.805373678731	54.1414813243971	151.596147708312
39x19_4	88.6819598340045	248.309487535212	151.063198695116	422.976956346324
39x21_4	9.52942810456123	26.6823986927715	273.039575885988	764.510812480765
39x23_4	51.9110778158189	145.351017884293	201.945933358412	565.448613403552
39x25_4	162.682328481	455.510519746801	98.0200999795449	274.456279942726
39x27_4	285.2292060782	798.641777018959	0.31622776601655	0.885437744846341
39x29_4	155.366824000492	435.027107201378	107.536272950107	301.101564260301
39x31_4	36.297245074523	101.632286208664	193.64681768622	542.211089521416
39x33_4	29.6966328057578	83.1505718561218	289.490742511743	810.574079032879
39x35_4	155.663226228933	435.857033441013	224.744833088549	629.285532647938
39x37_4	262.900171167689	736.120479269528	112.997787588961	316.393805249091
39x39_4	311.275569230866	871.571593846426	66.5978978647223	186.474114021223
39x41_4	191.133487385126	535.173764678352	150.001366660441	420.003826649234
39x43_4	81.283946754571	227.595050912799	185.954510566428	520.672629586
39x45_4	49.723334562356	139.225336774597	140.852440518438	394.386833451625
39x47_4	119.06342847407	333.377599727396	43.6405774480587	122.193616854564
39x49_4	232.821176012836	651.899292835941	101.583955426042	284.435075192917
39x51_4	337.07870000936	943.820360026208	211.594068914987	592.463392961963
39x53_4	379.412941265846	1062.35623554437	331.513770453054	928.238557268551
39x55_4	370.610982028326	1037.71074967931	455.205997324288	1274.57679250801
39x57_4	403.724906340939	1130.42973775463	571.84683263965	1601.17113139102
40x6_4	881.112280018841	2467.11438405275	135.600331858001	379.680929202403
40x8_4	756.824979767449	2119.10994334886	9.36215787091841	26.2140420385715
40x10_4	631.019761972634	1766.85533352338	5.96154342431553	16.6923215880835
40x12_4	509.103967770828	1425.49110975832	100.316748352406	280.886895386738
40x14_4	386.535405881531	1082.29913646829	43.1001160091247	120.680324825549
40x16_4	268.254450102883	751.112460288072	83.6531529591088	234.228828285505
40x18_4	173.083361418711	484.63341197239	130.900916727119	366.522566835932
40x20_4	91.0824351892284	255.030818529839	231.978037753577	649.538505710016
40x22_4	69.3513518253253	194.183785110911	285.899300453849	800.518041270777
40x24_4	135.017813639534	378.049878190696	182.666937347731	511.467424573648
40x26_4	240.438807183865	673.228660114823	61.2733220904498	171.565301853259
40x28_4	222.795085224069	623.826238627392	20.4413796011911	57.2358628833352
40x30_4	102.730715951949	287.646004665456	109.614780025323	306.921384070905
40x32_4	3.511409973216	9.83194792500479	204.062073889295	571.373806890025
40x34_4	84.9811743858601	237.947288280408	273.607748428293	766.101695599219
40x36_4	180.315972670199	504.884723476558	147.438970425054	412.829117190151
40x38_4	292.358769322899	818.604554104117	28.1007117347584	78.6819928573236
40x40_4	246.288448775008	689.607656570023	63.2582010493502	177.122962938181
40x42_4	118.99684869777	333.191176353755	106.791619521384	299.016534659874
40x44_4	0.500000000000182	1.40000000000051	179.258612066478	501.924113786138
40x46_4	37.0135110466435	103.637830930602	122.00409829182	341.611475217095
40x48_4	156.168786894181	437.272603303706	103.485699495148	289.759958586414
40x50_4	262.432181715581	734.810108803627	191.200549162392	535.361537654696
40x52_4	312.415428556273	874.763199957565	296.108426087472	829.103593044923
40x54_4	397.097469143282	1111.87291360119	408.216119230978	1143.00513384674
40x56_4	434.070247771026	1215.39669375887	530.391346083249	1485.0957690331
41x7_4	833.720876552818	2334.41845434789	96.5012953280939	270.203626918663
41x9_4	710.548049043835	1989.53453732274	0.360555127546134	1.00955435712918
41x11_4	586.778902142877	1642.98092600006	72.6682874436987	203.471204842356
41x13_4	467.267204070647	1308.34817139781	58.7999999999997	164.639999999999
41x15_4	355.591408782608	995.655944591304	106.017215583131	296.848203632767
41x17_4	257.016497524964	719.6461930699	158.866233038994	444.825452509184
41x19_4	177.609262145869	497.305934008434	216.916228069732	607.365438595251
41x21_4	112.48511012574	314.958308352073	320.633903385154	897.774929478431
41x23_4	107.796150209551	301.829220586742	254.266022110702	711.944861909965
41x25_4	198.359774147885	555.407367614078	129.321305282618	362.099654791329
41x27_4	261.401090280817	731.923052786287	11.9553335377982	33.4749339058348
41x29_4	181.026765976747	506.874944734892	30.1378499564916	84.3859798781766
41x31_4	85.7755792752225	240.171621970623	120.798385750804	338.235480102251
41x33_4	20.6816343648172	57.9085762214883	238.465364361368	667.703020211831
41x35_4	92.4213178871629	258.779690084056	208.851382566647	584.783871186611
41x37_4	215.081379947219	602.227863852214	79.1479627027757	221.614295567772
41x39_4	315.882034943426	884.469697841594	0.50990195135935	1.42772546380618
41x41_4	190.505774190705	533.416167733974	45.4120028186378	127.153607892186
41x43_4	75.0066663703967	210.018665837111	91.6078599247903	256.502007789413
41x45_4	5.04876222454571	14.136534228728	206.4710391314	578.11890956792
41x47_4	86.230447059029	241.445251765281	157.867317706991	442.028489579575
41x49_4	200.084082325406	560.235430511138	190.107443305095	532.300841254267
41x51_4	231.953120263557	649.468736737958	277.680841975099	777.506357530278
41x53_4	312.357631569968	874.601368395911	381.077800455498	1067.01784127539
41x55_4	415.99697114282	1164.7915191999	489.602165027893	1370.8860620781
41x57_4	509.984911541508	1427.95775231622	611.091490695133	1711.05617394637
42x8_4	789.119027777179	2209.5332777761	55.7049369445832	155.973823444833
42x10_4	664.930951302464	1861.8066636469	56.151313430765	157.223677606142
42x12_4	550.39711118428	1541.11191131598	51.816792644856	145.087019405597
42x14_4	441.426834254557	1235.99513591276	34.1855232518094	95.7194651050662
42x16_4	344.907784777323	965.741797376504	151.836029979712	425.140883943194
42x18_4	246.518092642305	690.250659398453	233.941381546746	655.035868330889
42x20_4	120.119357307638	336.334200461386	306.517634076736	858.249375414862
42x22_4	38.3564857618626	107.398160133215	327.132419671301	915.970775079642
42x24_4	117.679097549225	329.50147313783	206.028565980545	576.879984745527
42x26_4	242.76395943385	679.73908641478	98.4293655369171	275.602223503368
42x28_4	177.469236770771	496.913862958158	19.2283644650292	53.8394205020817
42x30_4	169.736796246424	475.263029489986	38.4419042192243	107.637331813828
42x32_4	63.0908075713096	176.654261199667	166.123598564442	465.146075980438
42x34_4	16.733499335166	46.8537981384648	280.625390868325	785.751094431309
42x36_4	143.477001641378	401.735604595859	162.47599822743	454.932795036805
42x38_4	272.868191623722	764.030936546421	43.1167021002299	120.726765880644
42x40_4	267.218805475962	748.212655332693	52.0220145707566	145.661640798119
42x42_4	159.098868632055	445.476832169755	10.6042444332448	29.6918844130855
42x44_4	86.4292774469396	242.001976851431	121.97712900376	341.535961210529
42x46_4	67.7183874586514	189.611484884224	227.759917456957	637.727768879481
42x48_4	153.563048940818	429.97653703429	221.916222931087	621.365424207044
42x50_4	149.726183414926	419.233313561792	277.506630551416	777.018565543965
42x52_4	224.947393850207	629.852702780579	364.945379474792	1021.84706252942
42x54_4	333.1868094628	932.923066495839	466.530652797863	1306.28582783402
42x56_4	426.743306918808	1194.88125937266	578.87515925284	1620.85044590795
43x9_4	726.07058885483	2032.99764879352	0.316227766016982	0.885437744847549
43x11_4	603.940170877877	1691.03247845806	10.5323311759553	29.4905272926749
43x13_4	488.493776828323	1367.78257511931	8.2927679335672	23.2197502139882
43x15_4	375.494141099432	1051.38359507841	88.5587375700446	247.964465196125
43x17_4	280.681403017727	785.907928449636	156.156492020024	437.238177656068
43x19_4	175.803441377011	492.24963585563	232.098793620303	649.876622136848
43x21_4	46.7129532356924	130.796269059939	341.012756359641	954.835717806995
43x23_4	46.9233417394799	131.385356870544	288.754567063449	808.512787777658
43x25_4	175.341181700136	490.95530876038	186.322650260241	521.703420728674
43x27_4	165.323077638907	462.904617388938	102.359757717572	286.607321609202
43x29_4	104.405842748382	292.336359695471	44.7010067000736	125.162818760206
43x31_4	139.383966079316	390.275105022085	117.360512950481	328.609436261347
43x33_4	55.6596802003033	155.847104560849	237.693079411244	665.540622351484
43x35_4	101.364737458349	283.821264883378	201.102486309841	563.086961667556
43x37_4	217.943868920418	610.242832977169	81.3088556062619	227.664795697533
43x39_4	340.598370518709	953.675437452386	0.5	1.4
43x41_4	245.576159266326	687.613245945713	7.85175139698139	21.9849039115479
43x43_4	165.109054869804	462.305353635452	39.8246155034798	111.508923409743
43x45_4	115.924328766657	324.588120546641	168.656603784139	472.238490595589
43x47_4	144.959063186818	405.885376923091	273.009761730236	764.42733284466
43x49_4	83.3734969879515	233.445791566264	294.453969237978	824.471113866339
43x51_4	139.294544042471	390.024723318919	361.249179929865	1011.49770380362
43x53_4	251.369568563897	703.834791978913	451.397673897419	1263.91348691277
43x55_4	347.172017881626	972.081650068552	551.566686811305	1544.38672307165
43x57_4	419.688765634726	1175.12854377723	659.692549601707	1847.13913888478
44x10_4	647.983024469006	1814.35246851322	41.6004807664527	116.481346146068
44x12_4	524.52711083413	1468.67591033556	24.8050398104903	69.4541114693728
44x14_4	404.47744065646	1132.53683383809	73.5527021937334	205.947566142453
44x16_4	291.210319185292	815.388893718819	86.1002322877237	241.080650405626
44x18_4	192.14247318071	537.998924905988	145.507147590763	407.420013254135
44x20_4	109.367088285279	306.227847198781	259.691278251696	727.13557910475
44x22_4	42.0042854956491	117.611999387818	281.431270472917	788.007557324167
44x24_4	122.656308439477	343.437663630535	219.565411665863	614.783152664416
44x26_4	189.994157804918	531.983641853769	187.157099785181	524.039879398505
44x28_4	80.823820746114	226.306698089119	108.814015641369	304.679243795833
44x30_4	67.5336952935346	189.094346821897	116.366661892485	325.826653298959
44x32_4	135.807400387461	380.26072108489	201.452848081133	564.067974627172
44x34_4	113.064804426488	316.581452394167	216.478751844147	606.140505163612
44x36_4	188.205472821595	526.975323900466	124.709662817281	349.187055888387
44x38_4	298.960214744371	837.088601284238	0.640312423743058	1.79287478648056
44x40_4	330.288797872408	924.808634042741	0.299999999999727	0.839999999999236
44x42_4	246.191185869844	689.335320435562	15.1426549851736	42.3994339584862
44x44_4	190.089373716681	532.250246406707	112.911336897586	316.15174331324
44x46_4	142.407197851794	398.740153985023	236.818517012501	663.091847635002
44x48_4	59.2582483710072	165.92309543882	333.377773704247	933.457766371891
44x50_4	52.8841185990654	148.075532077383	374.981772890364	1049.94896409302
44x52_4	173.698589516438	486.356050646027	447.038700785514	1251.70836219944
44x54_4	271.301824542335	759.645108718538	535.86031762018	1500.4088893365
44x56_4	334.049637030188	935.338983684525	636.872640329289	1783.24339292201
45x11_4	571.110120729794	1599.10833804342	56.9769251539602	159.535390431089
45x13_4	445.454430890523	1247.27240649346	71.7290038966105	200.84121091051
45x15_4	323.34385721705	905.36280020774	45.3017659699928	126.84494471598
45x17_4	205.495231088218	575.386647047009	62.303210190166	174.448988532465
45x19_4	108.644788186088	304.205406921047	181.466498285496	508.106195199389
45x21_4	25.7256681157163	72.0318707240058	290.212353286348	812.594589201773
45x23_4	82.3454309600721	230.567206688202	197.252046884183	552.305731275712
45x25_4	206.406516370002	577.938245836006	146.258162165398	409.522854063115
45x27_4	114.101183166521	319.483312866258	183.29833605355	513.235340949939
45x29_4	0.141421356237181	0.395979797464106	159.90003126954	447.720087554713
45x31_4	85.4211332165524	239.179173006347	196.958802798961	551.484647837092
45x33_4	161.783126437833	452.992754025933	223.286766289451	625.202945610462
45x35_4	191.294119094132	535.62353346357	132.361021452692	370.610860067537
45x37_4	275.243346876905	770.681371255334	61.5605393088783	172.369510064859
45x39_4	379.844599803657	1063.56487945024	13.5247920501575	37.869417740441
45x41_4	330.642193314767	925.798141281348	62.3238317178911	174.506728810095
45x43_4	254.970606149023	713.917697217263	94.3822546880504	264.270313126541
45x45_4	144.013888219158	403.238887013641	193.685311781766	542.318872988945
45x47_4	56.8290418712122	159.121317239394	313.651940851639	878.225434384589
45x49_4	0.538516480713383	1.50784614599747	403.108533772234	1128.70389456225
45x51_4	109.214879938587	305.801663828044	458.169935722544	1282.87582002312
45x53_4	195.439223289492	547.229825210578	533.391685349519	1493.49671897865
45x55_4	250.601276932102	701.683575409885	621.766837327306	1740.94714451646
46x10_4	627.960763105467	1758.29013669531	83.611721666283	234.112820665592
46x12_4	499.516536262815	1398.64630153588	0.412310562561942	1.15446957517344
46x14_4	374.871671375685	1049.64067985192	0.984885780179223	2.75768018450182
46x16_4	246.500182555713	690.200511155997	0.583095189484624	1.63266653055695
46x18_4	129.092408762095	361.458744533867	107.303541414065	300.449915959383
46x20_4	32.3854905783438	90.6793736193625	237.668719018722	665.47241325242
46x22_4	13.9717572266341	39.1209202345755	205.428357341434	575.199400556015
46x24_4	136.366711480478	381.826792145339	117.105422590075	327.895183252209
46x26_4	175.996193140647	492.789340793812	105.48677642245	295.36297398286
46x28_4	52.9181443363237	148.170804141706	191.984192057575	537.555737761211
46x30_4	10.1597244057109	28.4472283359906	217.792607771706	609.819301760776
46x32_4	95.9596269271613	268.686955396052	181.422848616154	507.983976125231
46x34_4	148.280443754394	415.185242512303	142.021442043094	397.660037720664
46x36_4	254.802295908024	713.446428542466	52.6479819176385	147.414349369388
46x38_4	356.460783256728	998.090193118839	0.538516480713552	1.50784614599794
46x40_4	415.729912322893	1164.0437545041	39.7612877055058	111.331605575416
46x42_4	305.844878982794	856.365661151823	126.367282158002	353.828390042405
46x44_4	182.308419992056	510.463575977757	172.807870191146	483.86203653521
46x46_4	62.2653194001279	174.342894320358	273.407333478823	765.540533740704
