dist_roi_px	dist_roi_um
32x46_17	110.561204769124	381.436156453476
32x48_17	198.670480947724	685.413159269647
32x50_17	251.048541123027	866.117466874442
32x52_17	299.802951953446	1034.32018423939
32x54_17	174.220693374811	601.061392143098
32x56_17	55.6008093466273	191.822792245864
32x58_17	5.79827560572988	20.0040508397681
33x25_17	413.520712903235	1426.64645951616
33x27_17	298.064187718015	1028.32144762715
33x29_17	175.923307153998	606.935409681293
33x31_17	71.3625251795367	246.200711869402
33x33_17	69.6529252795602	240.302592214483
33x35_17	175.873050806541	606.762025282565
33x37_17	293.353455749204	1012.06942233475
33x39_17	256.443541544723	884.730218329294
33x41_17	134.074680682073	462.557648353153
33x43_17	34.4837642956797	118.968986820095
33x45_17	53.2984052294249	183.879498041516
33x47_17	112.264375471474	387.312095376584
33x49_17	232.377494607374	801.70235639544
33x51_17	329.709887628503	1137.49911231834
33x53_17	252.24135267636	870.232666733443
33x55_17	141.180062331761	487.071215044577
33x57_17	65.3681879816169	225.520248536578
33x59_17	55.7929206978811	192.48557640769
34x24_17	437.204391560743	1508.35515088456
34x26_17	330.845734444317	1141.4177838329
34x28_17	226.265795028767	780.616992849246
34x30_17	99.638596939138	343.753159440026
34x32_17	0.223606797750386	0.771443452238831
34x34_17	91.4274028943182	315.424539985398
34x36_17	215.795296519642	744.493772992764
34x38_17	334.587402631958	1154.32653908025
34x40_17	215.259564247445	742.645496653686
34x42_17	117.560877846331	405.585028569844
34x44_17	47.8138055377314	164.957629105173
34x46_17	29.9081928574764	103.183265358294
34x48_17	156.904461376979	541.320391750579
34x50_17	271.126483398432	935.386367724589
34x52_17	336.349535453819	1160.40589731568
34x54_17	228.106334852849	786.966855242329
34x56_17	144.733997388312	499.332290989678
34x58_17	106.069835485872	365.940932426259
35x25_17	350.213149381915	1208.23536536761
35x27_17	244.921313894891	844.978532937375
35x29_17	158.904562552496	548.22074080611
35x31_17	35.1791131212827	121.367940268425
35x33_17	26.5648263687157	91.6486509720692
35x35_17	150.639735793714	519.707088488315
35x37_17	277.720795044232	958.136742902599
35x39_17	299.536308316705	1033.40026369263
35x41_17	202.174207059159	697.5010143541
35x43_17	99.2151702110113	342.292337227989
35x45_17	1.04403065089111	3.60190574557432
35x47_17	95.505497223982	329.493965422738
35x49_17	185.866107722737	641.238071643442
35x51_17	293.996955766552	1014.28949739461
35x53_17	313.08174651359	1080.13202547189
35x55_17	226.379195157152	781.008223292175
35x57_17	174.529309859405	602.126119014946
35x59_17	162.680945411563	561.249261669894
36x24_17	393.020470204797	1355.92062220655
36x26_17	271.676443586852	937.283730374639
36x28_17	159.241451889889	549.383009020118
36x30_17	80.1773658833962	276.611912297717
36x32_17	55.7367024500018	192.291623452506
36x34_17	110.842636201058	382.407094893649
36x36_17	226.134495378304	780.164009055148
36x38_17	349.062873992638	1204.2669152746
36x40_17	287.897290713199	993.245652960535
36x42_17	179.215987010088	618.295155184802
36x44_17	83.002951754742	286.36018355386
36x46_17	48.0553847138898	165.79107726292
36x48_17	99.2705898038285	342.483534823208
36x50_17	214.154383564755	738.832623298404
36x52_17	287.814124045364	992.958727956505
36x54_17	309.044786398347	1066.2045130743
36x56_17	248.609673987156	857.703375255689
36x58_17	219.234235465176	756.358112354856
37x25_17	320.845211901315	1106.91598105954
37x27_17	193.287376721813	666.841449690254
37x29_17	72.4389398044998	249.914342325524
37x31_17	35.3598642531331	121.991531673309
37x33_17	123.556505292113	426.269943257791
37x35_17	195.812282556534	675.552374820044
37x37_17	305.619256592251	1054.38643524327
37x39_17	373.479878976097	1288.50558246753
37x41_17	263.427864889043	908.826133867198
37x43_17	164.540238239769	567.663821927204
37x45_17	84.3927129555625	291.154859696691
37x47_17	13.842326394071	47.756026059545
37x49_17	139.687687360053	481.922521392185
37x51_17	229.465923396046	791.657435716357
37x53_17	235.123733383085	811.176880171643
37x55_17	288.001284719357	993.60443228178
37x57_17	285.528282311928	985.072573976153
37x59_17	275.541158450058	950.616996652701
38x26_17	251.600834656803	868.022879565971
38x28_17	124.560186255481	429.732642581408
38x30_17	5.1855568649855	17.8901711842
38x32_17	69.7131264540618	240.510286266513
38x34_17	197.25825711488	680.540987046336
38x36_17	282.453819234225	974.465676358076
38x38_17	363.419234493718	1253.79635900333
38x40_17	345.380080491044	1191.5612776941
38x42_17	247.876783906843	855.17490447861
38x44_17	149.499331102182	515.772692302529
38x46_17	35.2239975017034	121.522791380877
38x48_17	86.4505639079356	298.254445482378
38x50_17	180.570124882274	622.966930843844
38x52_17	173.828651263248	599.708846858205
38x54_17	207.188633858134	714.800786810563
38x56_17	288.559733850723	995.531081784994
38x58_17	332.23914579712	1146.22505300006
39x25_17	323.226545939531	1115.13158349138
39x27_17	199.743460468672	689.114938616919
39x29_17	79.8276267967427	275.405312448762
39x31_17	32.2795600961355	111.364482331667
39x33_17	141.328730270954	487.584119434791
39x35_17	263.759360023488	909.969792081035
39x37_17	320.231494391167	1104.79865564953
39x39_17	307.39902407132	1060.52663304605
39x41_17	334.206298564225	1153.01173004658
39x43_17	227.815385784191	785.96308095546
39x45_17	119.86062739699	413.519164519615
39x47_17	82.9536014890253	286.189925137137
39x49_17	161.397459707394	556.82123599051
39x51_17	115.835443625861	399.63228050922
39x53_17	124.824717103625	430.645274007507
39x55_17	203.768815082191	703.002412033558
39x57_17	312.880568268469	1079.43796052622
40x26_17	277.85444031003	958.597819069604
40x28_17	161.964440541744	558.777319869015
40x30_17	79.1216784452908	272.969790636253
40x32_17	116.113909588817	400.59298808142
40x34_17	220.623684132053	761.151710255584
40x36_17	293.710759081107	1013.30211882982
40x38_17	249.047625967404	859.214309587543
40x40_17	267.454856003775	922.719253213023
40x42_17	266.162694606137	918.261296391173
40x44_17	177.365441955303	611.910774745795
40x46_17	143.267756316626	494.273759292358
40x48_17	162.786547355732	561.613588377276
40x50_17	75.1521789437933	259.275017356087
40x52_17	58.5226451897038	201.903125904478
40x54_17	117.945241531823	406.911083284788
40x56_17	233.408076124199	805.257862628488
40x58_17	356.851355609027	1231.13717685114
41x27_17	247.85983942543	855.116446017734
41x29_17	159.252284128047	549.420380241761
41x31_17	140.442906549245	484.528027594896
41x33_17	202.091167545739	697.214528032801
41x35_17	289.994827540078	1000.48215501327
41x37_17	210.727905128865	727.011272694583
41x39_17	194.191065705917	669.959176685415
41x41_17	245.234275744644	846.058251319021
41x43_17	180.820269881449	623.829931090998
41x45_17	96.7485917210165	333.782641437507
41x47_17	120.53750453697	415.854390652546
41x49_17	107.267935563243	370.074377693187
41x51_17	3.16227766016838	10.9098579275809
41x53_17	33.9437770438118	117.106030801151
41x55_17	157.786247816469	544.362554966817
41x57_17	286.098759172423	987.04071914486
42x26_17	332.964442546047	1148.72732678386
42x28_17	240.903507653998	831.117101406294
42x30_17	194.606603176768	671.39278095985
42x32_17	214.123912723451	738.727498895906
42x34_17	287.085666657185	990.445549967287
42x36_17	205.015926210624	707.304945426651
42x38_17	136.508241509441	470.953433207573
42x40_17	162.340413945511	560.074428112013
42x42_17	220.512221883505	760.767165498091
42x44_17	97.86214794291	337.624410403039
42x46_17	41.6788915399629	143.792175812872
42x48_17	133.783444416714	461.552883237663
42x50_17	33.1308013787773	114.301264756782
42x52_17	9.90050503762345	34.1567423798009
42x54_17	99.1146810518002	341.945649628711
42x56_17	222.596518391461	767.95798845054
43x27_17	326.788769696879	1127.42125545423
43x29_17	264.848730410399	913.728119915875
43x31_17	254.121801504712	876.720215191256
43x33_17	293.377061134643	1012.15086091452
43x35_17	230.472297684559	795.129427011728
43x37_17	118.024573712426	407.18477930787
43x39_17	82.0268858362914	282.992756135205
43x41_17	162.491907490804	560.597080843273
43x43_17	150.214679708742	518.24064499516
43x45_17	23.2002155162402	80.0407435310286
43x47_17	57.4783437478848	198.300285930203
43x49_17	96.9528235793057	334.487241348605
43x51_17	21.7559187349102	75.0579196354403
43x53_17	86.6282286555604	298.867388861683
43x55_17	181.036156609667	624.574740303353
44x28_17	340.871823417542	1176.00779079052
44x30_17	309.958577877755	1069.35709367825
44x32_17	322.386227993691	1112.23248657823
44x34_17	262.831828361787	906.769807848164
44x36_17	152.777125251132	527.081082116404
44x38_17	31.1724237107089	107.544861801946
44x40_17	77.0038960053323	265.663441218396
44x42_17	197.961031518832	682.965558739972
44x44_17	101.839186956692	351.345195000586
44x46_17	35.0155679662634	120.803709483609
44x48_17	137.750680579081	475.23984799783
44x50_17	93.7939230440867	323.589034502099
44x52_17	101.62056878408	350.590962305078
44x54_17	170.850724318044	589.43499889725
45x29_17	375.10545183988	1294.11380884758
45x31_17	367.897444948997	1269.24618507404
45x33_17	308.937291371566	1065.8336552319
45x35_17	183.277276278321	632.306603160206
45x37_17	66.4838326211716	229.369222543042
45x39_17	11.4738833879381	39.5848976883865
45x41_17	128.689160382684	443.977603320259
45x43_17	185.925576508451	641.443238954157
45x45_17	97.4558874568389	336.222811726094
45x47_17	119.750741125055	413.140056881441
45x49_17	173.585252829842	598.869122262954
45x51_17	136.014705087354	469.250732551373
45x53_17	184.173423707114	635.398311789544
46x28_17	448.895366427411	1548.68901417457
46x30_17	423.369365920587	1460.62431242603
46x32_17	367.3	1267.185
46x34_17	238.400188758314	822.480651216184
46x36_17	110.100408718587	379.846410079126
46x38_17	0.223606797749776	0.771443452236726
46x40_17	96.5221736182939	333.001498983114
46x42_17	205.995048484181	710.682917270424
46x44_17	178.741880934491	616.659489223996
46x46_17	144.877879609001	499.828684651053
46x48_17	207.891125351709	717.224382463397
46x50_17	202.39229234336	698.253408584592
46x52_17	204.430330430687	705.284639985871
47x29_17	488.150233022581	1684.11830392791
47x31_17	426.813776722355	1472.50752969212
47x33_17	301.890129020476	1041.52094512064
47x35_17	181.611728696139	626.560464001678
47x37_17	62.0859082240081	214.196383372828
47x39_17	50.1601435404643	173.052495214602
47x41_17	135.248253223471	466.606473620974
47x43_17	247.867746994239	855.143727130124
47x45_17	204.731287301184	706.322941189086
47x47_17	218.030823508971	752.20634110595
47x49_17	277.340584841094	956.825017701774
47x51_17	251.428717532425	867.429075486867
48x28_17	558.137088894834	1925.57295668718
48x30_17	481.484631115054	1661.12197734694
48x32_17	353.91356289354	1221.00179198271
48x34_17	226.90008814454	782.805304098662
48x36_17	101.38648825164	349.783384468158
48x38_17	2.71661554144147	9.37232361797306
48x40_17	55.7140018307788	192.213306316187
48x42_17	164.949507425758	569.075800618863
48x44_17	248.875591410648	858.620790366737
48x46_17	258.459532615843	891.685387524659
48x48_17	298.49103839144	1029.79408245047
48x50_17	315.657995305045	1089.02008380241
49x29_17	544.207625819411	1877.51630907697
49x31_17	415.887304446769	1434.81120034135
49x33_17	289.591056491736	999.08914489649
49x35_17	162.215289045145	559.64274720575
49x37_17	40.6988943338759	140.411185451872
49x39_17	19.601020381603	67.6235203165302
49x41_17	92.0983170313115	317.739193758025
49x43_17	163.14196271959	562.839771382585
49x45_17	275.275371219439	949.700030707065
49x47_17	327.392638890981	1129.50460417388
49x49_17	381.995523533981	1317.88455619223
50x30_17	488.49525074457	1685.30861506877
50x32_17	362.461391047378	1250.49179911345
50x34_17	240.325300374305	829.122286291352
50x36_17	124.22890162921	428.589710620775
50x38_17	43.4954020558496	150.059137092681
50x40_17	15.0216510410805	51.8246960917278
50x42_17	78.8036166682726	271.87247750554
50x44_17	197.810136241801	682.444970034215
50x46_17	323.691782410366	1116.73664931576
50x48_17	402.348629921863	1388.10277323043
51x31_17	440.032328357815	1518.11153283446
51x33_17	320.455925206572	1105.57294196267
51x35_17	209.21579768268	721.794502005245
51x37_17	118.454210562563	408.667026440843
51x39_17	37.200268816233	128.340927416004
51x41_17	0.721110255092899	2.4878303800705
51x43_17	128.900349107363	444.706204420402
51x45_17	255.5	881.475
51x47_17	383.700208496165	1323.76571931177
52x30_17	519.510423379551	1792.31096065945
52x32_17	403.751123837445	1392.94137723919
52x34_17	295.084123598678	1018.04022641544
52x36_17	202.580774013725	698.903670347352
52x38_17	97.7462531251197	337.224573281663
52x40_17	7.44110206891459	25.6718021377553
52x42_17	77.1446692908853	266.149109053554
52x44_17	198.584717438176	685.117275161706
52x46_17	324.703557110174	1120.2272720301
53x31_17	487.704715991141	1682.58127016944
53x33_17	380.065691690266	1311.22663633142
53x35_17	288.078496247117	993.870812052553
53x37_17	179.357798826814	618.784405952508
53x39_17	80.9211962343611	279.178127008546
53x41_17	71.1354342082767	245.417248018554
53x43_17	161.247945723349	556.305412745554
53x45_17	274.483460339599	946.967938171617
54x32_17	467.154150147465	1611.68181800875
54x34_17	373.297763186441	1287.87728299322
54x36_17	263.733520812202	909.880646802095
54x38_17	165.974847492022	572.613223847477
54x40_17	120.56699382501	415.956128696286
54x42_17	156.43202996829	539.690503390602
54x44_17	247.012651497854	852.193647667596
55x31_17	552.249010863759	1905.25908747997
55x33_17	458.709537725127	1582.54790515169
55x35_17	349.720002287544	1206.53400789203
55x37_17	250.653266485797	864.753769376
55x39_17	185.428638564813	639.728803048605
55x41_17	181.550874412656	626.350516723664
55x43_17	240.479562541186	829.654490767091
56x32_17	541.943926988762	1869.70654811123
56x34_17	434.276421188164	1498.25365309917
56x36_17	335.663596477187	1158.0394078463
56x38_17	261.853107676804	903.393221484975
56x40_17	234.018054859022	807.362289263625
56x42_17	255.014666244905	879.800598544922
57x31_17	625.263544435464	2157.15922830235
57x33_17	518.997273595922	1790.54059390593
57x35_17	421.435736500834	1453.95329092788
57x37_17	341.642693467898	1178.66729246425
57x39_17	296.252459905399	1022.07098667363
57x41_17	293.562071800837	1012.78914771289
58x32_17	609.481517357172	2102.71123488224
58x34_17	510.516454191243	1761.28176695979
58x36_17	426.603914656206	1471.78350556391
58x38_17	369.870463811319	1276.05310014905
58x40_17	348.533054386524	1202.43903763351
59x33_17	595.902575929992	2055.86388695847
59x35_17	510.840014094433	1762.39804862579
59x37_17	446.00309415967	1538.71067485086
59x39_17	410.136867399165	1414.97219252712
60x32_17	682.821352917438	2355.73366756516
60x34_17	595.353147299987	2053.96835818496
60x36_17	525.266418115608	1812.16914249885
60x38_17	479.053619128381	1652.73498599292
61x33_17	680.584998365377	2348.01824436055
61x35_17	606.10092393924	2091.04818759038
61x37_17	552.454613520423	1905.96841664546
62x34_17	682.256733202392	2353.78572954825
24x14_18	1496.70563572133	5163.6344432386
24x16_18	1374.56719370135	4742.25681826965
24x18_18	1251.42978228904	4317.4327488972
24x20_18	1131.89524691996	3905.03860187387
25x13_18	1544.11300428434	5327.18986478096
25x15_18	1423.11985791781	4909.76350981643
25x17_18	1298.89770574899	4481.19708483403
25x19_18	1176.0689180486	4057.43776726766
25x21_18	1049.78171540564	3621.74691814944
25x23_18	933.296373077706	3219.87248711808
25x29_18	583.234652605621	2012.15955148939
26x12_18	1599.71955354681	5519.03245973649
26x14_18	1475.28885646168	5089.74655479278
26x16_18	1349.36608079498	4655.31297874268
26x18_18	1220.0848208219	4209.29263183554
26x20_18	1099.42729182061	3793.0241567811
26x22_18	976.033693065972	3367.3162410776
26x24_18	852.273488969356	2940.34353694428
26x26_18	733.889807804959	2531.91983692711
26x28_18	614.337797958094	2119.46540295542
26x30_18	499.374108259529	1722.84067349537
26x32_18	397.008513762614	1369.67937248102
27x13_18	1531.60311438701	5284.0307446352
27x15_18	1401.07828831939	4833.72009470191
27x17_18	1275.69825977776	4401.15899623326
27x19_18	1149.61869330661	3966.18449190781
27x21_18	1025.00111707256	3536.25385390034
27x23_18	899.88468705718	3104.60217034727
27x25_18	771.541969046402	2661.81979321009
27x27_18	648.808392362491	2238.38895365059
27x29_18	529.380959234462	1826.3643093589
27x31_18	414.140097068613	1428.78333488671
27x33_18	306.506639406066	1057.44790595093
27x35_18	227.167955486684	783.729446429059
27x37_18	193.763593071557	668.484396096871
28x12_18	1586.17726941222	5472.31157947215
28x14_18	1461.90096107773	5043.55831571818
28x16_18	1330.11777298102	4588.90631678453
28x18_18	1202.99243971024	4150.32391700033
28x20_18	1076.29840657691	3713.22950269035
28x22_18	952.114121311096	3284.79371852328
28x24_18	830.361475503289	2864.74709048635
28x26_18	700.295144921054	2416.01824997764
28x28_18	571.222417277193	1970.71733960632
28x30_18	454.98872513503	1569.71110171585
28x32_18	332.334545300364	1146.55418128626
28x34_18	221.911175924062	765.593556938014
28x36_18	146.105783595311	504.064953403824
28x38_18	158.703654652311	547.527608550473
29x11_18	1645.55404043744	5677.16143950919
29x13_18	1515.88220188773	5229.79359651268
29x15_18	1388.82569820694	4791.44865881395
29x17_18	1260.71237798318	4349.45770404196
29x19_18	1132.80480666353	3908.17658298918
29x21_18	1013.09684137302	3495.18410273694
29x23_18	878.558136949399	3031.02557247543
29x25_18	753.580924652422	2599.85419005086
29x27_18	625.747209342559	2158.82787223183
29x29_18	498.838350570603	1720.99230946858
29x31_18	375.277830413682	1294.7085149272
29x33_18	247.296441543343	853.172723324532
29x35_18	143.859688585788	496.315925620969
29x37_18	77.7122898903384	268.107400121667
29x39_18	167.878587080068	579.181125426235
29x41_18	281.201440252357	970.144968870633
29x43_18	407.457016137899	1405.72670567575
30x12_18	1579.09651383315	5447.88297272436
30x14_18	1444.43916452026	4983.31511759491
30x16_18	1311.60271805147	4525.02937727757
30x18_18	1186.41637294838	4093.13648667193
30x20_18	1060.1137486138	3657.3924327176
30x22_18	929.721727185075	3207.53995878851
30x24_18	806.438305141813	2782.21215273925
30x26_18	678.460757892452	2340.68961472896
30x28_18	549.155715621717	1894.58721889492
30x30_18	427.161152259894	1473.70597529663
30x32_18	296.31444446736	1022.28483341239
30x34_18	169.941166289984	586.297023700444
30x36_18	51.4332577229945	177.444739144331
30x38_18	91.9748878770724	317.3133631759
30x40_18	219.024678974768	755.635142462949
30x42_18	343.368213438577	1184.62033636309
30x44_18	467.474330846091	1612.78644141901
30x46_18	600.2641085389	2070.9111744592
31x11_18	1636.47453386846	5645.83714184619
31x13_18	1506.98480417023	5199.09757438731
31x15_18	1383.82957404443	4774.2120304533
31x17_18	1252.17204089534	4319.99354108892
31x19_18	1122.38069299146	3872.21339082055
31x21_18	995.966043597873	3436.08285041266
31x23_18	869.731452805979	3000.57351218063
31x25_18	741.191284352427	2557.10993101587
31x27_18	610.553846929163	2106.41077190561
31x29_18	485.431478171739	1674.7385996925
31x31_18	358.458770293042	1236.682757511
31x33_18	232.778048793266	803.084268336767
31x35_18	104.132847843512	359.258325060115
31x37_18	34.828149534536	120.157115894149
31x39_18	153.174965317444	528.453630345181
31x41_18	281.010782711269	969.487200353878
31x43_18	404.191946975692	1394.46221706614
31x45_18	534.10842532205	1842.67406736107
31x47_18	665.707923942625	2296.69233760206
32x12_18	1573.68505743684	5429.21344815711
32x14_18	1442.77075448596	4977.55910297658
32x16_18	1316.79950258192	4542.95828390763
32x18_18	1193.66826631188	4118.15551877597
32x20_18	1060.90821940449	3660.13335694548
32x22_18	935.759819611849	3228.37137766088
32x24_18	810.557369962176	2796.42292636951
32x26_18	680.467324711481	2347.61227025461
32x28_18	558.478737285494	1926.75164363495
32x30_18	428.907495854292	1479.73086069731
32x32_18	307.308899968745	1060.21570489217
32x34_18	187.929454849419	648.356619230497
32x36_18	92.4445779913567	318.93379407018
32x38_18	123.754474666576	426.952937599686
32x40_18	232.963945708344	803.725612693786
32x42_18	358.624985186476	1237.25619889334
32x44_18	481.025207239704	1659.53696497698
32x46_18	602.86546592088	2079.88585742704
32x48_18	729.749683110586	2517.63640673152
32x50_18	861.862198962224	2973.42458641967
32x52_18	982.8784360235	3390.93060428107
32x54_18	1112.48271896691	3838.06538043583
33x11_18	1643.16938262615	5668.93437006021
33x13_18	1515.72285065575	5229.24383476235
33x15_18	1388.1307791415	4789.05118803819
33x17_18	1259.38342056738	4344.87280095747
33x19_18	1134.18648378474	3912.94336905736
33x21_18	1006.17197834167	3471.29332527878
33x23_18	878.66057724243	3031.37899148638
33x25_18	757.955196565074	2614.94542814951
33x27_18	628.010931433522	2166.63771344565
33x29_18	506.352940151432	1746.91764352244
33x31_18	387.694738163932	1337.54684666557
33x33_18	268.550646992332	926.499732123545
33x35_18	169.943431764808	586.304839588589
33x37_18	142.459818896417	491.48637519264
33x39_18	211.437461203071	729.459241150595
33x41_18	317.162324370345	1094.21001907769
33x43_18	430.878463142451	1486.53069784146
33x45_18	556.592750581608	1920.24498950655
33x47_18	677.176638699239	2336.25940351238
33x49_18	800.222494060246	2760.76760450785
33x51_18	927.389891038284	3199.49512408208
33x53_18	1061.2692071289	3661.3787645947
34x10_18	1717.76395351631	5926.28563963129
34x12_18	1593.13154824076	5496.30384143062
34x14_18	1463.57551564653	5049.33552898052
34x16_18	1331.04201661706	4592.09495732884
34x18_18	1209.91082729266	4174.19235415967
34x20_18	1083.97404489222	3739.71045487816
34x22_18	959.992713514014	3311.97486162335
34x24_18	835.06287787208	2880.96692865868
34x26_18	711.846514355447	2455.87047452629
34x28_18	590.628631205769	2037.6687776599
34x30_18	470.113284219878	1621.89083055858
34x32_18	360.917303547503	1245.16469723888
34x34_18	262.104196837823	904.259479090488
34x36_18	199.068957901528	686.78790476027
34x38_18	219.842875708994	758.457921196028
34x40_18	286.721188613608	989.188100716947
34x42_18	389.254993545362	1342.9297277315
34x44_18	509.078265102725	1756.3200146044
34x46_18	621.251358147409	2143.31718560856
34x48_18	747.283808201409	2578.12913829486
34x50_18	872.302407425315	3009.44330561734
34x52_18	991.621888624894	3421.09551575588
34x54_18	1120.55950756754	3865.930301108
35x11_18	1663.58949864442	5739.38377032326
35x13_18	1534.45250496716	5293.86114213671
35x15_18	1412.65782127166	4873.66948338724
35x17_18	1289.22868413637	4447.83896027048
35x19_18	1159.3964334946	3999.91769555637
35x21_18	1031.57703057018	3558.94075546714
35x23_18	914.308487327992	3154.36428128157
35x25_18	787.86863118162	2718.14677757659
35x27_18	671.204782462104	2315.65649949426
35x29_18	553.659281508041	1910.12452120274
35x31_18	443.344978543797	1529.5401759761
35x33_18	349.484878070568	1205.72282934346
35x35_18	280.86683677501	968.990586873784
35x37_18	258.042186473453	890.245543333412
35x39_18	288.964028903253	996.925899716224
35x41_18	373.755869519129	1289.457749841
35x43_18	473.66268588522	1634.13626630401
35x45_18	591.306248909988	2040.00655873946
35x47_18	709.664667290122	2448.34310215092
35x49_18	823.919049421726	2842.52072050495
35x51_18	945.940008668626	3263.49302990676
35x53_18	1069.31934425596	3689.15173768307
35x55_18	1194.62523830698	4121.45707215907
36x10_18	1731.4685472165	5973.56648789691
36x12_18	1608.04613117908	5547.75915256782
36x14_18	1485.41472323389	5124.6807951569
36x16_18	1361.53096916669	4697.2818436251
36x18_18	1233.54012905945	4255.7134452551
36x20_18	1111.72811424377	3835.46199414099
36x22_18	991.756280544772	3421.55916787946
36x24_18	869.536520222124	2999.90099476633
36x26_18	751.384495448236	2592.27650929641
36x28_18	635.813471074654	2193.55647520756
36x30_18	531.223013432212	1832.71939634113
36x32_18	434.024987759921	1497.38620777173
36x34_18	357.242578649298	1232.48689634008
36x36_18	317.075022668138	1093.90882820508
36x38_18	319.600328535501	1102.62113344748
36x40_18	374.048659936111	1290.46787677958
36x42_18	458.664681439502	1582.39315096628
36x44_18	562.495244424342	1940.60859326398
36x46_18	671.429795287639	2316.43279374235
36x48_18	788.016732055862	2718.65772559272
36x50_18	900.528567009398	3106.82355618242
36x52_18	1023.4829260911	3531.0160950143
36x54_18	1148.50624726207	3962.34655305414
37x11_18	1660.63749506026	5729.19935795788
37x13_18	1542.96227432818	5323.21984643223
37x15_18	1422.02245059633	4905.97745455735
37x17_18	1308.89750553662	4515.69639410136
37x19_18	1190.48207042357	4107.16314296133
37x21_18	1065.78009927001	3676.94134248155
37x23_18	950.698716734171	3279.91057273289
37x25_18	833.714627435551	2876.31546465265
37x27_18	718.87852937753	2480.13092635248
37x29_18	615.092619042043	2122.06953569505
37x31_18	517.74592224372	1786.22343174083
37x33_18	433.495559377487	1495.55967985233
37x35_18	387.715681911372	1337.61910259423
37x37_18	370.662987092049	1278.78730546757
37x39_18	397.872856576068	1372.66135518743
37x41_18	460.123679025542	1587.42669263812
37x43_18	544.585163220593	1878.81881311105
37x45_18	645.964782321761	2228.57849901008
37x47_18	759.154957831404	2619.08460451834
37x49_18	864.068197539986	2981.03528151295
37x51_18	981.67850134349	3386.79082963504
37x53_18	1103.25447653749	3806.22794405432
37x55_18	1224.23211034509	4223.60078069057
38x10_18	1698.81111957745	5860.89836254221
38x12_18	1581.61653064199	5456.57703071486
38x14_18	1451.95937270986	5009.259835849
38x16_18	1335.33496172309	4606.90561794465
38x18_18	1220.20019668905	4209.69067857723
38x20_18	1107.25724653307	3820.0375005391
38x22_18	997.630858584477	3441.82646211644
38x24_18	884.579041126343	3051.79769188588
38x26_18	786.382000048322	2713.01790016671
38x28_18	688.372573538487	2374.88537870778
38x30_18	604.398419918517	2085.17454871888
38x32_18	518.071433298537	1787.34644487995
38x34_18	465.395917472425	1605.61591527987
38x36_18	431.249776811536	1487.8117299998
38x38_18	439.418206268243	1515.99281162544
38x40_18	479.283819881289	1653.52917859045
38x42_18	549.497461322616	1895.76624156303
38x44_18	639.045984260914	2204.70864570015
38x46_18	739.441633937392	2551.073637084
38x48_18	843.739545120412	2910.90143066542
38x50_18	961.340652422439	3316.62525085741
38x52_18	1072.15484889077	3698.93422867317
38x54_18	1191.42849134977	4110.42829515672
39x11_18	1620.57279379854	5590.97613860496
39x13_18	1496.76545256764	5163.84081135834
39x15_18	1378.10422319939	4754.4595700379
39x17_18	1255.12581839432	4330.18407346039
39x19_18	1138.96184747339	3929.4183737832
39x21_18	1024.89141863907	3535.87539430478
39x23_18	907.700815246962	3131.56781260202
39x25_18	804.259883371041	2774.69659763009
39x27_18	699.927381947585	2414.74946771917
39x29_18	606.168375948465	2091.2808970222
39x31_18	524.670658604043	1810.11377218395
39x33_18	467.276128215426	1612.10264234322
39x35_18	435.968003413094	1504.08961177518
39x37_18	439.456801062402	1516.12596366529
39x39_18	486.587813246489	1678.72795570039
39x41_18	550.18870399164	1898.15102877116
39x43_18	630.95680517766	2176.80097786293
39x45_18	722.645708490682	2493.12769429285
39x47_18	829.729835548898	2862.5679326437
39x49_18	927.53459234683	3199.99434359657
39x51_18	1039.8588365735	3587.51298617859
39x53_18	1151.15158428419	3971.47296578046
40x12_18	1545.06125768527	5330.46133901419
40x14_18	1415.77062054557	4884.40864088223
40x16_18	1294.3103530452	4465.37071800595
40x18_18	1181.20257788408	4075.14889370008
40x20_18	1061.27459217678	3661.39734300991
40x22_18	944.099401546257	3257.14293533459
40x24_18	827.353092699846	2854.36816981447
40x26_18	716.286702375522	2471.18912319555
40x28_18	610.769514628882	2107.15482546964
40x30_18	519.902163873165	1793.66246536242
40x32_18	441.98653825654	1524.85355698506
40x34_18	391.41609573445	1350.38553028385
40x36_18	379.265922539845	1308.46743276247
40x38_18	401.033926245648	1383.56704554749
40x40_18	462.771833628625	1596.56282601876
40x42_18	548.801430391722	1893.36493485144
40x44_18	639.12631771818	2204.98579612772
40x46_18	751.266484012165	2591.86936984197
40x48_18	855.884180248706	2952.80042185804
40x50_18	975.072863944024	3364.00138060688
40x52_18	1090.4920770001	3762.19766565036
40x54_18	1208.48841119806	4169.28501863329
41x11_18	1595.67391718985	5505.07501430498
41x13_18	1465.56499002944	5056.19921560158
41x15_18	1343.05285823008	4633.53236089379
41x17_18	1218.76824704289	4204.75045229797
41x19_18	1097.36976903868	3785.92570318344
41x21_18	975.699882135895	3366.16459336884
41x23_18	862.171241691579	2974.49078383595
41x25_18	742.710024168248	2562.34958338046
41x27_18	630.491522544118	2175.19575277721
41x29_18	526.531005734705	1816.53196978473
41x31_18	431.282471241297	1487.92452578247
41x33_18	362.468343445327	1250.51578488638
41x35_18	322.143213493626	1111.39408655301
41x37_18	335.273395902508	1156.69321586365
41x39_18	381.348266024641	1315.65151778501
