	Activated periportal hepatocytes	B cells	Cholangiocytes	Endothelial cells	Fibroblasts	Inflammatory hepatocytes	Kupffer cells	Mesothelial cells	Midlobular hepatocytes	Monocytes & DCs	Pericentral hepatocytes	Periportal endothelial cells	Periportal hepatocytes	T & NK cells
9x33	1.6192174e-10	0.037424017	1.6065616e-10	0.012368446	1.609291e-10	0.08180458	1.6058631e-10	1.6173224e-10	0.14893264	1.6108358e-10	0.1193866	1.6105685e-10	0.6000837	1.6125602e-10
10x32	0.09627413	0.12136715	1.5246528e-10	1.5260085e-10	1.5267247e-10	0.049584176	0.03536514	1.5278055e-10	0.05282348	1.5262588e-10	1.5212309e-10	1.5270131e-10	0.57028234	0.07430357
10x34	0.02580258	1.5499357e-10	1.5431395e-10	1.5436193e-10	1.5477526e-10	1.5532356e-10	1.5495014e-10	1.5515478e-10	0.27077878	1.5455932e-10	0.28365618	1.5494009e-10	0.41976243	1.5500423e-10
11x31	1.4950545e-10	0.039166544	1.4915028e-10	1.4905813e-10	1.4922197e-10	0.031004159	1.491096e-10	1.4883966e-10	0.15494421	1.4912467e-10	0.5944716	1.4933957e-10	0.18041354	1.489433e-10
11x33	0.16491187	0.054963995	1.5164212e-10	1.5139906e-10	1.5185514e-10	0.05157474	1.514193e-10	1.516994e-10	0.08687749	1.5109962e-10	0.1153571	1.5126717e-10	0.52631485	1.5123082e-10
11x35	1.315076e-10	1.31555e-10	0.006143903	0.010814171	1.3155074e-10	0.025167665	1.307929e-10	0.06332903	0.01682652	1.3125549e-10	0.85736656	0.020352134	1.3126676e-10	1.3145016e-10
12x30	1.4544228e-10	1.455794e-10	1.447656e-10	1.4499137e-10	1.4546088e-10	1.4544672e-10	1.4442306e-10	1.447689e-10	0.18023266	1.4514494e-10	0.6654539	1.4518536e-10	0.11863338	0.035679985
12x32	0.08578227	1.524768e-10	1.5242327e-10	1.5150475e-10	1.527207e-10	0.01629283	0.056427073	1.5220104e-10	0.19296747	1.5241601e-10	0.25191486	1.520403e-10	0.3834718	0.013143611
12x34	1.4699358e-10	1.4690978e-10	1.4598522e-10	1.468403e-10	1.4614429e-10	0.017698145	1.463482e-10	1.4655939e-10	0.21358074	1.4587945e-10	0.6075177	1.4664019e-10	0.16120343	1.4666145e-10
12x36	1.3383611e-10	1.3359357e-10	1.3348048e-10	1.3385269e-10	0.011313748	0.024349753	1.3333008e-10	1.3345884e-10	0.09560772	1.3383533e-10	0.8612292	0.0074995677	1.3394745e-10	1.3361649e-10
13x29	1.4812344e-10	1.474956e-10	1.479721e-10	1.4734629e-10	0.034728087	0.04785799	1.4720387e-10	1.4719966e-10	0.10814401	1.4768112e-10	0.5679593	1.4702149e-10	0.24131058	1.4716739e-10
13x31	1.4793775e-10	1.4764936e-10	0.026875343	1.4748668e-10	1.4761163e-10	1.477184e-10	1.4714052e-10	1.4788273e-10	0.27138206	1.4696382e-10	0.46997115	1.4734243e-10	0.23177144	1.4693999e-10
13x33	0.21249142	1.5879081e-10	1.583139e-10	1.5830183e-10	1.5861132e-10	0.009994793	1.5833353e-10	1.5877749e-10	0.21046859	1.5886777e-10	1.5804479e-10	0.01927984	0.5477654	1.5782216e-10
13x35	1.4197987e-10	1.4138507e-10	1.4096636e-10	1.4150217e-10	1.4129369e-10	4.4446423e-08	1.4133654e-10	1.4120748e-10	0.22170125	1.4154669e-10	0.4052275	0.025981009	0.34709013	1.416977e-10
13x37	1.7645915e-10	1.7593789e-10	0.043583274	1.7498042e-10	1.7583422e-10	0.11341555	1.7508525e-10	1.7512267e-10	0.18586548	1.7537236e-10	1.7645375e-10	1.7595535e-10	0.65713567	1.7605371e-10
