	dist_type_ROI	dist_type_ambigious	dist_type_central	dist_type_parasite	dist_type_portal
2x32	881.0835658437852	1641.2963930990645	963.8034291285749	101.87075144515224	369.28857279910505
2x34	775.0783831329575	1665.3790259277316	971.2141370470262	32.53459696999506	241.82907186688684
2x36	673.0384312949742	1693.0133874249193	989.13938855957	71.61515202804506	115.1178960891831
2x38	579.377942279476	1731.6212634407098	920.2786534523115	64.5786342376487	3.6055512754640144
2x40	500.0806734917876	1752.800011410315	824.4923771630637	141.94815955129553	68.27942589096675
2x42	445.76148330693604	1758.5269119351	740.535009300708	55.51666416491512	190.77237745543795
2x44	422.9789238248165	1773.7505377025261	669.3983642047534	51.224701072822604	318.0983652897327
2x48	469.6561827550022	1825.3364977450046	581.9777744897135	306.02374090910024	545.9636709525645
3x29	949.7751523386995	1552.2858757329461	934.6854230167495	151.31239209000688	513.4144914199442
3x31	909.192839831023	1578.7772547132797	912.062070256186	168.1975624080206	437.2358859929044
3x33	797.6465696033548	1594.9664103046184	907.4782917513784	93.84908097578791	312.27143641389915
3x35	688.2732378932074	1622.6615944182568	921.7574789498591	4.3416586692181545	188.44800343861402
3x37	585.5885586313992	1656.2834781522154	937.1239832594188	104.6191187116393	83.8400858778184
3x39	492.3952274342228	1695.5654690987312	833.0526153851267	139.8608594282189	0.509901951359283
3x41	417.55267931124564	1696.3334106242203	738.360914458505	101.57578451579884	122.019834453256
3x43	372.7735639768463	1707.3711752281636	655.42499952321	13.368993978606099	249.72891302370283
3x45	365.572674033495	1725.6107846209122	586.784270409492	121.24099966595486	376.71445419574786
3x47	394.4284472499417	1753.3673317362793	538.9525025454468	245.7917817991484	461.8339528445263
3x49	446.77019820037225	1788.9986612627745	519.346522083281	355.2855330575676	545.3809769326392
4x28	871.258543717076	1475.6232073263147	898.2640202078674	134.28272413084258	514.9666494055706
4x30	928.9084185214384	1517.3902101964409	864.8930858782488	91.53387351139459	429.2922664106587
4x32	826.4106545779764	1528.1911431493118	849.756653401431	168.07965373595962	367.1892836126891
4x36	603.2830347357697	1582.8749855879332	877.5821443033125	64.20918937348466	160.50800603085187
4x38	500.4294156022402	1624.8399921223013	852.5482977520977	176.79423067509904	39.80452235613406
4x40	408.6226743586311	1638.500012206286	748.8550527304998	179.01365869675953	58.30514557052432
4x42	338.4237728056348	1643.108350048773	654.1497152793081	76.88985628806954	184.80110930403006
