	dist_type_ambigious	dist_type_central	dist_type_parasite	dist_type_portal
12x48	1296.2369073591447	123.52700109692603	687.7195067758366	850.0765377305739
13x45	1148.7048794185564	174.8282013863894	531.2201991641508	717.3036316651409
13x47	1216.7946416713053	88.77049059231322	606.5485965691455	773.4941499455571
13x49	1294.6784079453862	75.60806835252428	697.6842982323739	840.8770302487754
14x44	1069.4185569738352	207.76440984923272	451.6857868031713	635.1066445881352
14x46	1143.0073053134874	91.3526135367783	530.9705264889944	703.2351669249767
14x48	1214.8887768022223	17.36490714055213	616.662906294841	762.4622875919831
14x50	1298.1227830987327	93.63097777979249	704.5199500369026	802.8177626335878
15x41	936.3767244010287	395.90020207117817	340.2548603620527	483.99810950044014
15x43	989.5650610242865	269.5125414521558	373.0026943602418	550.4265709429369
15x45	1056.8978048988463	137.14725662586173	443.17600341173704	621.7467088774978
15x47	1127.9965336826174	11.703845521878513	528.7572032606271	677.2637447848513
15x49	1213.7466333629934	42.21480782853353	632.1165161582161	755.8074424084485
15x51	1301.947790811905	157.96471124906358	651.5617008388384	742.4069301939469
16x40	864.8594105402334	419.24718245922634	286.8930114171482	410.42465812862656
16x42	910.4559571994683	330.48154260109567	297.19698854463525	467.667242812665
16x44	969.9617157393377	210.07410597215437	354.44284447566434	541.3573034512418
16x46	1046.085053903362	90.15287017061634	445.17450511007473	597.8862266351349
16x48	1128.1012809140852	65.90068284926966	547.7982292778977	670.5419449967318
16x50	1220.0235448547708	132.44111899255486	591.4802194494757	690.1082886040422
17x41	831.5079554640473	338.17610796743145	228.6076989079764	383.74793810521
17x43	888.6913581215922	240.27511315157022	271.91235720356656	464.9278761270397
17x45	962.3802263139034	175.108252232726	359.68166480931444	517.6849427982236
17x47	1042.9504302698188	105.64184776877022	463.6498678960236	586.0900954631464
17x49	1132.5433898972703	147.14594795644234	537.0675283425726	644.5245767230291
17x51	1229.9308801717277	218.1677565544463	538.7182658867249	628.1703351798777
18x40	753.5109289187516	351.9265832528141	168.77831614280302	302.66106455902116
18x42	806.2955351482481	244.22221438681606	188.56428612014508	378.0903198972435
18x44	877.2558634742772	159.2025439495234	274.6784483719099	435.88054556265746
18x46	958.3311014466764	139.50806428303704	383.4872879249063	501.76538342137553
18x48	1045.7985752524241	178.81683365947404	481.45057897981593	585.7571681166181
18x50	1146.0371547205614	229.60087107848702	474.3192595710193	573.2409266617309
18x52	1244.777506223502	307.7749827390136	491.99780487315195	567.6462278567524
19x39	681.2719427658825	393.6631300998354	142.58001262449088	226.75506609555597
19x41	726.9012106194349	273.74763925922684	112.8422350009073	293.16952433702943
19x43	791.615676954417	159.09676300918224	187.3803084638299	357.2749361486192
19x45	873.5679538536198	81.03190729582997	300.84941415930996	418.45784733949006
19x47	962.7168638805493	128.37507546249006	420.1984769129941	502.67540222294554
19x49	1060.434703317465	242.09494005451657	419.71271126807665	528.8748056014769
19x51	1162.6117193629177	312.470494607091	422.7327879405617	509.93529981753557
20x34	599.8640262592847	700.1835830694688	405.46029398696965	206.7434400410323
20x38	604.2731170588346	448.36815230343916	159.70284906663375	149.77650015940418
20x40	645.8837743743065	320.2846390322206	57.03551525146395	206.8309696346271
20x42	709.4949259860849	194.52776151490534	103.57919675301615	285.8867782881887
20x44	788.7148660954729	71.11075867968212	223.1975358286914	335.1076543440927
