	dist_type_ambigious	dist_type_central	dist_type_parasite	dist_type_portal
14x54	621.5791502294778	860.783852079022	407.7911720476546	1048.0172899337108
15x53	548.0617209767526	779.7038219734465	366.7520279425866	972.934247521383
16x54	513.9523421485694	759.97329558347	297.49052085738793	940.5111429430276
18x54	407.12097710631434	656.6958885207065	180.31441983380026	823.0000546780054
19x53	327.845893675672	579.5074891664473	158.9060414207086	754.1445020684033
19x55	397.2460824224703	633.3658105707949	115.65919764549632	768.7683981538262
20x52	250.21718566077723	494.0955777984658	181.48729983114512	676.2433289874286
20x54	316.12658856856706	556.2003416036349	75.13734091648442	710.900007033338
20x56	402.7026818882637	619.2067909834324	87.89340134503854	720.0351727519983
21x51	185.98134315032794	414.56659296185467	231.9169247812673	605.4752348362401
21x53	222.24313262730982	467.54679979655515	104.80176525230853	643.2898335898058
21x55	321.8577480813535	538.6135999025647	6.2936475910238885	655.2923088210331
21x57	424.9999647058812	613.5566559006595	123.80375600118151	648.0113965047218
22x48	220.76054901181945	302.966697839878	423.45911254807106	531.4587660392855
22x50	138.75233331371402	334.9197067955244	294.56138579250324	535.654562194704
22x52	148.61766382230604	401.4543685152771	170.60776652895964	574.3230885137737
22x54	238.34103717152885	457.7694288612993	48.8205899185987	597.9000334504088
22x56	358.61005284291764	547.1599126398061	73.58919757681868	619.9562645864626
22x58	468.8121692106552	631.6337942194036	137.10671026612783	585.9203444155183
23x45	364.3891463806238	280.38482483900543	326.8300016828319	408.0980886992732
23x47	245.11209680470682	245.99174782906826	385.411909520191	451.4761787735869
23x49	133.8390824834059	259.37636746627476	368.9293970395959	474.09503266750215
23x51	74.4529381555893	324.33476532743157	246.4326277098872	499.07278026356045
23x53	153.3551433764126	375.46397963053676	134.72119358141074	543.4188071828211
23x55	270.27987346452574	451.9139409223841	81.93173988144034	543.9762954394245
23x57	393.39328921576697	548.1546132251374	116.67339028244582	550.0013454528995
23x59	521.1214925523606	654.629521179728	83.56440629837572	519.5913875344742
24x42	551.3114909014685	228.9601712088808	268.357150081752	353.61187762856605
24x44	420.29715678315017	276.3868665475983	258.20786200268947	343.67731958917494
24x46	296.18494222360454	204.11643735868003	300.5071047413022	372.9138238252907
24x48	167.26795867708788	189.0470047369173	386.0403735362405	417.41558428022313
24x50	47.848092960952776	239.73827395724712	328.07688123365205	426.75407438008136
24x52	70.78545048242631	294.48018609067736	220.83428175896955	471.1235294484876
24x54	193.7612190300216	366.5684247176781	146.22041581119913	483.4002585849537
24x56	317.9620889351433	460.38146139913135	149.53023105713433	499.43977614923676
24x58	443.9148792279893	563.0136943272341	29.698821525440717	472.461236505176
25x39	736.3079926226524	214.91081871325133	331.80997573912686	399.24060414742377
25x41	611.8858145111716	170.92469101917342	247.27039855186845	327.0184245573937
25x43	485.4288413351642	198.98381843758057	196.70119470913247	283.5682633864376
25x45	356.90078453262015	190.57956343742597	220.38686439985491	297.5949764360951
25x47	229.077104923211	132.9793969004222	299.44702369534446	350.5625764396425
25x49	106.00382068586009	150.3635926679062	397.8281161506814	355.0977471063425
25x51	1.0	218.13069476806788	306.7719022335651	391.21477477211926
25x53	126.6006319099557	281.55979826672717	224.2492363420664	429.32076586161065
25x55	255.90031262192716	378.6657761139763	195.70378126137481	431.3592122581827
25x57	378.80021119318315	479.9904165709979	84.69356528095847	441.1097369136164
25x59	507.40221718080824	593.4716589694913	27.239860498908655	403.23294756257206
26x38	813.117310109679	239.4751761665496	371.95316909525036	425.03806888324715
26x40	688.1338314601309	142.72900896454092	261.45701367528847	327.0947416269482
26x42	559.8087619893063	116.89332744002128	169.5224173966381	250.9092465414537
26x44	430.99707655621035	193.5662160605512	140.99815601631084	226.28451118006262
26x46	303.8468035046606	112.25631385360876	205.08456792260117	263.3687149226345
26x48	176.6380763029308	70.11569011284128	308.9064745193923	300.2099432064167
26x50	53.09510335238055	152.20542040282294	402.4185507652447	310.4942672578675
26x52	58.151870133298395	186.29879226661646	316.4747067302538	364.64015138215353
26x54	188.72215026329062	282.23332545962745	263.08829316410095	364.7035097171398
26x56	307.87000503459274	385.9854142321963	145.7543824384019	385.28267544752134
26x58	436.66902798343756	502.5137212057002	37.770888260669686	368.1228599258676
27x37	880.9471323524469	279.57083181190393	378.6957221833907	455.0778504827496
27x39	754.4635246319069	157.78532884904092	293.3683861631992	341.4615790978539
27x41	627.9858676753801	57.24727067729954	174.7061819169545	238.65508584566138
27x43	500.5391093610966	107.40018621957795	86.66717948566213	172.10984864324283
