	dist_type_ROI	dist_type_ambigious	dist_type_central	dist_type_parasite	dist_type_portal
2x16	448.947057012294	343.5460085636274	655.1557524741731	220.31400318636122	543.0575107665853
2x18	392.37566183442107	242.2549483498737	528.5597979415385	246.72952802613628	506.0769309107064
2x20	364.3068075125689	168.0525215520433	405.28613349089545	321.5858361308844	498.6381954884723
2x22	368.6513935956298	157.1344965308382	279.6809789742591	347.01534548201175	519.980624639034
2x24	412.3348154109716	97.16480844420988	161.90120444270946	316.51224304914336	571.031522772605
2x26	482.9910661699655	145.43785614481538	61.994919146652585	314.07064491926013	642.5928493221817
3x15	441.00623578357704	374.2406979471901	711.4012229396292	176.96468574266441	519.0923809882013
3x17	358.3862720585151	250.98788815399038	578.8731467256017	166.9051227494231	459.35402469119606
3x19	319.12944082299896	156.69588380043675	459.07929598273097	237.04261220295396	441.1786486220746
3x21	303.53507210864444	92.09310506221401	330.5800054449754	330.5515693503813	448.9168519893188
3x23	331.82400455663236	80.41747322566147	203.71492336105362	269.11107372235716	489.31602262750397
3x25	398.56313176208363	59.78603515872253	79.59503753375574	262.34894701523007	558.1771851303133
3x27	485.47339782937644	176.25101418147932	15.4019479287525	237.76463151612762	643.5411564150346
4x14	452.29768958065654	422.87066580693437	715.4395851502767	169.4131045698649	454.3043033034135
4x16	356.9402330923203	297.7575020045674	644.094193422049	105.45107870477185	438.79805149977585
4x18	286.99709057758747	178.43746803852596	522.7547512935679	151.96094893096713	394.6691399134216
4x20	249.2478685967043	70.28869041318089	394.811980567966	256.79505446951276	383.5467376995925
4x22	257.22721473436667	61.4950404504298	266.19549207302515	245.6078988957806	411.87357283516013
4x24	313.88929577161434	0.5385164807134672	140.59832858181494	201.56113216590143	473.4890600636935
4x26	399.4900874865358	108.0117123278768	19.56859729260122	213.2297587111142	557.5892125929266
4x28	499.31771448647817	234.4469662844885	95.53313561272883	169.74033109429232	654.0689413204086
5x13	476.32772331662574	480.17882085739683	665.3754579183094	196.5769569405326	388.9484541684154
5x15	367.3935219897051	353.9587546593529	655.6000305064056	83.87609909861082	406.38823801876936
5x17	272.5390247285698	227.68557266546333	566.7672538176495	65.88869402257113	359.38436248673924
5x19	207.48033641769518	101.016285815704	446.40171370638797	175.445404613515	325.28124753818804
5x21	188.42425533884955	0.31622776601676605	329.35285029888536	221.76316195436956	336.4444976515442
5x23	230.8496696987024	68.56653702791176	217.28729829421687	164.0779387973897	390.30702017770574
5x25	313.3742969676997	62.900317964220385	104.81722186740107	149.58626273826079	471.57104448852675
5x27	415.0203850415062	178.58700960596218	68.46254450427627	131.765397582218	569.2499626701789
5x29	526.1431459213358	304.4046813043453	173.01274519526012	124.05647907304154	632.5323786178855
6x14	396.7387175459435	420.62288335277236	600.221134249703	127.11573466727074	340.56542690061775
6x16	285.0174029774321	295.9495227230481	601.4420337821425	1.649242250246998	344.42607334520994
6x18	188.61434197854618	171.7386677484136	492.5732128323666	102.10078354253706	282.9296202238287
6x20	136.28125329626226	58.26988930828689	368.37071001913284	151.88344215219772	268.9010598714701
6x22	148.34840747375753	64.60069659067153	247.84117898363863	164.91285577540643	306.70873805615645
6x24	225.53212631463407	86.6876000359913	142.37675372054233	86.54443945164816	383.81758688210226
6x26	329.311584976903	146.7157796557686	107.17051833410144	132.88686917826	482.67807076767014
6x28	443.5202475648661	258.1426156216754	153.3890804457737	54.677326196514024	555.1032426495093
6x30	562.3493309322952	378.17637419595644	254.21913775323853	125.85455891623478	610.7053053642157
7x13	441.2210783722826	493.0779248759773	554.5506649531673	200.09607692306207	275.2530472129237
7x15	318.0538476421878	369.78000216344856	539.5	87.38563955250314	291.94391584686264
7x17	201.75415733015265	250.76032381539144	546.5461920094219	66.78278221218403	260.62912346857934
7x19	103.54602841248902	144.53435577744133	419.48990452691464	106.18559224301565	211.1250340438101
7x21	74.71418874618114	92.10000000000014	291.9561782185813	121.30296781200357	227.76042237403746
7x23	139.39530121205672	150.94518872756433	167.25205529379892	80.00656223085697	297.76710698127835
7x25	245.74885554158752	154.07433270989696	58.44056810127693	46.96913880411271	397.7120817878181
7x27	363.9055371933767	233.18670631063	74.77860656631684	57.229712562619035	481.5037279191097
7x29	485.3661710502701	340.88226706591837	180.59656696626328	47.47125445993615	529.3897618957133
7x31	610.2449508189314	458.02892921735855	303.75796285858917	175.7125493526288	601.9143626796091
8x12	495.78402555951715	518.8001542019817	517.7978369981859	280.90888202404705	212.174456521043
8x14	368.79750541455667	448.42234556275173	486.2464395756539	172.9855485293496	227.21003498965453
8x16	243.8913282591244	332.89004190573195	487.2487865556979	107.89337329048521	260.32322216813475
8x18	120.70563367134103	229.92357425892632	480.70599122540585	120.39788204117204	177.37150278440998
8x20	24.76307735318847	159.2865656607613	352.5081701180839	39.01038323318541	155.42525534802886
8x22	53.81310249372368	160.88769374939773	224.64115829473448	123.61411731675321	212.3046160590957
8x24	163.32547259995926	201.0865733956397	96.98252419895026	19.94016048079846	312.56328959108436
8x26	285.3735271534486	233.56765615127472	0.5	98.0798144370188	410.5153468507602
8x28	411.03052198103245	318.81952575085484	104.9041943870692	42.87295184612317	449.89697709586807
8x30	537.17155546436	424.90737814257824	232.31160108784928	122.67306142751963	516.2819772178766
8x32	664.4363701664743	538.8317826557748	360.2780731601634	244.68120074905636	604.2769977419297
9x11	557.6658587362149	455.5001756311407	496.06371566563894	362.26096946814465	159.40329356697734
9x13	431.06455433032295	529.7767926211944	443.4165648687472	259.0329129666731	160.291765228286
9x15	303.5708154615657	416.76257029632586	425.00004705882094	181.828600610575	181.4520322289062
9x17	177.43745376892667	315.273611328319	443.345068766982	171.1264152607656	178.91855689111736
9x19	51.74263232577172	238.14218441930856	421.23829360588763	55.176987956937225	98.72436376092787
9x21	0.2999999999999545	208.00021634604133	294.8913189634445	39.54099138868426	126.82227722289174
9x23	86.36208658896564	240.48078925352866	172.38390296080436	106.13675141062129	228.48590766171984
9x25	214.3241703588283	263.6805832821219	57.46172639244308	79.48238798627037	340.13004865786263
9x27	341.3294596134357	317.2645583736073	59.25706708908242	120.50560152955556	371.3491618409821
9x29	469.4631508435993	406.05276750688455	174.91669445767613	115.39865683793724	431.8051065006064
9x31	597.256293395055	509.18177500770787	299.8744403913078	206.0404814593482	518.3790890844268
9x33	725.0419574066042	621.2695389281532	426.61908067970893	322.07707152170894	544.7045437666185
10x10	623.8369177918215	393.70001270002524	482.25107568568455	446.5768690830281	135.1994822475292
10x12	497.0843188031584	521.9000095803793	408.47034164061404	345.2581932409426	96.52781982413144
10x14	371.8761621830579	501.39972078173315	367.6953630384805	264.76533005663714	108.80018382337408
10x16	248.5208240771787	401.4319369457293	369.9643226042208	226.35591443565158	165.03878332076977
10x18	130.48869682849931	320.6033374748305	410.7672090125987	138.30437447890074	90.60739484170143
10x20	38.59961139700759	273.83851080518247	370.33731921047325	39.32848840217481	42.418510110563744
10x22	46.881659526940936	275.14703342031527	251.08223752388386	76.07161099911058	150.60375161329807
10x24	160.33072069943432	320.30975632971297	144.32581196722933	132.9869918450675	272.73712618563667
10x26	284.1742071335821	341.85520326594434	88.48378382506047	167.4830737716503	295.28863845397086
10x28	410.9711060403152	406.8381127672283	150.33046930013887	162.0007716031007	347.82359034430084
10x30	538.7279276220977	497.1247127230752	259.557662187037	203.24807502163466	431.98122644392777
