	dist_type_3	dist_type_ambigious	dist_type_central	dist_type_portal
22x40	113.13465428417625	231.16109101663287	113.16381930634932	173.38987859733868
22x42	237.82152972344636	329.72819109078324	237.8370870995524	61.93448151070591
22x44	321.27262566238034	449.7933970168971	322.26588401504733	48.36631058908676
22x46	197.45946419455314	566.7472452513554	198.44203183801565	81.25047692167718
22x48	77.57138647723114	687.3001673213826	78.35508917741052	14.605478424208181
22x50	5.8180752831153315	809.5969676326613	6.360031446462902	141.2156152838633
22x52	28.891867367825277	933.1638334183339	29.181158304632227	267.50315885985344
22x54	30.2001655624599	1042.8076764197701	31.200160255998505	391.8010336892951
22x56	66.30120662552096	1096.6613196424864	67.30118869678324	529.3001511429976
23x21	481.78021960225783	501.7853923740704	482.38011982253136	425.1340729699277
23x23	373.9504245217538	374.7163193670645	385.0157399379925	377.21256606852313
23x25	252.6956271881252	253.3394560663616	315.8456585106085	372.82929069481634
23x27	123.87356457291439	124.21698756611349	275.90407753420385	411.3653607196405
23x29	38.39596332949598	38.55191305240247	262.86926408387876	469.33596708541313
23x31	91.31593508254761	91.76709649978062	171.06080790175147	398.40005020079985
23x33	120.99925619606107	209.61684092648667	121.99844261301052	330.4942056980728
23x35	146.79645772292972	147.50254235097063	180.04999305748427	307.8938128641109
23x37	83.82630851946175	103.02062900215658	84.11926057687374	321.6853276106945
23x39	71.4183449822246	143.37147554517242	72.12613950573014	211.25761524735591
23x41	185.4452479844119	247.59067026041174	185.73728758652646	92.23632689998007
23x43	305.6734368570485	359.71690257756865	305.85821878772526	0.5
23x45	278.2103520719529	485.5759466859947	279.1451235468748	117.27318534089538
23x47	166.99251480231067	607.3767364659271	167.2856837867483	13.9032370331513
23x49	85.88416617747444	731.8067299499234	86.44934933242727	69.49741002368359
23x51	24.123847122712323	857.7778033966605	24.620316813558585	196.7708311716958
23x53	57.85576894312287	969.2103435271417	58.002499946123194	325.9142371851836
23x55	44.78236259957725	1004.6290161049502	45.2621254472215	453.56351264183536
23x57	143.82367677124674	1058.6160068693466	144.2513431479931	585.6878434797843
24x20	504.73062122284574	564.4042877229051	505.18273921423696	411.1038798162817
24x22	394.26549430555025	434.8007359699383	394.8476668286136	343.0896092859705
24x24	300.8941674409792	308.300016217969	301.5441924494651	315.1026816769417
24x26	180.9473127736356	181.82994802837047	235.51290835111325	331.27893081208765
24x28	43.20300915445587	43.47528033262115	215.65643973691093	398.26787467733305
24x30	6.370243323453183	6.46374504447697	256.08236956104577	396.1345478495909
24x32	126.89602042617426	127.14873180649516	193.06786371636275	346.49357858407694
24x34	176.33150597666867	176.08691035962877	189.82202190473083	343.1862468106783
24x36	63.782442725251144	64.48875871033604	174.10399191287937	373.0136726716599
24x38	59.772652609701154	60.32387587017279	106.15823095737802	246.01335329611646
24x40	155.5930911062571	165.7540648068699	156.27606982516556	127.71926244697774
24x42	263.07871445633907	283.9922710215896	263.50637563444263	23.795167576632004
24x44	357.83485017532877	412.98690051864855	358.73413553772656	80.30056039655034
24x46	252.4658590780147	534.4597365564595	252.860455587662	83.7819192905009
24x48	162.08497771231015	663.3430032796005	162.41286894824583	9.876234100101186
24x50	98.4074184195479	786.7495281218796	98.93037956057773	133.13609578172262
24x52	6.673080248281002	899.8052733786348	5.807753438292378	260.93549011202003
24x54	98.59574027309695	932.4263617037004	98.94907781278202	389.6363946039952
24x56	128.27100217898067	974.8036981874864	128.7379120539092	518.1222346126445
25x19	553.0254966997453	640.8044943662615	553.6533211315543	428.01728937041787
