	dist_type_3	dist_type_ambigious	dist_type_central	dist_type_portal
33x53	140.81619225074976	417.0472395304876	141.31525041551643	483.27300772958597
33x55	259.27176861355383	490.75212684205445	259.76152524960315	584.3655106181409
33x57	376.8525573748972	582.2017262083649	377.2217517588297	639.9820700613415
34x18	307.3210861623393	307.5406477199396	676.2412661173526	459.245304820855
34x20	217.95286187614033	218.18810691694426	566.4350359926547	352.6313230556809
34x22	163.2258864273678	163.62545645467264	444.78162057351227	261.5601078146282
34x24	149.7706580075015	150.1520895625498	315.2212714903612	204.89228877632274
34x26	189.46991845673	221.06707127023685	189.97539314342768	186.71970972556738
34x28	64.10070202423661	327.0475500596206	64.44610151126268	235.3076709331853
34x30	5.7567351858496485	396.35330199204867	6.5069193939989844	196.03147706427157
34x32	136.09559140545304	416.4850657586656	136.52475965919157	96.64786598782196
34x34	262.048583281803	468.1489720163872	262.5289698299981	113.88880542002367
34x36	385.7791337021742	469.1549211081562	386.1957275786463	78.70158829401122
34x38	465.40439404887485	466.1122718830737	511.13486478619325	114.08965772584342
34x40	500.7106949127412	501.08542185938734	616.7154935624694	215.02930032904845
34x42	517.9031955877468	561.2007840336648	518.6755440542768	337.30271270773983
34x44	393.2211591458423	483.6640156141448	393.9165901558346	303.8454870489276
34x46	263.2592828372818	400.9000498877493	263.79963987845	278.4001616378842
34x48	137.4688328313002	339.69262576629455	137.9162064443478	303.97611748293673
34x50	29.455220250407304	320.6003898937117	29.829683203145223	366.8193151948245
34x52	92.14645950876273	343.5022125110693	92.49632425129145	462.12635717950593
34x54	206.02293561640198	407.7259496279331	206.6563572697441	545.0438973147022
34x56	328.20024375371844	495.0010100999796	328.6870852345741	569.323809444151
34x58	448.0651849898633	599.8339853659515	448.5496739492745	622.0651171702207
35x17	338.2649848861095	338.8197160733122	760.5283689646299	543.9661754190237
35x19	223.1290657892869	223.40675907411557	639.7985464191053	441.6729332888762
35x21	132.6060707509272	132.80651339448644	510.57396134154743	346.92934439162127
35x23	82.5867422774381	82.98777018332268	388.4903731110977	282.4244500747059
35x25	132.1550604403779	132.8109935208676	263.0368035085585	248.79823150496907
35x27	132.0668012787468	247.26552529618837	132.10238453563204	257.85274867644927
35x29	9.714422267947583	367.24020749367844	10.10791768862386	276.0068296256454
35x31	64.48953403460136	458.49765539204253	65.14982732133683	179.50069637747936
35x33	188.80606452124374	491.30329736324825	189.33813667615948	143.81630644680067
35x35	316.9526936310843	536.1167876498556	317.4388287528795	148.64726704517676
35x37	422.5615339805553	521.6000862729994	422.88775106403824	139.30129216916873
35x39	535.7429607563686	538.8763494531936	536.2392376542394	202.24519771801783
35x41	575.6612979869324	575.9521941967056	591.3514437286848	300.14351567208666
35x43	462.93244647572493	491.501017292945	463.4128289117598	379.9000526454295
35x45	339.8438612068783	391.1609003977771	340.4001321973891	344.5014513757529
35x47	217.4871950253622	317.0111669957381	217.99972477046833	341.48218108709597
35x49	113.50462545641044	267.64547446202016	114.14946342405652	381.8068883611192
35x51	92.85709450548208	269.1933134385026	93.29222904401004	458.68686486534597
35x53	174.85036459784712	321.5161737766858	175.35178926945704	483.2076675716145
35x55	287.3780089011686	412.2258119041066	287.90922180437383	499.3088423010348
35x57	407.3014853888947	511.6175329286517	407.93688237275137	537.3662624318724
36x16	385.6979258435283	386.50005174643877	805.7752105891566	629.7711409710672
36x18	258.37525036272325	259.0644128397413	708.0905097514017	524.1222853495165
36x20	142.09461636529343	142.46992665120564	583.2787326827541	432.0718458775115
36x22	59.12300736599905	59.456959222617314	457.4642390395122	359.32092897575575
36x24	47.59327683612457	48.15516587034034	327.6496909810842	319.37238452940824
36x26	166.37307474468338	166.7213243709394	204.9438947614688	306.36742646697934
36x28	78.58632196508513	296.06419911904237	79.0886211790294	334.1948683029113
36x30	9.353608929177813	419.8460313019527	0.29999999999972715	267.56212362739217
36x32	118.71520542879085	527.5434579255061	119.16417246807033	206.07401582926477
36x34	236.07390791868565	572.5709475689455	236.42776909661026	217.37545859641108
36x36	342.4670787097645	582.9230652496094	342.86921704930006	194.10023183912003
36x38	455.4924587740177	579.7007676379257	456.0497560573848	211.04260233422093
36x40	569.512923470574	570.0843534074583	577.5813102931916	284.46927777881405
36x42	493.0810176837067	493.43235605298514	543.5221154654149	384.4306049210964
36x44	403.84890738988	404.07714609960294	419.01925970055373	411.5341298118544
36x46	304.37463757678603	310.6311639227458	304.8536042102829	394.40020283970455
36x48	199.82962743297094	235.74240178635634	200.5354831445048	412.02897956333146
36x50	140.67540652153812	202.6029861576575	141.536461733364	464.48398250101184
36x52	173.38016034137277	237.28902208066845	173.9197516097586	431.3224779674713
36x54	259.9000769526631	324.4278810460037	260.31298469342664	430.1358506332618
36x56	367.8787843842046	428.74188038958823	368.33137254380074	461.7886962670263
36x58	486.38076647828086	541.3125252568982	486.9571336370379	519.4749753356749
37x17	314.2254127215047	315.18853088270833	718.1220021695475	612.2711899150573
37x19	186.24312067832182	187.18359970894872	629.7479654591983	518.3231617437139
37x21	56.8000880281008	57.630287176102115	525.7435211203273	441.5385034173124
37x23	14.79628331710388	0.3605551275464494	403.8533520970203	390.63631423614487
37x25	102.14523973245174	102.51073114557343	281.09615792465036	361.74390112343315
37x27	160.2634081754161	229.30756638192284	160.69461720916487	366.7426345545333
37x29	42.24038352098617	358.116252074658	42.61748467472007	350.05892361144004
37x31	44.640452506667046	488.3346905555657	45.25229275959393	279.1414874217019
37x33	151.27527887926672	599.9790079661125	151.25015702471163	258.59545626325337
37x35	252.57335568107735	652.7137963916501	253.0654065651803	261.96278361629953
37x37	376.20346888352867	632.9000316005681	376.7870087994013	249.2028290369113
37x39	496.90148923101447	576.1071862075667	497.3723856427897	291.5659273646358
37x41	481.3743345879587	481.9110395083308	621.2948172969094	372.9989946367148
37x43	411.9350070096005	412.37683009596896	501.0844739163247	470.213621665728
37x45	320.44626694658155	320.7017461754766	384.7685148241729	451.5506726824797
37x47	224.16514001958458	224.2770830914295	285.60043767473474	455.4193781560026
37x49	159.15476744351702	158.6689635688088	211.61720156924855	448.80378786280306
37x51	157.89974667490756	158.0314209263461	202.13740376288624	391.7881187580856
37x53	237.178013314894	237.5727467534945	256.9723915131741	369.1121916165869
37x55	343.10250654869907	343.5507677185427	346.76639110502083	382.96439782308727
37x57	453.808164316157	465.04779324280213	454.2092579417555	441.0438186847197
38x16	376.0120343818797	376.884133388499	725.6623526131142	695.8797669137966
38x18	248.4280579966764	249.23262226281696	626.9160230844316	600.8724490272459
38x20	127.48666596942597	128.02441173463754	537.7682121509225	525.8821636070196
38x22	42.61854056628402	43.0248765250988	471.27734933900643	469.2410254869026
38x24	65.99098423269658	66.32050964822277	359.23085891944186	431.6737309589269
38x26	181.2936016521269	181.61379352901605	244.13637582302238	424.9361952105284
38x28	116.93117633890468	306.14000065329583	117.38867066288819	434.8366359910354
38x30	14.327944723511525	434.27351980059757	0.5385164807133829	360.54720911414654
38x32	67.79410003827746	559.6325937612999	67.74097725896766	319.5885479800554
38x34	178.84842744625954	634.9793382465288	179.42898316604249	327.2988848132548
38x36	300.23499129848295	594.7734442626031	300.72587185009564	308.90006474586573
38x38	427.2009480326563	581.8000085940182	427.7925314916102	323.70395425450124
38x40	478.2343044993738	478.7427806244182	555.8755706091068	384.3251878292654
38x42	392.115097898563	392.574387855346	559.6644083734462	463.37225855676814
38x44	328.10769573419026	328.46591908446146	466.49143614861777	523.8548081291227
38x46	231.96154853768297	232.26915421553474	370.1010132382777	509.00664042819716
38x48	137.6985475595148	137.92856846933472	293.002201356918	436.08541594508733
38x50	86.78738387576841	86.85879345236145	256.69485775916905	360.7401419304481
38x52	150.74936152435296	150.9522109808269	281.08712172563173	314.7585900336953
38x54	263.9750177573629	264.15338347255755	343.99797964523	313.3796579231013
38x56	389.6092401368324	389.3786845732569	439.53721116647245	356.082237692362
39x15	451.7001660393761	452.4473892067452	750.4846700632864	783.5832055372294
39x17	325.5938881490252	326.2026670645106	634.6543783824387	690.392482577845
39x19	209.1736360060705	209.6683333267093	539.6989994432079	607.3791320089952
39x21	116.70651224331921	117.06498195446844	456.8330220113252	544.3081939489797
39x23	97.80046012161719	98.80045546453738	391.09299405640064	505.685406156832
39x25	152.05854135825462	152.2662142433443	298.0664355475134	480.73485415559384
39x27	170.86140582355054	259.7822549752003	171.6566922668616	482.7608310540532
39x29	38.45958918137305	387.3039374961222	38.77034949545834	441.3727902805064
39x31	24.778216239269568	505.0585708608457	0.40000000000009095	394.8857556306634
39x33	100.39447195936647	608.494576804099	100.99034607327584	380.04085306714103
39x35	226.81313894922408	555.5546777770841	227.35083021621017	372.43898829204244
39x37	353.34040244500767	525.7507394193563	353.81950200631957	369.7578126287532
39x39	479.76454641834465	499.3003304625381	480.2982615000808	402.9054727848708
39x41	396.1773466517235	396.68386657387504	579.7724467409605	463.59366906807526
39x43	309.9512381004465	310.3056074259692	475.8913426403127	522.7869260033189
39x45	255.09043494415823	255.63358543039652	381.8519739375452	525.1401051148157
39x47	148.39326130252647	148.83400149159434	297.81396877916904	444.98220189126636
39x49	55.593165047512436	55.313651117965065	235.58353083354496	349.98885696547495
39x51	67.40155784549816	67.67547561709512	220.52294665181668	280.59609762076144
39x53	185.32072199298196	184.92152389594918	266.98346390741125	248.49581485409328
39x55	311.30025698672364	310.67032365515723	358.62187607562385	272.90043972115546
39x57	444.13553111634775	443.39888362511726	472.3449692756345	349.00654721652427
40x16	405.82915124470776	406.34578870710584	661.9003701464442	774.0737045010635
40x18	293.69089192550723	294.2419752516625	552.4870496219797	691.7886526967611
40x20	200.4222043586988	200.82395275464535	454.57305243491936	624.4968054361849
40x22	153.07034330659903	153.29621652213103	374.1549545308732	575.5572343390362
40x24	163.02668493225303	163.3796192920038	321.390883504806	545.3293500262023
40x26	235.28841875451502	237.13127166192166	235.95092710137848	534.5377816394275
40x28	107.99412021031507	348.5196264200916	108.3472657707613	523.5092453815884
40x30	17.860011198204603	461.55365885235955	18.291528093628322	465.2003654340784
40x32	27.153268679847802	582.3570210789943	27.721832551258267	436.33576520840023
40x34	153.33522100287357	529.1713238640203	153.854119216874	442.20706688156855
40x36	278.37155027049727	480.3104412773052	278.86398118078995	425.6001879698837
40x38	398.76017855347607	466.2000429000407	399.186773327975	435.68943067281333
40x40	418.58047016075636	418.6146318513005	521.683246807869	480.8440599612314
40x42	312.8904760455322	313.33759748871466	499.2418752468583	474.81538517617537
40x44	226.5322272878626	226.85557079340117	390.4474996718505	462.270970319357
40x46	188.48347407664116	189.15184376579538	299.2698113742845	470.43088759136515
40x48	68.47627326307996	68.42514157822401	217.03686322834653	362.59205727649356
40x50	2.4207436873821124	2.657066051117315	160.63455419056012	261.77215283524714
40x52	122.25424328014151	121.42693276205253	186.99438494243606	202.7355420245792
40x54	246.11127564579402	245.18026021684534	274.8114990316089	199.96289655833647
40x56	373.9636613362321	373.0061929780792	386.11399871022553	261.3526736040785
41x15	489.1176750026522	489.56644084332424	696.2457181196878	860.8542849983384
41x17	377.6843258595729	378.26135144896847	579.0658425429699	774.8193660460483
41x19	282.41340265646045	282.94298012143724	469.21160471582516	702.8056132388245
41x21	221.01567817691136	221.28788941105668	366.9464947373115	648.5094679339694
41x23	209.5000238663471	210.5000237529678	290.90042970061074	614.8618218754519
41x25	240.1188455744364	240.49503113370145	256.87635157795273	593.5866069917683
41x27	190.10065754752142	323.87568602783386	190.57560179624255	596.0639730767161
41x29	96.07923813186709	429.5695752727373	96.43661130504339	540.6829200187483
41x31	23.973527066328877	545.7000366501732	0.3605551275467016	500.6385222892863
41x33	77.83315488916018	515.2125774862255	78.29431652425353	491.40716315495445
41x35	199.2280351757755	448.85455327979014	199.6261756383667	485.2537583574186
41x37	324.6729431289281	414.5343411588474	325.0940171704182	481.31540594500024
41x39	417.13789087063276	417.2778690513073	445.7694695691934	502.766367212446
41x41	338.473411067989	338.54874095172744	534.7310071428435	442.45773809483757
41x43	226.80035273341142	227.21487627353943	415.4534871679377	407.6282620231326
41x45	146.1699353492364	146.55459733491796	304.9377805389156	411.48371778236856
41x47	126.43943214045193	127.03042942539376	214.28236044994426	389.1643997078866
41x49	13.92838827718412	13.892443989449804	132.00378782444085	276.0307953834137
41x51	87.39851257315564	87.4076655677295	108.0893149205783	177.5851908240096
41x53	190.79124717868999	196.82809758771768	191.10756133654152	134.95073175051664
41x55	307.54996342058	316.8844899959608	308.13467834698537	180.43220333410554
41x57	426.4097794375735	442.8829416448552	427.14646200103317	273.34245919724947
42x14	574.513019869872	574.9949651953484	719.0175310797365	948.3009068855729
42x16	464.10521436415695	464.7021088826691	615.729364250236	860.8174312826154
42x18	369.79346938527755	370.3835984489597	497.6129118099729	787.1486581326303
42x20	297.7653606449213	298.1781514464131	383.86743805642067	726.2954013347462
42x22	269.4345560613933	269.757261255374	281.7335265814132	687.6340451141145
42x24	208.9769843786629	275.83795967922924	209.32983542725083	660.3594324305516
42x26	194.89176483371452	327.80390479675515	195.68597292601197	653.5570365316254
42x28	177.73063888930332	413.889091424261	178.10047725932665	624.9353406553354
42x30	58.88735008471678	516.8790187268198	59.31374208393865	576.0186802526459
42x32	3.687817782917007	513.8217589787334	0.4472135955001613	552.9074063529987
42x34	126.09837429562717	427.6227309206092	126.51640209870057	554.5861520088653
42x36	252.38139788819652	370.38462441089484	252.6328759286886	540.6000092489829
42x38	346.5000144300141	346.5017460273469	381.33903550515294	484.94686306852196
42x40	370.63061125600507	370.9706861734495	506.84322033544095	420.1900165401359
42x42	256.18955872556535	256.4926704605804	455.16688148414295	364.199519494466
42x44	138.4536384498435	138.75449542267086	331.1582854165059	345.24485513907365
42x46	74.1596251338958	75.01766458641556	215.5579968361179	371.930974778923
42x48	98.31525822577103	98.42403161829961	128.4698018991231	304.7255978745467
42x50	47.315536560415204	87.98727180677916	47.89530248364643	187.30979686070847
42x52	105.95116799733735	175.8574706971531	106.48497546602526	92.12844294787557
42x54	229.89167014052535	279.38679281598155	230.68632382523268	91.39463879243684
42x56	357.5075104106207	398.95716562057146	358.3813890257139	194.28849682881386
43x15	549.2948570667671	549.9013002348695	632.545207870552	945.0154707728335
43x17	454.3607597493428	455.00120878960314	540.0582376003536	868.7612445315457
43x19	377.89984122780487	378.286782745578	417.1255086901303	805.0995528504536
43x21	300.28548083448845	334.01103275191383	300.75333747109096	758.601983915149
43x23	195.37371880577982	326.7000000000003	196.0813351647727	727.9047259085494
43x25	135.28643686637614	353.10737743638276	135.3426023098417	714.5342678976286
43x27	160.2034019613815	414.262875478844	160.58309375522686	704.5917470422146
43x29	138.00355067895887	500.04017838569763	138.54739261350235	650.2237922438705
43x31	14.317821063276353	525.6358054775188	14.560219778561036	615.3454314448105
43x33	62.652214645613675	424.0425686178213	63.14190367735239	610.7370137792536
43x35	188.0577039102627	344.0658367231478	188.4741361566622	583.8188931509495
43x37	296.76468792630953	296.9590544165978	317.0584804101605	486.07805957479684
43x39	297.8392351588352	298.05236117165714	441.39575213180285	403.3594054934135
43x41	293.92740600359093	294.13860678258436	502.826331848283	333.9423902411909
43x43	170.61564992696273	170.8475929008071	375.81817412147564	288.01059008307305
43x45	53.226497160718566	53.17386576129276	251.24462183298562	297.63511217596584
43x47	65.96741619921175	65.98257345693655	130.02345942175177	344.0123544293141
43x49	43.15228846770437	128.55940261217776	43.8442698650573	229.58510404640765
43x51	35.84368842627703	172.4040892786482	36.361655627872985	105.77320076465456
43x53	161.95307962493365	261.49455061243674	162.85576440519415	17.810109488714136
43x55	291.22242358719575	364.2077703729015	292.17614550130554	115.87450107767458
43x57	416.3937199334306	476.0696692712111	417.36402576168473	240.23723691384754
44x14	638.5149410937851	639.1395231090002	638.7313441502615	1033.5571246912289
44x16	540.7970599032509	541.4593798245629	546.8168431934039	953.1643404995807
44x18	462.06583946446415	462.3756481476939	462.9412921742885	887.3416703840747
44x20	339.89264481597706	407.65010732244383	340.1323418906234	835.2590077335293
44x22	216.42830221576835	385.29600309372535	216.799930811797	798.9490659610286
44x24	110.00890873015668	388.11075738763066	110.68405485886366	773.704568940885
44x26	79.37083847358538	429.70563179925887	80.03705391879427	770.6198349380843
44x28	140.56631886764325	497.6055566410007	140.96272556956308	727.2179109455434
44x30	92.10874008475001	551.7282120754746	92.57656290876236	686.448847329501
44x32	5.573149917237124	441.20228920530315	0.5099019513592606	668.0687539467776
44x34	119.59050965691242	338.9201823438667	120.1361311179949	606.5974694968647
44x36	241.35964865735124	263.7667151101515	241.79470631095307	498.8050520995148
44x38	234.30258214539563	234.30002134016095	357.9375643879808	401.21278643632456
44x40	265.0151882439947	265.42352947694735	455.171011818635	320.2843268097892
44x42	224.596994637061	224.62860458988743	436.51484510838804	255.68028864188955
44x44	97.29773892542406	97.36657537368755	309.116563774897	229.4137092677766
44x46	9.68968523740568	0.3000000000001819	179.06169327916007	266.9657094085304
44x48	51.348320323063916	115.80522440719176	52.28049349422764	293.276064485324
44x50	28.259157807691523	194.46485543665747	28.792012781325525	166.6318697008467
44x52	121.20107260251474	258.5701065475282	121.78875153313646	42.695433011037466
44x54	238.0625968101671	346.9230462220696	238.7287163288074	59.60033556952548
44x56	360.3438913038489	447.15871902491193	361.1311673062851	179.72289781772395
45x15	551.5799216795332	627.8662357540816	551.7970732071709	1037.570725300208
45x17	460.1672413373207	545.663715121319	460.4222952898784	968.4409584481647
45x19	393.1526166770352	482.71128016651954	393.6101878762792	910.931929399777
45x21	266.1132277809578	448.7933265992267	266.2022727175708	870.862130305366
45x23	138.32555801441742	442.0001809954381	138.49534288198996	840.8430055604911
45x25	23.75478899085386	459.8970428258918	24.068444071023613	826.8444170459157
45x27	58.950233248054126	509.0036640339639	59.3913293334977	806.8754116962544
45x29	131.63958371249873	582.5778746227842	132.20506798152618	759.1575462313474
45x31	47.161106857240014	468.7920327821283	47.480206402247354	733.0870139349081
45x33	40.08703032153937	355.122190238796	40.58780605058645	642.4272487994258
45x35	162.82828378386847	254.48821190774214	163.33784007387877	525.3210922854704
45x37	184.3740762688723	184.68134719023453	272.51899016398846	412.38137688309814
45x39	187.02753807928923	187.37262340053837	371.9033476590392	313.67260001472835
45x41	254.8800502197064	255.29716018788784	468.34606862874386	235.05369599306445
45x43	165.56406614963248	165.9188355793274	374.4583554949732	175.8688716060917
45x45	43.20231475279982	43.513676011111556	246.9105911053633	189.28084953317392
45x47	67.24053836786264	67.79741882992307	123.19208578476146	245.55058541978656
45x49	34.70360211851241	189.19603589927573	35.703501228871374	241.19606132770915
45x51	111.81918440053144	272.1193304416284	112.14512918535542	124.58944578093276
45x53	208.18907271996784	345.3631277365899	208.8077824220162	48.514843089512304
45x55	316.1898164078027	430.883975102347	316.7112249352713	130.38404810405297
45x57	437.2499971412236	532.5678923855625	437.91821154183583	254.77276149541584
46x14	570.5529335653264	710.5716360790095	571.0905795055629	1118.2649283600022
46x16	466.3561407336669	626.223322785091	466.56323258482314	1046.7075283955878
46x18	380.87441499790964	557.4071402484902	381.2470590050498	984.9145749759215
46x20	317.0671853093597	514.2810515661648	317.5862087685796	940.2642181855058
46x22	203.65269455619776	496.36117898159637	203.77835998947478	907.1286678305347
46x24	77.80231359027813	500.981835998073	78.16009211867639	886.6343101865617
46x26	20.036965838170286	533.9184207348537	0.28284271247436177	884.0688208505038
46x28	47.66927731778588	585.6307368982611	48.335907977403004	831.0978041121276
46x30	105.97853556263172	512.5167802130968	106.51783888156949	794.0943583731092
46x32	13.764083696345642	389.1298626422801	0.22360679775018233	686.5059722974008
46x34	82.38476800962664	276.02943683600125	82.74811176093385	567.5114536289113
46x36	173.6751565423218	173.69588365876717	187.8080402964686	447.20494183316
46x38	123.52141514733387	123.50036437193212	285.892882038011	335.1106384464687
46x40	170.9074603403839	171.16004206589776	381.87689115734645	232.21403919659957
46x42	242.945281905206	243.15388131798352	439.5930049488958	158.97864636484982
46x44	126.9248990545195	127.4226431997075	325.93608269106977	118.59734398375016
46x46	61.377846166186075	61.63148545994979	209.79237355061298	162.73180389831617
46x48	110.40144926584976	142.30347852389306	110.97333012936035	248.92705758916617
46x50	106.4500352278007	261.7285043704641	106.80734993435615	208.79897030397436
46x52	191.69418353199995	347.1458771179635	191.9256626926167	122.12067801973618
46x54	289.59478586466315	408.8539347982355	290.2232588887391	117.32493341144523
46x56	396.55810419155506	473.68167581193177	397.0137655044221	210.70104413599887
47x15	483.68176521345094	711.531903711984	484.193401442027	1130.0940890032123
47x17	380.7788334453476	640.0191559633198	381.00041994727485	1066.5152225824068
47x19	296.5396600793896	586.3879006255161	297.0551632273035	1014.1169409885628
47x21	230.16326813807595	559.9015359864628	230.87124117135042	979.1003676845395
47x23	145.46181629554889	552.7002261624292	145.70497589306964	950.1807933230394
47x25	21.66148656025248	565.6366501562643	22.226560687609748	936.4503297025423
47x27	38.108398024582606	607.7198779042862	0.49999999999954525	909.5734439834973
47x29	29.17704577231877	564.5267929868339	29.740544715925825	864.7198968452157
47x31	58.33318095218194	436.9459463137288	58.925037123450345	738.9405659455975
47x33	1.4560219778560912	313.31089990614737	1.9798989873221402	614.3454402858378
47x35	101.78644310516003	191.60814178943411	102.30874840403426	488.37268555888727
47x37	87.98909023282343	88.11855650202143	204.2706048358404	366.3897924342322
47x39	91.04647165047113	91.12771257965407	299.7603376032262	250.20603509907556
47x41	172.52779486216116	172.7467510548316	362.0939657050361	148.01432363119443
47x43	210.427968673368	211.00362556126836	404.62368937075325	75.78740000818047
47x45	128.70656548910014	128.85720779219153	293.07981847953977	84.48301604464645
47x47	137.1779136741775	137.16041703057078	199.48177861649427	159.43330894138776
47x49	146.4493086361285	223.41754631183318	147.42659190254662	273.0311337558413
47x51	193.32397678508488	318.92124419674514	193.9204991742751	206.95062213001444
47x53	281.30901158690267	332.05927181754777	281.4923800034384	161.00608684146076
47x55	373.6386623463908	388.3553141132487	374.27750399937236	199.14580085957147
47x57	471.3656754580249	472.0239400708401	480.8862651396902	295.45084193483063
48x14	517.571454004179	795.9740008316855	517.9415121420565	1212.503859787671
48x16	403.7842245556404	723.341482288967	404.2584569307114	1148.2442684376874
48x18	297.1753859255506	663.3912947876238	297.4168959558282	1091.6260394475755
48x20	213.78627177627646	625.6543534572425	214.28432047165734	1049.7094693294903
48x22	145.68383575400517	610.5176328329921	146.37137698334314	1018.668238436833
48x24	68.44793641885745	613.5018500379607	69.15865817090403	999.2607867819095
48x26	28.93527259246014	637.4794506491959	0.49999999999954525	984.7946232590837
48x28	22.637358503146853	620.7487817144707	0.499999999999909	922.293039115009
48x30	6.381222453417652	496.71190845398513	0.5656854249493666	798.2694532549772
48x32	8.40773453434404	366.0577686650018	8.68849814409836	667.9536585722096
48x34	13.368993978605817	239.39283615012357	13.803260484392796	541.5207567582241
48x36	110.68536488623919	110.86861593796465	121.55184079231387	412.96495008656564
48x38	5.993329625508311	5.414794548271997	210.84335417555832	289.3505140828333
48x40	87.60319628872	87.96544776217537	288.9825600274175	167.558109323303
48x42	207.06037766796453	207.82492632020853	336.7862823809783	60.9606430412276
48x44	211.3065308976511	211.54774874717995	380.8706473331856	5.371219600798331
48x46	173.7796593390611	173.8820577287954	280.6484812002376	78.07413143929288
48x48	214.93757233206108	219.47792599712625	215.5944340654461	196.60406913388144
48x50	213.25864578018871	274.4307745133552	213.8018942853407	289.0004325256279
48x52	264.54612074267857	263.9425126803181	275.7372843849742	226.999229073581
48x54	307.35948008805565	307.4983739794405	363.0995042684584	222.37816889254253
48x56	385.70854281438994	386.38643868541766	460.58124147646345	284.37419010873714
49x13	560.8793274849768	880.7630895990136	561.3523136141864	1295.5761729825074
49x15	437.25211263068803	807.513845082547	437.58337491271294	1231.079042953782
49x17	317.9607680202069	743.209425397714	318.3797261133313	1171.1434796812903
49x19	210.51655516847111	698.8218800238012	210.8203500613732	1125.3984272247762
49x21	129.96157124319475	675.622831171357	130.34880129866937	1091.87170033846
49x23	58.223105379221835	669.8000671842309	58.62021835510313	1065.9393650672632
49x25	21.641626556245985	683.3173201375774	0.3999999999996362	1056.0262117959007
49x27	24.287033577610995	686.1517762128143	24.79233752593741	982.1612189452402
49x29	13.903237033151763	558.035572342839	12.300406497348146	853.8539102211805
49x31	37.032418230518246	432.6670775550179	0.4472135954995512	728.0167580488787
49x33	50.644841790650595	303.9784531837739	0.31622776601655034	599.8360609366526
49x35	32.71161873096473	179.28873361145682	32.60138033887515	474.4291833350892
49x37	55.201449256337355	55.54457669295888	125.674181914982	347.3309660827836
49x39	14.839474384222713	14.491721774861752	222.51294344374668	219.60056921601992
49x41	139.05987918878725	139.90943499278418	253.664837925953	92.4004870117032
49x43	269.5411842372147	270.46339863279115	327.6758306619517	0.5000000000001819
49x45	238.074316128389	238.2875993416361	367.0364832002399	4.071854614300828
49x47	244.4736591127973	244.84928017047594	293.89040474299276	126.39291910546294
49x49	237.6377074455985	238.06360494624093	262.80616431126595	252.29165661987346
49x51	204.89182511754794	205.03331436622648	293.0233096530039	305.3873933219906
49x53	223.01569451498227	222.82728737746618	361.8566014321147	276.62610144380847
49x55	299.1969418292907	299.8869953832609	450.52082082851626	300.75573144995934
49x57	402.56528663062835	402.7557696669285	549.750679854059	372.92627957814943
50x14	490.2630518405399	889.2584888546187	490.91247692434945	1310.903756955483
50x16	363.91496259428516	822.9979951372908	364.4383349758913	1250.100835932846
50x18	242.42495746106667	771.4393430464901	242.74896498234546	1199.2887308734291
50x20	128.64404377972573	738.641110418314	129.0522762294412	1160.9767827135906
50x22	60.06080252544061	724.5465478490669	60.4292975302541	1130.9058758358276
50x24	26.16447973876049	729.5852109246734	0.424264068712025	1115.6390903872095
50x26	52.22882345984874	748.6107466500869	52.61796271236703	1049.8005763000892
50x28	91.51808564431433	630.304815148988	92.00739100746229	921.001389792654
50x30	32.42792006897778	500.72724112035297	32.69204796276936	791.4000063179177
50x32	23.100216449202286	374.2817388011337	0.14142135623718088	664.9000075199278
50x34	53.31603886261625	246.42930020596145	0.4472135954997546	536.8001490312756
50x36	38.74480610352853	118.62444941916449	39.316154440637	408.39999999999964
50x38	5.903388857258261	6.902897942169012	145.21036464385054	280.2000178443961
50x40	99.1605768438249	98.63478088382466	176.11252084959753	152.9039567833347
50x42	212.66464210112596	213.00058685365164	242.60100989072572	24.005207768315607
50x44	313.8088749541668	313.976766656388	332.69597232308087	13.505924625882109
50x46	290.93796589651214	290.97714686895955	376.5125495916437	87.39851257315564
50x48	230.44611083721912	230.45001627250946	324.9609361138658	197.1050735014199
50x50	159.4255312050109	159.90528446552324	327.6780432070483	283.3226076401243
50x52	151.91711555976795	150.92650529313892	369.17612327993294	263.65092451952415
50x54	210.86000094849683	211.566396197506	441.9220972071889	289.505682154945
50x56	316.2616796262234	316.3603167276199	534.8635807381171	363.4147080127604
51x13	547.0568526213705	972.1316783234668	547.9614949975954	1392.2679339839729
51x15	419.1576433753773	902.9469142756956	420.03277253090613	1329.06362902609
51x17	292.7021182021064	850.1981710166167	293.54067861201094	1278.429399693233
51x19	165.04114638477256	806.8944044916907	165.70509949907978	1232.1573681961247
51x21	40.79534287146017	786.0329891295912	41.2972154024941	1200.0926047601495
51x23	25.662813563598462	782.7000574932906	0.4242640687117034	1177.390241169002
51x25	51.441714590398426	792.2258831924139	51.90616533707735	1112.30798342905
51x27	135.91063240232558	694.9265428806127	136.43056842218343	983.5357136372834
51x29	115.02217177570574	569.2490667537363	115.5720554459423	857.1905855759263
51x31	50.95900312996717	442.01857427035793	51.28372061385565	728.5665515242927
51x33	25.96497641054197	317.3757709718874	0.4242640687118642	602.2811469737367
51x35	30.36593486128819	193.1462917065713	0.5385164807133829	472.58955765018743
51x37	66.1254111518412	88.63503821852827	66.71708926504546	347.42994977405124
51x39	86.56679501979984	87.14476461612621	110.50162894726937	222.74427040891499
51x41	156.9536237236973	183.98054244946675	157.45297710745248	104.11167081552392
