"x_cord"	"y_cord"	"cluster"
"2x32"	"2"	"32"	"2"
"2x34"	"2"	"34"	"1"
"2x36"	"2"	"36"	"1"
"2x38"	"2"	"38"	"0"
"2x40"	"2"	"40"	"0"
"2x42"	"2"	"42"	"2"
"2x44"	"2"	"44"	"1"
"2x48"	"2"	"48"	"3"
"3x29"	"3"	"29"	"1"
"3x31"	"3"	"31"	"0"
"3x33"	"3"	"33"	"1"
"3x35"	"3"	"35"	"3"
"3x37"	"3"	"37"	"2"
"3x39"	"3"	"39"	"0"
"3x41"	"3"	"41"	"0"
"3x43"	"3"	"43"	"2"
"3x45"	"3"	"45"	"2"
"3x47"	"3"	"47"	"2"
"3x49"	"3"	"49"	"1"
"4x28"	"4"	"28"	"2"
"4x30"	"4"	"30"	"11"
"4x32"	"4"	"32"	"0"
"4x36"	"4"	"36"	"1"
"4x38"	"4"	"38"	"1"
"4x40"	"4"	"40"	"0"
"4x42"	"4"	"42"	"1"
"4x44"	"4"	"44"	"2"
"4x46"	"4"	"46"	"3"
"4x48"	"4"	"48"	"2"
"5x27"	"5"	"27"	"0"
"5x29"	"5"	"29"	"1"
"5x31"	"5"	"31"	"0"
"5x33"	"5"	"33"	"2"
"5x37"	"5"	"37"	"3"
"5x39"	"5"	"39"	"1"
"5x41"	"5"	"41"	"7"
"5x43"	"5"	"43"	"1"
"5x45"	"5"	"45"	"2"
"5x47"	"5"	"47"	"2"
"5x49"	"5"	"49"	"1"
"5x51"	"5"	"51"	"2"
"6x24"	"6"	"24"	"1"
"6x26"	"6"	"26"	"5"
"6x28"	"6"	"28"	"0"
"6x30"	"6"	"30"	"1"
"6x32"	"6"	"32"	"0"
"6x34"	"6"	"34"	"2"
"6x38"	"6"	"38"	"3"
"6x40"	"6"	"40"	"2"
"6x42"	"6"	"42"	"2"
"6x44"	"6"	"44"	"2"
"6x46"	"6"	"46"	"2"
"6x48"	"6"	"48"	"2"
"6x50"	"6"	"50"	"2"
"7x23"	"7"	"23"	"7"
"7x25"	"7"	"25"	"0"
"7x27"	"7"	"27"	"4"
"7x29"	"7"	"29"	"2"
"7x31"	"7"	"31"	"2"
"7x33"	"7"	"33"	"2"
"7x37"	"7"	"37"	"1"
"7x39"	"7"	"39"	"1"
