"x_cord"	"y_cord"	"cluster"
"12x40"	"12"	"40"	"8"
"13x39"	"13"	"39"	"0"
"14x38"	"14"	"38"	"0"
"14x40"	"14"	"40"	"1"
"15x37"	"15"	"37"	"1"
"15x39"	"15"	"39"	"0"
"16x36"	"16"	"36"	"4"
"16x38"	"16"	"38"	"4"
"16x40"	"16"	"40"	"0"
"17x35"	"17"	"35"	"1"
"17x37"	"17"	"37"	"1"
"17x39"	"17"	"39"	"7"
"17x41"	"17"	"41"	"1"
"18x36"	"18"	"36"	"3"
"18x38"	"18"	"38"	"1"
"18x40"	"18"	"40"	"0"
"18x42"	"18"	"42"	"3"
"19x35"	"19"	"35"	"7"
"19x37"	"19"	"37"	"1"
"19x39"	"19"	"39"	"0"
"19x41"	"19"	"41"	"1"
"19x43"	"19"	"43"	"4"
"20x34"	"20"	"34"	"7"
"20x36"	"20"	"36"	"9"
"20x38"	"20"	"38"	"1"
"20x40"	"20"	"40"	"4"
"20x42"	"20"	"42"	"1"
"21x35"	"21"	"35"	"7"
"21x37"	"21"	"37"	"1"
"21x39"	"21"	"39"	"0"
"21x41"	"21"	"41"	"0"
"21x43"	"21"	"43"	"0"
"22x34"	"22"	"34"	"1"
"22x36"	"22"	"36"	"1"
"22x38"	"22"	"38"	"1"
"22x40"	"22"	"40"	"0"
"22x42"	"22"	"42"	"6"
"22x44"	"22"	"44"	"4"
"23x33"	"23"	"33"	"1"
"23x35"	"23"	"35"	"1"
"23x37"	"23"	"37"	"3"
"23x39"	"23"	"39"	"1"
"23x41"	"23"	"41"	"0"
"23x43"	"23"	"43"	"0"
"23x45"	"23"	"45"	"1"
"24x34"	"24"	"34"	"1"
"24x36"	"24"	"36"	"1"
"24x38"	"24"	"38"	"3"
"24x40"	"24"	"40"	"4"
"24x42"	"24"	"42"	"1"
"24x44"	"24"	"44"	"0"
"24x46"	"24"	"46"	"1"
"24x50"	"24"	"50"	"8"
"24x52"	"24"	"52"	"8"
"25x33"	"25"	"33"	"3"
"25x35"	"25"	"35"	"4"
"25x37"	"25"	"37"	"1"
"25x39"	"25"	"39"	"1"
"25x41"	"25"	"41"	"3"
"25x43"	"25"	"43"	"7"
"25x45"	"25"	"45"	"1"
"25x47"	"25"	"47"	"4"
"25x49"	"25"	"49"	"0"
"25x51"	"25"	"51"	"8"
"25x53"	"25"	"53"	"5"
"26x32"	"26"	"32"	"1"
"26x34"	"26"	"34"	"1"
"26x36"	"26"	"36"	"1"
"26x38"	"26"	"38"	"1"
"26x40"	"26"	"40"	"1"
"26x42"	"26"	"42"	"0"
"26x44"	"26"	"44"	"7"
"26x46"	"26"	"46"	"0"
"26x48"	"26"	"48"	"0"
