"x_cord"	"y_cord"	"cluster"
"8x22"	"8"	"22"	"1"
"8x24"	"8"	"24"	"1"
"9x21"	"9"	"21"	"0"
"9x23"	"9"	"23"	"1"
"9x25"	"9"	"25"	"3"
"9x27"	"9"	"27"	"1"
"10x18"	"10"	"18"	"1"
"10x20"	"10"	"20"	"4"
"10x22"	"10"	"22"	"1"
"10x24"	"10"	"24"	"1"
"10x26"	"10"	"26"	"4"
"10x28"	"10"	"28"	"5"
"11x17"	"11"	"17"	"5"
"11x19"	"11"	"19"	"5"
"11x21"	"11"	"21"	"1"
"11x23"	"11"	"23"	"1"
"11x25"	"11"	"25"	"0"
"11x27"	"11"	"27"	"5"
"11x29"	"11"	"29"	"5"
"12x18"	"12"	"18"	"1"
"12x20"	"12"	"20"	"4"
"12x22"	"12"	"22"	"3"
"12x24"	"12"	"24"	"0"
"12x26"	"12"	"26"	"5"
"12x28"	"12"	"28"	"5"
"12x30"	"12"	"30"	"1"
"13x17"	"13"	"17"	"9"
"13x19"	"13"	"19"	"3"
"13x21"	"13"	"21"	"1"
"13x23"	"13"	"23"	"1"
"13x25"	"13"	"25"	"0"
"13x27"	"13"	"27"	"5"
"13x29"	"13"	"29"	"1"
"13x31"	"13"	"31"	"5"
"13x33"	"13"	"33"	"1"
"13x35"	"13"	"35"	"5"
"14x18"	"14"	"18"	"4"
"14x20"	"14"	"20"	"1"
"14x22"	"14"	"22"	"1"
"14x24"	"14"	"24"	"1"
"14x26"	"14"	"26"	"6"
"14x28"	"14"	"28"	"6"
"14x30"	"14"	"30"	"5"
"14x32"	"14"	"32"	"5"
"14x34"	"14"	"34"	"5"
"14x36"	"14"	"36"	"1"
"15x17"	"15"	"17"	"1"
"15x19"	"15"	"19"	"1"
"15x21"	"15"	"21"	"6"
"15x23"	"15"	"23"	"1"
"15x25"	"15"	"25"	"0"
"15x27"	"15"	"27"	"6"
"15x29"	"15"	"29"	"6"
"15x31"	"15"	"31"	"1"
"15x33"	"15"	"33"	"5"
"15x35"	"15"	"35"	"5"
"15x37"	"15"	"37"	"2"
"15x39"	"15"	"39"	"5"
"16x16"	"16"	"16"	"1"
"16x18"	"16"	"18"	"4"
"16x20"	"16"	"20"	"4"
"16x22"	"16"	"22"	"4"
"16x24"	"16"	"24"	"4"
"16x26"	"16"	"26"	"6"
"16x28"	"16"	"28"	"6"
"16x30"	"16"	"30"	"0"
"16x32"	"16"	"32"	"4"
"16x34"	"16"	"34"	"5"
"16x36"	"16"	"36"	"3"
"16x38"	"16"	"38"	"1"
"16x40"	"16"	"40"	"0"
"17x15"	"17"	"15"	"1"
"17x17"	"17"	"17"	"4"
"17x19"	"17"	"19"	"0"
"17x21"	"17"	"21"	"0"
"17x23"	"17"	"23"	"1"
"17x25"	"17"	"25"	"0"
"17x27"	"17"	"27"	"0"
"17x29"	"17"	"29"	"6"
"17x31"	"17"	"31"	"0"
"17x33"	"17"	"33"	"1"
"17x35"	"17"	"35"	"1"
"17x37"	"17"	"37"	"1"
"17x39"	"17"	"39"	"1"
"17x41"	"17"	"41"	"1"
"18x16"	"18"	"16"	"4"
"18x18"	"18"	"18"	"4"
"18x20"	"18"	"20"	"4"
"18x22"	"18"	"22"	"1"
"18x24"	"18"	"24"	"1"
"18x26"	"18"	"26"	"1"
"18x28"	"18"	"28"	"0"
"18x30"	"18"	"30"	"6"
"18x32"	"18"	"32"	"4"
"18x34"	"18"	"34"	"1"
"18x36"	"18"	"36"	"3"
"18x38"	"18"	"38"	"1"
"18x40"	"18"	"40"	"3"
"18x42"	"18"	"42"	"5"
"19x15"	"19"	"15"	"4"
"19x17"	"19"	"17"	"0"
"19x19"	"19"	"19"	"1"
"19x21"	"19"	"21"	"0"
"19x23"	"19"	"23"	"0"
"19x25"	"19"	"25"	"3"
"19x27"	"19"	"27"	"1"
"19x29"	"19"	"29"	"0"
"19x31"	"19"	"31"	"6"
"19x33"	"19"	"33"	"4"
"19x35"	"19"	"35"	"1"
"19x37"	"19"	"37"	"3"
"19x39"	"19"	"39"	"1"
"19x41"	"19"	"41"	"3"
"19x43"	"19"	"43"	"7"
"20x14"	"20"	"14"	"5"
"20x16"	"20"	"16"	"4"
"20x18"	"20"	"18"	"1"
"20x20"	"20"	"20"	"0"
"20x22"	"20"	"22"	"6"
"20x24"	"20"	"24"	"4"
"20x26"	"20"	"26"	"3"
"20x28"	"20"	"28"	"0"
"20x30"	"20"	"30"	"0"
"20x32"	"20"	"32"	"6"
"20x34"	"20"	"34"	"6"
"20x36"	"20"	"36"	"1"
"20x38"	"20"	"38"	"3"
"20x40"	"20"	"40"	"3"
"20x42"	"20"	"42"	"3"
"20x44"	"20"	"44"	"1"
"21x13"	"21"	"13"	"5"
"21x15"	"21"	"15"	"1"
"21x17"	"21"	"17"	"3"
"21x19"	"21"	"19"	"1"
"21x21"	"21"	"21"	"6"
"21x23"	"21"	"23"	"6"
"21x25"	"21"	"25"	"1"
"21x27"	"21"	"27"	"1"
"21x29"	"21"	"29"	"0"
"21x31"	"21"	"31"	"0"
"21x33"	"21"	"33"	"0"
"21x35"	"21"	"35"	"6"
"21x37"	"21"	"37"	"3"
"21x39"	"21"	"39"	"1"
"21x41"	"21"	"41"	"1"
"21x43"	"21"	"43"	"7"
"21x45"	"21"	"45"	"5"
"22x14"	"22"	"14"	"1"
"22x16"	"22"	"16"	"3"
"22x18"	"22"	"18"	"4"
"22x20"	"22"	"20"	"0"
"22x22"	"22"	"22"	"7"
"22x24"	"22"	"24"	"6"
"22x26"	"22"	"26"	"1"
"22x28"	"22"	"28"	"0"
"22x30"	"22"	"30"	"1"
"22x32"	"22"	"32"	"0"
"22x34"	"22"	"34"	"0"
"22x36"	"22"	"36"	"4"
"22x38"	"22"	"38"	"1"
"22x40"	"22"	"40"	"0"
"22x42"	"22"	"42"	"1"
"22x44"	"22"	"44"	"1"
"22x46"	"22"	"46"	"5"
"23x13"	"23"	"13"	"1"
"23x15"	"23"	"15"	"3"
"23x17"	"23"	"17"	"0"
"23x19"	"23"	"19"	"4"
"23x21"	"23"	"21"	"0"
"23x23"	"23"	"23"	"7"
"23x25"	"23"	"25"	"6"
"23x27"	"23"	"27"	"4"
"23x29"	"23"	"29"	"1"
"23x31"	"23"	"31"	"1"
"23x33"	"23"	"33"	"0"
"23x35"	"23"	"35"	"0"
"23x37"	"23"	"37"	"0"
