"x_cord"	"y_cord"	"cluster"
"16x40"	"16"	"40"	"4"
"17x39"	"17"	"39"	"0"
"18x24"	"18"	"24"	"1"
"18x36"	"18"	"36"	"5"
"18x38"	"18"	"38"	"0"
"19x23"	"19"	"23"	"0"
"19x25"	"19"	"25"	"1"
"19x35"	"19"	"35"	"5"
"19x37"	"19"	"37"	"0"
"20x22"	"20"	"22"	"5"
"20x24"	"20"	"24"	"0"
"20x26"	"20"	"26"	"3"
"20x36"	"20"	"36"	"5"
"20x38"	"20"	"38"	"5"
"21x21"	"21"	"21"	"8"
"21x23"	"21"	"23"	"0"
"21x25"	"21"	"25"	"8"
"21x27"	"21"	"27"	"5"
"21x35"	"21"	"35"	"3"
"21x37"	"21"	"37"	"1"
"21x39"	"21"	"39"	"4"
"22x20"	"22"	"20"	"5"
"22x22"	"22"	"22"	"0"
"22x24"	"22"	"24"	"0"
"22x26"	"22"	"26"	"0"
"22x34"	"22"	"34"	"0"
"22x36"	"22"	"36"	"1"
"22x38"	"22"	"38"	"3"
"22x40"	"22"	"40"	"1"
"23x21"	"23"	"21"	"1"
"23x23"	"23"	"23"	"4"
"23x25"	"23"	"25"	"8"
"23x27"	"23"	"27"	"4"
"23x31"	"23"	"31"	"1"
"23x33"	"23"	"33"	"0"
"23x35"	"23"	"35"	"4"
"23x37"	"23"	"37"	"3"
"23x39"	"23"	"39"	"3"
"23x41"	"23"	"41"	"0"
"23x43"	"23"	"43"	"2"
"23x45"	"23"	"45"	"1"
"23x47"	"23"	"47"	"0"
"23x49"	"23"	"49"	"8"
"23x51"	"23"	"51"	"5"
"23x53"	"23"	"53"	"8"
"24x20"	"24"	"20"	"0"
"24x22"	"24"	"22"	"1"
"24x24"	"24"	"24"	"1"
"24x26"	"24"	"26"	"1"
"24x28"	"24"	"28"	"0"
"24x30"	"24"	"30"	"1"
"24x32"	"24"	"32"	"0"
"24x34"	"24"	"34"	"0"
"24x36"	"24"	"36"	"3"
"24x38"	"24"	"38"	"1"
"24x40"	"24"	"40"	"1"
"24x42"	"24"	"42"	"1"
"24x44"	"24"	"44"	"3"
"24x46"	"24"	"46"	"2"
"24x48"	"24"	"48"	"0"
"24x50"	"24"	"50"	"8"
"24x52"	"24"	"52"	"3"
"24x54"	"24"	"54"	"5"
"25x19"	"25"	"19"	"3"
"25x21"	"25"	"21"	"4"
"25x23"	"25"	"23"	"0"
"25x25"	"25"	"25"	"1"
"25x27"	"25"	"27"	"1"
"25x29"	"25"	"29"	"1"
"25x31"	"25"	"31"	"0"
"25x33"	"25"	"33"	"6"
"25x35"	"25"	"35"	"3"
"25x37"	"25"	"37"	"4"
"25x39"	"25"	"39"	"1"
"25x41"	"25"	"41"	"4"
"25x43"	"25"	"43"	"3"
"25x45"	"25"	"45"	"3"
"25x47"	"25"	"47"	"1"
"25x49"	"25"	"49"	"0"
"25x51"	"25"	"51"	"3"
"25x53"	"25"	"53"	"3"
"25x55"	"25"	"55"	"0"
"26x18"	"26"	"18"	"8"
"26x20"	"26"	"20"	"2"
"26x22"	"26"	"22"	"6"
"26x24"	"26"	"24"	"4"
"26x26"	"26"	"26"	"1"
"26x28"	"26"	"28"	"3"
"26x30"	"26"	"30"	"1"
"26x32"	"26"	"32"	"3"
"26x34"	"26"	"34"	"6"
"26x36"	"26"	"36"	"4"
"26x38"	"26"	"38"	"6"
"26x40"	"26"	"40"	"6"
"26x42"	"26"	"42"	"0"
"26x44"	"26"	"44"	"1"
"26x46"	"26"	"46"	"2"
"26x48"	"26"	"48"	"0"
"26x50"	"26"	"50"	"0"
"26x52"	"26"	"52"	"1"
"26x54"	"26"	"54"	"0"
"26x56"	"26"	"56"	"0"
"27x19"	"27"	"19"	"9"
"27x21"	"27"	"21"	"6"
"27x23"	"27"	"23"	"3"
"27x25"	"27"	"25"	"1"
"27x27"	"27"	"27"	"1"
"27x29"	"27"	"29"	"3"
"27x31"	"27"	"31"	"4"
"27x33"	"27"	"33"	"6"
"27x35"	"27"	"35"	"0"
"27x37"	"27"	"37"	"4"
"27x39"	"27"	"39"	"1"
"27x41"	"27"	"41"	"0"
"27x43"	"27"	"43"	"0"
"27x45"	"27"	"45"	"1"
"27x47"	"27"	"47"	"1"
"27x49"	"27"	"49"	"0"
"27x51"	"27"	"51"	"4"
"27x53"	"27"	"53"	"1"
"27x55"	"27"	"55"	"0"
"27x57"	"27"	"57"	"1"
"28x18"	"28"	"18"	"0"
"28x20"	"28"	"20"	"0"
"28x22"	"28"	"22"	"1"
"28x24"	"28"	"24"	"0"
"28x26"	"28"	"26"	"0"
"28x28"	"28"	"28"	"3"
"28x30"	"28"	"30"	"4"
"28x32"	"28"	"32"	"0"
"28x34"	"28"	"34"	"6"
"28x36"	"28"	"36"	"0"
"28x38"	"28"	"38"	"1"
"28x40"	"28"	"40"	"3"
"28x42"	"28"	"42"	"1"
"28x44"	"28"	"44"	"1"
"28x46"	"28"	"46"	"1"
"28x48"	"28"	"48"	"1"
"28x50"	"28"	"50"	"0"
"28x52"	"28"	"52"	"0"
"28x54"	"28"	"54"	"0"
"28x56"	"28"	"56"	"4"
"28x58"	"28"	"58"	"1"
"29x19"	"29"	"19"	"0"
"29x21"	"29"	"21"	"3"
"29x23"	"29"	"23"	"4"
"29x25"	"29"	"25"	"0"
"29x27"	"29"	"27"	"1"
"29x29"	"29"	"29"	"1"
"29x31"	"29"	"31"	"0"
"29x33"	"29"	"33"	"6"
"29x35"	"29"	"35"	"9"
"29x37"	"29"	"37"	"1"
"29x39"	"29"	"39"	"0"
"29x41"	"29"	"41"	"3"
"29x43"	"29"	"43"	"7"
"29x45"	"29"	"45"	"1"
"29x47"	"29"	"47"	"4"
"29x49"	"29"	"49"	"0"
"29x51"	"29"	"51"	"1"
"29x53"	"29"	"53"	"0"
"29x55"	"29"	"55"	"0"
"29x57"	"29"	"57"	"1"
"29x59"	"29"	"59"	"8"
"30x18"	"30"	"18"	"8"
"30x20"	"30"	"20"	"1"
"30x22"	"30"	"22"	"1"
"30x24"	"30"	"24"	"1"
"30x26"	"30"	"26"	"3"
"30x28"	"30"	"28"	"3"
"30x30"	"30"	"30"	"1"
"30x32"	"30"	"32"	"6"
"30x34"	"30"	"34"	"0"
