"x_cord"	"y_cord"	"cluster"
"10x32"	"10"	"32"	"1"
"10x34"	"10"	"34"	"5"
"10x36"	"10"	"36"	"5"
"11x29"	"11"	"29"	"5"
"11x31"	"11"	"31"	"1"
"11x33"	"11"	"33"	"0"
"11x35"	"11"	"35"	"2"
"11x37"	"11"	"37"	"4"
"11x39"	"11"	"39"	"0"
"12x28"	"12"	"28"	"0"
"12x30"	"12"	"30"	"0"
"12x32"	"12"	"32"	"1"
"12x34"	"12"	"34"	"6"
"12x36"	"12"	"36"	"0"
"12x38"	"12"	"38"	"3"
"12x40"	"12"	"40"	"0"
"12x42"	"12"	"42"	"5"
"13x27"	"13"	"27"	"1"
"13x29"	"13"	"29"	"4"
"13x31"	"13"	"31"	"1"
"13x33"	"13"	"33"	"3"
"13x35"	"13"	"35"	"0"
"13x37"	"13"	"37"	"1"
"13x39"	"13"	"39"	"2"
"13x41"	"13"	"41"	"2"
"13x43"	"13"	"43"	"5"
"14x24"	"14"	"24"	"1"
"14x26"	"14"	"26"	"0"
"14x28"	"14"	"28"	"3"
"14x30"	"14"	"30"	"0"
"14x32"	"14"	"32"	"1"
"14x34"	"14"	"34"	"2"
"14x36"	"14"	"36"	"2"
"14x38"	"14"	"38"	"1"
"14x40"	"14"	"40"	"1"
"14x42"	"14"	"42"	"0"
"14x44"	"14"	"44"	"1"
"15x23"	"15"	"23"	"0"
"15x25"	"15"	"25"	"0"
"15x27"	"15"	"27"	"4"
"15x29"	"15"	"29"	"1"
"15x31"	"15"	"31"	"0"
"15x33"	"15"	"33"	"1"
"15x35"	"15"	"35"	"3"
"15x37"	"15"	"37"	"1"
"15x39"	"15"	"39"	"0"
"15x41"	"15"	"41"	"0"
"15x43"	"15"	"43"	"1"
"15x45"	"15"	"45"	"7"
"16x22"	"16"	"22"	"6"
"16x24"	"16"	"24"	"4"
"16x26"	"16"	"26"	"0"
"16x28"	"16"	"28"	"3"
"16x30"	"16"	"30"	"1"
"16x32"	"16"	"32"	"1"
"16x34"	"16"	"34"	"1"
"16x36"	"16"	"36"	"0"
"16x38"	"16"	"38"	"1"
"16x40"	"16"	"40"	"2"
"16x42"	"16"	"42"	"5"
"16x44"	"16"	"44"	"5"
"16x46"	"16"	"46"	"5"
"17x21"	"17"	"21"	"7"
"17x23"	"17"	"23"	"4"
"17x25"	"17"	"25"	"1"
"17x27"	"17"	"27"	"0"
"17x29"	"17"	"29"	"3"
"17x31"	"17"	"31"	"0"
"17x33"	"17"	"33"	"1"
"17x35"	"17"	"35"	"5"
"17x37"	"17"	"37"	"5"
"17x39"	"17"	"39"	"1"
"17x41"	"17"	"41"	"0"
"17x43"	"17"	"43"	"5"
"17x45"	"17"	"45"	"5"
"17x47"	"17"	"47"	"5"
"18x22"	"18"	"22"	"5"
"18x24"	"18"	"24"	"1"
"18x26"	"18"	"26"	"1"
"18x28"	"18"	"28"	"1"
"18x30"	"18"	"30"	"5"
"18x32"	"18"	"32"	"1"
"18x34"	"18"	"34"	"5"
"18x36"	"18"	"36"	"1"
"18x38"	"18"	"38"	"1"
"18x40"	"18"	"40"	"5"
"18x42"	"18"	"42"	"1"
"18x44"	"18"	"44"	"5"
"18x46"	"18"	"46"	"0"
"18x48"	"18"	"48"	"5"
"19x23"	"19"	"23"	"4"
"19x25"	"19"	"25"	"3"
