"x_cord"	"y_cord"	"cluster"
"9x33"	"9"	"33"	"0"
"10x32"	"10"	"32"	"0"
"10x34"	"10"	"34"	"5"
"11x31"	"11"	"31"	"10"
"11x33"	"11"	"33"	"0"
"11x35"	"11"	"35"	"3"
"12x30"	"12"	"30"	"1"
"12x32"	"12"	"32"	"4"
"12x34"	"12"	"34"	"1"
"12x36"	"12"	"36"	"3"
"13x29"	"13"	"29"	"1"
"13x31"	"13"	"31"	"1"
"13x33"	"13"	"33"	"0"
"13x35"	"13"	"35"	"1"
"13x37"	"13"	"37"	"0"
"14x28"	"14"	"28"	"1"
"14x30"	"14"	"30"	"1"
"14x32"	"14"	"32"	"4"
"14x34"	"14"	"34"	"5"
"14x36"	"14"	"36"	"0"
"14x38"	"14"	"38"	"6"
"15x29"	"15"	"29"	"4"
"15x31"	"15"	"31"	"1"
"15x33"	"15"	"33"	"1"
"15x35"	"15"	"35"	"0"
"15x37"	"15"	"37"	"6"
"15x39"	"15"	"39"	"1"
"16x26"	"16"	"26"	"1"
"16x28"	"16"	"28"	"0"
"16x30"	"16"	"30"	"0"
"16x32"	"16"	"32"	"3"
"16x34"	"16"	"34"	"0"
"16x36"	"16"	"36"	"6"
"16x38"	"16"	"38"	"0"
"16x40"	"16"	"40"	"5"
"17x27"	"17"	"27"	"4"
"17x29"	"17"	"29"	"1"
"17x31"	"17"	"31"	"1"
"17x33"	"17"	"33"	"1"
"17x35"	"17"	"35"	"4"
"17x37"	"17"	"37"	"5"
"17x39"	"17"	"39"	"1"
"17x41"	"17"	"41"	"4"
"18x26"	"18"	"26"	"0"
"18x28"	"18"	"28"	"5"
"18x30"	"18"	"30"	"0"
"18x32"	"18"	"32"	"3"
"18x34"	"18"	"34"	"3"
"18x36"	"18"	"36"	"5"
"18x38"	"18"	"38"	"3"
"18x40"	"18"	"40"	"0"
"18x42"	"18"	"42"	"1"
"19x25"	"19"	"25"	"0"
"19x27"	"19"	"27"	"6"
"19x29"	"19"	"29"	"4"
"19x31"	"19"	"31"	"1"
"19x33"	"19"	"33"	"3"
"19x35"	"19"	"35"	"5"
"19x37"	"19"	"37"	"3"
"19x39"	"19"	"39"	"0"
"19x41"	"19"	"41"	"1"
"19x43"	"19"	"43"	"1"
"19x47"	"19"	"47"	"8"
"20x24"	"20"	"24"	"4"
"20x26"	"20"	"26"	"0"
"20x28"	"20"	"28"	"0"
"20x30"	"20"	"30"	"0"
