"x_cord"	"y_cord"	"cluster"
"15x51"	"15"	"51"	"4"
"15x53"	"15"	"53"	"8"
"16x50"	"16"	"50"	"1"
"16x52"	"16"	"52"	"5"
"17x45"	"17"	"45"	"2"
"17x47"	"17"	"47"	"8"
"17x49"	"17"	"49"	"5"
"17x51"	"17"	"51"	"4"
"17x53"	"17"	"53"	"5"
"17x55"	"17"	"55"	"0"
"18x44"	"18"	"44"	"4"
"18x46"	"18"	"46"	"7"
"18x48"	"18"	"48"	"0"
"18x50"	"18"	"50"	"3"
"18x52"	"18"	"52"	"0"
"18x54"	"18"	"54"	"1"
"18x56"	"18"	"56"	"5"
"19x45"	"19"	"45"	"1"
"19x47"	"19"	"47"	"3"
"19x49"	"19"	"49"	"1"
"19x51"	"19"	"51"	"1"
"19x53"	"19"	"53"	"1"
"19x55"	"19"	"55"	"4"
"20x42"	"20"	"42"	"1"
"20x44"	"20"	"44"	"11"
"20x46"	"20"	"46"	"1"
"20x48"	"20"	"48"	"3"
"20x50"	"20"	"50"	"4"
"20x52"	"20"	"52"	"0"
"20x54"	"20"	"54"	"1"
"21x41"	"21"	"41"	"1"
"21x43"	"21"	"43"	"1"
"21x45"	"21"	"45"	"4"
"21x47"	"21"	"47"	"3"
"21x49"	"21"	"49"	"0"
"21x51"	"21"	"51"	"1"
"21x53"	"21"	"53"	"3"
"21x55"	"21"	"55"	"1"
"22x42"	"22"	"42"	"0"
"22x44"	"22"	"44"	"4"
"22x46"	"22"	"46"	"0"
"22x48"	"22"	"48"	"1"
"22x50"	"22"	"50"	"11"
"22x52"	"22"	"52"	"3"
"22x54"	"22"	"54"	"3"
"22x56"	"22"	"56"	"5"
"23x41"	"23"	"41"	"5"
"23x43"	"23"	"43"	"6"
"23x45"	"23"	"45"	"3"
"23x47"	"23"	"47"	"1"
"23x49"	"23"	"49"	"0"
"23x51"	"23"	"51"	"8"
"23x53"	"23"	"53"	"3"
"23x55"	"23"	"55"	"0"
"24x40"	"24"	"40"	"4"
"24x42"	"24"	"42"	"0"
"24x44"	"24"	"44"	"3"
"24x46"	"24"	"46"	"1"
"24x48"	"24"	"48"	"0"
"24x50"	"24"	"50"	"8"
"24x52"	"24"	"52"	"8"
"24x54"	"24"	"54"	"0"
"24x56"	"24"	"56"	"0"
"25x41"	"25"	"41"	"4"
"25x43"	"25"	"43"	"7"
"25x45"	"25"	"45"	"1"
"25x47"	"25"	"47"	"8"
"25x49"	"25"	"49"	"5"
"25x51"	"25"	"51"	"8"
"25x53"	"25"	"53"	"1"
"25x55"	"25"	"55"	"0"
"26x40"	"26"	"40"	"0"
"26x42"	"26"	"42"	"10"
"26x44"	"26"	"44"	"0"
"26x46"	"26"	"46"	"0"
"26x48"	"26"	"48"	"6"
"26x50"	"26"	"50"	"3"
"26x52"	"26"	"52"	"2"
"26x54"	"26"	"54"	"5"
"26x56"	"26"	"56"	"6"
"27x39"	"27"	"39"	"1"
"27x41"	"27"	"41"	"10"
"27x43"	"27"	"43"	"6"
"27x45"	"27"	"45"	"2"
"27x47"	"27"	"47"	"7"
"27x49"	"27"	"49"	"6"
"27x51"	"27"	"51"	"0"
"27x53"	"27"	"53"	"1"
"27x55"	"27"	"55"	"3"
"27x57"	"27"	"57"	"4"
"28x36"	"28"	"36"	"4"
