"x_cord"	"y_cord"	"cluster"
"18x32"	"18"	"32"	"8"
"19x31"	"19"	"31"	"8"
"19x33"	"19"	"33"	"7"
"19x35"	"19"	"35"	"4"
"20x30"	"20"	"30"	"5"
"20x32"	"20"	"32"	"0"
"20x34"	"20"	"34"	"10"
"21x29"	"21"	"29"	"0"
"21x31"	"21"	"31"	"10"
"21x33"	"21"	"33"	"2"
"21x35"	"21"	"35"	"10"
"22x28"	"22"	"28"	"5"
"22x30"	"22"	"30"	"5"
"22x32"	"22"	"32"	"2"
"22x34"	"22"	"34"	"3"
"22x36"	"22"	"36"	"7"
"22x38"	"22"	"38"	"10"
"22x40"	"22"	"40"	"7"
"22x42"	"22"	"42"	"4"
"22x46"	"22"	"46"	"7"
"23x27"	"23"	"27"	"6"
"23x29"	"23"	"29"	"5"
"23x31"	"23"	"31"	"5"
"23x33"	"23"	"33"	"1"
"23x35"	"23"	"35"	"1"
"23x37"	"23"	"37"	"1"
"23x39"	"23"	"39"	"10"
"23x41"	"23"	"41"	"10"
"23x43"	"23"	"43"	"10"
"23x45"	"23"	"45"	"5"
"23x47"	"23"	"47"	"0"
"24x28"	"24"	"28"	"0"
"24x30"	"24"	"30"	"10"
"24x32"	"24"	"32"	"4"
"24x34"	"24"	"34"	"10"
"24x36"	"24"	"36"	"1"
"24x38"	"24"	"38"	"3"
"24x40"	"24"	"40"	"1"
"24x42"	"24"	"42"	"0"
"24x44"	"24"	"44"	"10"
"24x46"	"24"	"46"	"10"
"24x48"	"24"	"48"	"10"
"24x50"	"24"	"50"	"8"
"25x25"	"25"	"25"	"0"
"25x27"	"25"	"27"	"5"
"25x29"	"25"	"29"	"1"
"25x31"	"25"	"31"	"1"
"25x33"	"25"	"33"	"0"
"25x35"	"25"	"35"	"10"
"25x37"	"25"	"37"	"3"
"25x39"	"25"	"39"	"1"
"25x41"	"25"	"41"	"0"
"25x43"	"25"	"43"	"0"
"25x45"	"25"	"45"	"0"
"25x47"	"25"	"47"	"1"
"25x49"	"25"	"49"	"10"
"25x51"	"25"	"51"	"8"
"26x24"	"26"	"24"	"5"
"26x26"	"26"	"26"	"5"
"26x28"	"26"	"28"	"4"
"26x30"	"26"	"30"	"1"
"26x32"	"26"	"32"	"1"
"26x34"	"26"	"34"	"0"
"26x36"	"26"	"36"	"10"
"26x38"	"26"	"38"	"10"
"26x40"	"26"	"40"	"0"
"26x42"	"26"	"42"	"10"
"26x44"	"26"	"44"	"0"
"26x46"	"26"	"46"	"4"
"26x48"	"26"	"48"	"1"
"26x50"	"26"	"50"	"1"
"26x52"	"26"	"52"	"6"
"27x25"	"27"	"25"	"5"
"27x27"	"27"	"27"	"5"
"27x29"	"27"	"29"	"7"
"27x31"	"27"	"31"	"0"
"27x33"	"27"	"33"	"0"
"27x35"	"27"	"35"	"7"
"27x37"	"27"	"37"	"0"
"27x39"	"27"	"39"	"0"
"27x41"	"27"	"41"	"10"
"27x43"	"27"	"43"	"10"
"27x45"	"27"	"45"	"10"
"27x47"	"27"	"47"	"0"
"27x49"	"27"	"49"	"1"
"27x51"	"27"	"51"	"6"
"28x28"	"28"	"28"	"10"
"28x30"	"28"	"30"	"3"
"28x32"	"28"	"32"	"1"
"28x34"	"28"	"34"	"7"
"28x36"	"28"	"36"	"0"
"28x38"	"28"	"38"	"0"
"28x40"	"28"	"40"	"10"
"28x42"	"28"	"42"	"1"
"28x44"	"28"	"44"	"1"
"28x46"	"28"	"46"	"10"
"28x48"	"28"	"48"	"6"
"28x50"	"28"	"50"	"10"
"28x52"	"28"	"52"	"5"
"29x27"	"29"	"27"	"5"
"29x29"	"29"	"29"	"10"
"29x31"	"29"	"31"	"1"
"29x33"	"29"	"33"	"2"
"29x35"	"29"	"35"	"3"
"29x37"	"29"	"37"	"10"
"29x39"	"29"	"39"	"0"
"29x41"	"29"	"41"	"10"
"29x43"	"29"	"43"	"3"
