"x_cord"	"y_cord"	"cluster"
"17x31"	"17"	"31"	"5"
"17x33"	"17"	"33"	"5"
"18x28"	"18"	"28"	"5"
"18x30"	"18"	"30"	"5"
"18x32"	"18"	"32"	"7"
"18x34"	"18"	"34"	"5"
"19x27"	"19"	"27"	"5"
"19x29"	"19"	"29"	"7"
"19x31"	"19"	"31"	"5"
"19x33"	"19"	"33"	"3"
"19x35"	"19"	"35"	"3"
"20x26"	"20"	"26"	"0"
"20x28"	"20"	"28"	"1"
"20x30"	"20"	"30"	"5"
"20x32"	"20"	"32"	"1"
"20x34"	"20"	"34"	"2"
"20x36"	"20"	"36"	"1"
"20x38"	"20"	"38"	"5"
"20x42"	"20"	"42"	"5"
"21x23"	"21"	"23"	"0"
"21x25"	"21"	"25"	"6"
"21x27"	"21"	"27"	"2"
"21x29"	"21"	"29"	"4"
"21x31"	"21"	"31"	"1"
"21x33"	"21"	"33"	"1"
"21x35"	"21"	"35"	"9"
"21x37"	"21"	"37"	"5"
"21x39"	"21"	"39"	"0"
"21x41"	"21"	"41"	"5"
"21x43"	"21"	"43"	"0"
"22x22"	"22"	"22"	"2"
"22x24"	"22"	"24"	"0"
"22x26"	"22"	"26"	"2"
"22x28"	"22"	"28"	"2"
"22x30"	"22"	"30"	"0"
"22x32"	"22"	"32"	"3"
"22x34"	"22"	"34"	"0"
"22x36"	"22"	"36"	"0"
"22x38"	"22"	"38"	"0"
"22x40"	"22"	"40"	"2"
"22x42"	"22"	"42"	"0"
"22x44"	"22"	"44"	"0"
"23x21"	"23"	"21"	"9"
"23x23"	"23"	"23"	"2"
"23x25"	"23"	"25"	"2"
"23x27"	"23"	"27"	"1"
"23x29"	"23"	"29"	"7"
"23x31"	"23"	"31"	"2"
"23x33"	"23"	"33"	"2"
"23x35"	"23"	"35"	"7"
"23x37"	"23"	"37"	"1"
"23x39"	"23"	"39"	"0"
"23x41"	"23"	"41"	"6"
"23x43"	"23"	"43"	"2"
"24x20"	"24"	"20"	"1"
"24x22"	"24"	"22"	"2"
"24x24"	"24"	"24"	"3"
"24x26"	"24"	"26"	"3"
"24x28"	"24"	"28"	"2"
"24x30"	"24"	"30"	"2"
"24x32"	"24"	"32"	"2"
"24x34"	"24"	"34"	"1"
"24x36"	"24"	"36"	"1"
"24x38"	"24"	"38"	"2"
"24x40"	"24"	"40"	"0"
"24x42"	"24"	"42"	"2"
"24x44"	"24"	"44"	"2"
"25x19"	"25"	"19"	"3"
"25x21"	"25"	"21"	"2"
"25x23"	"25"	"23"	"3"
"25x25"	"25"	"25"	"1"
"25x27"	"25"	"27"	"3"
"25x29"	"25"	"29"	"1"
"25x31"	"25"	"31"	"2"
"25x33"	"25"	"33"	"2"
"25x35"	"25"	"35"	"3"
"25x37"	"25"	"37"	"2"
"25x39"	"25"	"39"	"0"
"25x41"	"25"	"41"	"2"
"25x43"	"25"	"43"	"1"
"25x45"	"25"	"45"	"2"
"26x18"	"26"	"18"	"2"
"26x20"	"26"	"20"	"2"
"26x22"	"26"	"22"	"3"
"26x24"	"26"	"24"	"3"
"26x26"	"26"	"26"	"2"
"26x28"	"26"	"28"	"2"
"26x30"	"26"	"30"	"3"
"26x32"	"26"	"32"	"3"
"26x34"	"26"	"34"	"1"
"26x36"	"26"	"36"	"2"
"26x38"	"26"	"38"	"1"
"26x40"	"26"	"40"	"2"
"26x42"	"26"	"42"	"1"
"26x44"	"26"	"44"	"0"
"26x46"	"26"	"46"	"2"
"27x17"	"27"	"17"	"2"
"27x19"	"27"	"19"	"2"
"27x21"	"27"	"21"	"3"
"27x23"	"27"	"23"	"1"
"27x25"	"27"	"25"	"2"
"27x27"	"27"	"27"	"0"
"27x29"	"27"	"29"	"2"
"27x31"	"27"	"31"	"3"
"27x33"	"27"	"33"	"3"
"27x35"	"27"	"35"	"0"
"27x37"	"27"	"37"	"2"
"27x39"	"27"	"39"	"3"
"27x41"	"27"	"41"	"3"
"27x43"	"27"	"43"	"2"
"27x45"	"27"	"45"	"2"
"27x47"	"27"	"47"	"1"
"27x49"	"27"	"49"	"2"
"28x16"	"28"	"16"	"2"
"28x18"	"28"	"18"	"2"
"28x20"	"28"	"20"	"3"
"28x22"	"28"	"22"	"1"
"28x24"	"28"	"24"	"2"
"28x26"	"28"	"26"	"0"
"28x28"	"28"	"28"	"2"
"28x30"	"28"	"30"	"1"
"28x32"	"28"	"32"	"1"
"28x34"	"28"	"34"	"2"
"28x36"	"28"	"36"	"2"
"28x38"	"28"	"38"	"2"
"28x40"	"28"	"40"	"1"
"28x42"	"28"	"42"	"1"
"28x44"	"28"	"44"	"0"
"28x46"	"28"	"46"	"0"
"28x48"	"28"	"48"	"2"
"28x50"	"28"	"50"	"0"
"29x17"	"29"	"17"	"1"
"29x19"	"29"	"19"	"1"
"29x21"	"29"	"21"	"3"
"29x23"	"29"	"23"	"0"
"29x25"	"29"	"25"	"0"
"29x27"	"29"	"27"	"2"
"29x29"	"29"	"29"	"2"
"29x31"	"29"	"31"	"1"
"29x33"	"29"	"33"	"3"
"29x35"	"29"	"35"	"3"
"29x37"	"29"	"37"	"9"
"29x39"	"29"	"39"	"2"
"29x41"	"29"	"41"	"1"
"29x43"	"29"	"43"	"1"
"29x45"	"29"	"45"	"0"
"29x47"	"29"	"47"	"1"
"29x49"	"29"	"49"	"2"
"29x51"	"29"	"51"	"2"
"30x16"	"30"	"16"	"7"
"30x18"	"30"	"18"	"2"
"30x20"	"30"	"20"	"3"
"30x22"	"30"	"22"	"2"
"30x24"	"30"	"24"	"6"
"30x26"	"30"	"26"	"0"
"30x28"	"30"	"28"	"2"
"30x30"	"30"	"30"	"2"
"30x32"	"30"	"32"	"3"
"30x34"	"30"	"34"	"3"
