"x_cord"	"y_cord"	"cluster"
"2x16"	"2"	"16"	"5"
"2x18"	"2"	"18"	"5"
"2x20"	"2"	"20"	"3"
"2x22"	"2"	"22"	"5"
"2x24"	"2"	"24"	"7"
"2x26"	"2"	"26"	"2"
"3x15"	"3"	"15"	"5"
"3x17"	"3"	"17"	"5"
"3x19"	"3"	"19"	"1"
"3x21"	"3"	"21"	"2"
"3x23"	"3"	"23"	"0"
"3x25"	"3"	"25"	"3"
"3x27"	"3"	"27"	"1"
"4x14"	"4"	"14"	"3"
"4x16"	"4"	"16"	"5"
"4x18"	"4"	"18"	"5"
"4x20"	"4"	"20"	"1"
"4x22"	"4"	"22"	"6"
"4x24"	"4"	"24"	"1"
"4x26"	"4"	"26"	"3"
"4x28"	"4"	"28"	"3"
"5x13"	"5"	"13"	"8"
"5x15"	"5"	"15"	"3"
"5x17"	"5"	"17"	"2"
"5x19"	"5"	"19"	"2"
"5x21"	"5"	"21"	"5"
"5x23"	"5"	"23"	"0"
"5x25"	"5"	"25"	"1"
"5x27"	"5"	"27"	"3"
"5x29"	"5"	"29"	"1"
"6x14"	"6"	"14"	"1"
"6x16"	"6"	"16"	"5"
"6x18"	"6"	"18"	"1"
"6x20"	"6"	"20"	"5"
"6x22"	"6"	"22"	"2"
"6x24"	"6"	"24"	"0"
"6x26"	"6"	"26"	"0"
"6x28"	"6"	"28"	"2"
"6x30"	"6"	"30"	"0"
"7x13"	"7"	"13"	"9"
"7x15"	"7"	"15"	"5"
"7x17"	"7"	"17"	"1"
"7x19"	"7"	"19"	"1"
"7x21"	"7"	"21"	"9"
"7x23"	"7"	"23"	"0"
"7x25"	"7"	"25"	"11"
"7x27"	"7"	"27"	"7"
"7x29"	"7"	"29"	"2"
"7x31"	"7"	"31"	"7"
"8x12"	"8"	"12"	"1"
"8x14"	"8"	"14"	"3"
"8x16"	"8"	"16"	"7"
"8x18"	"8"	"18"	"3"
"8x20"	"8"	"20"	"1"
"8x22"	"8"	"22"	"9"
"8x24"	"8"	"24"	"0"
"8x26"	"8"	"26"	"2"
"8x28"	"8"	"28"	"0"
"8x30"	"8"	"30"	"2"
"8x32"	"8"	"32"	"0"
"9x11"	"9"	"11"	"5"
"9x13"	"9"	"13"	"1"
"9x15"	"9"	"15"	"1"
"9x17"	"9"	"17"	"5"
"9x19"	"9"	"19"	"1"
"9x21"	"9"	"21"	"0"
"9x23"	"9"	"23"	"0"
"9x25"	"9"	"25"	"2"
"9x27"	"9"	"27"	"1"
"9x29"	"9"	"29"	"1"
"9x31"	"9"	"31"	"2"
"9x33"	"9"	"33"	"0"
"10x10"	"10"	"10"	"4"
"10x12"	"10"	"12"	"7"
"10x14"	"10"	"14"	"5"
"10x16"	"10"	"16"	"7"
"10x18"	"10"	"18"	"5"
"10x20"	"10"	"20"	"6"
"10x22"	"10"	"22"	"5"
"10x24"	"10"	"24"	"2"
"10x26"	"10"	"26"	"2"
"10x28"	"10"	"28"	"2"
"10x30"	"10"	"30"	"1"
"10x32"	"10"	"32"	"2"
"10x34"	"10"	"34"	"1"
"11x11"	"11"	"11"	"5"
"11x13"	"11"	"13"	"6"
"11x15"	"11"	"15"	"6"
"11x17"	"11"	"17"	"0"
"11x19"	"11"	"19"	"0"
"11x21"	"11"	"21"	"6"
"11x23"	"11"	"23"	"2"
"11x25"	"11"	"25"	"9"
"11x27"	"11"	"27"	"2"
"11x29"	"11"	"29"	"2"
"11x31"	"11"	"31"	"1"
"11x33"	"11"	"33"	"2"
"11x35"	"11"	"35"	"7"
"11x37"	"11"	"37"	"0"
"12x10"	"12"	"10"	"5"
"12x12"	"12"	"12"	"0"
"12x14"	"12"	"14"	"0"
"12x16"	"12"	"16"	"0"
"12x18"	"12"	"18"	"5"
"12x20"	"12"	"20"	"0"
"12x22"	"12"	"22"	"5"
"12x24"	"12"	"24"	"3"
"12x26"	"12"	"26"	"2"
"12x28"	"12"	"28"	"0"
"12x30"	"12"	"30"	"2"
"12x32"	"12"	"32"	"2"
"12x34"	"12"	"34"	"2"
"12x36"	"12"	"36"	"2"
"12x38"	"12"	"38"	"1"
"13x11"	"13"	"11"	"7"
