"x_cord"	"y_cord"	"cluster"
"11x37"	"11"	"37"	"6"
"11x39"	"11"	"39"	"5"
"12x34"	"12"	"34"	"5"
"12x36"	"12"	"36"	"5"
"12x38"	"12"	"38"	"2"
"12x40"	"12"	"40"	"5"
"13x33"	"13"	"33"	"5"
"13x35"	"13"	"35"	"0"
"13x37"	"13"	"37"	"4"
"13x39"	"13"	"39"	"1"
"13x41"	"13"	"41"	"0"
"14x20"	"14"	"20"	"5"
"14x22"	"14"	"22"	"0"
"14x32"	"14"	"32"	"5"
"14x34"	"14"	"34"	"5"
"14x36"	"14"	"36"	"5"
"14x38"	"14"	"38"	"1"
"14x40"	"14"	"40"	"0"
"14x42"	"14"	"42"	"5"
"15x21"	"15"	"21"	"5"
"15x23"	"15"	"23"	"5"
"15x25"	"15"	"25"	"0"
"15x27"	"15"	"27"	"5"
"15x31"	"15"	"31"	"6"
"15x33"	"15"	"33"	"1"
"15x35"	"15"	"35"	"5"
"15x37"	"15"	"37"	"1"
"15x39"	"15"	"39"	"0"
"15x41"	"15"	"41"	"2"
"15x43"	"15"	"43"	"0"
"15x45"	"15"	"45"	"5"
"16x20"	"16"	"20"	"1"
"16x22"	"16"	"22"	"5"
"16x24"	"16"	"24"	"0"
"16x26"	"16"	"26"	"0"
"16x28"	"16"	"28"	"6"
"16x30"	"16"	"30"	"0"
"16x32"	"16"	"32"	"0"
"16x34"	"16"	"34"	"3"
"16x36"	"16"	"36"	"0"
"16x38"	"16"	"38"	"3"
"16x40"	"16"	"40"	"5"
"16x42"	"16"	"42"	"0"
"16x44"	"16"	"44"	"0"
"16x46"	"16"	"46"	"6"
"17x19"	"17"	"19"	"0"
"17x21"	"17"	"21"	"1"
"17x23"	"17"	"23"	"0"
"17x25"	"17"	"25"	"0"
"17x27"	"17"	"27"	"3"
"17x29"	"17"	"29"	"1"
"17x31"	"17"	"31"	"6"
"17x33"	"17"	"33"	"0"
"17x35"	"17"	"35"	"5"
"17x37"	"17"	"37"	"2"
"17x39"	"17"	"39"	"1"
"17x41"	"17"	"41"	"5"
"17x43"	"17"	"43"	"0"
"17x45"	"17"	"45"	"1"
"17x47"	"17"	"47"	"0"
"18x18"	"18"	"18"	"1"
"18x20"	"18"	"20"	"2"
"18x22"	"18"	"22"	"1"
"18x24"	"18"	"24"	"4"
"18x26"	"18"	"26"	"1"
"18x28"	"18"	"28"	"0"
"18x30"	"18"	"30"	"0"
"18x32"	"18"	"32"	"5"
"18x34"	"18"	"34"	"1"
"18x36"	"18"	"36"	"2"
"18x38"	"18"	"38"	"1"
"18x40"	"18"	"40"	"0"
"18x42"	"18"	"42"	"0"
"18x44"	"18"	"44"	"1"
"18x46"	"18"	"46"	"1"
"18x48"	"18"	"48"	"0"
"19x17"	"19"	"17"	"3"
"19x19"	"19"	"19"	"0"
"19x21"	"19"	"21"	"0"
"19x23"	"19"	"23"	"3"
"19x25"	"19"	"25"	"0"
"19x27"	"19"	"27"	"4"
