"x_cord"	"y_cord"	"cluster"
"12x28"	"12"	"28"	"7"
"12x30"	"12"	"30"	"0"
"13x27"	"13"	"27"	"1"
"13x29"	"13"	"29"	"4"
"13x31"	"13"	"31"	"1"
"14x26"	"14"	"26"	"4"
"14x28"	"14"	"28"	"1"
"14x30"	"14"	"30"	"0"
"14x32"	"14"	"32"	"1"
"14x34"	"14"	"34"	"1"
"15x25"	"15"	"25"	"5"
"15x27"	"15"	"27"	"1"
"15x29"	"15"	"29"	"0"
"15x31"	"15"	"31"	"1"
"15x33"	"15"	"33"	"1"
"15x35"	"15"	"35"	"0"
"16x26"	"16"	"26"	"1"
"16x28"	"16"	"28"	"0"
"16x30"	"16"	"30"	"0"
"16x32"	"16"	"32"	"7"
"16x34"	"16"	"34"	"0"
"16x36"	"16"	"36"	"7"
"16x38"	"16"	"38"	"5"
"17x25"	"17"	"25"	"0"
"17x27"	"17"	"27"	"1"
"17x29"	"17"	"29"	"0"
"17x31"	"17"	"31"	"0"
"17x33"	"17"	"33"	"0"
"17x35"	"17"	"35"	"9"
"17x37"	"17"	"37"	"5"
"17x39"	"17"	"39"	"0"
"18x24"	"18"	"24"	"4"
"18x26"	"18"	"26"	"1"
"18x28"	"18"	"28"	"1"
"18x30"	"18"	"30"	"0"
"18x32"	"18"	"32"	"0"
"18x34"	"18"	"34"	"1"
"18x36"	"18"	"36"	"3"
"18x38"	"18"	"38"	"5"
"18x40"	"18"	"40"	"0"
"18x42"	"18"	"42"	"5"
"19x23"	"19"	"23"	"5"
"19x25"	"19"	"25"	"3"
"19x27"	"19"	"27"	"4"
"19x29"	"19"	"29"	"0"
"19x31"	"19"	"31"	"4"
"19x33"	"19"	"33"	"1"
"19x35"	"19"	"35"	"3"
"19x37"	"19"	"37"	"1"
"19x39"	"19"	"39"	"5"
"19x41"	"19"	"41"	"1"
"19x43"	"19"	"43"	"4"
"19x45"	"19"	"45"	"0"
"19x47"	"19"	"47"	"0"
"19x49"	"19"	"49"	"0"
"20x24"	"20"	"24"	"3"
"20x26"	"20"	"26"	"1"
"20x28"	"20"	"28"	"0"
"20x30"	"20"	"30"	"1"
"20x32"	"20"	"32"	"1"
"20x34"	"20"	"34"	"1"
"20x36"	"20"	"36"	"4"
"20x38"	"20"	"38"	"3"
"20x40"	"20"	"40"	"1"
"20x42"	"20"	"42"	"0"
