"x_cord"	"y_cord"	"cluster"
"23x33"	"23"	"33"	"8"
"24x32"	"24"	"32"	"8"
"24x34"	"24"	"34"	"2"
"25x31"	"25"	"31"	"8"
"25x33"	"25"	"33"	"0"
"26x30"	"26"	"30"	"8"
"26x32"	"26"	"32"	"1"
"27x29"	"27"	"29"	"8"
"27x31"	"27"	"31"	"5"
"27x33"	"27"	"33"	"7"
"28x28"	"28"	"28"	"8"
"28x30"	"28"	"30"	"1"
"28x32"	"28"	"32"	"4"
"28x34"	"28"	"34"	"0"
"28x36"	"28"	"36"	"3"
"28x38"	"28"	"38"	"1"
"29x27"	"29"	"27"	"8"
"29x29"	"29"	"29"	"5"
"29x31"	"29"	"31"	"0"
"29x33"	"29"	"33"	"6"
"29x35"	"29"	"35"	"1"
"29x37"	"29"	"37"	"1"
"29x39"	"29"	"39"	"0"
"30x26"	"30"	"26"	"5"
"30x28"	"30"	"28"	"5"
"30x30"	"30"	"30"	"0"
"30x32"	"30"	"32"	"6"
"30x34"	"30"	"34"	"4"
"30x36"	"30"	"36"	"1"
"30x38"	"30"	"38"	"0"
"31x25"	"31"	"25"	"8"
"31x27"	"31"	"27"	"5"
"31x29"	"31"	"29"	"0"
"31x31"	"31"	"31"	"4"
"31x33"	"31"	"33"	"6"
"31x35"	"31"	"35"	"4"
"31x37"	"31"	"37"	"0"
"31x39"	"31"	"39"	"0"
"32x22"	"32"	"22"	"5"
"32x24"	"32"	"24"	"6"
"32x26"	"32"	"26"	"4"
"32x28"	"32"	"28"	"1"
"32x30"	"32"	"30"	"4"
"32x32"	"32"	"32"	"1"
"32x34"	"32"	"34"	"3"
"32x36"	"32"	"36"	"0"
"32x38"	"32"	"38"	"0"
"32x40"	"32"	"40"	"0"
"33x23"	"33"	"23"	"5"
"33x25"	"33"	"25"	"0"
"33x27"	"33"	"27"	"1"
"33x29"	"33"	"29"	"4"
"33x31"	"33"	"31"	"1"
"33x33"	"33"	"33"	"3"
"33x35"	"33"	"35"	"1"
"33x37"	"33"	"37"	"0"
"33x39"	"33"	"39"	"4"
"33x41"	"33"	"41"	"1"
"34x20"	"34"	"20"	"8"
"34x26"	"34"	"26"	"5"
"34x28"	"34"	"28"	"4"
"34x30"	"34"	"30"	"4"
"34x32"	"34"	"32"	"1"
"34x34"	"34"	"34"	"4"
"34x36"	"34"	"36"	"0"
"34x38"	"34"	"38"	"0"
"34x40"	"34"	"40"	"3"
"34x42"	"34"	"42"	"3"
"35x19"	"35"	"19"	"5"
"35x21"	"35"	"21"	"4"
"35x23"	"35"	"23"	"0"
"35x25"	"35"	"25"	"7"
"35x27"	"35"	"27"	"0"
"35x29"	"35"	"29"	"6"
"35x31"	"35"	"31"	"0"
"35x33"	"35"	"33"	"4"
"35x35"	"35"	"35"	"4"
"35x37"	"35"	"37"	"6"
"35x39"	"35"	"39"	"0"
"35x41"	"35"	"41"	"1"
"36x14"	"36"	"14"	"8"
"36x18"	"36"	"18"	"5"
"36x20"	"36"	"20"	"4"
"36x22"	"36"	"22"	"1"
"36x24"	"36"	"24"	"6"
"36x26"	"36"	"26"	"0"
"36x28"	"36"	"28"	"0"
"36x30"	"36"	"30"	"4"
"36x32"	"36"	"32"	"7"
"36x34"	"36"	"34"	"4"
"36x36"	"36"	"36"	"1"
"36x38"	"36"	"38"	"7"
"36x40"	"36"	"40"	"4"
"36x42"	"36"	"42"	"1"
"37x13"	"37"	"13"	"8"
"37x15"	"37"	"15"	"0"
"37x17"	"37"	"17"	"6"
"37x19"	"37"	"19"	"0"
"37x21"	"37"	"21"	"0"
"37x23"	"37"	"23"	"3"
"37x25"	"37"	"25"	"0"
"37x27"	"37"	"27"	"4"
"37x29"	"37"	"29"	"5"
"37x31"	"37"	"31"	"0"
"37x33"	"37"	"33"	"0"
"37x35"	"37"	"35"	"3"
"37x37"	"37"	"37"	"0"
"37x39"	"37"	"39"	"3"
"37x41"	"37"	"41"	"0"
"37x43"	"37"	"43"	"0"
"38x10"	"38"	"10"	"8"
"38x12"	"38"	"12"	"1"
"38x14"	"38"	"14"	"0"
"38x16"	"38"	"16"	"1"
"38x18"	"38"	"18"	"7"
"38x20"	"38"	"20"	"7"
"38x22"	"38"	"22"	"0"
"38x24"	"38"	"24"	"4"
"38x26"	"38"	"26"	"1"
"38x30"	"38"	"30"	"5"
"38x32"	"38"	"32"	"6"
"38x34"	"38"	"34"	"0"
"38x36"	"38"	"36"	"1"
"38x38"	"38"	"38"	"1"
"38x40"	"38"	"40"	"6"
"38x42"	"38"	"42"	"3"
"39x9"	"39"	"9"	"8"
"39x11"	"39"	"11"	"1"
"39x13"	"39"	"13"	"1"
"39x15"	"39"	"15"	"0"
"39x17"	"39"	"17"	"3"
"39x19"	"39"	"19"	"0"
"39x21"	"39"	"21"	"1"
"39x23"	"39"	"23"	"10"
"39x25"	"39"	"25"	"5"
"39x27"	"39"	"27"	"8"
"39x31"	"39"	"31"	"8"
"39x33"	"39"	"33"	"5"
"39x35"	"39"	"35"	"5"
"39x37"	"39"	"37"	"0"
"39x39"	"39"	"39"	"0"
"39x41"	"39"	"41"	"0"
"39x43"	"39"	"43"	"4"
"40x6"	"40"	"6"	"8"
"40x8"	"40"	"8"	"8"
"40x10"	"40"	"10"	"1"
"40x12"	"40"	"12"	"1"
"40x14"	"40"	"14"	"1"
"40x16"	"40"	"16"	"3"
"40x18"	"40"	"18"	"4"
"40x20"	"40"	"20"	"0"
"40x34"	"40"	"34"	"8"
"40x36"	"40"	"36"	"5"
"40x38"	"40"	"38"	"0"
"40x40"	"40"	"40"	"0"
"40x42"	"40"	"42"	"7"
"40x44"	"40"	"44"	"0"
"41x7"	"41"	"7"	"8"
"41x9"	"41"	"9"	"1"
"41x11"	"41"	"11"	"0"
"41x13"	"41"	"13"	"0"
"41x15"	"41"	"15"	"1"
"41x17"	"41"	"17"	"1"
"41x19"	"41"	"19"	"0"
"41x21"	"41"	"21"	"5"
"41x35"	"41"	"35"	"8"
"41x37"	"41"	"37"	"5"
"41x39"	"41"	"39"	"0"
"41x41"	"41"	"41"	"3"
"41x43"	"41"	"43"	"7"
"41x45"	"41"	"45"	"1"
"42x6"	"42"	"6"	"8"
"42x8"	"42"	"8"	"8"
"42x10"	"42"	"10"	"4"
"42x12"	"42"	"12"	"6"
"42x14"	"42"	"14"	"0"
"42x16"	"42"	"16"	"1"
"42x18"	"42"	"18"	"0"
"42x20"	"42"	"20"	"4"
"42x34"	"42"	"34"	"8"
"42x36"	"42"	"36"	"8"
"42x38"	"42"	"38"	"5"
"42x40"	"42"	"40"	"1"
"42x42"	"42"	"42"	"0"
"42x44"	"42"	"44"	"0"
"43x7"	"43"	"7"	"8"
"43x9"	"43"	"9"	"0"
"43x11"	"43"	"11"	"1"
"43x13"	"43"	"13"	"0"
"43x15"	"43"	"15"	"3"
"43x17"	"43"	"17"	"4"
"43x19"	"43"	"19"	"5"
"43x39"	"43"	"39"	"5"
"43x41"	"43"	"41"	"5"
"43x43"	"43"	"43"	"0"
"43x45"	"43"	"45"	"0"
"44x8"	"44"	"8"	"8"
"44x10"	"44"	"10"	"4"
"44x12"	"44"	"12"	"3"
"44x42"	"44"	"42"	"8"
"44x44"	"44"	"44"	"0"
"45x7"	"45"	"7"	"8"
"45x9"	"45"	"9"	"4"
"45x11"	"45"	"11"	"4"
"45x13"	"45"	"13"	"1"
"45x15"	"45"	"15"	"4"
"45x41"	"45"	"41"	"8"
"45x43"	"45"	"43"	"5"
"45x45"	"45"	"45"	"3"
"46x6"	"46"	"6"	"8"
"46x8"	"46"	"8"	"8"
"46x10"	"46"	"10"	"1"
"46x12"	"46"	"12"	"8"
"46x14"	"46"	"14"	"3"
"46x16"	"46"	"16"	"6"
"46x18"	"46"	"18"	"1"
"46x40"	"46"	"40"	"8"
"46x42"	"46"	"42"	"5"
"46x44"	"46"	"44"	"0"
"47x11"	"47"	"11"	"8"
"47x13"	"47"	"13"	"3"
"47x15"	"47"	"15"	"0"
"47x17"	"47"	"17"	"4"
"47x19"	"47"	"19"	"1"
"47x41"	"47"	"41"	"8"
"47x43"	"47"	"43"	"1"
"47x45"	"47"	"45"	"4"
"48x8"	"48"	"8"	"8"
"48x10"	"48"	"10"	"8"
"48x12"	"48"	"12"	"0"
"48x14"	"48"	"14"	"4"
"48x16"	"48"	"16"	"4"
"48x18"	"48"	"18"	"3"
"48x20"	"48"	"20"	"0"
"48x38"	"48"	"38"	"8"
"48x40"	"48"	"40"	"5"
"48x42"	"48"	"42"	"6"
"48x44"	"48"	"44"	"1"
"49x7"	"49"	"7"	"8"
"49x9"	"49"	"9"	"8"
"49x11"	"49"	"11"	"0"
"49x13"	"49"	"13"	"0"
"49x15"	"49"	"15"	"1"
"49x17"	"49"	"17"	"3"
"49x19"	"49"	"19"	"1"
"49x21"	"49"	"21"	"0"
"49x33"	"49"	"33"	"8"
"49x35"	"49"	"35"	"8"
"49x37"	"49"	"37"	"5"
"49x39"	"49"	"39"	"0"
"49x41"	"49"	"41"	"1"
"49x43"	"49"	"43"	"6"
"50x8"	"50"	"8"	"8"
"50x10"	"50"	"10"	"0"
"50x12"	"50"	"12"	"6"
"50x14"	"50"	"14"	"0"
"50x16"	"50"	"16"	"3"
"50x18"	"50"	"18"	"1"
"50x20"	"50"	"20"	"0"
"50x22"	"50"	"22"	"0"
"50x24"	"50"	"24"	"5"
"50x26"	"50"	"26"	"1"
"50x28"	"50"	"28"	"8"
"50x30"	"50"	"30"	"5"
"50x32"	"50"	"32"	"5"
"50x34"	"50"	"34"	"0"
"50x36"	"50"	"36"	"0"
"50x38"	"50"	"38"	"0"
"50x40"	"50"	"40"	"0"
"50x42"	"50"	"42"	"1"
"51x9"	"51"	"9"	"8"
"51x11"	"51"	"11"	"1"
"51x13"	"51"	"13"	"4"
"51x15"	"51"	"15"	"1"
"51x17"	"51"	"17"	"3"
"51x19"	"51"	"19"	"4"
"51x21"	"51"	"21"	"4"
"51x23"	"51"	"23"	"1"
"51x25"	"51"	"25"	"3"
"51x27"	"51"	"27"	"0"
