"x_cord"	"y_cord"	"cluster"
"9x37"	"9"	"37"	"1"
"9x39"	"9"	"39"	"1"
"9x41"	"9"	"41"	"5"
"10x36"	"10"	"36"	"4"
"10x38"	"10"	"38"	"4"
"10x40"	"10"	"40"	"0"
"10x42"	"10"	"42"	"4"
"11x33"	"11"	"33"	"0"
"11x35"	"11"	"35"	"3"
"11x37"	"11"	"37"	"0"
"11x39"	"11"	"39"	"0"
"11x41"	"11"	"41"	"0"
"11x43"	"11"	"43"	"1"
"11x45"	"11"	"45"	"1"
"12x30"	"12"	"30"	"0"
"12x32"	"12"	"32"	"0"
"12x34"	"12"	"34"	"0"
"12x36"	"12"	"36"	"0"
"12x38"	"12"	"38"	"0"
"12x40"	"12"	"40"	"0"
"12x42"	"12"	"42"	"5"
"12x44"	"12"	"44"	"5"
"12x46"	"12"	"46"	"1"
"13x29"	"13"	"29"	"0"
"13x31"	"13"	"31"	"0"
"13x33"	"13"	"33"	"7"
"13x35"	"13"	"35"	"4"
"13x37"	"13"	"37"	"1"
"13x39"	"13"	"39"	"0"
"13x41"	"13"	"41"	"1"
"13x43"	"13"	"43"	"5"
"13x45"	"13"	"45"	"5"
"13x47"	"13"	"47"	"1"
"14x26"	"14"	"26"	"1"
"14x28"	"14"	"28"	"0"
"14x30"	"14"	"30"	"0"
"14x32"	"14"	"32"	"7"
"14x34"	"14"	"34"	"7"
"14x36"	"14"	"36"	"5"
"14x38"	"14"	"38"	"5"
"14x40"	"14"	"40"	"5"
"14x42"	"14"	"42"	"0"
"14x44"	"14"	"44"	"5"
"14x46"	"14"	"46"	"5"
"14x48"	"14"	"48"	"1"
"15x23"	"15"	"23"	"0"
"15x25"	"15"	"25"	"4"
"15x27"	"15"	"27"	"4"
"15x29"	"15"	"29"	"0"
"15x31"	"15"	"31"	"0"
"15x33"	"15"	"33"	"0"
"15x35"	"15"	"35"	"7"
"15x37"	"15"	"37"	"5"
"15x39"	"15"	"39"	"5"
"15x41"	"15"	"41"	"5"
"15x43"	"15"	"43"	"0"
"15x45"	"15"	"45"	"0"
"15x47"	"15"	"47"	"5"
"15x49"	"15"	"49"	"0"
"16x22"	"16"	"22"	"0"
"16x24"	"16"	"24"	"1"
"16x26"	"16"	"26"	"1"
"16x28"	"16"	"28"	"7"
"16x30"	"16"	"30"	"10"
"16x32"	"16"	"32"	"0"
"16x34"	"16"	"34"	"4"
"16x36"	"16"	"36"	"5"
"16x38"	"16"	"38"	"5"
"16x40"	"16"	"40"	"5"
"16x42"	"16"	"42"	"0"
"16x44"	"16"	"44"	"6"
"16x46"	"16"	"46"	"0"
"16x48"	"16"	"48"	"5"
"16x50"	"16"	"50"	"5"
"17x21"	"17"	"21"	"0"
"17x23"	"17"	"23"	"7"
"17x25"	"17"	"25"	"1"
"17x27"	"17"	"27"	"0"
"17x29"	"17"	"29"	"3"
"17x31"	"17"	"31"	"0"
"17x33"	"17"	"33"	"1"
"17x35"	"17"	"35"	"4"
"17x37"	"17"	"37"	"0"
"17x39"	"17"	"39"	"4"
"17x41"	"17"	"41"	"1"
"17x43"	"17"	"43"	"7"
"17x45"	"17"	"45"	"7"
"17x47"	"17"	"47"	"0"
"17x49"	"17"	"49"	"0"
"17x51"	"17"	"51"	"0"
"18x20"	"18"	"20"	"4"
"18x22"	"18"	"22"	"0"
"18x24"	"18"	"24"	"4"
"18x26"	"18"	"26"	"0"
"18x28"	"18"	"28"	"1"
"18x30"	"18"	"30"	"4"
"18x32"	"18"	"32"	"0"
"18x34"	"18"	"34"	"4"
"18x36"	"18"	"36"	"0"
"18x38"	"18"	"38"	"0"
"18x40"	"18"	"40"	"3"
"18x42"	"18"	"42"	"4"
"18x44"	"18"	"44"	"0"
"18x46"	"18"	"46"	"0"
"18x48"	"18"	"48"	"0"
"18x50"	"18"	"50"	"5"
"18x52"	"18"	"52"	"5"
"19x21"	"19"	"21"	"1"
"19x23"	"19"	"23"	"6"
"19x25"	"19"	"25"	"0"
"19x27"	"19"	"27"	"1"
"19x29"	"19"	"29"	"0"
"19x31"	"19"	"31"	"1"
"19x33"	"19"	"33"	"0"
