"x_cord"	"y_cord"	"cluster"
"14x54"	"14"	"54"	"8"
"15x53"	"15"	"53"	"5"
"16x54"	"16"	"54"	"5"
"18x54"	"18"	"54"	"5"
"19x53"	"19"	"53"	"5"
"19x55"	"19"	"55"	"5"
"20x52"	"20"	"52"	"4"
"20x54"	"20"	"54"	"0"
"20x56"	"20"	"56"	"5"
"21x51"	"21"	"51"	"1"
"21x53"	"21"	"53"	"1"
"21x55"	"21"	"55"	"2"
"21x57"	"21"	"57"	"0"
"22x48"	"22"	"48"	"2"
"22x50"	"22"	"50"	"9"
"22x52"	"22"	"52"	"9"
"22x54"	"22"	"54"	"3"
"22x56"	"22"	"56"	"2"
"22x58"	"22"	"58"	"0"
"23x45"	"23"	"45"	"1"
"23x47"	"23"	"47"	"1"
"23x49"	"23"	"49"	"2"
"23x51"	"23"	"51"	"8"
"23x53"	"23"	"53"	"1"
"23x55"	"23"	"55"	"3"
"23x57"	"23"	"57"	"2"
"23x59"	"23"	"59"	"8"
"24x42"	"24"	"42"	"0"
"24x44"	"24"	"44"	"1"
"24x46"	"24"	"46"	"0"
"24x48"	"24"	"48"	"3"
"24x50"	"24"	"50"	"8"
"24x52"	"24"	"52"	"8"
"24x54"	"24"	"54"	"1"
"24x56"	"24"	"56"	"1"
"24x58"	"24"	"58"	"3"
"25x39"	"25"	"39"	"8"
"25x41"	"25"	"41"	"0"
"25x43"	"25"	"43"	"3"
"25x45"	"25"	"45"	"2"
"25x47"	"25"	"47"	"1"
"25x49"	"25"	"49"	"1"
"25x51"	"25"	"51"	"0"
"25x53"	"25"	"53"	"1"
"25x55"	"25"	"55"	"3"
"25x57"	"25"	"57"	"2"
"25x59"	"25"	"59"	"1"
"26x38"	"26"	"38"	"8"
"26x40"	"26"	"40"	"7"
"26x42"	"26"	"42"	"2"
"26x44"	"26"	"44"	"1"
"26x46"	"26"	"46"	"1"
"26x48"	"26"	"48"	"1"
"26x50"	"26"	"50"	"0"
"26x52"	"26"	"52"	"0"
"26x54"	"26"	"54"	"1"
"26x56"	"26"	"56"	"2"
"26x58"	"26"	"58"	"2"
"27x37"	"27"	"37"	"4"
"27x39"	"27"	"39"	"3"
"27x41"	"27"	"41"	"0"
"27x43"	"27"	"43"	"1"
"27x45"	"27"	"45"	"2"
"27x47"	"27"	"47"	"3"
"27x49"	"27"	"49"	"2"
"27x51"	"27"	"51"	"2"
